File,WaveData20210923_053.csv,
Date/Time,21-09-23/17:22,

Trace,A
Center Wavelength,1558.8,nm
Span Wavelength,200,nm
Start Wavelength,1458.8,nm
Stop Wavelength,1658.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,1001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1458.8,nm
Stop,1658.8,nm

Wavelength(A),Level(A)
1458.800000,1.0070E-006
1459.000000,1.0250E-006
1459.200000,1.0380E-006
1459.400000,1.0070E-006
1459.600000,1.0460E-006
1459.800000,1.0550E-006
1460.000000,1.0730E-006
1460.200000,1.0650E-006
1460.400000,1.0410E-006
1460.600000,1.0580E-006
1460.800000,1.1020E-006
1461.000000,1.0590E-006
1461.200000,1.0780E-006
1461.400000,1.0640E-006
1461.600000,1.0740E-006
1461.800000,1.1150E-006
1462.000000,1.0750E-006
1462.200000,1.1230E-006
1462.400000,1.0720E-006
1462.600000,1.0840E-006
1462.800000,1.1250E-006
1463.000000,1.1000E-006
1463.200000,1.0880E-006
1463.400000,1.1050E-006
1463.600000,1.1410E-006
1463.800000,1.1200E-006
1464.000000,1.1370E-006
1464.200000,1.1370E-006
1464.400000,1.1520E-006
1464.600000,1.1710E-006
1464.800000,1.1570E-006
1465.000000,1.1620E-006
1465.200000,1.1430E-006
1465.400000,1.1520E-006
1465.600000,1.1510E-006
1465.800000,1.1700E-006
1466.000000,1.1620E-006
1466.200000,1.2030E-006
1466.400000,1.1840E-006
1466.600000,1.1940E-006
1466.800000,1.1900E-006
1467.000000,1.2010E-006
1467.200000,1.2200E-006
1467.400000,1.1860E-006
1467.600000,1.2090E-006
1467.800000,1.1900E-006
1468.000000,1.2010E-006
1468.200000,1.2500E-006
1468.400000,1.2320E-006
1468.600000,1.2270E-006
1468.800000,1.2140E-006
1469.000000,1.2350E-006
1469.200000,1.2160E-006
1469.400000,1.2510E-006
1469.600000,1.2020E-006
1469.800000,1.2300E-006
1470.000000,1.2270E-006
1470.200000,1.2510E-006
1470.400000,1.2170E-006
1470.600000,1.2400E-006
1470.800000,1.1940E-006
1471.000000,1.2310E-006
1471.200000,1.2200E-006
1471.400000,1.2900E-006
1471.600000,1.2560E-006
1471.800000,1.2380E-006
1472.000000,1.2430E-006
1472.200000,1.2350E-006
1472.400000,1.2080E-006
1472.600000,1.2620E-006
1472.800000,1.2300E-006
1473.000000,1.2530E-006
1473.200000,1.2480E-006
1473.400000,1.2240E-006
1473.600000,1.2530E-006
1473.800000,1.2420E-006
1474.000000,1.2460E-006
1474.200000,1.2810E-006
1474.400000,1.2350E-006
1474.600000,1.2660E-006
1474.800000,1.2510E-006
1475.000000,1.2770E-006
1475.200000,1.2450E-006
