1538.000000,2.4540E-007,1538.000000,2.4540E-007,1538.000000,2.4540E-007
1538.050000,2.2850E-007,1538.050000,2.2850E-007,1538.050000,2.2850E-007
1538.100000,2.4150E-007,1538.100000,2.4150E-007,1538.100000,2.4150E-007
1538.150000,2.3860E-007,1538.150000,2.3860E-007,1538.150000,2.3860E-007
1538.200000,1.8590E-007,1538.200000,1.8590E-007,1538.200000,1.8590E-007
1538.250000,2.3180E-007,1538.250000,2.3180E-007,1538.250000,2.3180E-007
1538.300000,2.0080E-007,1538.300000,2.0080E-007,1538.300000,2.0080E-007
1538.350000,2.1940E-007,1538.350000,2.1940E-007,1538.350000,2.1940E-007
1538.400000,2.1530E-007,1538.400000,2.1530E-007,1538.400000,2.1530E-007
1538.450000,2.4730E-007,1538.450000,2.4730E-007,1538.450000,2.4730E-007
1538.500000,2.4410E-007,1538.500000,2.4410E-007,1538.500000,2.4410E-007
1538.550000,2.5410E-007,1538.550000,2.5410E-007,1538.550000,2.5410E-007
1538.600000,1.9610E-007,1538.600000,1.9610E-007,1538.600000,1.9610E-007
1538.650000,2.1970E-007,1538.650000,2.1970E-007,1538.650000,2.1970E-007
1538.700000,2.2330E-007,1538.700000,2.2330E-007,1538.700000,2.2330E-007
1538.750000,2.0730E-007,1538.750000,2.0730E-007,1538.750000,2.0730E-007
1538.800000,2.1310E-007,1538.800000,2.1310E-007,1538.800000,2.1310E-007
1538.850000,2.0330E-007,1538.850000,2.0330E-007,1538.850000,2.0330E-007
1538.900000,1.8990E-007,1538.900000,1.8990E-007,1538.900000,1.8990E-007
1538.950000,1.7930E-007,1538.950000,1.7930E-007,1538.950000,1.7930E-007
1539.000000,2.3200E-007,1539.000000,2.3200E-007,1539.000000,2.3200E-007
1539.050000,2.2230E-007,1539.050000,2.2230E-007,1539.050000,2.2230E-007
1539.100000,2.0790E-007,1539.100000,2.0790E-007,1539.100000,2.0790E-007
1539.150000,2.2280E-007,1539.150000,2.2280E-007,1539.150000,2.2280E-007
1539.200000,2.4180E-007,1539.200000,2.4180E-007,1539.200000,2.4180E-007
1539.250000,1.4630E-007,1539.250000,1.4630E-007,1539.250000,1.4630E-007
1539.300000,2.1070E-007,1539.300000,2.1070E-007,1539.300000,2.1070E-007
1539.350000,2.5400E-007,1539.350000,2.5400E-007,1539.350000,2.5400E-007
1539.400000,2.0720E-007,1539.400000,2.0720E-007,1539.400000,2.0720E-007
1539.450000,2.5840E-007,1539.450000,2.5840E-007,1539.450000,2.5840E-007
1539.500000,2.7260E-007,1539.500000,2.7260E-007,1539.500000,2.7260E-007
1539.550000,2.1750E-007,1539.550000,2.1750E-007,1539.550000,2.1750E-007
1539.600000,2.4400E-007,1539.600000,2.4400E-007,1539.600000,2.4400E-007
1539.650000,2.4930E-007,1539.650000,2.4930E-007,1539.650000,2.4930E-007
1539.700000,2.2450E-007,1539.700000,2.2450E-007,1539.700000,2.2450E-007
1539.750000,2.5830E-007,1539.750000,2.5830E-007,1539.750000,2.5830E-007
1539.800000,2.7080E-007,1539.800000,2.7080E-007,1539.800000,2.7080E-007
1539.850000,2.0380E-007,1539.850000,2.0380E-007,1539.850000,2.0380E-007
1539.900000,2.2860E-007,1539.900000,2.2860E-007,1539.900000,2.2860E-007
1539.950000,2.1450E-007,1539.950000,2.1450E-007,1539.950000,2.1450E-007
1540.000000,2.8000E-007,1540.000000,2.8000E-007,1540.000000,2.8000E-007
1540.050000,2.2590E-007,1540.050000,2.2590E-007,1540.050000,2.2590E-007
1540.100000,2.6750E-007,1540.100000,2.6750E-007,1540.100000,2.6750E-007
1540.150000,2.8110E-007,1540.150000,2.8110E-007,1540.150000,2.8110E-007
1540.200000,1.9880E-007,1540.200000,1.9880E-007,1540.200000,1.9880E-007
1540.250000,2.1930E-007,1540.250000,2.1930E-007,1540.250000,2.1930E-007
1540.300000,2.2580E-007,1540.300000,2.2580E-007,1540.300000,2.2580E-007
1540.350000,2.8340E-007,1540.350000,2.8340E-007,1540.350000,2.8340E-007
1540.400000,2.5670E-007,1540.400000,2.5670E-007,1540.400000,2.5670E-007
1540.450000,2.2950E-007,1540.450000,2.2950E-007,1540.450000,2.2950E-007
1540.500000,2.3020E-007,1540.500000,2.3020E-007,1540.500000,2.3020E-007
1540.550000,2.6230E-007,1540.550000,2.6230E-007,1540.550000,2.6230E-007
1540.600000,2.5990E-007,1540.600000,2.5990E-007,1540.600000,2.5990E-007
1540.650000,2.7240E-007,1540.650000,2.7240E-007,1540.650000,2.7240E-007
1540.700000,2.2730E-007,1540.700000,2.2730E-007,1540.700000,2.2730E-007
1540.750000,2.1850E-007,1540.750000,2.1850E-007,1540.750000,2.1850E-007
1540.800000,2.6830E-007,1540.800000,2.6830E-007,1540.800000,2.6830E-007
1540.850000,3.1550E-007,1540.850000,3.1550E-007,1540.850000,3.1550E-007
1540.900000,3.0370E-007,1540.900000,3.0370E-007,1540.900000,3.0370E-007
1540.950000,2.2800E-007,1540.950000,2.2800E-007,1540.950000,2.2800E-007
1541.000000,2.5440E-007,1541.000000,2.5440E-007,1541.000000,2.5440E-007
1541.050000,2.6810E-007,1541.050000,2.6810E-007,1541.050000,2.6810E-007
1541.100000,2.7780E-007,1541.100000,2.7780E-007,1541.100000,2.7780E-007
1541.150000,2.8520E-007,1541.150000,2.8520E-007,1541.150000,2.8520E-007
1541.200000,2.8000E-007,1541.200000,2.8000E-007,1541.200000,2.8000E-007
1541.250000,2.9450E-007,1541.250000,2.9450E-007,1541.250000,2.9450E-007
1541.300000,2.5640E-007,1541.300000,2.5640E-007,1541.300000,2.5640E-007
1541.350000,2.5210E-007,1541.350000,2.5210E-007,1541.350000,2.5210E-007
1541.400000,3.2350E-007,1541.400000,3.2350E-007,1541.400000,3.2350E-007
1541.450000,2.9060E-007,1541.450000,2.9060E-007,1541.450000,2.9060E-007
1541.500000,3.0550E-007,1541.500000,3.0550E-007,1541.500000,3.0550E-007
1541.550000,2.7690E-007,1541.550000,2.7690E-007,1541.550000,2.7690E-007
1541.600000,2.6870E-007,1541.600000,2.6870E-007,1541.600000,2.6870E-007
1541.650000,2.9050E-007,1541.650000,2.9050E-007,1541.650000,2.9050E-007
1541.700000,3.4100E-007,1541.700000,3.4100E-007,1541.700000,3.4100E-007
1541.750000,3.1590E-007,1541.750000,3.1590E-007,1541.750000,3.1590E-007
1541.800000,2.8250E-007,1541.800000,2.8250E-007,1541.800000,2.8250E-007
1541.850000,3.6110E-007,1541.850000,3.6110E-007,1541.850000,3.6110E-007
1541.900000,2.9600E-007,1541.900000,2.9600E-007,1541.900000,2.9600E-007
1541.950000,3.1830E-007,1541.950000,3.1830E-007,1541.950000,3.1830E-007
1542.000000,3.7450E-007,1542.000000,3.7450E-007,1542.000000,3.7450E-007
1542.050000,2.9610E-007,1542.050000,2.9610E-007,1542.050000,2.9610E-007
1542.100000,3.2180E-007,1542.100000,3.2180E-007,1542.100000,3.2180E-007
1542.150000,3.1690E-007,1542.150000,3.1690E-007,1542.150000,3.1690E-007
1542.200000,3.2240E-007,1542.200000,3.2240E-007,1542.200000,3.2240E-007
1542.250000,3.2360E-007,1542.250000,3.2360E-007,1542.250000,3.2360E-007
1542.300000,3.0730E-007,1542.300000,3.0730E-007,1542.300000,3.0730E-007
1542.350000,3.7620E-007,1542.350000,3.7620E-007,1542.350000,3.7620E-007
1542.400000,3.7350E-007,1542.400000,3.7350E-007,1542.400000,3.7350E-007
1542.450000,3.3270E-007,1542.450000,3.3270E-007,1542.450000,3.3270E-007
1542.500000,3.3600E-007,1542.500000,3.3600E-007,1542.500000,3.3600E-007
1542.550000,3.2180E-007,1542.550000,3.2180E-007,1542.550000,3.2180E-007
1542.600000,3.7020E-007,1542.600000,3.7020E-007,1542.600000,3.7020E-007
1542.650000,3.9970E-007,1542.650000,3.9970E-007,1542.650000,3.9970E-007
1542.700000,3.7270E-007,1542.700000,3.7270E-007,1542.700000,3.7270E-007
1542.750000,3.1320E-007,1542.750000,3.1320E-007,1542.750000,3.1320E-007
1542.800000,3.4860E-007,1542.800000,3.4860E-007,1542.800000,3.4860E-007
1542.850000,4.1210E-007,1542.850000,4.1210E-007,1542.850000,4.1210E-007
1542.900000,3.6120E-007,1542.900000,3.6120E-007,1542.900000,3.6120E-007
1542.950000,3.8960E-007,1542.950000,3.8960E-007,1542.950000,3.8960E-007
1543.000000,3.7940E-007,1543.000000,3.7940E-007,1543.000000,3.7940E-007
1543.050000,3.8470E-007,1543.050000,3.8470E-007,1543.050000,3.8470E-007
1543.100000,4.0180E-007,1543.100000,4.0180E-007,1543.100000,4.0180E-007
1543.150000,4.1490E-007,1543.150000,4.1490E-007,1543.150000,4.1490E-007
1543.200000,3.9930E-007,1543.200000,3.9930E-007,1543.200000,3.9930E-007
1543.250000,4.2580E-007,1543.250000,4.2580E-007,1543.250000,4.2580E-007
1543.300000,4.2130E-007,1543.300000,4.2130E-007,1543.300000,4.2130E-007
1543.350000,4.2340E-007,1543.350000,4.2340E-007,1543.350000,4.2340E-007
1543.400000,3.4940E-007,1543.400000,3.4940E-007,1543.400000,3.4940E-007
1543.450000,4.1370E-007,1543.450000,4.1370E-007,1543.450000,4.1370E-007
1543.500000,4.7290E-007,1543.500000,4.7290E-007,1543.500000,4.7290E-007
1543.550000,4.3430E-007,1543.550000,4.3430E-007,1543.550000,4.3430E-007
1543.600000,4.0160E-007,1543.600000,4.0160E-007,1543.600000,4.0160E-007
1543.650000,4.5730E-007,1543.650000,4.5730E-007,1543.650000,4.5730E-007
1543.700000,4.6670E-007,1543.700000,4.6670E-007,1543.700000,4.6670E-007
1543.750000,4.5590E-007,1543.750000,4.5590E-007,1543.750000,4.5590E-007
1543.800000,4.3980E-007,1543.800000,4.3980E-007,1543.800000,4.3980E-007
1543.850000,4.7380E-007,1543.850000,4.7380E-007,1543.850000,4.7380E-007
1543.900000,5.0740E-007,1543.900000,5.0740E-007,1543.900000,5.0740E-007
1543.950000,4.8350E-007,1543.950000,4.8350E-007,1543.950000,4.8350E-007
1544.000000,5.1280E-007,1544.000000,5.1280E-007,1544.000000,5.1280E-007
1544.050000,4.9320E-007,1544.050000,4.9320E-007,1544.050000,4.9320E-007
1544.100000,5.4730E-007,1544.100000,5.4730E-007,1544.100000,5.4730E-007
1544.150000,5.5140E-007,1544.150000,5.5140E-007,1544.150000,5.5140E-007
1544.200000,5.2040E-007,1544.200000,5.2040E-007,1544.200000,5.2040E-007
1544.250000,5.1860E-007,1544.250000,5.1860E-007,1544.250000,5.1860E-007
1544.300000,5.7860E-007,1544.300000,5.7860E-007,1544.300000,5.7860E-007
1544.350000,5.7340E-007,1544.350000,5.7340E-007,1544.350000,5.7340E-007
1544.400000,4.7600E-007,1544.400000,4.7600E-007,1544.400000,4.7600E-007
1544.450000,5.0790E-007,1544.450000,5.0790E-007,1544.450000,5.0790E-007
1544.500000,5.3920E-007,1544.500000,5.3920E-007,1544.500000,5.3920E-007
1544.550000,5.2430E-007,1544.550000,5.2430E-007,1544.550000,5.2430E-007
1544.600000,5.9080E-007,1544.600000,5.9080E-007,1544.600000,5.9080E-007
1544.650000,5.7290E-007,1544.650000,5.7290E-007,1544.650000,5.7290E-007
1544.700000,6.1190E-007,1544.700000,6.1190E-007,1544.700000,6.1190E-007
1544.750000,6.2150E-007,1544.750000,6.2150E-007,1544.750000,6.2150E-007
1544.800000,6.0150E-007,1544.800000,6.0150E-007,1544.800000,6.0150E-007
1544.850000,5.9550E-007,1544.850000,5.9550E-007,1544.850000,5.9550E-007
1544.900000,6.1770E-007,1544.900000,6.1770E-007,1544.900000,6.1770E-007
1544.950000,6.3140E-007,1544.950000,6.3140E-007,1544.950000,6.3140E-007
1545.000000,6.6900E-007,1545.000000,6.6900E-007,1545.000000,6.6900E-007
1545.050000,6.5180E-007,1545.050000,6.5180E-007,1545.050000,6.5180E-007
1545.100000,6.6560E-007,1545.100000,6.6560E-007,1545.100000,6.6560E-007
1545.150000,6.9570E-007,1545.150000,6.9570E-007,1545.150000,6.9570E-007
1545.200000,6.9000E-007,1545.200000,6.9000E-007,1545.200000,6.9000E-007
1545.250000,6.7710E-007,1545.250000,6.7710E-007,1545.250000,6.7710E-007
1545.300000,6.6130E-007,1545.300000,6.6130E-007,1545.300000,6.6130E-007
1545.350000,6.6160E-007,1545.350000,6.6160E-007,1545.350000,6.6160E-007
1545.400000,6.8100E-007,1545.400000,6.8100E-007,1545.400000,6.8100E-007
1545.450000,7.3090E-007,1545.450000,7.3090E-007,1545.450000,7.3090E-007
1545.500000,6.8040E-007,1545.500000,6.8040E-007,1545.500000,6.8040E-007
1545.550000,7.4150E-007,1545.550000,7.4150E-007,1545.550000,7.4150E-007
1545.600000,7.3690E-007,1545.600000,7.3690E-007,1545.600000,7.3690E-007
1545.650000,7.6140E-007,1545.650000,7.6140E-007,1545.650000,7.6140E-007
1545.700000,6.9500E-007,1545.700000,6.9500E-007,1545.700000,6.9500E-007
1545.750000,7.3650E-007,1545.750000,7.3650E-007,1545.750000,7.3650E-007
1545.800000,7.6820E-007,1545.800000,7.6820E-007,1545.800000,7.6820E-007
1545.850000,8.2690E-007,1545.850000,8.2690E-007,1545.850000,8.2690E-007
1545.900000,8.0620E-007,1545.900000,8.0620E-007,1545.900000,8.0620E-007
1545.950000,8.3740E-007,1545.950000,8.3740E-007,1545.950000,8.3740E-007
1546.000000,7.8550E-007,1546.000000,7.8550E-007,1546.000000,7.8550E-007
1546.050000,7.9320E-007,1546.050000,7.9320E-007,1546.050000,7.9320E-007
1546.100000,8.4710E-007,1546.100000,8.4710E-007,1546.100000,8.4710E-007
1546.150000,8.3140E-007,1546.150000,8.3140E-007,1546.150000,8.3140E-007
1546.200000,8.3490E-007,1546.200000,8.3490E-007,1546.200000,8.3490E-007
1546.250000,8.8890E-007,1546.250000,8.8890E-007,1546.250000,8.8890E-007
1546.300000,8.9160E-007,1546.300000,8.9160E-007,1546.300000,8.9160E-007
1546.350000,8.6230E-007,1546.350000,8.6230E-007,1546.350000,8.6230E-007
1546.400000,9.0140E-007,1546.400000,9.0140E-007,1546.400000,9.0140E-007
1546.450000,9.3830E-007,1546.450000,9.3830E-007,1546.450000,9.3830E-007
1546.500000,9.2080E-007,1546.500000,9.2080E-007,1546.500000,9.2080E-007
1546.550000,9.3330E-007,1546.550000,9.3330E-007,1546.550000,9.3330E-007
1546.600000,9.2420E-007,1546.600000,9.2420E-007,1546.600000,9.2420E-007
1546.650000,9.7090E-007,1546.650000,9.7090E-007,1546.650000,9.7090E-007
1546.700000,1.0420E-006,1546.700000,1.0420E-006,1546.700000,1.0420E-006
1546.750000,9.4210E-007,1546.750000,9.4210E-007,1546.750000,9.4210E-007
1546.800000,1.0300E-006,1546.800000,1.0300E-006,1546.800000,1.0300E-006
1546.850000,1.0360E-006,1546.850000,1.0360E-006,1546.850000,1.0360E-006
1546.900000,1.0170E-006,1546.900000,1.0170E-006,1546.900000,1.0170E-006
1546.950000,1.0640E-006,1546.950000,1.0640E-006,1546.950000,1.0640E-006
1547.000000,1.0480E-006,1547.000000,1.0480E-006,1547.000000,1.0480E-006
1547.050000,1.0690E-006,1547.050000,1.0690E-006,1547.050000,1.0690E-006
1547.100000,1.0740E-006,1547.100000,1.0740E-006,1547.100000,1.0740E-006
1547.150000,1.0560E-006,1547.150000,1.0560E-006,1547.150000,1.0560E-006
1547.200000,1.0870E-006,1547.200000,1.0870E-006,1547.200000,1.0870E-006
1547.250000,1.1170E-006,1547.250000,1.1170E-006,1547.250000,1.1170E-006
1547.300000,1.1480E-006,1547.300000,1.1480E-006,1547.300000,1.1480E-006
1547.350000,1.1450E-006,1547.350000,1.1450E-006,1547.350000,1.1450E-006
1547.400000,1.1460E-006,1547.400000,1.1460E-006,1547.400000,1.1460E-006
1547.450000,1.1620E-006,1547.450000,1.1620E-006,1547.450000,1.1620E-006
1547.500000,1.2620E-006,1547.500000,1.2620E-006,1547.500000,1.2620E-006
1547.550000,1.2360E-006,1547.550000,1.2360E-006,1547.550000,1.2360E-006
1547.600000,1.2560E-006,1547.600000,1.2560E-006,1547.600000,1.2560E-006
1547.650000,1.2560E-006,1547.650000,1.2560E-006,1547.650000,1.2560E-006
1547.700000,1.2600E-006,1547.700000,1.2600E-006,1547.700000,1.2600E-006
1547.750000,1.2350E-006,1547.750000,1.2350E-006,1547.750000,1.2350E-006
1547.800000,1.3360E-006,1547.800000,1.3360E-006,1547.800000,1.3360E-006
1547.850000,1.3180E-006,1547.850000,1.3180E-006,1547.850000,1.3180E-006
1547.900000,1.3550E-006,1547.900000,1.3550E-006,1547.900000,1.3550E-006
1547.950000,1.3820E-006,1547.950000,1.3820E-006,1547.950000,1.3820E-006
1548.000000,1.4150E-006,1548.000000,1.4150E-006,1548.000000,1.4150E-006
1548.050000,1.3730E-006,1548.050000,1.3730E-006,1548.050000,1.3730E-006
1548.100000,1.3780E-006,1548.100000,1.3780E-006,1548.100000,1.3780E-006
1548.150000,1.4110E-006,1548.150000,1.4110E-006,1548.150000,1.4110E-006
1548.200000,1.4790E-006,1548.200000,1.4790E-006,1548.200000,1.4790E-006
1548.250000,1.4300E-006,1548.250000,1.4300E-006,1548.250000,1.4300E-006
1548.300000,1.4400E-006,1548.300000,1.4400E-006,1548.300000,1.4400E-006
1548.350000,1.5010E-006,1548.350000,1.5010E-006,1548.350000,1.5010E-006
1548.400000,1.5050E-006,1548.400000,1.5050E-006,1548.400000,1.5050E-006
1548.450000,1.5480E-006,1548.450000,1.5480E-006,1548.450000,1.5480E-006
1548.500000,1.5800E-006,1548.500000,1.5800E-006,1548.500000,1.5800E-006
1548.550000,1.5960E-006,1548.550000,1.5960E-006,1548.550000,1.5960E-006
1548.600000,1.6300E-006,1548.600000,1.6300E-006,1548.600000,1.6300E-006
1548.650000,1.6260E-006,1548.650000,1.6260E-006,1548.650000,1.6260E-006
1548.700000,1.5880E-006,1548.700000,1.5880E-006,1548.700000,1.5880E-006
1548.750000,1.7020E-006,1548.750000,1.7020E-006,1548.750000,1.7020E-006
1548.800000,1.6970E-006,1548.800000,1.6970E-006,1548.800000,1.6970E-006
1548.850000,1.6690E-006,1548.850000,1.6690E-006,1548.850000,1.6690E-006
1548.900000,1.7110E-006,1548.900000,1.7110E-006,1548.900000,1.7110E-006
1548.950000,1.7420E-006,1548.950000,1.7420E-006,1548.950000,1.7420E-006
1549.000000,1.7400E-006,1549.000000,1.7400E-006,1549.000000,1.7400E-006
1549.050000,1.8040E-006,1549.050000,1.8040E-006,1549.050000,1.8040E-006
1549.100000,1.7930E-006,1549.100000,1.7930E-006,1549.100000,1.7930E-006
1549.150000,1.8810E-006,1549.150000,1.8810E-006,1549.150000,1.8810E-006
1549.200000,1.8340E-006,1549.200000,1.8340E-006,1549.200000,1.8340E-006
1549.250000,1.8330E-006,1549.250000,1.8330E-006,1549.250000,1.8330E-006
1549.300000,1.8670E-006,1549.300000,1.8670E-006,1549.300000,1.8670E-006
1549.350000,1.8780E-006,1549.350000,1.8780E-006,1549.350000,1.8780E-006
1549.400000,1.9180E-006,1549.400000,1.9180E-006,1549.400000,1.9180E-006
1549.450000,1.9310E-006,1549.450000,1.9310E-006,1549.450000,1.9310E-006
1549.500000,1.9700E-006,1549.500000,1.9700E-006,1549.500000,1.9700E-006
1549.550000,2.0190E-006,1549.550000,2.0190E-006,1549.550000,2.0190E-006
1549.600000,2.0170E-006,1549.600000,2.0170E-006,1549.600000,2.0170E-006
1549.650000,2.0080E-006,1549.650000,2.0080E-006,1549.650000,2.0080E-006
1549.700000,2.0880E-006,1549.700000,2.0880E-006,1549.700000,2.0880E-006
1549.750000,2.1160E-006,1549.750000,2.1160E-006,1549.750000,2.1160E-006
1549.800000,2.1160E-006,1549.800000,2.1160E-006,1549.800000,2.1160E-006
1549.850000,2.1630E-006,1549.850000,2.1630E-006,1549.850000,2.1630E-006
1549.900000,2.1910E-006,1549.900000,2.1910E-006,1549.900000,2.1910E-006
1549.950000,2.2230E-006,1549.950000,2.2230E-006,1549.950000,2.2230E-006
1550.000000,2.1940E-006,1550.000000,2.1940E-006,1550.000000,2.1940E-006
1550.050000,2.3050E-006,1550.050000,2.3050E-006,1550.050000,2.3050E-006
1550.100000,2.3350E-006,1550.100000,2.3350E-006,1550.100000,2.3350E-006
1550.150000,2.3690E-006,1550.150000,2.3690E-006,1550.150000,2.3690E-006
1550.200000,2.3050E-006,1550.200000,2.3050E-006,1550.200000,2.3050E-006
1550.250000,2.3420E-006,1550.250000,2.3420E-006,1550.250000,2.3420E-006
1550.300000,2.4130E-006,1550.300000,2.4130E-006,1550.300000,2.4130E-006
1550.350000,2.4190E-006,1550.350000,2.4190E-006,1550.350000,2.4190E-006
1550.400000,2.4840E-006,1550.400000,2.4840E-006,1550.400000,2.4840E-006
1550.450000,2.4570E-006,1550.450000,2.4570E-006,1550.450000,2.4570E-006
1550.500000,2.5000E-006,1550.500000,2.5000E-006,1550.500000,2.5000E-006
1550.550000,2.5280E-006,1550.550000,2.5280E-006,1550.550000,2.5280E-006
1550.600000,2.5220E-006,1550.600000,2.5220E-006,1550.600000,2.5220E-006
1550.650000,2.6140E-006,1550.650000,2.6140E-006,1550.650000,2.6140E-006
1550.700000,2.6240E-006,1550.700000,2.6240E-006,1550.700000,2.6240E-006
1550.750000,2.6550E-006,1550.750000,2.6550E-006,1550.750000,2.6550E-006
1550.800000,2.6430E-006,1550.800000,2.6430E-006,1550.800000,2.6430E-006
1550.850000,2.7060E-006,1550.850000,2.7060E-006,1550.850000,2.7060E-006
1550.900000,2.7280E-006,1550.900000,2.7280E-006,1550.900000,2.7280E-006
1550.950000,2.8670E-006,1550.950000,2.8670E-006,1550.950000,2.8670E-006
1551.000000,2.8350E-006,1551.000000,2.8350E-006,1551.000000,2.8350E-006
1551.050000,2.8470E-006,1551.050000,2.8470E-006,1551.050000,2.8470E-006
1551.100000,2.9180E-006,1551.100000,2.9180E-006,1551.100000,2.9180E-006
1551.150000,2.9660E-006,1551.150000,2.9660E-006,1551.150000,2.9660E-006
1551.200000,3.0450E-006,1551.200000,3.0450E-006,1551.200000,3.0450E-006
1551.250000,2.9720E-006,1551.250000,2.9720E-006,1551.250000,2.9720E-006
1551.300000,3.0260E-006,1551.300000,3.0260E-006,1551.300000,3.0260E-006
1551.350000,3.1150E-006,1551.350000,3.1150E-006,1551.350000,3.1150E-006
1551.400000,3.1420E-006,1551.400000,3.1420E-006,1551.400000,3.1420E-006
1551.450000,3.1560E-006,1551.450000,3.1560E-006,1551.450000,3.1560E-006
1551.500000,3.2360E-006,1551.500000,3.2360E-006,1551.500000,3.2360E-006
1551.550000,3.2160E-006,1551.550000,3.2160E-006,1551.550000,3.2160E-006
1551.600000,3.2280E-006,1551.600000,3.2280E-006,1551.600000,3.2280E-006
1551.650000,3.3500E-006,1551.650000,3.3500E-006,1551.650000,3.3500E-006
1551.700000,3.4130E-006,1551.700000,3.4130E-006,1551.700000,3.4130E-006
1551.750000,3.4350E-006,1551.750000,3.4350E-006,1551.750000,3.4350E-006
1551.800000,3.4790E-006,1551.800000,3.4790E-006,1551.800000,3.4790E-006
1551.850000,3.4950E-006,1551.850000,3.4950E-006,1551.850000,3.4950E-006
1551.900000,3.5640E-006,1551.900000,3.5640E-006,1551.900000,3.5640E-006
1551.950000,3.5650E-006,1551.950000,3.5650E-006,1551.950000,3.5650E-006
1552.000000,3.6400E-006,1552.000000,3.6400E-006,1552.000000,3.6400E-006
1552.050000,3.7280E-006,1552.050000,3.7280E-006,1552.050000,3.7280E-006
1552.100000,3.7740E-006,1552.100000,3.7740E-006,1552.100000,3.7740E-006
1552.150000,3.7960E-006,1552.150000,3.7960E-006,1552.150000,3.7960E-006
1552.200000,3.8670E-006,1552.200000,3.8670E-006,1552.200000,3.8670E-006
1552.250000,3.9320E-006,1552.250000,3.9320E-006,1552.250000,3.9320E-006
1552.300000,4.0340E-006,1552.300000,4.0340E-006,1552.300000,4.0340E-006
1552.350000,4.0640E-006,1552.350000,4.0640E-006,1552.350000,4.0640E-006
1552.400000,4.1210E-006,1552.400000,4.1210E-006,1552.400000,4.1210E-006
1552.450000,4.1930E-006,1552.450000,4.1930E-006,1552.450000,4.1930E-006
1552.500000,4.3050E-006,1552.500000,4.3050E-006,1552.500000,4.3050E-006
1552.550000,4.3390E-006,1552.550000,4.3390E-006,1552.550000,4.3390E-006
1552.600000,4.4200E-006,1552.600000,4.4200E-006,1552.600000,4.4200E-006
1552.650000,4.5080E-006,1552.650000,4.5080E-006,1552.650000,4.5080E-006
1552.700000,4.5230E-006,1552.700000,4.5230E-006,1552.700000,4.5230E-006
1552.750000,4.6450E-006,1552.750000,4.6450E-006,1552.750000,4.6450E-006
1552.800000,4.7490E-006,1552.800000,4.7490E-006,1552.800000,4.7490E-006
1552.850000,4.8330E-006,1552.850000,4.8330E-006,1552.850000,4.8330E-006
1552.900000,4.8000E-006,1552.900000,4.8000E-006,1552.900000,4.8000E-006
1552.950000,4.9210E-006,1552.950000,4.9210E-006,1552.950000,4.9210E-006
1553.000000,5.0220E-006,1553.000000,5.0220E-006,1553.000000,5.0220E-006
1553.050000,5.0520E-006,1553.050000,5.0520E-006,1553.050000,5.0520E-006
1553.100000,5.1430E-006,1553.100000,5.1430E-006,1553.100000,5.1430E-006
1553.150000,5.2430E-006,1553.150000,5.2430E-006,1553.150000,5.2430E-006
1553.200000,5.3360E-006,1553.200000,5.3360E-006,1553.200000,5.3360E-006
1553.250000,5.4940E-006,1553.250000,5.4940E-006,1553.250000,5.4940E-006
1553.300000,5.6260E-006,1553.300000,5.6260E-006,1553.300000,5.6260E-006
1553.350000,5.7790E-006,1553.350000,5.7790E-006,1553.350000,5.7790E-006
1553.400000,5.8260E-006,1553.400000,5.8260E-006,1553.400000,5.8260E-006
1553.450000,6.0010E-006,1553.450000,6.0010E-006,1553.450000,6.0010E-006
1553.500000,6.1930E-006,1553.500000,6.1930E-006,1553.500000,6.1930E-006
1553.550000,6.3680E-006,1553.550000,6.3680E-006,1553.550000,6.3680E-006
1553.600000,6.4040E-006,1553.600000,6.4040E-006,1553.600000,6.4040E-006
1553.650000,6.6070E-006,1553.650000,6.6070E-006,1553.650000,6.6070E-006
1553.700000,6.6370E-006,1553.700000,6.6370E-006,1553.700000,6.6370E-006
1553.750000,6.8730E-006,1553.750000,6.8730E-006,1553.750000,6.8730E-006
1553.800000,6.9010E-006,1553.800000,6.9010E-006,1553.800000,6.9010E-006
1553.850000,7.1580E-006,1553.850000,7.1580E-006,1553.850000,7.1580E-006
1553.900000,7.2850E-006,1553.900000,7.2850E-006,1553.900000,7.2850E-006
1553.950000,7.4420E-006,1553.950000,7.4420E-006,1553.950000,7.4420E-006
1554.000000,7.6440E-006,1554.000000,7.6440E-006,1554.000000,7.6440E-006
1554.050000,7.7540E-006,1554.050000,7.7540E-006,1554.050000,7.7540E-006
1554.100000,8.0710E-006,1554.100000,8.0710E-006,1554.100000,8.0710E-006
1554.150000,8.2470E-006,1554.150000,8.2470E-006,1554.150000,8.2470E-006
1554.200000,8.2920E-006,1554.200000,8.2920E-006,1554.200000,8.2920E-006
1554.250000,8.3640E-006,1554.250000,8.3640E-006,1554.250000,8.3640E-006
1554.300000,8.6130E-006,1554.300000,8.6130E-006,1554.300000,8.6130E-006
1554.350000,8.8640E-006,1554.350000,8.8640E-006,1554.350000,8.8640E-006
1554.400000,9.2670E-006,1554.400000,9.2670E-006,1554.400000,9.2670E-006
1554.450000,9.5740E-006,1554.450000,9.5740E-006,1554.450000,9.5740E-006
1554.500000,9.9620E-006,1554.500000,9.9620E-006,1554.500000,9.9620E-006
1554.550000,1.0120E-005,1554.550000,1.0120E-005,1554.550000,1.0120E-005
1554.600000,1.0480E-005,1554.600000,1.0480E-005,1554.600000,1.0480E-005
