1538.150000,1.9130E-006,1538.150000,1.9130E-006,1538.150000,1.9130E-006
1538.200000,1.9890E-006,1538.200000,1.9890E-006,1538.200000,1.9890E-006
1538.250000,1.9650E-006,1538.250000,1.9650E-006,1538.250000,1.9650E-006
1538.300000,1.9780E-006,1538.300000,1.9780E-006,1538.300000,1.9780E-006
1538.350000,2.0010E-006,1538.350000,2.0010E-006,1538.350000,2.0010E-006
1538.400000,1.9800E-006,1538.400000,1.9800E-006,1538.400000,1.9800E-006
1538.450000,1.9790E-006,1538.450000,1.9790E-006,1538.450000,1.9790E-006
1538.500000,1.9680E-006,1538.500000,1.9680E-006,1538.500000,1.9680E-006
1538.550000,2.0400E-006,1538.550000,2.0400E-006,1538.550000,2.0400E-006
1538.600000,1.9570E-006,1538.600000,1.9570E-006,1538.600000,1.9570E-006
1538.650000,2.0470E-006,1538.650000,2.0470E-006,1538.650000,2.0470E-006
1538.700000,2.0410E-006,1538.700000,2.0410E-006,1538.700000,2.0410E-006
1538.750000,2.0320E-006,1538.750000,2.0320E-006,1538.750000,2.0320E-006
1538.800000,2.0670E-006,1538.800000,2.0670E-006,1538.800000,2.0670E-006
1538.850000,2.1010E-006,1538.850000,2.1010E-006,1538.850000,2.1010E-006
1538.900000,2.1190E-006,1538.900000,2.1190E-006,1538.900000,2.1190E-006
1538.950000,2.1420E-006,1538.950000,2.1420E-006,1538.950000,2.1420E-006
1539.000000,2.0770E-006,1539.000000,2.0770E-006,1539.000000,2.0770E-006
1539.050000,2.0930E-006,1539.050000,2.0930E-006,1539.050000,2.0930E-006
1539.100000,2.0400E-006,1539.100000,2.0400E-006,1539.100000,2.0400E-006
1539.150000,2.1350E-006,1539.150000,2.1350E-006,1539.150000,2.1350E-006
1539.200000,2.0930E-006,1539.200000,2.0930E-006,1539.200000,2.0930E-006
1539.250000,2.1370E-006,1539.250000,2.1370E-006,1539.250000,2.1370E-006
1539.300000,2.1380E-006,1539.300000,2.1380E-006,1539.300000,2.1380E-006
1539.350000,2.1730E-006,1539.350000,2.1730E-006,1539.350000,2.1730E-006
1539.400000,2.2450E-006,1539.400000,2.2450E-006,1539.400000,2.2450E-006
1539.450000,2.2350E-006,1539.450000,2.2350E-006,1539.450000,2.2350E-006
1539.500000,2.2470E-006,1539.500000,2.2470E-006,1539.500000,2.2470E-006
1539.550000,2.3420E-006,1539.550000,2.3420E-006,1539.550000,2.3420E-006
1539.600000,2.4170E-006,1539.600000,2.4170E-006,1539.600000,2.4170E-006
1539.650000,2.4220E-006,1539.650000,2.4220E-006,1539.650000,2.4220E-006
1539.700000,2.4630E-006,1539.700000,2.4630E-006,1539.700000,2.4630E-006
1539.750000,2.4340E-006,1539.750000,2.4340E-006,1539.750000,2.4340E-006
1539.800000,2.4520E-006,1539.800000,2.4520E-006,1539.800000,2.4520E-006
1539.850000,2.4600E-006,1539.850000,2.4600E-006,1539.850000,2.4600E-006
1539.900000,2.4840E-006,1539.900000,2.4840E-006,1539.900000,2.4840E-006
1539.950000,2.4640E-006,1539.950000,2.4640E-006,1539.950000,2.4640E-006
1540.000000,2.4780E-006,1540.000000,2.4780E-006,1540.000000,2.4780E-006
1540.050000,2.4460E-006,1540.050000,2.4460E-006,1540.050000,2.4460E-006
1540.100000,2.5210E-006,1540.100000,2.5210E-006,1540.100000,2.5210E-006
1540.150000,2.5120E-006,1540.150000,2.5120E-006,1540.150000,2.5120E-006
1540.200000,2.5110E-006,1540.200000,2.5110E-006,1540.200000,2.5110E-006
1540.250000,2.5380E-006,1540.250000,2.5380E-006,1540.250000,2.5380E-006
1540.300000,2.6140E-006,1540.300000,2.6140E-006,1540.300000,2.6140E-006
1540.350000,2.8750E-006,1540.350000,2.8750E-006,1540.350000,2.8750E-006
1540.400000,2.8440E-006,1540.400000,2.8440E-006,1540.400000,2.8440E-006
1540.450000,2.8740E-006,1540.450000,2.8740E-006,1540.450000,2.8740E-006
1540.500000,2.6970E-006,1540.500000,2.6970E-006,1540.500000,2.6970E-006
1540.550000,2.6870E-006,1540.550000,2.6870E-006,1540.550000,2.6870E-006
1540.600000,3.0560E-006,1540.600000,3.0560E-006,1540.600000,3.0560E-006
1540.650000,2.9320E-006,1540.650000,2.9320E-006,1540.650000,2.9320E-006
1540.700000,2.8300E-006,1540.700000,2.8300E-006,1540.700000,2.8300E-006
1540.750000,3.0890E-006,1540.750000,3.0890E-006,1540.750000,3.0890E-006
1540.800000,3.0230E-006,1540.800000,3.0230E-006,1540.800000,3.0230E-006
1540.850000,3.1060E-006,1540.850000,3.1060E-006,1540.850000,3.1060E-006
1540.900000,2.9800E-006,1540.900000,2.9800E-006,1540.900000,2.9800E-006
1540.950000,3.0900E-006,1540.950000,3.0900E-006,1540.950000,3.0900E-006
1541.000000,3.2050E-006,1541.000000,3.2050E-006,1541.000000,3.2050E-006
1541.050000,3.2740E-006,1541.050000,3.2740E-006,1541.050000,3.2740E-006
1541.100000,3.3070E-006,1541.100000,3.3070E-006,1541.100000,3.3070E-006
1541.150000,3.3400E-006,1541.150000,3.3400E-006,1541.150000,3.3400E-006
1541.200000,3.4330E-006,1541.200000,3.4330E-006,1541.200000,3.4330E-006
1541.250000,3.5640E-006,1541.250000,3.5640E-006,1541.250000,3.5640E-006
1541.300000,3.4760E-006,1541.300000,3.4760E-006,1541.300000,3.4760E-006
1541.350000,3.5620E-006,1541.350000,3.5620E-006,1541.350000,3.5620E-006
1541.400000,3.7370E-006,1541.400000,3.7370E-006,1541.400000,3.7370E-006
1541.450000,3.7350E-006,1541.450000,3.7350E-006,1541.450000,3.7350E-006
1541.500000,3.7590E-006,1541.500000,3.7590E-006,1541.500000,3.7590E-006
1541.550000,4.0150E-006,1541.550000,4.0150E-006,1541.550000,4.0150E-006
1541.600000,3.9700E-006,1541.600000,3.9700E-006,1541.600000,3.9700E-006
1541.650000,4.0370E-006,1541.650000,4.0370E-006,1541.650000,4.0370E-006
1541.700000,4.1930E-006,1541.700000,4.1930E-006,1541.700000,4.1930E-006
1541.750000,4.3200E-006,1541.750000,4.3200E-006,1541.750000,4.3200E-006
1541.800000,4.4170E-006,1541.800000,4.4170E-006,1541.800000,4.4170E-006
1541.850000,4.5630E-006,1541.850000,4.5630E-006,1541.850000,4.5630E-006
1541.900000,4.6600E-006,1541.900000,4.6600E-006,1541.900000,4.6600E-006
1541.950000,4.8000E-006,1541.950000,4.8000E-006,1541.950000,4.8000E-006
1542.000000,4.9270E-006,1542.000000,4.9270E-006,1542.000000,4.9270E-006
1542.050000,5.1180E-006,1542.050000,5.1180E-006,1542.050000,5.1180E-006
1542.100000,5.2930E-006,1542.100000,5.2930E-006,1542.100000,5.2930E-006
1542.150000,5.4270E-006,1542.150000,5.4270E-006,1542.150000,5.4270E-006
1542.200000,5.6210E-006,1542.200000,5.6210E-006,1542.200000,5.6210E-006
1542.250000,5.8090E-006,1542.250000,5.8090E-006,1542.250000,5.8090E-006
1542.300000,6.0490E-006,1542.300000,6.0490E-006,1542.300000,6.0490E-006
1542.350000,6.2150E-006,1542.350000,6.2150E-006,1542.350000,6.2150E-006
1542.400000,6.4470E-006,1542.400000,6.4470E-006,1542.400000,6.4470E-006
1542.450000,6.7620E-006,1542.450000,6.7620E-006,1542.450000,6.7620E-006
1542.500000,7.0860E-006,1542.500000,7.0860E-006,1542.500000,7.0860E-006
1542.550000,7.2240E-006,1542.550000,7.2240E-006,1542.550000,7.2240E-006
1542.600000,7.5790E-006,1542.600000,7.5790E-006,1542.600000,7.5790E-006
1542.650000,7.9430E-006,1542.650000,7.9430E-006,1542.650000,7.9430E-006
1542.700000,8.3890E-006,1542.700000,8.3890E-006,1542.700000,8.3890E-006
1542.750000,8.7820E-006,1542.750000,8.7820E-006,1542.750000,8.7820E-006
1542.800000,9.2240E-006,1542.800000,9.2240E-006,1542.800000,9.2240E-006
1542.850000,9.6300E-006,1542.850000,9.6300E-006,1542.850000,9.6300E-006
1542.900000,1.0190E-005,1542.900000,1.0190E-005,1542.900000,1.0190E-005
1542.950000,1.0720E-005,1542.950000,1.0720E-005,1542.950000,1.0720E-005
1543.000000,1.1370E-005,1543.000000,1.1370E-005,1543.000000,1.1370E-005
1543.050000,1.2070E-005,1543.050000,1.2070E-005,1543.050000,1.2070E-005
1543.100000,1.2800E-005,1543.100000,1.2800E-005,1543.100000,1.2800E-005
1543.150000,1.3610E-005,1543.150000,1.3610E-005,1543.150000,1.3610E-005
1543.200000,1.4630E-005,1543.200000,1.4630E-005,1543.200000,1.4630E-005
1543.250000,1.5560E-005,1543.250000,1.5560E-005,1543.250000,1.5560E-005
1543.300000,1.6860E-005,1543.300000,1.6860E-005,1543.300000,1.6860E-005
1543.350000,1.7990E-005,1543.350000,1.7990E-005,1543.350000,1.7990E-005
1543.400000,1.9430E-005,1543.400000,1.9430E-005,1543.400000,1.9430E-005
1543.450000,2.0890E-005,1543.450000,2.0890E-005,1543.450000,2.0890E-005
1543.500000,2.2890E-005,1543.500000,2.2890E-005,1543.500000,2.2890E-005
1543.550000,2.4880E-005,1543.550000,2.4880E-005,1543.550000,2.4880E-005
1543.600000,2.7070E-005,1543.600000,2.7070E-005,1543.600000,2.7070E-005
1543.650000,2.9380E-005,1543.650000,2.9380E-005,1543.650000,2.9380E-005
1543.700000,3.2240E-005,1543.700000,3.2240E-005,1543.700000,3.2240E-005
1543.750000,3.5620E-005,1543.750000,3.5620E-005,1543.750000,3.5620E-005
1543.800000,4.0140E-005,1543.800000,4.0140E-005,1543.800000,4.0140E-005
1543.850000,4.3910E-005,1543.850000,4.3910E-005,1543.850000,4.3910E-005
1543.900000,4.9540E-005,1543.900000,4.9540E-005,1543.900000,4.9540E-005
1543.950000,5.5650E-005,1543.950000,5.5650E-005,1543.950000,5.5650E-005
1544.000000,6.3440E-005,1544.000000,6.3440E-005,1544.000000,6.3440E-005
1544.050000,7.1690E-005,1544.050000,7.1690E-005,1544.050000,7.1690E-005
1544.100000,8.1570E-005,1544.100000,8.1570E-005,1544.100000,8.1570E-005
1544.150000,9.3770E-005,1544.150000,9.3770E-005,1544.150000,9.3770E-005
1544.200000,1.0620E-004,1544.200000,1.0620E-004,1544.200000,1.0620E-004
1544.250000,1.2470E-004,1544.250000,1.2470E-004,1544.250000,1.2470E-004
1544.300000,1.4820E-004,1544.300000,1.4820E-004,1544.300000,1.4820E-004
1544.350000,1.7590E-004,1544.350000,1.7590E-004,1544.350000,1.7590E-004
1544.400000,2.0480E-004,1544.400000,2.0480E-004,1544.400000,2.0480E-004
1544.450000,2.4860E-004,1544.450000,2.4860E-004,1544.450000,2.4860E-004
1544.500000,3.1460E-004,1544.500000,3.1460E-004,1544.500000,3.1460E-004
1544.550000,3.6470E-004,1544.550000,3.6470E-004,1544.550000,3.6470E-004
1544.600000,4.7890E-004,1544.600000,4.7890E-004,1544.600000,4.7890E-004
1544.650000,5.6970E-004,1544.650000,5.6970E-004,1544.650000,5.6970E-004
1544.700000,6.7740E-004,1544.700000,6.7740E-004,1544.700000,6.7740E-004
1544.750000,7.8770E-004,1544.750000,7.8770E-004,1544.750000,7.8770E-004
1544.800000,8.8590E-004,1544.800000,8.8590E-004,1544.800000,8.8590E-004
1544.850000,9.1420E-004,1544.850000,9.1420E-004,1544.850000,9.1420E-004
1544.900000,8.7180E-004,1544.900000,8.7180E-004,1544.900000,8.7180E-004
1544.950000,7.6870E-004,1544.950000,7.6870E-004,1544.950000,7.6870E-004
1545.000000,6.6960E-004,1545.000000,6.6960E-004,1545.000000,6.6960E-004
1545.050000,5.7010E-004,1545.050000,5.7010E-004,1545.050000,5.7010E-004
1545.100000,4.6040E-004,1545.100000,4.6040E-004,1545.100000,4.6040E-004
1545.150000,3.8110E-004,1545.150000,3.8110E-004,1545.150000,3.8110E-004
1545.200000,3.1730E-004,1545.200000,3.1730E-004,1545.200000,3.1730E-004
1545.250000,2.6100E-004,1545.250000,2.6100E-004,1545.250000,2.6100E-004
1545.300000,2.3070E-004,1545.300000,2.3070E-004,1545.300000,2.3070E-004
1545.350000,1.9550E-004,1545.350000,1.9550E-004,1545.350000,1.9550E-004
1545.400000,1.7490E-004,1545.400000,1.7490E-004,1545.400000,1.7490E-004
1545.450000,1.5620E-004,1545.450000,1.5620E-004,1545.450000,1.5620E-004
1545.500000,1.4200E-004,1545.500000,1.4200E-004,1545.500000,1.4200E-004
1545.550000,1.3060E-004,1545.550000,1.3060E-004,1545.550000,1.3060E-004
1545.600000,1.2130E-004,1545.600000,1.2130E-004,1545.600000,1.2130E-004
1545.650000,1.1240E-004,1545.650000,1.1240E-004,1545.650000,1.1240E-004
1545.700000,1.0620E-004,1545.700000,1.0620E-004,1545.700000,1.0620E-004
1545.750000,1.0030E-004,1545.750000,1.0030E-004,1545.750000,1.0030E-004
1545.800000,9.5140E-005,1545.800000,9.5140E-005,1545.800000,9.5140E-005
1545.850000,9.0580E-005,1545.850000,9.0580E-005,1545.850000,9.0580E-005
1545.900000,8.6560E-005,1545.900000,8.6560E-005,1545.900000,8.6560E-005
1545.950000,8.3370E-005,1545.950000,8.3370E-005,1545.950000,8.3370E-005
1546.000000,8.0510E-005,1546.000000,8.0510E-005,1546.000000,8.0510E-005
1546.050000,7.8350E-005,1546.050000,7.8350E-005,1546.050000,7.8350E-005
1546.100000,7.5800E-005,1546.100000,7.5800E-005,1546.100000,7.5800E-005
1546.150000,7.3660E-005,1546.150000,7.3660E-005,1546.150000,7.3660E-005
1546.200000,7.1990E-005,1546.200000,7.1990E-005,1546.200000,7.1990E-005
1546.250000,7.0200E-005,1546.250000,7.0200E-005,1546.250000,7.0200E-005
1546.300000,6.8620E-005,1546.300000,6.8620E-005,1546.300000,6.8620E-005
1546.350000,6.7370E-005,1546.350000,6.7370E-005,1546.350000,6.7370E-005
1546.400000,6.6630E-005,1546.400000,6.6630E-005,1546.400000,6.6630E-005
1546.450000,6.5810E-005,1546.450000,6.5810E-005,1546.450000,6.5810E-005
1546.500000,6.5010E-005,1546.500000,6.5010E-005,1546.500000,6.5010E-005
1546.550000,6.3910E-005,1546.550000,6.3910E-005,1546.550000,6.3910E-005
1546.600000,6.3160E-005,1546.600000,6.3160E-005,1546.600000,6.3160E-005
1546.650000,6.2980E-005,1546.650000,6.2980E-005,1546.650000,6.2980E-005
1546.700000,6.2790E-005,1546.700000,6.2790E-005,1546.700000,6.2790E-005
1546.750000,6.2250E-005,1546.750000,6.2250E-005,1546.750000,6.2250E-005
1546.800000,6.1920E-005,1546.800000,6.1920E-005,1546.800000,6.1920E-005
1546.850000,6.1610E-005,1546.850000,6.1610E-005,1546.850000,6.1610E-005
1546.900000,6.1580E-005,1546.900000,6.1580E-005,1546.900000,6.1580E-005
1546.950000,6.1980E-005,1546.950000,6.1980E-005,1546.950000,6.1980E-005
1547.000000,6.1660E-005,1547.000000,6.1660E-005,1547.000000,6.1660E-005
1547.050000,6.1350E-005,1547.050000,6.1350E-005,1547.050000,6.1350E-005
1547.100000,6.1380E-005,1547.100000,6.1380E-005,1547.100000,6.1380E-005
1547.150000,6.1520E-005,1547.150000,6.1520E-005,1547.150000,6.1520E-005
1547.200000,6.2100E-005,1547.200000,6.2100E-005,1547.200000,6.2100E-005
1547.250000,6.2130E-005,1547.250000,6.2130E-005,1547.250000,6.2130E-005
1547.300000,6.2120E-005,1547.300000,6.2120E-005,1547.300000,6.2120E-005
1547.350000,6.2230E-005,1547.350000,6.2230E-005,1547.350000,6.2230E-005
1547.400000,6.2520E-005,1547.400000,6.2520E-005,1547.400000,6.2520E-005
1547.450000,6.2910E-005,1547.450000,6.2910E-005,1547.450000,6.2910E-005
1547.500000,6.3440E-005,1547.500000,6.3440E-005,1547.500000,6.3440E-005
1547.550000,6.3680E-005,1547.550000,6.3680E-005,1547.550000,6.3680E-005
1547.600000,6.3760E-005,1547.600000,6.3760E-005,1547.600000,6.3760E-005
1547.650000,6.4380E-005,1547.650000,6.4380E-005,1547.650000,6.4380E-005
1547.700000,6.4970E-005,1547.700000,6.4970E-005,1547.700000,6.4970E-005
1547.750000,6.5550E-005,1547.750000,6.5550E-005,1547.750000,6.5550E-005
1547.800000,6.5890E-005,1547.800000,6.5890E-005,1547.800000,6.5890E-005
1547.850000,6.6240E-005,1547.850000,6.6240E-005,1547.850000,6.6240E-005
1547.900000,6.6680E-005,1547.900000,6.6680E-005,1547.900000,6.6680E-005
1547.950000,6.7530E-005,1547.950000,6.7530E-005,1547.950000,6.7530E-005
1548.000000,6.8370E-005,1548.000000,6.8370E-005,1548.000000,6.8370E-005
1548.050000,6.8970E-005,1548.050000,6.8970E-005,1548.050000,6.8970E-005
1548.100000,6.9480E-005,1548.100000,6.9480E-005,1548.100000,6.9480E-005
1548.150000,7.0060E-005,1548.150000,7.0060E-005,1548.150000,7.0060E-005
1548.200000,7.0780E-005,1548.200000,7.0780E-005,1548.200000,7.0780E-005
1548.250000,7.1720E-005,1548.250000,7.1720E-005,1548.250000,7.1720E-005
1548.300000,7.2500E-005,1548.300000,7.2500E-005,1548.300000,7.2500E-005
1548.350000,7.3200E-005,1548.350000,7.3200E-005,1548.350000,7.3200E-005
1548.400000,7.3560E-005,1548.400000,7.3560E-005,1548.400000,7.3560E-005
1548.450000,7.4360E-005,1548.450000,7.4360E-005,1548.450000,7.4360E-005
1548.500000,7.5450E-005,1548.500000,7.5450E-005,1548.500000,7.5450E-005
1548.550000,7.6480E-005,1548.550000,7.6480E-005,1548.550000,7.6480E-005
1548.600000,7.7270E-005,1548.600000,7.7270E-005,1548.600000,7.7270E-005
1548.650000,7.7740E-005,1548.650000,7.7740E-005,1548.650000,7.7740E-005
1548.700000,7.8810E-005,1548.700000,7.8810E-005,1548.700000,7.8810E-005
1548.750000,7.9900E-005,1548.750000,7.9900E-005,1548.750000,7.9900E-005
1548.800000,8.0880E-005,1548.800000,8.0880E-005,1548.800000,8.0880E-005
1548.850000,8.1700E-005,1548.850000,8.1700E-005,1548.850000,8.1700E-005
1548.900000,8.2520E-005,1548.900000,8.2520E-005,1548.900000,8.2520E-005
1548.950000,8.3410E-005,1548.950000,8.3410E-005,1548.950000,8.3410E-005
1549.000000,8.4500E-005,1549.000000,8.4500E-005,1549.000000,8.4500E-005
1549.050000,8.6040E-005,1549.050000,8.6040E-005,1549.050000,8.6040E-005
1549.100000,8.6770E-005,1549.100000,8.6770E-005,1549.100000,8.6770E-005
1549.150000,8.7620E-005,1549.150000,8.7620E-005,1549.150000,8.7620E-005
1549.200000,8.8400E-005,1549.200000,8.8400E-005,1549.200000,8.8400E-005
1549.250000,8.9700E-005,1549.250000,8.9700E-005,1549.250000,8.9700E-005
1549.300000,9.1350E-005,1549.300000,9.1350E-005,1549.300000,9.1350E-005
1549.350000,9.2480E-005,1549.350000,9.2480E-005,1549.350000,9.2480E-005
1549.400000,9.3250E-005,1549.400000,9.3250E-005,1549.400000,9.3250E-005
1549.450000,9.4330E-005,1549.450000,9.4330E-005,1549.450000,9.4330E-005
1549.500000,9.5550E-005,1549.500000,9.5550E-005,1549.500000,9.5550E-005
1549.550000,9.7010E-005,1549.550000,9.7010E-005,1549.550000,9.7010E-005
1549.600000,9.8080E-005,1549.600000,9.8080E-005,1549.600000,9.8080E-005
1549.650000,9.9020E-005,1549.650000,9.9020E-005,1549.650000,9.9020E-005
1549.700000,1.0010E-004,1549.700000,1.0010E-004,1549.700000,1.0010E-004
1549.750000,1.0150E-004,1549.750000,1.0150E-004,1549.750000,1.0150E-004
1549.800000,1.0280E-004,1549.800000,1.0280E-004,1549.800000,1.0280E-004
1549.850000,1.0450E-004,1549.850000,1.0450E-004,1549.850000,1.0450E-004
1549.900000,1.0570E-004,1549.900000,1.0570E-004,1549.900000,1.0570E-004
1549.950000,1.0670E-004,1549.950000,1.0670E-004,1549.950000,1.0670E-004
1550.000000,1.0770E-004,1550.000000,1.0770E-004,1550.000000,1.0770E-004
1550.050000,1.0940E-004,1550.050000,1.0940E-004,1550.050000,1.0940E-004
1550.100000,1.1130E-004,1550.100000,1.1130E-004,1550.100000,1.1130E-004
1550.150000,1.1270E-004,1550.150000,1.1270E-004,1550.150000,1.1270E-004
1550.200000,1.1380E-004,1550.200000,1.1380E-004,1550.200000,1.1380E-004
1550.250000,1.1490E-004,1550.250000,1.1490E-004,1550.250000,1.1490E-004
1550.300000,1.1640E-004,1550.300000,1.1640E-004,1550.300000,1.1640E-004
1550.350000,1.1820E-004,1550.350000,1.1820E-004,1550.350000,1.1820E-004
1550.400000,1.2000E-004,1550.400000,1.2000E-004,1550.400000,1.2000E-004
1550.450000,1.2120E-004,1550.450000,1.2120E-004,1550.450000,1.2120E-004
1550.500000,1.2230E-004,1550.500000,1.2230E-004,1550.500000,1.2230E-004
1550.550000,1.2390E-004,1550.550000,1.2390E-004,1550.550000,1.2390E-004
1550.600000,1.2590E-004,1550.600000,1.2590E-004,1550.600000,1.2590E-004
1550.650000,1.2770E-004,1550.650000,1.2770E-004,1550.650000,1.2770E-004
1550.700000,1.2920E-004,1550.700000,1.2920E-004,1550.700000,1.2920E-004
1550.750000,1.3050E-004,1550.750000,1.3050E-004,1550.750000,1.3050E-004
1550.800000,1.3200E-004,1550.800000,1.3200E-004,1550.800000,1.3200E-004
1550.850000,1.3410E-004,1550.850000,1.3410E-004,1550.850000,1.3410E-004
1550.900000,1.3580E-004,1550.900000,1.3580E-004,1550.900000,1.3580E-004
1550.950000,1.3750E-004,1550.950000,1.3750E-004,1550.950000,1.3750E-004
1551.000000,1.3890E-004,1551.000000,1.3890E-004,1551.000000,1.3890E-004
1551.050000,1.4060E-004,1551.050000,1.4060E-004,1551.050000,1.4060E-004
1551.100000,1.4240E-004,1551.100000,1.4240E-004,1551.100000,1.4240E-004
1551.150000,1.4460E-004,1551.150000,1.4460E-004,1551.150000,1.4460E-004
1551.200000,1.4660E-004,1551.200000,1.4660E-004,1551.200000,1.4660E-004
1551.250000,1.4810E-004,1551.250000,1.4810E-004,1551.250000,1.4810E-004
1551.300000,1.4920E-004,1551.300000,1.4920E-004,1551.300000,1.4920E-004
1551.350000,1.5160E-004,1551.350000,1.5160E-004,1551.350000,1.5160E-004
1551.400000,1.5370E-004,1551.400000,1.5370E-004,1551.400000,1.5370E-004
1551.450000,1.5520E-004,1551.450000,1.5520E-004,1551.450000,1.5520E-004
1551.500000,1.5720E-004,1551.500000,1.5720E-004,1551.500000,1.5720E-004
1551.550000,1.5810E-004,1551.550000,1.5810E-004,1551.550000,1.5810E-004
1551.600000,1.5990E-004,1551.600000,1.5990E-004,1551.600000,1.5990E-004
1551.650000,1.6270E-004,1551.650000,1.6270E-004,1551.650000,1.6270E-004
1551.700000,1.6530E-004,1551.700000,1.6530E-004,1551.700000,1.6530E-004
1551.750000,1.6630E-004,1551.750000,1.6630E-004,1551.750000,1.6630E-004
1551.800000,1.6770E-004,1551.800000,1.6770E-004,1551.800000,1.6770E-004
1551.850000,1.7020E-004,1551.850000,1.7020E-004,1551.850000,1.7020E-004
1551.900000,1.7230E-004,1551.900000,1.7230E-004,1551.900000,1.7230E-004
1551.950000,1.7470E-004,1551.950000,1.7470E-004,1551.950000,1.7470E-004
1552.000000,1.7650E-004,1552.000000,1.7650E-004,1552.000000,1.7650E-004
1552.050000,1.7830E-004,1552.050000,1.7830E-004,1552.050000,1.7830E-004
1552.100000,1.7970E-004,1552.100000,1.7970E-004,1552.100000,1.7970E-004
1552.150000,1.8230E-004,1552.150000,1.8230E-004,1552.150000,1.8230E-004
1552.200000,1.8450E-004,1552.200000,1.8450E-004,1552.200000,1.8450E-004
1552.250000,1.8720E-004,1552.250000,1.8720E-004,1552.250000,1.8720E-004
1552.300000,1.8900E-004,1552.300000,1.8900E-004,1552.300000,1.8900E-004
1552.350000,1.9070E-004,1552.350000,1.9070E-004,1552.350000,1.9070E-004
1552.400000,1.9250E-004,1552.400000,1.9250E-004,1552.400000,1.9250E-004
1552.450000,1.9580E-004,1552.450000,1.9580E-004,1552.450000,1.9580E-004
1552.500000,1.9830E-004,1552.500000,1.9830E-004,1552.500000,1.9830E-004
1552.550000,2.0040E-004,1552.550000,2.0040E-004,1552.550000,2.0040E-004
1552.600000,2.0180E-004,1552.600000,2.0180E-004,1552.600000,2.0180E-004
1552.650000,2.0430E-004,1552.650000,2.0430E-004,1552.650000,2.0430E-004
1552.700000,2.0740E-004,1552.700000,2.0740E-004,1552.700000,2.0740E-004
1552.750000,2.0920E-004,1552.750000,2.0920E-004,1552.750000,2.0920E-004
1552.800000,2.1240E-004,1552.800000,2.1240E-004,1552.800000,2.1240E-004
1552.850000,2.1290E-004,1552.850000,2.1290E-004,1552.850000,2.1290E-004
1552.900000,2.1550E-004,1552.900000,2.1550E-004,1552.900000,2.1550E-004
1552.950000,2.1830E-004,1552.950000,2.1830E-004,1552.950000,2.1830E-004
1553.000000,2.2180E-004,1553.000000,2.2180E-004,1553.000000,2.2180E-004
1553.050000,2.2450E-004,1553.050000,2.2450E-004,1553.050000,2.2450E-004
1553.100000,2.2580E-004,1553.100000,2.2580E-004,1553.100000,2.2580E-004
1553.150000,2.2760E-004,1553.150000,2.2760E-004,1553.150000,2.2760E-004
1553.200000,2.3060E-004,1553.200000,2.3060E-004,1553.200000,2.3060E-004
1553.250000,2.3320E-004,1553.250000,2.3320E-004,1553.250000,2.3320E-004
1553.300000,2.3690E-004,1553.300000,2.3690E-004,1553.300000,2.3690E-004
1553.350000,2.4000E-004,1553.350000,2.4000E-004,1553.350000,2.4000E-004
1553.400000,2.4110E-004,1553.400000,2.4110E-004,1553.400000,2.4110E-004
1553.450000,2.4530E-004,1553.450000,2.4530E-004,1553.450000,2.4530E-004
1553.500000,2.4810E-004,1553.500000,2.4810E-004,1553.500000,2.4810E-004
1553.550000,2.5160E-004,1553.550000,2.5160E-004,1553.550000,2.5160E-004
1553.600000,2.5350E-004,1553.600000,2.5350E-004,1553.600000,2.5350E-004
1553.650000,2.5600E-004,1553.650000,2.5600E-004,1553.650000,2.5600E-004
1553.700000,2.5620E-004,1553.700000,2.5620E-004,1553.700000,2.5620E-004
1553.750000,2.6190E-004,1553.750000,2.6190E-004,1553.750000,2.6190E-004
1553.800000,2.6390E-004,1553.800000,2.6390E-004,1553.800000,2.6390E-004
1553.850000,2.7260E-004,1553.850000,2.7260E-004,1553.850000,2.7260E-004
1553.900000,2.7200E-004,1553.900000,2.7200E-004,1553.900000,2.7200E-004
1553.950000,2.7170E-004,1553.950000,2.7170E-004,1553.950000,2.7170E-004
1554.000000,2.7170E-004,1554.000000,2.7170E-004,1554.000000,2.7170E-004
1554.050000,2.7330E-004,1554.050000,2.7330E-004,1554.050000,2.7330E-004
1554.100000,2.7470E-004,1554.100000,2.7470E-004,1554.100000,2.7470E-004
1554.150000,2.7570E-004,1554.150000,2.7570E-004,1554.150000,2.7570E-004
1554.200000,2.7650E-004,1554.200000,2.7650E-004,1554.200000,2.7650E-004
1554.250000,2.7870E-004,1554.250000,2.7870E-004,1554.250000,2.7870E-004
1554.300000,2.8160E-004,1554.300000,2.8160E-004,1554.300000,2.8160E-004
1554.350000,2.8490E-004,1554.350000,2.8490E-004,1554.350000,2.8490E-004
1554.400000,2.8630E-004,1554.400000,2.8630E-004,1554.400000,2.8630E-004
1554.450000,2.8800E-004,1554.450000,2.8800E-004,1554.450000,2.8800E-004
1554.500000,2.8960E-004,1554.500000,2.8960E-004,1554.500000,2.8960E-004
1554.550000,2.9240E-004,1554.550000,2.9240E-004,1554.550000,2.9240E-004
1554.600000,2.9520E-004,1554.600000,2.9520E-004,1554.600000,2.9520E-004
1554.650000,2.9760E-004,1554.650000,2.9760E-004,1554.650000,2.9760E-004
1554.700000,2.9860E-004,1554.700000,2.9860E-004,1554.700000,2.9860E-004
1554.750000,2.9980E-004,1554.750000,2.9980E-004,1554.750000,2.9980E-004
