1521.500000,9.5790E-008,1521.500000,9.5790E-008,1521.500000,9.5790E-008
1521.550000,9.3000E-008,1521.550000,9.3000E-008,1521.550000,9.3000E-008
1521.600000,1.2960E-007,1521.600000,1.2960E-007,1521.600000,1.2960E-007
1521.650000,1.3470E-007,1521.650000,1.3470E-007,1521.650000,1.3470E-007
1521.700000,1.3320E-007,1521.700000,1.3320E-007,1521.700000,1.3320E-007
1521.750000,1.1820E-007,1521.750000,1.1820E-007,1521.750000,1.1820E-007
1521.800000,1.3040E-007,1521.800000,1.3040E-007,1521.800000,1.3040E-007
1521.850000,6.7060E-008,1521.850000,6.7060E-008,1521.850000,6.7060E-008
1521.900000,9.6290E-008,1521.900000,9.6290E-008,1521.900000,9.6290E-008
1521.950000,9.3130E-008,1521.950000,9.3130E-008,1521.950000,9.3130E-008
1522.000000,1.0960E-007,1522.000000,1.0960E-007,1522.000000,1.0960E-007
1522.050000,9.0250E-008,1522.050000,9.0250E-008,1522.050000,9.0250E-008
1522.100000,1.2530E-007,1522.100000,1.2530E-007,1522.100000,1.2530E-007
1522.150000,9.4940E-008,1522.150000,9.4940E-008,1522.150000,9.4940E-008
1522.200000,7.2320E-008,1522.200000,7.2320E-008,1522.200000,7.2320E-008
1522.250000,3.3980E-008,1522.250000,3.3980E-008,1522.250000,3.3980E-008
1522.300000,8.8580E-008,1522.300000,8.8580E-008,1522.300000,8.8580E-008
1522.350000,7.1250E-008,1522.350000,7.1250E-008,1522.350000,7.1250E-008
1522.400000,1.2230E-007,1522.400000,1.2230E-007,1522.400000,1.2230E-007
1522.450000,7.5380E-008,1522.450000,7.5380E-008,1522.450000,7.5380E-008
1522.500000,1.0210E-007,1522.500000,1.0210E-007,1522.500000,1.0210E-007
1522.550000,9.9070E-008,1522.550000,9.9070E-008,1522.550000,9.9070E-008
1522.600000,1.1870E-007,1522.600000,1.1870E-007,1522.600000,1.1870E-007
1522.650000,9.8520E-008,1522.650000,9.8520E-008,1522.650000,9.8520E-008
1522.700000,9.6320E-008,1522.700000,9.6320E-008,1522.700000,9.6320E-008
1522.750000,7.0840E-008,1522.750000,7.0840E-008,1522.750000,7.0840E-008
1522.800000,5.4800E-008,1522.800000,5.4800E-008,1522.800000,5.4800E-008
1522.850000,5.3320E-008,1522.850000,5.3320E-008,1522.850000,5.3320E-008
1522.900000,4.9800E-008,1522.900000,4.9800E-008,1522.900000,4.9800E-008
1522.950000,1.0010E-007,1522.950000,1.0010E-007,1522.950000,1.0010E-007
1523.000000,8.4830E-008,1523.000000,8.4830E-008,1523.000000,8.4830E-008
1523.050000,5.2130E-008,1523.050000,5.2130E-008,1523.050000,5.2130E-008
1523.100000,7.3410E-008,1523.100000,7.3410E-008,1523.100000,7.3410E-008
1523.150000,3.9830E-008,1523.150000,3.9830E-008,1523.150000,3.9830E-008
1523.200000,9.7980E-008,1523.200000,9.7980E-008,1523.200000,9.7980E-008
1523.250000,6.9710E-008,1523.250000,6.9710E-008,1523.250000,6.9710E-008
1523.300000,7.9910E-008,1523.300000,7.9910E-008,1523.300000,7.9910E-008
1523.350000,5.1820E-008,1523.350000,5.1820E-008,1523.350000,5.1820E-008
1523.400000,3.4970E-008,1523.400000,3.4970E-008,1523.400000,3.4970E-008
1523.450000,9.5120E-008,1523.450000,9.5120E-008,1523.450000,9.5120E-008
1523.500000,4.4180E-009,1523.500000,4.4180E-009,1523.500000,4.4180E-009
1523.550000,7.4810E-008,1523.550000,7.4810E-008,1523.550000,7.4810E-008
1523.600000,5.2500E-008,1523.600000,5.2500E-008,1523.600000,5.2500E-008
1523.650000,-1.3900E-008,1523.650000,-1.3900E-008,1523.650000,-1.3900E-008
1523.700000,6.4270E-008,1523.700000,6.4270E-008,1523.700000,6.4270E-008
1523.750000,1.5580E-008,1523.750000,1.5580E-008,1523.750000,1.5580E-008
1523.800000,3.0420E-008,1523.800000,3.0420E-008,1523.800000,3.0420E-008
1523.850000,4.2520E-008,1523.850000,4.2520E-008,1523.850000,4.2520E-008
1523.900000,3.4890E-008,1523.900000,3.4890E-008,1523.900000,3.4890E-008
1523.950000,3.3970E-008,1523.950000,3.3970E-008,1523.950000,3.3970E-008
1524.000000,6.1250E-008,1524.000000,6.1250E-008,1524.000000,6.1250E-008
1524.050000,1.9550E-008,1524.050000,1.9550E-008,1524.050000,1.9550E-008
1524.100000,7.2840E-008,1524.100000,7.2840E-008,1524.100000,7.2840E-008
1524.150000,6.2690E-008,1524.150000,6.2690E-008,1524.150000,6.2690E-008
1524.200000,4.5350E-008,1524.200000,4.5350E-008,1524.200000,4.5350E-008
1524.250000,1.2820E-007,1524.250000,1.2820E-007,1524.250000,1.2820E-007
1524.300000,7.1400E-008,1524.300000,7.1400E-008,1524.300000,7.1400E-008
1524.350000,6.9770E-008,1524.350000,6.9770E-008,1524.350000,6.9770E-008
1524.400000,4.5250E-008,1524.400000,4.5250E-008,1524.400000,4.5250E-008
1524.450000,5.4880E-008,1524.450000,5.4880E-008,1524.450000,5.4880E-008
1524.500000,2.0860E-008,1524.500000,2.0860E-008,1524.500000,2.0860E-008
1524.550000,-2.5960E-009,1524.550000,-2.5960E-009,1524.550000,-2.5960E-009
1524.600000,5.1820E-008,1524.600000,5.1820E-008,1524.600000,5.1820E-008
1524.650000,3.2880E-008,1524.650000,3.2880E-008,1524.650000,3.2880E-008
1524.700000,4.7540E-008,1524.700000,4.7540E-008,1524.700000,4.7540E-008
1524.750000,2.3400E-008,1524.750000,2.3400E-008,1524.750000,2.3400E-008
1524.800000,4.4840E-008,1524.800000,4.4840E-008,1524.800000,4.4840E-008
1524.850000,5.8090E-008,1524.850000,5.8090E-008,1524.850000,5.8090E-008
1524.900000,1.8180E-008,1524.900000,1.8180E-008,1524.900000,1.8180E-008
1524.950000,5.1820E-008,1524.950000,5.1820E-008,1524.950000,5.1820E-008
1525.000000,6.5230E-008,1525.000000,6.5230E-008,1525.000000,6.5230E-008
1525.050000,6.2180E-008,1525.050000,6.2180E-008,1525.050000,6.2180E-008
1525.100000,4.7220E-008,1525.100000,4.7220E-008,1525.100000,4.7220E-008
1525.150000,4.8290E-008,1525.150000,4.8290E-008,1525.150000,4.8290E-008
1525.200000,4.6590E-008,1525.200000,4.6590E-008,1525.200000,4.6590E-008
1525.250000,1.0700E-007,1525.250000,1.0700E-007,1525.250000,1.0700E-007
1525.300000,7.3260E-009,1525.300000,7.3260E-009,1525.300000,7.3260E-009
1525.350000,7.1790E-008,1525.350000,7.1790E-008,1525.350000,7.1790E-008
1525.400000,5.4160E-008,1525.400000,5.4160E-008,1525.400000,5.4160E-008
1525.450000,1.3700E-007,1525.450000,1.3700E-007,1525.450000,1.3700E-007
1525.500000,1.3970E-008,1525.500000,1.3970E-008,1525.500000,1.3970E-008
1525.550000,1.8690E-008,1525.550000,1.8690E-008,1525.550000,1.8690E-008
1525.600000,1.0730E-007,1525.600000,1.0730E-007,1525.600000,1.0730E-007
1525.650000,6.9830E-008,1525.650000,6.9830E-008,1525.650000,6.9830E-008
1525.700000,7.3350E-008,1525.700000,7.3350E-008,1525.700000,7.3350E-008
1525.750000,9.6590E-008,1525.750000,9.6590E-008,1525.750000,9.6590E-008
1525.800000,6.5160E-008,1525.800000,6.5160E-008,1525.800000,6.5160E-008
1525.850000,9.8060E-008,1525.850000,9.8060E-008,1525.850000,9.8060E-008
1525.900000,2.2800E-008,1525.900000,2.2800E-008,1525.900000,2.2800E-008
1525.950000,7.6190E-008,1525.950000,7.6190E-008,1525.950000,7.6190E-008
1526.000000,1.4670E-007,1526.000000,1.4670E-007,1526.000000,1.4670E-007
1526.050000,9.8580E-008,1526.050000,9.8580E-008,1526.050000,9.8580E-008
1526.100000,8.2850E-008,1526.100000,8.2850E-008,1526.100000,8.2850E-008
1526.150000,1.4780E-007,1526.150000,1.4780E-007,1526.150000,1.4780E-007
1526.200000,1.0700E-007,1526.200000,1.0700E-007,1526.200000,1.0700E-007
1526.250000,9.4710E-008,1526.250000,9.4710E-008,1526.250000,9.4710E-008
1526.300000,9.6160E-008,1526.300000,9.6160E-008,1526.300000,9.6160E-008
1526.350000,1.0650E-007,1526.350000,1.0650E-007,1526.350000,1.0650E-007
1526.400000,1.3000E-007,1526.400000,1.3000E-007,1526.400000,1.3000E-007
1526.450000,7.3090E-008,1526.450000,7.3090E-008,1526.450000,7.3090E-008
1526.500000,1.3190E-007,1526.500000,1.3190E-007,1526.500000,1.3190E-007
1526.550000,1.4640E-007,1526.550000,1.4640E-007,1526.550000,1.4640E-007
1526.600000,1.3010E-007,1526.600000,1.3010E-007,1526.600000,1.3010E-007
1526.650000,1.5930E-007,1526.650000,1.5930E-007,1526.650000,1.5930E-007
1526.700000,1.5370E-007,1526.700000,1.5370E-007,1526.700000,1.5370E-007
1526.750000,9.3220E-008,1526.750000,9.3220E-008,1526.750000,9.3220E-008
1526.800000,1.7370E-007,1526.800000,1.7370E-007,1526.800000,1.7370E-007
1526.850000,1.6800E-007,1526.850000,1.6800E-007,1526.850000,1.6800E-007
1526.900000,2.1790E-007,1526.900000,2.1790E-007,1526.900000,2.1790E-007
1526.950000,2.5700E-007,1526.950000,2.5700E-007,1526.950000,2.5700E-007
1527.000000,2.6270E-007,1527.000000,2.6270E-007,1527.000000,2.6270E-007
1527.050000,2.1950E-007,1527.050000,2.1950E-007,1527.050000,2.1950E-007
1527.100000,2.6200E-007,1527.100000,2.6200E-007,1527.100000,2.6200E-007
1527.150000,3.3860E-007,1527.150000,3.3860E-007,1527.150000,3.3860E-007
1527.200000,3.0450E-007,1527.200000,3.0450E-007,1527.200000,3.0450E-007
1527.250000,3.1820E-007,1527.250000,3.1820E-007,1527.250000,3.1820E-007
1527.300000,3.6270E-007,1527.300000,3.6270E-007,1527.300000,3.6270E-007
1527.350000,4.0420E-007,1527.350000,4.0420E-007,1527.350000,4.0420E-007
1527.400000,4.2450E-007,1527.400000,4.2450E-007,1527.400000,4.2450E-007
1527.450000,3.6760E-007,1527.450000,3.6760E-007,1527.450000,3.6760E-007
1527.500000,4.9990E-007,1527.500000,4.9990E-007,1527.500000,4.9990E-007
1527.550000,4.8020E-007,1527.550000,4.8020E-007,1527.550000,4.8020E-007
1527.600000,4.8750E-007,1527.600000,4.8750E-007,1527.600000,4.8750E-007
1527.650000,4.8410E-007,1527.650000,4.8410E-007,1527.650000,4.8410E-007
1527.700000,4.9010E-007,1527.700000,4.9010E-007,1527.700000,4.9010E-007
1527.750000,4.9380E-007,1527.750000,4.9380E-007,1527.750000,4.9380E-007
1527.800000,4.6910E-007,1527.800000,4.6910E-007,1527.800000,4.6910E-007
1527.850000,4.7710E-007,1527.850000,4.7710E-007,1527.850000,4.7710E-007
1527.900000,4.8530E-007,1527.900000,4.8530E-007,1527.900000,4.8530E-007
1527.950000,4.7890E-007,1527.950000,4.7890E-007,1527.950000,4.7890E-007
1528.000000,4.8650E-007,1528.000000,4.8650E-007,1528.000000,4.8650E-007
1528.050000,4.2460E-007,1528.050000,4.2460E-007,1528.050000,4.2460E-007
1528.100000,3.8030E-007,1528.100000,3.8030E-007,1528.100000,3.8030E-007
1528.150000,3.9440E-007,1528.150000,3.9440E-007,1528.150000,3.9440E-007
1528.200000,3.7360E-007,1528.200000,3.7360E-007,1528.200000,3.7360E-007
1528.250000,4.0010E-007,1528.250000,4.0010E-007,1528.250000,4.0010E-007
1528.300000,3.8000E-007,1528.300000,3.8000E-007,1528.300000,3.8000E-007
1528.350000,3.5110E-007,1528.350000,3.5110E-007,1528.350000,3.5110E-007
1528.400000,3.6790E-007,1528.400000,3.6790E-007,1528.400000,3.6790E-007
1528.450000,3.3190E-007,1528.450000,3.3190E-007,1528.450000,3.3190E-007
1528.500000,3.1320E-007,1528.500000,3.1320E-007,1528.500000,3.1320E-007
1528.550000,3.5080E-007,1528.550000,3.5080E-007,1528.550000,3.5080E-007
1528.600000,3.2970E-007,1528.600000,3.2970E-007,1528.600000,3.2970E-007
1528.650000,3.0950E-007,1528.650000,3.0950E-007,1528.650000,3.0950E-007
1528.700000,2.9500E-007,1528.700000,2.9500E-007,1528.700000,2.9500E-007
1528.750000,3.0600E-007,1528.750000,3.0600E-007,1528.750000,3.0600E-007
1528.800000,2.9830E-007,1528.800000,2.9830E-007,1528.800000,2.9830E-007
1528.850000,2.9210E-007,1528.850000,2.9210E-007,1528.850000,2.9210E-007
1528.900000,2.7300E-007,1528.900000,2.7300E-007,1528.900000,2.7300E-007
1528.950000,2.6540E-007,1528.950000,2.6540E-007,1528.950000,2.6540E-007
1529.000000,2.6610E-007,1529.000000,2.6610E-007,1529.000000,2.6610E-007
1529.050000,2.9830E-007,1529.050000,2.9830E-007,1529.050000,2.9830E-007
1529.100000,2.7910E-007,1529.100000,2.7910E-007,1529.100000,2.7910E-007
1529.150000,3.1980E-007,1529.150000,3.1980E-007,1529.150000,3.1980E-007
1529.200000,2.8020E-007,1529.200000,2.8020E-007,1529.200000,2.8020E-007
1529.250000,2.5700E-007,1529.250000,2.5700E-007,1529.250000,2.5700E-007
1529.300000,2.9420E-007,1529.300000,2.9420E-007,1529.300000,2.9420E-007
1529.350000,2.3380E-007,1529.350000,2.3380E-007,1529.350000,2.3380E-007
1529.400000,2.6120E-007,1529.400000,2.6120E-007,1529.400000,2.6120E-007
1529.450000,2.8480E-007,1529.450000,2.8480E-007,1529.450000,2.8480E-007
1529.500000,2.7210E-007,1529.500000,2.7210E-007,1529.500000,2.7210E-007
1529.550000,1.9620E-007,1529.550000,1.9620E-007,1529.550000,1.9620E-007
1529.600000,2.5620E-007,1529.600000,2.5620E-007,1529.600000,2.5620E-007
1529.650000,2.8200E-007,1529.650000,2.8200E-007,1529.650000,2.8200E-007
1529.700000,2.4340E-007,1529.700000,2.4340E-007,1529.700000,2.4340E-007
1529.750000,2.3090E-007,1529.750000,2.3090E-007,1529.750000,2.3090E-007
1529.800000,3.0050E-007,1529.800000,3.0050E-007,1529.800000,3.0050E-007
1529.850000,2.7590E-007,1529.850000,2.7590E-007,1529.850000,2.7590E-007
1529.900000,2.6170E-007,1529.900000,2.6170E-007,1529.900000,2.6170E-007
1529.950000,2.3520E-007,1529.950000,2.3520E-007,1529.950000,2.3520E-007
1530.000000,2.3510E-007,1530.000000,2.3510E-007,1530.000000,2.3510E-007
1530.050000,2.7310E-007,1530.050000,2.7310E-007,1530.050000,2.7310E-007
1530.100000,2.2330E-007,1530.100000,2.2330E-007,1530.100000,2.2330E-007
1530.150000,2.5010E-007,1530.150000,2.5010E-007,1530.150000,2.5010E-007
1530.200000,2.8310E-007,1530.200000,2.8310E-007,1530.200000,2.8310E-007
1530.250000,3.0090E-007,1530.250000,3.0090E-007,1530.250000,3.0090E-007
1530.300000,2.2800E-007,1530.300000,2.2800E-007,1530.300000,2.2800E-007
1530.350000,2.7350E-007,1530.350000,2.7350E-007,1530.350000,2.7350E-007
1530.400000,2.6180E-007,1530.400000,2.6180E-007,1530.400000,2.6180E-007
1530.450000,2.8090E-007,1530.450000,2.8090E-007,1530.450000,2.8090E-007
1530.500000,2.6560E-007,1530.500000,2.6560E-007,1530.500000,2.6560E-007
1530.550000,3.0530E-007,1530.550000,3.0530E-007,1530.550000,3.0530E-007
1530.600000,3.0290E-007,1530.600000,3.0290E-007,1530.600000,3.0290E-007
1530.650000,3.3600E-007,1530.650000,3.3600E-007,1530.650000,3.3600E-007
1530.700000,2.6330E-007,1530.700000,2.6330E-007,1530.700000,2.6330E-007
1530.750000,3.0630E-007,1530.750000,3.0630E-007,1530.750000,3.0630E-007
1530.800000,3.0200E-007,1530.800000,3.0200E-007,1530.800000,3.0200E-007
1530.850000,3.3340E-007,1530.850000,3.3340E-007,1530.850000,3.3340E-007
1530.900000,3.3260E-007,1530.900000,3.3260E-007,1530.900000,3.3260E-007
1530.950000,2.8330E-007,1530.950000,2.8330E-007,1530.950000,2.8330E-007
1531.000000,3.2510E-007,1531.000000,3.2510E-007,1531.000000,3.2510E-007
1531.050000,3.4550E-007,1531.050000,3.4550E-007,1531.050000,3.4550E-007
1531.100000,3.1020E-007,1531.100000,3.1020E-007,1531.100000,3.1020E-007
1531.150000,3.6080E-007,1531.150000,3.6080E-007,1531.150000,3.6080E-007
1531.200000,3.2320E-007,1531.200000,3.2320E-007,1531.200000,3.2320E-007
1531.250000,3.5310E-007,1531.250000,3.5310E-007,1531.250000,3.5310E-007
1531.300000,3.2480E-007,1531.300000,3.2480E-007,1531.300000,3.2480E-007
1531.350000,3.1140E-007,1531.350000,3.1140E-007,1531.350000,3.1140E-007
1531.400000,3.1890E-007,1531.400000,3.1890E-007,1531.400000,3.1890E-007
1531.450000,3.2220E-007,1531.450000,3.2220E-007,1531.450000,3.2220E-007
1531.500000,3.6290E-007,1531.500000,3.6290E-007,1531.500000,3.6290E-007
1531.550000,3.2800E-007,1531.550000,3.2800E-007,1531.550000,3.2800E-007
1531.600000,3.7190E-007,1531.600000,3.7190E-007,1531.600000,3.7190E-007
1531.650000,4.0610E-007,1531.650000,4.0610E-007,1531.650000,4.0610E-007
1531.700000,3.6420E-007,1531.700000,3.6420E-007,1531.700000,3.6420E-007
1531.750000,3.4760E-007,1531.750000,3.4760E-007,1531.750000,3.4760E-007
1531.800000,3.9710E-007,1531.800000,3.9710E-007,1531.800000,3.9710E-007
1531.850000,3.8700E-007,1531.850000,3.8700E-007,1531.850000,3.8700E-007
1531.900000,3.9560E-007,1531.900000,3.9560E-007,1531.900000,3.9560E-007
1531.950000,4.0280E-007,1531.950000,4.0280E-007,1531.950000,4.0280E-007
1532.000000,3.6440E-007,1532.000000,3.6440E-007,1532.000000,3.6440E-007
1532.050000,4.2190E-007,1532.050000,4.2190E-007,1532.050000,4.2190E-007
1532.100000,3.5810E-007,1532.100000,3.5810E-007,1532.100000,3.5810E-007
1532.150000,4.6190E-007,1532.150000,4.6190E-007,1532.150000,4.6190E-007
1532.200000,4.5610E-007,1532.200000,4.5610E-007,1532.200000,4.5610E-007
1532.250000,4.3430E-007,1532.250000,4.3430E-007,1532.250000,4.3430E-007
1532.300000,4.4750E-007,1532.300000,4.4750E-007,1532.300000,4.4750E-007
1532.350000,5.0680E-007,1532.350000,5.0680E-007,1532.350000,5.0680E-007
1532.400000,5.1790E-007,1532.400000,5.1790E-007,1532.400000,5.1790E-007
1532.450000,5.3920E-007,1532.450000,5.3920E-007,1532.450000,5.3920E-007
1532.500000,5.0900E-007,1532.500000,5.0900E-007,1532.500000,5.0900E-007
1532.550000,5.8350E-007,1532.550000,5.8350E-007,1532.550000,5.8350E-007
1532.600000,5.5210E-007,1532.600000,5.5210E-007,1532.600000,5.5210E-007
1532.650000,5.8190E-007,1532.650000,5.8190E-007,1532.650000,5.8190E-007
1532.700000,6.1180E-007,1532.700000,6.1180E-007,1532.700000,6.1180E-007
1532.750000,6.0300E-007,1532.750000,6.0300E-007,1532.750000,6.0300E-007
1532.800000,6.4420E-007,1532.800000,6.4420E-007,1532.800000,6.4420E-007
1532.850000,7.0540E-007,1532.850000,7.0540E-007,1532.850000,7.0540E-007
1532.900000,6.8700E-007,1532.900000,6.8700E-007,1532.900000,6.8700E-007
1532.950000,7.4250E-007,1532.950000,7.4250E-007,1532.950000,7.4250E-007
1533.000000,7.6520E-007,1533.000000,7.6520E-007,1533.000000,7.6520E-007
1533.050000,8.3320E-007,1533.050000,8.3320E-007,1533.050000,8.3320E-007
1533.100000,8.4040E-007,1533.100000,8.4040E-007,1533.100000,8.4040E-007
1533.150000,8.4210E-007,1533.150000,8.4210E-007,1533.150000,8.4210E-007
1533.200000,9.5120E-007,1533.200000,9.5120E-007,1533.200000,9.5120E-007
1533.250000,1.0000E-006,1533.250000,1.0000E-006,1533.250000,1.0000E-006
1533.300000,1.0440E-006,1533.300000,1.0440E-006,1533.300000,1.0440E-006
1533.350000,1.1580E-006,1533.350000,1.1580E-006,1533.350000,1.1580E-006
1533.400000,1.2730E-006,1533.400000,1.2730E-006,1533.400000,1.2730E-006
1533.450000,1.3640E-006,1533.450000,1.3640E-006,1533.450000,1.3640E-006
1533.500000,1.4350E-006,1533.500000,1.4350E-006,1533.500000,1.4350E-006
1533.550000,1.5660E-006,1533.550000,1.5660E-006,1533.550000,1.5660E-006
1533.600000,1.6620E-006,1533.600000,1.6620E-006,1533.600000,1.6620E-006
1533.650000,1.8390E-006,1533.650000,1.8390E-006,1533.650000,1.8390E-006
1533.700000,1.9680E-006,1533.700000,1.9680E-006,1533.700000,1.9680E-006
1533.750000,2.2210E-006,1533.750000,2.2210E-006,1533.750000,2.2210E-006
1533.800000,2.4160E-006,1533.800000,2.4160E-006,1533.800000,2.4160E-006
1533.850000,2.6240E-006,1533.850000,2.6240E-006,1533.850000,2.6240E-006
1533.900000,2.9870E-006,1533.900000,2.9870E-006,1533.900000,2.9870E-006
1533.950000,3.3550E-006,1533.950000,3.3550E-006,1533.950000,3.3550E-006
1534.000000,3.7840E-006,1534.000000,3.7840E-006,1534.000000,3.7840E-006
1534.050000,4.3390E-006,1534.050000,4.3390E-006,1534.050000,4.3390E-006
1534.100000,4.9160E-006,1534.100000,4.9160E-006,1534.100000,4.9160E-006
1534.150000,5.6090E-006,1534.150000,5.6090E-006,1534.150000,5.6090E-006
1534.200000,6.5510E-006,1534.200000,6.5510E-006,1534.200000,6.5510E-006
1534.250000,7.5870E-006,1534.250000,7.5870E-006,1534.250000,7.5870E-006
1534.300000,8.9090E-006,1534.300000,8.9090E-006,1534.300000,8.9090E-006
1534.350000,1.0530E-005,1534.350000,1.0530E-005,1534.350000,1.0530E-005
1534.400000,1.2630E-005,1534.400000,1.2630E-005,1534.400000,1.2630E-005
1534.450000,1.5080E-005,1534.450000,1.5080E-005,1534.450000,1.5080E-005
1534.500000,1.8260E-005,1534.500000,1.8260E-005,1534.500000,1.8260E-005
1534.550000,2.2150E-005,1534.550000,2.2150E-005,1534.550000,2.2150E-005
1534.600000,2.6480E-005,1534.600000,2.6480E-005,1534.600000,2.6480E-005
1534.650000,3.2200E-005,1534.650000,3.2200E-005,1534.650000,3.2200E-005
1534.700000,3.7590E-005,1534.700000,3.7590E-005,1534.700000,3.7590E-005
1534.750000,4.2660E-005,1534.750000,4.2660E-005,1534.750000,4.2660E-005
1534.800000,4.5500E-005,1534.800000,4.5500E-005,1534.800000,4.5500E-005
1534.850000,4.5500E-005,1534.850000,4.5500E-005,1534.850000,4.5500E-005
1534.900000,4.2320E-005,1534.900000,4.2320E-005,1534.900000,4.2320E-005
1534.950000,3.8210E-005,1534.950000,3.8210E-005,1534.950000,3.8210E-005
1535.000000,3.2720E-005,1535.000000,3.2720E-005,1535.000000,3.2720E-005
1535.050000,2.6770E-005,1535.050000,2.6770E-005,1535.050000,2.6770E-005
1535.100000,2.2270E-005,1535.100000,2.2270E-005,1535.100000,2.2270E-005
1535.150000,1.8530E-005,1535.150000,1.8530E-005,1535.150000,1.8530E-005
1535.200000,1.5410E-005,1535.200000,1.5410E-005,1535.200000,1.5410E-005
1535.250000,1.3270E-005,1535.250000,1.3270E-005,1535.250000,1.3270E-005
1535.300000,1.1450E-005,1535.300000,1.1450E-005,1535.300000,1.1450E-005
1535.350000,9.9390E-006,1535.350000,9.9390E-006,1535.350000,9.9390E-006
1535.400000,8.8570E-006,1535.400000,8.8570E-006,1535.400000,8.8570E-006
1535.450000,7.8910E-006,1535.450000,7.8910E-006,1535.450000,7.8910E-006
1535.500000,7.1230E-006,1535.500000,7.1230E-006,1535.500000,7.1230E-006
1535.550000,6.5280E-006,1535.550000,6.5280E-006,1535.550000,6.5280E-006
1535.600000,6.0170E-006,1535.600000,6.0170E-006,1535.600000,6.0170E-006
1535.650000,5.5230E-006,1535.650000,5.5230E-006,1535.650000,5.5230E-006
1535.700000,5.1450E-006,1535.700000,5.1450E-006,1535.700000,5.1450E-006
1535.750000,4.8510E-006,1535.750000,4.8510E-006,1535.750000,4.8510E-006
1535.800000,4.6560E-006,1535.800000,4.6560E-006,1535.800000,4.6560E-006
1535.850000,4.2580E-006,1535.850000,4.2580E-006,1535.850000,4.2580E-006
1535.900000,4.1030E-006,1535.900000,4.1030E-006,1535.900000,4.1030E-006
1535.950000,3.8680E-006,1535.950000,3.8680E-006,1535.950000,3.8680E-006
1536.000000,3.7470E-006,1536.000000,3.7470E-006,1536.000000,3.7470E-006
1536.050000,3.5890E-006,1536.050000,3.5890E-006,1536.050000,3.5890E-006
1536.100000,3.4410E-006,1536.100000,3.4410E-006,1536.100000,3.4410E-006
1536.150000,3.3480E-006,1536.150000,3.3480E-006,1536.150000,3.3480E-006
1536.200000,3.1920E-006,1536.200000,3.1920E-006,1536.200000,3.1920E-006
1536.250000,3.1530E-006,1536.250000,3.1530E-006,1536.250000,3.1530E-006
1536.300000,3.0320E-006,1536.300000,3.0320E-006,1536.300000,3.0320E-006
1536.350000,2.9340E-006,1536.350000,2.9340E-006,1536.350000,2.9340E-006
1536.400000,2.8870E-006,1536.400000,2.8870E-006,1536.400000,2.8870E-006
1536.450000,2.7530E-006,1536.450000,2.7530E-006,1536.450000,2.7530E-006
1536.500000,2.7390E-006,1536.500000,2.7390E-006,1536.500000,2.7390E-006
1536.550000,2.6700E-006,1536.550000,2.6700E-006,1536.550000,2.6700E-006
1536.600000,2.5360E-006,1536.600000,2.5360E-006,1536.600000,2.5360E-006
1536.650000,2.5300E-006,1536.650000,2.5300E-006,1536.650000,2.5300E-006
1536.700000,2.4600E-006,1536.700000,2.4600E-006,1536.700000,2.4600E-006
1536.750000,2.4270E-006,1536.750000,2.4270E-006,1536.750000,2.4270E-006
1536.800000,2.4420E-006,1536.800000,2.4420E-006,1536.800000,2.4420E-006
1536.850000,2.3560E-006,1536.850000,2.3560E-006,1536.850000,2.3560E-006
1536.900000,2.3380E-006,1536.900000,2.3380E-006,1536.900000,2.3380E-006
1536.950000,2.3150E-006,1536.950000,2.3150E-006,1536.950000,2.3150E-006
1537.000000,2.2460E-006,1537.000000,2.2460E-006,1537.000000,2.2460E-006
1537.050000,2.2350E-006,1537.050000,2.2350E-006,1537.050000,2.2350E-006
1537.100000,2.1420E-006,1537.100000,2.1420E-006,1537.100000,2.1420E-006
1537.150000,2.1830E-006,1537.150000,2.1830E-006,1537.150000,2.1830E-006
1537.200000,2.0700E-006,1537.200000,2.0700E-006,1537.200000,2.0700E-006
1537.250000,2.1130E-006,1537.250000,2.1130E-006,1537.250000,2.1130E-006
1537.300000,2.1020E-006,1537.300000,2.1020E-006,1537.300000,2.1020E-006
1537.350000,2.0430E-006,1537.350000,2.0430E-006,1537.350000,2.0430E-006
1537.400000,2.0680E-006,1537.400000,2.0680E-006,1537.400000,2.0680E-006
1537.450000,2.0240E-006,1537.450000,2.0240E-006,1537.450000,2.0240E-006
1537.500000,2.0460E-006,1537.500000,2.0460E-006,1537.500000,2.0460E-006
1537.550000,2.0170E-006,1537.550000,2.0170E-006,1537.550000,2.0170E-006
1537.600000,2.0030E-006,1537.600000,2.0030E-006,1537.600000,2.0030E-006
1537.650000,1.9350E-006,1537.650000,1.9350E-006,1537.650000,1.9350E-006
1537.700000,1.9890E-006,1537.700000,1.9890E-006,1537.700000,1.9890E-006
1537.750000,1.9440E-006,1537.750000,1.9440E-006,1537.750000,1.9440E-006
1537.800000,1.9430E-006,1537.800000,1.9430E-006,1537.800000,1.9430E-006
1537.850000,1.8990E-006,1537.850000,1.8990E-006,1537.850000,1.8990E-006
1537.900000,1.9800E-006,1537.900000,1.9800E-006,1537.900000,1.9800E-006
1537.950000,1.9390E-006,1537.950000,1.9390E-006,1537.950000,1.9390E-006
1538.000000,1.9070E-006,1538.000000,1.9070E-006,1538.000000,1.9070E-006
1538.050000,1.9730E-006,1538.050000,1.9730E-006,1538.050000,1.9730E-006
1538.100000,1.9910E-006,1538.100000,1.9910E-006,1538.100000,1.9910E-006
