1537.950000,1.6640E-007,1537.950000,1.6640E-007,1537.950000,1.6640E-007
1538.000000,2.5230E-007,1538.000000,2.5230E-007,1538.000000,2.5230E-007
1538.050000,2.1990E-007,1538.050000,2.1990E-007,1538.050000,2.1990E-007
1538.100000,2.0020E-007,1538.100000,2.0020E-007,1538.100000,2.0020E-007
1538.150000,2.4260E-007,1538.150000,2.4260E-007,1538.150000,2.4260E-007
1538.200000,2.2280E-007,1538.200000,2.2280E-007,1538.200000,2.2280E-007
1538.250000,2.2060E-007,1538.250000,2.2060E-007,1538.250000,2.2060E-007
1538.300000,2.5010E-007,1538.300000,2.5010E-007,1538.300000,2.5010E-007
1538.350000,2.4370E-007,1538.350000,2.4370E-007,1538.350000,2.4370E-007
1538.400000,2.3690E-007,1538.400000,2.3690E-007,1538.400000,2.3690E-007
1538.450000,2.4980E-007,1538.450000,2.4980E-007,1538.450000,2.4980E-007
1538.500000,2.4350E-007,1538.500000,2.4350E-007,1538.500000,2.4350E-007
1538.550000,2.2210E-007,1538.550000,2.2210E-007,1538.550000,2.2210E-007
1538.600000,2.7090E-007,1538.600000,2.7090E-007,1538.600000,2.7090E-007
1538.650000,1.8800E-007,1538.650000,1.8800E-007,1538.650000,1.8800E-007
1538.700000,2.3710E-007,1538.700000,2.3710E-007,1538.700000,2.3710E-007
1538.750000,1.9870E-007,1538.750000,1.9870E-007,1538.750000,1.9870E-007
1538.800000,2.4350E-007,1538.800000,2.4350E-007,1538.800000,2.4350E-007
1538.850000,2.0110E-007,1538.850000,2.0110E-007,1538.850000,2.0110E-007
1538.900000,1.9760E-007,1538.900000,1.9760E-007,1538.900000,1.9760E-007
1538.950000,2.2600E-007,1538.950000,2.2600E-007,1538.950000,2.2600E-007
1539.000000,2.0100E-007,1539.000000,2.0100E-007,1539.000000,2.0100E-007
1539.050000,2.1070E-007,1539.050000,2.1070E-007,1539.050000,2.1070E-007
1539.100000,2.4580E-007,1539.100000,2.4580E-007,1539.100000,2.4580E-007
1539.150000,2.4350E-007,1539.150000,2.4350E-007,1539.150000,2.4350E-007
1539.200000,2.1420E-007,1539.200000,2.1420E-007,1539.200000,2.1420E-007
1539.250000,2.3750E-007,1539.250000,2.3750E-007,1539.250000,2.3750E-007
1539.300000,2.2720E-007,1539.300000,2.2720E-007,1539.300000,2.2720E-007
1539.350000,2.0480E-007,1539.350000,2.0480E-007,1539.350000,2.0480E-007
1539.400000,1.9930E-007,1539.400000,1.9930E-007,1539.400000,1.9930E-007
1539.450000,2.5520E-007,1539.450000,2.5520E-007,1539.450000,2.5520E-007
1539.500000,2.0650E-007,1539.500000,2.0650E-007,1539.500000,2.0650E-007
1539.550000,1.7440E-007,1539.550000,1.7440E-007,1539.550000,1.7440E-007
1539.600000,2.2380E-007,1539.600000,2.2380E-007,1539.600000,2.2380E-007
1539.650000,1.8930E-007,1539.650000,1.8930E-007,1539.650000,1.8930E-007
1539.700000,2.4230E-007,1539.700000,2.4230E-007,1539.700000,2.4230E-007
1539.750000,2.0710E-007,1539.750000,2.0710E-007,1539.750000,2.0710E-007
1539.800000,2.6780E-007,1539.800000,2.6780E-007,1539.800000,2.6780E-007
1539.850000,2.2510E-007,1539.850000,2.2510E-007,1539.850000,2.2510E-007
1539.900000,2.4440E-007,1539.900000,2.4440E-007,1539.900000,2.4440E-007
1539.950000,2.3690E-007,1539.950000,2.3690E-007,1539.950000,2.3690E-007
1540.000000,2.2040E-007,1540.000000,2.2040E-007,1540.000000,2.2040E-007
1540.050000,2.8670E-007,1540.050000,2.8670E-007,1540.050000,2.8670E-007
1540.100000,1.9440E-007,1540.100000,1.9440E-007,1540.100000,1.9440E-007
1540.150000,2.3920E-007,1540.150000,2.3920E-007,1540.150000,2.3920E-007
1540.200000,2.4080E-007,1540.200000,2.4080E-007,1540.200000,2.4080E-007
1540.250000,2.4960E-007,1540.250000,2.4960E-007,1540.250000,2.4960E-007
1540.300000,2.4810E-007,1540.300000,2.4810E-007,1540.300000,2.4810E-007
1540.350000,1.9830E-007,1540.350000,1.9830E-007,1540.350000,1.9830E-007
1540.400000,2.4570E-007,1540.400000,2.4570E-007,1540.400000,2.4570E-007
1540.450000,2.5240E-007,1540.450000,2.5240E-007,1540.450000,2.5240E-007
1540.500000,1.9300E-007,1540.500000,1.9300E-007,1540.500000,1.9300E-007
1540.550000,2.3800E-007,1540.550000,2.3800E-007,1540.550000,2.3800E-007
1540.600000,2.3070E-007,1540.600000,2.3070E-007,1540.600000,2.3070E-007
1540.650000,2.6610E-007,1540.650000,2.6610E-007,1540.650000,2.6610E-007
1540.700000,2.2600E-007,1540.700000,2.2600E-007,1540.700000,2.2600E-007
1540.750000,2.2960E-007,1540.750000,2.2960E-007,1540.750000,2.2960E-007
1540.800000,2.7420E-007,1540.800000,2.7420E-007,1540.800000,2.7420E-007
1540.850000,2.6110E-007,1540.850000,2.6110E-007,1540.850000,2.6110E-007
1540.900000,2.4550E-007,1540.900000,2.4550E-007,1540.900000,2.4550E-007
1540.950000,3.2640E-007,1540.950000,3.2640E-007,1540.950000,3.2640E-007
1541.000000,2.6770E-007,1541.000000,2.6770E-007,1541.000000,2.6770E-007
1541.050000,2.5990E-007,1541.050000,2.5990E-007,1541.050000,2.5990E-007
1541.100000,3.2470E-007,1541.100000,3.2470E-007,1541.100000,3.2470E-007
1541.150000,2.7420E-007,1541.150000,2.7420E-007,1541.150000,2.7420E-007
1541.200000,2.3870E-007,1541.200000,2.3870E-007,1541.200000,2.3870E-007
1541.250000,2.6610E-007,1541.250000,2.6610E-007,1541.250000,2.6610E-007
1541.300000,1.9070E-007,1541.300000,1.9070E-007,1541.300000,1.9070E-007
1541.350000,2.9850E-007,1541.350000,2.9850E-007,1541.350000,2.9850E-007
1541.400000,3.0490E-007,1541.400000,3.0490E-007,1541.400000,3.0490E-007
1541.450000,2.8790E-007,1541.450000,2.8790E-007,1541.450000,2.8790E-007
1541.500000,3.4030E-007,1541.500000,3.4030E-007,1541.500000,3.4030E-007
1541.550000,3.2020E-007,1541.550000,3.2020E-007,1541.550000,3.2020E-007
1541.600000,2.8850E-007,1541.600000,2.8850E-007,1541.600000,2.8850E-007
1541.650000,3.0050E-007,1541.650000,3.0050E-007,1541.650000,3.0050E-007
1541.700000,3.3330E-007,1541.700000,3.3330E-007,1541.700000,3.3330E-007
1541.750000,2.4860E-007,1541.750000,2.4860E-007,1541.750000,2.4860E-007
1541.800000,3.2760E-007,1541.800000,3.2760E-007,1541.800000,3.2760E-007
1541.850000,3.4550E-007,1541.850000,3.4550E-007,1541.850000,3.4550E-007
1541.900000,2.8490E-007,1541.900000,2.8490E-007,1541.900000,2.8490E-007
1541.950000,3.3930E-007,1541.950000,3.3930E-007,1541.950000,3.3930E-007
1542.000000,3.2680E-007,1542.000000,3.2680E-007,1542.000000,3.2680E-007
1542.050000,3.4290E-007,1542.050000,3.4290E-007,1542.050000,3.4290E-007
1542.100000,3.1970E-007,1542.100000,3.1970E-007,1542.100000,3.1970E-007
1542.150000,3.3960E-007,1542.150000,3.3960E-007,1542.150000,3.3960E-007
1542.200000,2.7630E-007,1542.200000,2.7630E-007,1542.200000,2.7630E-007
1542.250000,3.3570E-007,1542.250000,3.3570E-007,1542.250000,3.3570E-007
1542.300000,2.9670E-007,1542.300000,2.9670E-007,1542.300000,2.9670E-007
1542.350000,3.2590E-007,1542.350000,3.2590E-007,1542.350000,3.2590E-007
1542.400000,3.3020E-007,1542.400000,3.3020E-007,1542.400000,3.3020E-007
1542.450000,3.7030E-007,1542.450000,3.7030E-007,1542.450000,3.7030E-007
1542.500000,3.6020E-007,1542.500000,3.6020E-007,1542.500000,3.6020E-007
1542.550000,3.5030E-007,1542.550000,3.5030E-007,1542.550000,3.5030E-007
1542.600000,3.0370E-007,1542.600000,3.0370E-007,1542.600000,3.0370E-007
1542.650000,3.4630E-007,1542.650000,3.4630E-007,1542.650000,3.4630E-007
1542.700000,3.8780E-007,1542.700000,3.8780E-007,1542.700000,3.8780E-007
1542.750000,3.7560E-007,1542.750000,3.7560E-007,1542.750000,3.7560E-007
1542.800000,4.2040E-007,1542.800000,4.2040E-007,1542.800000,4.2040E-007
1542.850000,3.6280E-007,1542.850000,3.6280E-007,1542.850000,3.6280E-007
1542.900000,3.3840E-007,1542.900000,3.3840E-007,1542.900000,3.3840E-007
1542.950000,3.5780E-007,1542.950000,3.5780E-007,1542.950000,3.5780E-007
1543.000000,4.4420E-007,1543.000000,4.4420E-007,1543.000000,4.4420E-007
1543.050000,3.4760E-007,1543.050000,3.4760E-007,1543.050000,3.4760E-007
1543.100000,4.3350E-007,1543.100000,4.3350E-007,1543.100000,4.3350E-007
1543.150000,4.0250E-007,1543.150000,4.0250E-007,1543.150000,4.0250E-007
1543.200000,3.2120E-007,1543.200000,3.2120E-007,1543.200000,3.2120E-007
1543.250000,4.0960E-007,1543.250000,4.0960E-007,1543.250000,4.0960E-007
1543.300000,4.0100E-007,1543.300000,4.0100E-007,1543.300000,4.0100E-007
1543.350000,4.2520E-007,1543.350000,4.2520E-007,1543.350000,4.2520E-007
1543.400000,4.6620E-007,1543.400000,4.6620E-007,1543.400000,4.6620E-007
1543.450000,4.1590E-007,1543.450000,4.1590E-007,1543.450000,4.1590E-007
1543.500000,4.1520E-007,1543.500000,4.1520E-007,1543.500000,4.1520E-007
1543.550000,4.4600E-007,1543.550000,4.4600E-007,1543.550000,4.4600E-007
1543.600000,4.5620E-007,1543.600000,4.5620E-007,1543.600000,4.5620E-007
1543.650000,4.4330E-007,1543.650000,4.4330E-007,1543.650000,4.4330E-007
1543.700000,4.5130E-007,1543.700000,4.5130E-007,1543.700000,4.5130E-007
1543.750000,4.4670E-007,1543.750000,4.4670E-007,1543.750000,4.4670E-007
1543.800000,4.3480E-007,1543.800000,4.3480E-007,1543.800000,4.3480E-007
1543.850000,4.4500E-007,1543.850000,4.4500E-007,1543.850000,4.4500E-007
1543.900000,5.1370E-007,1543.900000,5.1370E-007,1543.900000,5.1370E-007
1543.950000,4.4910E-007,1543.950000,4.4910E-007,1543.950000,4.4910E-007
1544.000000,5.0640E-007,1544.000000,5.0640E-007,1544.000000,5.0640E-007
1544.050000,4.6390E-007,1544.050000,4.6390E-007,1544.050000,4.6390E-007
1544.100000,4.7590E-007,1544.100000,4.7590E-007,1544.100000,4.7590E-007
1544.150000,5.4640E-007,1544.150000,5.4640E-007,1544.150000,5.4640E-007
1544.200000,4.9210E-007,1544.200000,4.9210E-007,1544.200000,4.9210E-007
1544.250000,4.9490E-007,1544.250000,4.9490E-007,1544.250000,4.9490E-007
1544.300000,5.4760E-007,1544.300000,5.4760E-007,1544.300000,5.4760E-007
1544.350000,5.7060E-007,1544.350000,5.7060E-007,1544.350000,5.7060E-007
1544.400000,5.1970E-007,1544.400000,5.1970E-007,1544.400000,5.1970E-007
1544.450000,5.2340E-007,1544.450000,5.2340E-007,1544.450000,5.2340E-007
1544.500000,5.2910E-007,1544.500000,5.2910E-007,1544.500000,5.2910E-007
1544.550000,5.0880E-007,1544.550000,5.0880E-007,1544.550000,5.0880E-007
1544.600000,5.2710E-007,1544.600000,5.2710E-007,1544.600000,5.2710E-007
1544.650000,5.7090E-007,1544.650000,5.7090E-007,1544.650000,5.7090E-007
1544.700000,5.6330E-007,1544.700000,5.6330E-007,1544.700000,5.6330E-007
1544.750000,5.2750E-007,1544.750000,5.2750E-007,1544.750000,5.2750E-007
1544.800000,5.8350E-007,1544.800000,5.8350E-007,1544.800000,5.8350E-007
1544.850000,6.4350E-007,1544.850000,6.4350E-007,1544.850000,6.4350E-007
1544.900000,6.0550E-007,1544.900000,6.0550E-007,1544.900000,6.0550E-007
1544.950000,6.1080E-007,1544.950000,6.1080E-007,1544.950000,6.1080E-007
1545.000000,6.0670E-007,1545.000000,6.0670E-007,1545.000000,6.0670E-007
1545.050000,6.5700E-007,1545.050000,6.5700E-007,1545.050000,6.5700E-007
1545.100000,6.4720E-007,1545.100000,6.4720E-007,1545.100000,6.4720E-007
1545.150000,7.2150E-007,1545.150000,7.2150E-007,1545.150000,7.2150E-007
1545.200000,6.2670E-007,1545.200000,6.2670E-007,1545.200000,6.2670E-007
1545.250000,6.7420E-007,1545.250000,6.7420E-007,1545.250000,6.7420E-007
1545.300000,7.1320E-007,1545.300000,7.1320E-007,1545.300000,7.1320E-007
1545.350000,7.1670E-007,1545.350000,7.1670E-007,1545.350000,7.1670E-007
1545.400000,7.0790E-007,1545.400000,7.0790E-007,1545.400000,7.0790E-007
1545.450000,6.9440E-007,1545.450000,6.9440E-007,1545.450000,6.9440E-007
1545.500000,6.9830E-007,1545.500000,6.9830E-007,1545.500000,6.9830E-007
1545.550000,7.0570E-007,1545.550000,7.0570E-007,1545.550000,7.0570E-007
1545.600000,7.5580E-007,1545.600000,7.5580E-007,1545.600000,7.5580E-007
1545.650000,7.5920E-007,1545.650000,7.5920E-007,1545.650000,7.5920E-007
1545.700000,7.7130E-007,1545.700000,7.7130E-007,1545.700000,7.7130E-007
1545.750000,7.1910E-007,1545.750000,7.1910E-007,1545.750000,7.1910E-007
1545.800000,7.3440E-007,1545.800000,7.3440E-007,1545.800000,7.3440E-007
1545.850000,7.9690E-007,1545.850000,7.9690E-007,1545.850000,7.9690E-007
1545.900000,7.4760E-007,1545.900000,7.4760E-007,1545.900000,7.4760E-007
1545.950000,7.6970E-007,1545.950000,7.6970E-007,1545.950000,7.6970E-007
1546.000000,8.3210E-007,1546.000000,8.3210E-007,1546.000000,8.3210E-007
1546.050000,8.3180E-007,1546.050000,8.3180E-007,1546.050000,8.3180E-007
1546.100000,8.2290E-007,1546.100000,8.2290E-007,1546.100000,8.2290E-007
1546.150000,8.4650E-007,1546.150000,8.4650E-007,1546.150000,8.4650E-007
1546.200000,8.3520E-007,1546.200000,8.3520E-007,1546.200000,8.3520E-007
1546.250000,8.6280E-007,1546.250000,8.6280E-007,1546.250000,8.6280E-007
1546.300000,8.7310E-007,1546.300000,8.7310E-007,1546.300000,8.7310E-007
1546.350000,8.8790E-007,1546.350000,8.8790E-007,1546.350000,8.8790E-007
1546.400000,9.3750E-007,1546.400000,9.3750E-007,1546.400000,9.3750E-007
1546.450000,9.1070E-007,1546.450000,9.1070E-007,1546.450000,9.1070E-007
1546.500000,9.0470E-007,1546.500000,9.0470E-007,1546.500000,9.0470E-007
1546.550000,8.9520E-007,1546.550000,8.9520E-007,1546.550000,8.9520E-007
1546.600000,9.7760E-007,1546.600000,9.7760E-007,1546.600000,9.7760E-007
1546.650000,1.0040E-006,1546.650000,1.0040E-006,1546.650000,1.0040E-006
1546.700000,9.3790E-007,1546.700000,9.3790E-007,1546.700000,9.3790E-007
1546.750000,1.0120E-006,1546.750000,1.0120E-006,1546.750000,1.0120E-006
1546.800000,9.8840E-007,1546.800000,9.8840E-007,1546.800000,9.8840E-007
1546.850000,9.7640E-007,1546.850000,9.7640E-007,1546.850000,9.7640E-007
1546.900000,9.7770E-007,1546.900000,9.7770E-007,1546.900000,9.7770E-007
1546.950000,9.7500E-007,1546.950000,9.7500E-007,1546.950000,9.7500E-007
1547.000000,1.0740E-006,1547.000000,1.0740E-006,1547.000000,1.0740E-006
1547.050000,1.0620E-006,1547.050000,1.0620E-006,1547.050000,1.0620E-006
1547.100000,1.0220E-006,1547.100000,1.0220E-006,1547.100000,1.0220E-006
1547.150000,1.0830E-006,1547.150000,1.0830E-006,1547.150000,1.0830E-006
1547.200000,1.1340E-006,1547.200000,1.1340E-006,1547.200000,1.1340E-006
1547.250000,1.0990E-006,1547.250000,1.0990E-006,1547.250000,1.0990E-006
1547.300000,1.2310E-006,1547.300000,1.2310E-006,1547.300000,1.2310E-006
1547.350000,1.1060E-006,1547.350000,1.1060E-006,1547.350000,1.1060E-006
1547.400000,1.1640E-006,1547.400000,1.1640E-006,1547.400000,1.1640E-006
1547.450000,1.1720E-006,1547.450000,1.1720E-006,1547.450000,1.1720E-006
1547.500000,1.2650E-006,1547.500000,1.2650E-006,1547.500000,1.2650E-006
1547.550000,1.2030E-006,1547.550000,1.2030E-006,1547.550000,1.2030E-006
1547.600000,1.2900E-006,1547.600000,1.2900E-006,1547.600000,1.2900E-006
1547.650000,1.2410E-006,1547.650000,1.2410E-006,1547.650000,1.2410E-006
1547.700000,1.2660E-006,1547.700000,1.2660E-006,1547.700000,1.2660E-006
1547.750000,1.2830E-006,1547.750000,1.2830E-006,1547.750000,1.2830E-006
1547.800000,1.2760E-006,1547.800000,1.2760E-006,1547.800000,1.2760E-006
1547.850000,1.3450E-006,1547.850000,1.3450E-006,1547.850000,1.3450E-006
1547.900000,1.3400E-006,1547.900000,1.3400E-006,1547.900000,1.3400E-006
1547.950000,1.4030E-006,1547.950000,1.4030E-006,1547.950000,1.4030E-006
1548.000000,1.3560E-006,1548.000000,1.3560E-006,1548.000000,1.3560E-006
1548.050000,1.4240E-006,1548.050000,1.4240E-006,1548.050000,1.4240E-006
1548.100000,1.4240E-006,1548.100000,1.4240E-006,1548.100000,1.4240E-006
1548.150000,1.4420E-006,1548.150000,1.4420E-006,1548.150000,1.4420E-006
1548.200000,1.4490E-006,1548.200000,1.4490E-006,1548.200000,1.4490E-006
1548.250000,1.4460E-006,1548.250000,1.4460E-006,1548.250000,1.4460E-006
1548.300000,1.4800E-006,1548.300000,1.4800E-006,1548.300000,1.4800E-006
1548.350000,1.5090E-006,1548.350000,1.5090E-006,1548.350000,1.5090E-006
1548.400000,1.5550E-006,1548.400000,1.5550E-006,1548.400000,1.5550E-006
1548.450000,1.5390E-006,1548.450000,1.5390E-006,1548.450000,1.5390E-006
1548.500000,1.5870E-006,1548.500000,1.5870E-006,1548.500000,1.5870E-006
1548.550000,1.5640E-006,1548.550000,1.5640E-006,1548.550000,1.5640E-006
1548.600000,1.5610E-006,1548.600000,1.5610E-006,1548.600000,1.5610E-006
1548.650000,1.6360E-006,1548.650000,1.6360E-006,1548.650000,1.6360E-006
1548.700000,1.6610E-006,1548.700000,1.6610E-006,1548.700000,1.6610E-006
1548.750000,1.6700E-006,1548.750000,1.6700E-006,1548.750000,1.6700E-006
1548.800000,1.6450E-006,1548.800000,1.6450E-006,1548.800000,1.6450E-006
1548.850000,1.6940E-006,1548.850000,1.6940E-006,1548.850000,1.6940E-006
1548.900000,1.7490E-006,1548.900000,1.7490E-006,1548.900000,1.7490E-006
1548.950000,1.7370E-006,1548.950000,1.7370E-006,1548.950000,1.7370E-006
1549.000000,1.7270E-006,1549.000000,1.7270E-006,1549.000000,1.7270E-006
1549.050000,1.8130E-006,1549.050000,1.8130E-006,1549.050000,1.8130E-006
1549.100000,1.8240E-006,1549.100000,1.8240E-006,1549.100000,1.8240E-006
1549.150000,1.8140E-006,1549.150000,1.8140E-006,1549.150000,1.8140E-006
1549.200000,1.8250E-006,1549.200000,1.8250E-006,1549.200000,1.8250E-006
1549.250000,1.9150E-006,1549.250000,1.9150E-006,1549.250000,1.9150E-006
1549.300000,1.8420E-006,1549.300000,1.8420E-006,1549.300000,1.8420E-006
1549.350000,1.9360E-006,1549.350000,1.9360E-006,1549.350000,1.9360E-006
1549.400000,1.9520E-006,1549.400000,1.9520E-006,1549.400000,1.9520E-006
1549.450000,2.0140E-006,1549.450000,2.0140E-006,1549.450000,2.0140E-006
1549.500000,1.9970E-006,1549.500000,1.9970E-006,1549.500000,1.9970E-006
1549.550000,2.0530E-006,1549.550000,2.0530E-006,1549.550000,2.0530E-006
1549.600000,2.0400E-006,1549.600000,2.0400E-006,1549.600000,2.0400E-006
1549.650000,2.0750E-006,1549.650000,2.0750E-006,1549.650000,2.0750E-006
1549.700000,2.1160E-006,1549.700000,2.1160E-006,1549.700000,2.1160E-006
1549.750000,2.1400E-006,1549.750000,2.1400E-006,1549.750000,2.1400E-006
1549.800000,2.1400E-006,1549.800000,2.1400E-006,1549.800000,2.1400E-006
1549.850000,2.2080E-006,1549.850000,2.2080E-006,1549.850000,2.2080E-006
1549.900000,2.2280E-006,1549.900000,2.2280E-006,1549.900000,2.2280E-006
1549.950000,2.2330E-006,1549.950000,2.2330E-006,1549.950000,2.2330E-006
1550.000000,2.2360E-006,1550.000000,2.2360E-006,1550.000000,2.2360E-006
1550.050000,2.2530E-006,1550.050000,2.2530E-006,1550.050000,2.2530E-006
1550.100000,2.3520E-006,1550.100000,2.3520E-006,1550.100000,2.3520E-006
1550.150000,2.3210E-006,1550.150000,2.3210E-006,1550.150000,2.3210E-006
1550.200000,2.3260E-006,1550.200000,2.3260E-006,1550.200000,2.3260E-006
1550.250000,2.3820E-006,1550.250000,2.3820E-006,1550.250000,2.3820E-006
1550.300000,2.4040E-006,1550.300000,2.4040E-006,1550.300000,2.4040E-006
1550.350000,2.4910E-006,1550.350000,2.4910E-006,1550.350000,2.4910E-006
1550.400000,2.4600E-006,1550.400000,2.4600E-006,1550.400000,2.4600E-006
1550.450000,2.4720E-006,1550.450000,2.4720E-006,1550.450000,2.4720E-006
1550.500000,2.5160E-006,1550.500000,2.5160E-006,1550.500000,2.5160E-006
1550.550000,2.5790E-006,1550.550000,2.5790E-006,1550.550000,2.5790E-006
1550.600000,2.6260E-006,1550.600000,2.6260E-006,1550.600000,2.6260E-006
1550.650000,2.6020E-006,1550.650000,2.6020E-006,1550.650000,2.6020E-006
1550.700000,2.6620E-006,1550.700000,2.6620E-006,1550.700000,2.6620E-006
1550.750000,2.6670E-006,1550.750000,2.6670E-006,1550.750000,2.6670E-006
1550.800000,2.8120E-006,1550.800000,2.8120E-006,1550.800000,2.8120E-006
1550.850000,2.8140E-006,1550.850000,2.8140E-006,1550.850000,2.8140E-006
1550.900000,2.8270E-006,1550.900000,2.8270E-006,1550.900000,2.8270E-006
1550.950000,2.8610E-006,1550.950000,2.8610E-006,1550.950000,2.8610E-006
1551.000000,2.9010E-006,1551.000000,2.9010E-006,1551.000000,2.9010E-006
1551.050000,2.9500E-006,1551.050000,2.9500E-006,1551.050000,2.9500E-006
1551.100000,2.9730E-006,1551.100000,2.9730E-006,1551.100000,2.9730E-006
1551.150000,2.9860E-006,1551.150000,2.9860E-006,1551.150000,2.9860E-006
1551.200000,3.1040E-006,1551.200000,3.1040E-006,1551.200000,3.1040E-006
1551.250000,3.1210E-006,1551.250000,3.1210E-006,1551.250000,3.1210E-006
1551.300000,3.1470E-006,1551.300000,3.1470E-006,1551.300000,3.1470E-006
1551.350000,3.1420E-006,1551.350000,3.1420E-006,1551.350000,3.1420E-006
1551.400000,3.2380E-006,1551.400000,3.2380E-006,1551.400000,3.2380E-006
1551.450000,3.2670E-006,1551.450000,3.2670E-006,1551.450000,3.2670E-006
1551.500000,3.3140E-006,1551.500000,3.3140E-006,1551.500000,3.3140E-006
1551.550000,3.3220E-006,1551.550000,3.3220E-006,1551.550000,3.3220E-006
1551.600000,3.4510E-006,1551.600000,3.4510E-006,1551.600000,3.4510E-006
1551.650000,3.4840E-006,1551.650000,3.4840E-006,1551.650000,3.4840E-006
1551.700000,3.5150E-006,1551.700000,3.5150E-006,1551.700000,3.5150E-006
1551.750000,3.6080E-006,1551.750000,3.6080E-006,1551.750000,3.6080E-006
1551.800000,3.5780E-006,1551.800000,3.5780E-006,1551.800000,3.5780E-006
1551.850000,3.6240E-006,1551.850000,3.6240E-006,1551.850000,3.6240E-006
1551.900000,3.7310E-006,1551.900000,3.7310E-006,1551.900000,3.7310E-006
1551.950000,3.6550E-006,1551.950000,3.6550E-006,1551.950000,3.6550E-006
1552.000000,3.7390E-006,1552.000000,3.7390E-006,1552.000000,3.7390E-006
1552.050000,3.8310E-006,1552.050000,3.8310E-006,1552.050000,3.8310E-006
1552.100000,3.7890E-006,1552.100000,3.7890E-006,1552.100000,3.7890E-006
1552.150000,3.9290E-006,1552.150000,3.9290E-006,1552.150000,3.9290E-006
1552.200000,4.0910E-006,1552.200000,4.0910E-006,1552.200000,4.0910E-006
1552.250000,4.1000E-006,1552.250000,4.1000E-006,1552.250000,4.1000E-006
1552.300000,4.1880E-006,1552.300000,4.1880E-006,1552.300000,4.1880E-006
1552.350000,4.2820E-006,1552.350000,4.2820E-006,1552.350000,4.2820E-006
1552.400000,4.3040E-006,1552.400000,4.3040E-006,1552.400000,4.3040E-006
1552.450000,4.3650E-006,1552.450000,4.3650E-006,1552.450000,4.3650E-006
1552.500000,4.4510E-006,1552.500000,4.4510E-006,1552.500000,4.4510E-006
1552.550000,4.5790E-006,1552.550000,4.5790E-006,1552.550000,4.5790E-006
1552.600000,4.5510E-006,1552.600000,4.5510E-006,1552.600000,4.5510E-006
1552.650000,4.6830E-006,1552.650000,4.6830E-006,1552.650000,4.6830E-006
1552.700000,4.7060E-006,1552.700000,4.7060E-006,1552.700000,4.7060E-006
1552.750000,4.8100E-006,1552.750000,4.8100E-006,1552.750000,4.8100E-006
1552.800000,4.9310E-006,1552.800000,4.9310E-006,1552.800000,4.9310E-006
1552.850000,4.9570E-006,1552.850000,4.9570E-006,1552.850000,4.9570E-006
1552.900000,4.9820E-006,1552.900000,4.9820E-006,1552.900000,4.9820E-006
1552.950000,5.0750E-006,1552.950000,5.0750E-006,1552.950000,5.0750E-006
1553.000000,5.2180E-006,1553.000000,5.2180E-006,1553.000000,5.2180E-006
1553.050000,5.3110E-006,1553.050000,5.3110E-006,1553.050000,5.3110E-006
1553.100000,5.2980E-006,1553.100000,5.2980E-006,1553.100000,5.2980E-006
1553.150000,5.5220E-006,1553.150000,5.5220E-006,1553.150000,5.5220E-006
1553.200000,5.4950E-006,1553.200000,5.4950E-006,1553.200000,5.4950E-006
1553.250000,5.7540E-006,1553.250000,5.7540E-006,1553.250000,5.7540E-006
1553.300000,5.9830E-006,1553.300000,5.9830E-006,1553.300000,5.9830E-006
1553.350000,6.0160E-006,1553.350000,6.0160E-006,1553.350000,6.0160E-006
1553.400000,6.0980E-006,1553.400000,6.0980E-006,1553.400000,6.0980E-006
1553.450000,6.2530E-006,1553.450000,6.2530E-006,1553.450000,6.2530E-006
1553.500000,6.2890E-006,1553.500000,6.2890E-006,1553.500000,6.2890E-006
1553.550000,6.4570E-006,1553.550000,6.4570E-006,1553.550000,6.4570E-006
1553.600000,6.6690E-006,1553.600000,6.6690E-006,1553.600000,6.6690E-006
1553.650000,6.7310E-006,1553.650000,6.7310E-006,1553.650000,6.7310E-006
1553.700000,6.9100E-006,1553.700000,6.9100E-006,1553.700000,6.9100E-006
1553.750000,6.9750E-006,1553.750000,6.9750E-006,1553.750000,6.9750E-006
1553.800000,7.1340E-006,1553.800000,7.1340E-006,1553.800000,7.1340E-006
1553.850000,7.4090E-006,1553.850000,7.4090E-006,1553.850000,7.4090E-006
1553.900000,7.5680E-006,1553.900000,7.5680E-006,1553.900000,7.5680E-006
1553.950000,7.6690E-006,1553.950000,7.6690E-006,1553.950000,7.6690E-006
1554.000000,7.9050E-006,1554.000000,7.9050E-006,1554.000000,7.9050E-006
1554.050000,7.9600E-006,1554.050000,7.9600E-006,1554.050000,7.9600E-006
1554.100000,8.2280E-006,1554.100000,8.2280E-006,1554.100000,8.2280E-006
1554.150000,8.5700E-006,1554.150000,8.5700E-006,1554.150000,8.5700E-006
1554.200000,8.7020E-006,1554.200000,8.7020E-006,1554.200000,8.7020E-006
1554.250000,8.8990E-006,1554.250000,8.8990E-006,1554.250000,8.8990E-006
1554.300000,9.2500E-006,1554.300000,9.2500E-006,1554.300000,9.2500E-006
1554.350000,9.5190E-006,1554.350000,9.5190E-006,1554.350000,9.5190E-006
1554.400000,9.7740E-006,1554.400000,9.7740E-006,1554.400000,9.7740E-006
1554.450000,1.0130E-005,1554.450000,1.0130E-005,1554.450000,1.0130E-005
1554.500000,1.0520E-005,1554.500000,1.0520E-005,1554.500000,1.0520E-005
1554.550000,1.0860E-005,1554.550000,1.0860E-005,1554.550000,1.0860E-005
