File,WaveData20230131_112.csv,
Date/Time,23-01-31/16:31,

Trace,A
Center Wavelength,1500.4,nm
Span Wavelength,500.8,nm
Start Wavelength,1250,nm
Stop Wavelength,1750.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,On,
Resolution,0.07,nm
Actual Resolution,0.061,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,7,pt
Sampling Points,5001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1250,nm
Stop,1750.8,nm
Trace,B
Center Wavelength,1500.4,nm
Span Wavelength,500.8,nm
Start Wavelength,1250,nm
Stop Wavelength,1750.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,On,
Resolution,0.07,nm
Actual Resolution,0.061,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,7,pt
Sampling Points,5001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1250,nm
Stop,1750.8,nm

Wavelength(A),Level(A),Wavelength(B),Level(B)
1250.000000,7.6560E-007,1250.000000,7.6560E-007
1250.100160,9.8030E-008,1250.100160,9.8030E-008
1250.200320,-1.5800E-007,1250.200320,-1.5800E-007
1250.300480,1.7260E-006,1250.300480,1.7260E-006
1250.400640,1.4010E-006,1250.400640,1.4010E-006
1250.500800,-8.1690E-007,1250.500800,-8.1690E-007
1250.600960,-1.0200E-007,1250.600960,-1.0200E-007
1250.701120,1.2610E-006,1250.701120,1.2610E-006
1250.801280,8.6960E-007,1250.801280,8.6960E-007
1250.901440,-1.4010E-007,1250.901440,-1.4010E-007
1251.001600,1.6240E-007,1251.001600,1.6240E-007
1251.101760,9.1930E-007,1251.101760,9.1930E-007
1251.201920,8.3520E-008,1251.201920,8.3520E-008
1251.302080,7.7290E-007,1251.302080,7.7290E-007
1251.402240,2.4720E-007,1251.402240,2.4720E-007
1251.502400,9.4510E-007,1251.502400,9.4510E-007
1251.602560,5.4820E-007,1251.602560,5.4820E-007
1251.702720,6.9850E-007,1251.702720,6.9850E-007
1251.802880,-7.0970E-008,1251.802880,-7.0970E-008
1251.903040,9.7190E-008,1251.903040,9.7190E-008
1252.003200,-8.9800E-007,1252.003200,-8.9800E-007
1252.103360,6.7310E-007,1252.103360,6.7310E-007
1252.203520,7.9990E-007,1252.203520,7.9990E-007
1252.303680,5.5690E-007,1252.303680,5.5690E-007
1252.403840,1.8550E-006,1252.403840,1.8550E-006
1252.504000,1.1300E-006,1252.504000,1.1300E-006
1252.604160,5.4150E-007,1252.604160,5.4150E-007
1252.704320,1.1810E-006,1252.704320,1.1810E-006
1252.804480,4.0160E-007,1252.804480,4.0160E-007
1252.904640,-3.3660E-007,1252.904640,-3.3660E-007
1253.004800,7.2440E-007,1253.004800,7.2440E-007
1253.104960,7.7730E-007,1253.104960,7.7730E-007
1253.205120,-1.3110E-008,1253.205120,-1.3110E-008
1253.305280,3.0680E-007,1253.305280,3.0680E-007
1253.405440,3.2110E-008,1253.405440,3.2110E-008
1253.505600,-1.4940E-007,1253.505600,-1.4940E-007
1253.605760,-1.3560E-007,1253.605760,-1.3560E-007
1253.705920,-1.0940E-007,1253.705920,-1.0940E-007
1253.806080,1.6070E-006,1253.806080,1.6070E-006
1253.906240,4.4930E-007,1253.906240,4.4930E-007
1254.006400,-3.9950E-007,1254.006400,-3.9950E-007
1254.106560,1.2140E-006,1254.106560,1.2140E-006
1254.206720,1.6180E-006,1254.206720,1.6180E-006
1254.306880,2.1470E-007,1254.306880,2.1470E-007
1254.407040,1.5250E-007,1254.407040,1.5250E-007
1254.507200,8.9570E-007,1254.507200,8.9570E-007
1254.607360,-1.9300E-007,1254.607360,-1.9300E-007
1254.707520,4.6320E-007,1254.707520,4.6320E-007
1254.807680,1.4390E-008,1254.807680,1.4390E-008
1254.907840,3.3680E-007,1254.907840,3.3680E-007
1255.008000,-1.3270E-007,1255.008000,-1.3270E-007
1255.108160,1.3600E-007,1255.108160,1.3600E-007
1255.208320,-1.6820E-006,1255.208320,-1.6820E-006
1255.308480,9.0890E-007,1255.308480,9.0890E-007
1255.408640,-8.6350E-007,1255.408640,-8.6350E-007
1255.508800,1.1640E-006,1255.508800,1.1640E-006
1255.608960,6.8280E-007,1255.608960,6.8280E-007
1255.709120,9.7950E-007,1255.709120,9.7950E-007
1255.809280,-3.1360E-007,1255.809280,-3.1360E-007
1255.909440,5.0490E-007,1255.909440,5.0490E-007
1256.009600,-4.6180E-007,1256.009600,-4.6180E-007
1256.109760,4.3710E-007,1256.109760,4.3710E-007
1256.209920,-5.3490E-007,1256.209920,-5.3490E-007
1256.310080,-1.3760E-007,1256.310080,-1.3760E-007
1256.410240,5.6930E-007,1256.410240,5.6930E-007
1256.510400,1.1630E-006,1256.510400,1.1630E-006
1256.610560,1.0500E-008,1256.610560,1.0500E-008
1256.710720,7.0420E-007,1256.710720,7.0420E-007
1256.810880,-6.2460E-007,1256.810880,-6.2460E-007
1256.911040,1.9170E-007,1256.911040,1.9170E-007
1257.011200,-6.7810E-007,1257.011200,-6.7810E-007
1257.111360,4.7980E-007,1257.111360,4.7980E-007
1257.211520,1.6500E-007,1257.211520,1.6500E-007
1257.311680,-2.9860E-007,1257.311680,-2.9860E-007
1257.411840,9.3260E-007,1257.411840,9.3260E-007
1257.512000,2.5590E-007,1257.512000,2.5590E-007
1257.612160,9.9400E-008,1257.612160,9.9400E-008
1257.712320,9.9670E-007,1257.712320,9.9670E-007
1257.812480,-8.4110E-007,1257.812480,-8.4110E-007
1257.912640,5.2580E-007,1257.912640,5.2580E-007
1258.012800,9.3610E-007,1258.012800,9.3610E-007
1258.112960,-6.4680E-007,1258.112960,-6.4680E-007
1258.213120,4.8140E-008,1258.213120,4.8140E-008
1258.313280,-3.2980E-008,1258.313280,-3.2980E-008
1258.413440,2.9290E-007,1258.413440,2.9290E-007
1258.513600,5.0630E-007,1258.513600,5.0630E-007
1258.613760,1.1600E-006,1258.613760,1.1600E-006
1258.713920,5.8510E-007,1258.713920,5.8510E-007
1258.814080,-2.0280E-007,1258.814080,-2.0280E-007
1258.914240,1.1920E-006,1258.914240,1.1920E-006
1259.014400,6.9820E-007,1259.014400,6.9820E-007
1259.114560,5.6210E-008,1259.114560,5.6210E-008
1259.214720,4.5580E-007,1259.214720,4.5580E-007
1259.314880,1.8130E-007,1259.314880,1.8130E-007
1259.415040,-1.0330E-006,1259.415040,-1.0330E-006
1259.515200,8.1720E-007,1259.515200,8.1720E-007
1259.615360,6.0890E-007,1259.615360,6.0890E-007
1259.715520,4.2200E-007,1259.715520,4.2200E-007
1259.815680,2.6840E-007,1259.815680,2.6840E-007
1259.915840,1.7830E-007,1259.915840,1.7830E-007
1260.016000,1.3670E-006,1260.016000,1.3670E-006
1260.116160,1.5210E-006,1260.116160,1.5210E-006
1260.216320,9.6570E-007,1260.216320,9.6570E-007
1260.316480,1.2800E-007,1260.316480,1.2800E-007
1260.416640,9.5830E-007,1260.416640,9.5830E-007
1260.516800,-9.6100E-008,1260.516800,-9.6100E-008
1260.616960,1.2910E-006,1260.616960,1.2910E-006
1260.717120,3.8960E-007,1260.717120,3.8960E-007
1260.817280,7.0160E-007,1260.817280,7.0160E-007
1260.917440,-9.4640E-008,1260.917440,-9.4640E-008
1261.017600,9.5210E-007,1261.017600,9.5210E-007
1261.117760,1.9850E-007,1261.117760,1.9850E-007
1261.217920,1.2220E-006,1261.217920,1.2220E-006
1261.318080,3.3390E-007,1261.318080,3.3390E-007
1261.418240,4.5000E-007,1261.418240,4.5000E-007
1261.518400,-2.0480E-008,1261.518400,-2.0480E-008
1261.618560,7.6300E-007,1261.618560,7.6300E-007
1261.718720,6.5070E-007,1261.718720,6.5070E-007
1261.818880,2.1450E-007,1261.818880,2.1450E-007
1261.919040,1.9790E-009,1261.919040,1.9790E-009
1262.019200,-4.4390E-007,1262.019200,-4.4390E-007
1262.119360,5.1560E-007,1262.119360,5.1560E-007
1262.219520,-8.4700E-007,1262.219520,-8.4700E-007
1262.319680,8.5600E-007,1262.319680,8.5600E-007
1262.419840,5.5110E-007,1262.419840,5.5110E-007
1262.520000,1.2760E-007,1262.520000,1.2760E-007
1262.620160,1.3290E-006,1262.620160,1.3290E-006
1262.720320,9.0740E-008,1262.720320,9.0740E-008
1262.820480,2.5770E-007,1262.820480,2.5770E-007
1262.920640,6.8480E-007,1262.920640,6.8480E-007
1263.020800,3.9030E-007,1263.020800,3.9030E-007
1263.120960,-5.5640E-007,1263.120960,-5.5640E-007
1263.221120,7.0980E-007,1263.221120,7.0980E-007
1263.321280,5.3500E-007,1263.321280,5.3500E-007
1263.421440,5.2240E-007,1263.421440,5.2240E-007
1263.521600,-4.1520E-007,1263.521600,-4.1520E-007
1263.621760,8.5870E-007,1263.621760,8.5870E-007
1263.721920,5.4790E-007,1263.721920,5.4790E-007
1263.822080,-4.7170E-007,1263.822080,-4.7170E-007
1263.922240,7.3230E-007,1263.922240,7.3230E-007
1264.022400,1.4290E-006,1264.022400,1.4290E-006
1264.122560,2.3360E-007,1264.122560,2.3360E-007
1264.222720,8.1170E-007,1264.222720,8.1170E-007
1264.322880,7.0460E-007,1264.322880,7.0460E-007
1264.423040,4.3540E-007,1264.423040,4.3540E-007
1264.523200,4.7120E-007,1264.523200,4.7120E-007
1264.623360,8.8230E-007,1264.623360,8.8230E-007
1264.723520,-4.9630E-008,1264.723520,-4.9630E-008
1264.823680,5.4710E-007,1264.823680,5.4710E-007
1264.923840,4.6790E-007,1264.923840,4.6790E-007
1265.024000,1.5560E-006,1265.024000,1.5560E-006
1265.124160,3.7170E-008,1265.124160,3.7170E-008
1265.224320,9.9810E-007,1265.224320,9.9810E-007
1265.324480,8.7480E-007,1265.324480,8.7480E-007
1265.424640,1.1120E-006,1265.424640,1.1120E-006
1265.524800,9.6410E-007,1265.524800,9.6410E-007
1265.624960,-1.5630E-006,1265.624960,-1.5630E-006
1265.725120,-9.5390E-007,1265.725120,-9.5390E-007
1265.825280,9.4370E-007,1265.825280,9.4370E-007
1265.925440,7.3140E-007,1265.925440,7.3140E-007
1266.025600,8.9160E-007,1266.025600,8.9160E-007
1266.125760,-1.0220E-006,1266.125760,-1.0220E-006
1266.225920,1.5650E-006,1266.225920,1.5650E-006
1266.326080,-3.2370E-007,1266.326080,-3.2370E-007
1266.426240,1.3010E-006,1266.426240,1.3010E-006
1266.526400,3.8360E-007,1266.526400,3.8360E-007
1266.626560,5.2940E-007,1266.626560,5.2940E-007
1266.726720,1.9330E-007,1266.726720,1.9330E-007
1266.826880,1.3490E-006,1266.826880,1.3490E-006
1266.927040,6.2810E-007,1266.927040,6.2810E-007
1267.027200,3.8410E-007,1267.027200,3.8410E-007
1267.127360,5.2990E-007,1267.127360,5.2990E-007
1267.227520,1.0660E-006,1267.227520,1.0660E-006
1267.327680,1.6070E-006,1267.327680,1.6070E-006
1267.427840,7.5550E-007,1267.427840,7.5550E-007
