File,WaveData20210924_024.csv,
Date/Time,21-09-24/13:46,

Trace,A
Center Wavelength,1557.8,nm
Span Wavelength,400,nm
Start Wavelength,1357.8,nm
Stop Wavelength,1757.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.07,nm
Actual Resolution,0.058,nm
VBW,1000,Hz
Point Average,20,
Sweep Average,4,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1357.8,nm
Stop,1757.8,nm

Wavelength(A),Level(A)
1357.800000,1.0630E-007
1358.000000,1.1990E-007
1358.200000,1.0590E-007
1358.400000,1.1320E-007
1358.600000,1.2290E-007
1358.800000,1.0890E-007
1359.000000,1.1190E-007
1359.200000,1.0380E-007
1359.400000,8.1450E-008
1359.600000,1.0470E-007
1359.800000,8.4670E-008
1360.000000,9.0200E-008
1360.200000,1.0130E-007
1360.400000,9.4200E-008
1360.600000,1.0750E-007
1360.800000,1.0900E-007
1361.000000,8.9830E-008
1361.200000,1.0370E-007
1361.400000,9.6230E-008
1361.600000,1.0920E-007
1361.800000,1.0750E-007
1362.000000,1.0620E-007
1362.200000,1.0510E-007
1362.400000,8.5770E-008
1362.600000,1.0360E-007
1362.800000,8.9990E-008
1363.000000,9.2410E-008
1363.200000,9.7080E-008
1363.400000,8.9240E-008
1363.600000,8.9490E-008
1363.800000,1.1150E-007
1364.000000,8.6800E-008
1364.200000,9.1490E-008
1364.400000,9.6140E-008
1364.600000,9.2190E-008
1364.800000,9.9160E-008
1365.000000,8.4160E-008
1365.200000,8.3820E-008
1365.400000,1.0170E-007
1365.600000,8.5260E-008
1365.800000,9.6840E-008
1366.000000,9.5790E-008
1366.200000,1.0490E-007
1366.400000,9.4450E-008
1366.600000,8.7540E-008
1366.800000,1.0300E-007
1367.000000,8.8670E-008
1367.200000,9.0320E-008
1367.400000,1.1830E-007
1367.600000,1.0810E-007
1367.800000,9.0120E-008
1368.000000,1.0950E-007
1368.200000,9.8890E-008
1368.400000,1.0700E-007
1368.600000,9.4410E-008
1368.800000,9.9880E-008
1369.000000,1.0990E-007
1369.200000,9.7210E-008
1369.400000,1.0700E-007
1369.600000,9.7810E-008
1369.800000,1.0630E-007
1370.000000,9.5400E-008
1370.200000,1.0200E-007
1370.400000,1.0390E-007
1370.600000,1.0180E-007
1370.800000,1.1250E-007
1371.000000,8.6820E-008
1371.200000,1.0300E-007
1371.400000,1.0280E-007
1371.600000,1.0710E-007
1371.800000,1.0960E-007
1372.000000,1.2330E-007
1372.200000,1.1400E-007
1372.400000,1.2580E-007
1372.600000,1.2590E-007
1372.800000,1.0830E-007
1373.000000,1.3900E-007
1373.200000,1.2460E-007
1373.400000,1.2420E-007
1373.600000,1.3210E-007
1373.800000,1.3280E-007
1374.000000,1.4840E-007
1374.200000,1.2670E-007
1374.400000,1.3140E-007
1374.600000,1.2350E-007
1374.800000,1.1100E-007
1375.000000,1.2160E-007
1375.200000,1.2450E-007
1375.400000,1.2580E-007
1375.600000,1.2870E-007
1375.800000,1.2420E-007
1376.000000,1.3190E-007
1376.200000,1.2360E-007
1376.400000,1.1560E-007
1376.600000,1.2880E-007
1376.800000,1.2230E-007
1377.000000,1.0930E-007
1377.200000,1.1540E-007
1377.400000,1.2070E-007
1377.600000,1.2240E-007
1377.800000,1.5990E-007
1378.000000,1.3530E-007
1378.200000,1.2270E-007
1378.400000,1.3100E-007
1378.600000,1.2090E-007
1378.800000,1.2730E-007
1379.000000,1.5990E-007
1379.200000,1.1690E-007
1379.400000,1.4710E-007
1379.600000,1.3360E-007
1379.800000,1.3680E-007
1380.000000,1.3610E-007
1380.200000,1.4490E-007
1380.400000,1.3150E-007
1380.600000,1.1050E-007
1380.800000,1.0130E-007
1381.000000,1.4370E-007
1381.200000,1.3440E-007
1381.400000,1.1370E-007
1381.600000,1.4280E-007
1381.800000,1.3570E-007
1382.000000,1.2150E-007
1382.200000,1.3800E-007
1382.400000,1.3560E-007
1382.600000,1.1950E-007
1382.800000,1.2600E-007
1383.000000,1.3480E-007
1383.200000,1.3890E-007
1383.400000,1.3980E-007
1383.600000,1.4120E-007
1383.800000,1.4110E-007
1384.000000,1.4660E-007
1384.200000,1.5160E-007
1384.400000,1.5120E-007
1384.600000,1.7940E-007
1384.800000,1.8590E-007
1385.000000,1.6800E-007
1385.200000,1.7420E-007
1385.400000,1.7410E-007
1385.600000,1.9290E-007
1385.800000,1.7510E-007
1386.000000,1.8720E-007
1386.200000,2.0330E-007
1386.400000,1.5420E-007
1386.600000,1.8840E-007
1386.800000,1.8240E-007
1387.000000,1.6900E-007
1387.200000,1.8730E-007
1387.400000,1.7220E-007
1387.600000,1.7440E-007
1387.800000,1.6220E-007
1388.000000,1.7140E-007
1388.200000,1.8240E-007
1388.400000,1.5780E-007
1388.600000,1.7860E-007
1388.800000,1.7470E-007
1389.000000,1.7730E-007
1389.200000,1.8500E-007
1389.400000,1.9470E-007
1389.600000,1.8980E-007
1389.800000,1.7890E-007
1390.000000,2.0070E-007
1390.200000,1.9750E-007
1390.400000,1.9430E-007
1390.600000,1.9160E-007
1390.800000,1.7600E-007
1391.000000,1.9000E-007
1391.200000,2.0500E-007
1391.400000,2.0610E-007
1391.600000,2.1380E-007
1391.800000,1.9800E-007
1392.000000,2.0520E-007
1392.200000,1.9220E-007
1392.400000,2.1600E-007
1392.600000,1.9460E-007
1392.800000,2.2230E-007
1393.000000,2.2870E-007
1393.200000,2.3250E-007
1393.400000,2.5260E-007
1393.600000,2.4120E-007
1393.800000,2.4730E-007
1394.000000,2.7320E-007
1394.200000,2.2540E-007
1394.400000,2.7780E-007
1394.600000,2.3410E-007
1394.800000,2.7210E-007
1395.000000,1.8230E-007
1395.200000,2.8450E-007
1395.400000,2.7820E-007
1395.600000,2.9710E-007
1395.800000,2.5920E-007
1396.000000,3.2800E-007
1396.200000,3.0790E-007
1396.400000,2.5160E-007
1396.600000,2.8700E-007
1396.800000,3.9420E-007
1397.000000,3.9320E-007
1397.200000,3.8790E-007
1397.400000,4.3190E-007
1397.600000,4.3060E-007
1397.800000,4.7240E-007
1398.000000,4.8880E-007
1398.200000,4.7130E-007
1398.400000,5.2480E-007
1398.600000,5.5340E-007
1398.800000,5.5620E-007
1399.000000,5.9780E-007
1399.200000,5.7280E-007
1399.400000,6.0850E-007
1399.600000,5.6780E-007
1399.800000,6.5820E-007
1400.000000,5.7790E-007
1400.200000,7.1820E-007
1400.400000,6.6520E-007
1400.600000,5.9920E-007
1400.800000,6.4850E-007
1401.000000,7.9580E-007
1401.200000,8.6070E-007
1401.400000,7.9690E-007
1401.600000,8.1230E-007
1401.800000,9.5970E-007
1402.000000,9.5360E-007
1402.200000,9.6470E-007
1402.400000,1.0740E-006
1402.600000,9.9830E-007
1402.800000,1.0930E-006
1403.000000,1.1140E-006
1403.200000,1.0450E-006
1403.400000,1.2500E-006
1403.600000,1.1250E-006
1403.800000,1.1670E-006
1404.000000,1.3630E-006
1404.200000,1.1150E-006
1404.400000,1.1240E-006
1404.600000,1.3890E-006
1404.800000,1.1530E-006
1405.000000,6.2830E-007
1405.200000,1.2940E-006
1405.400000,1.3370E-006
1405.600000,1.6100E-006
1405.800000,1.3420E-006
1406.000000,1.6150E-006
1406.200000,1.6410E-006
1406.400000,1.5160E-006
1406.600000,1.6010E-006
1406.800000,1.6210E-006
1407.000000,1.4950E-006
1407.200000,1.5520E-006
1407.400000,1.7280E-006
1407.600000,1.6630E-006
1407.800000,1.9630E-006
1408.000000,1.9150E-006
1408.200000,1.8390E-006
1408.400000,2.0960E-006
1408.600000,1.9700E-006
1408.800000,2.0450E-006
1409.000000,2.0280E-006
1409.200000,2.2390E-006
1409.400000,2.5080E-006
1409.600000,2.1380E-006
1409.800000,2.5040E-006
1410.000000,2.8010E-006
1410.200000,3.3400E-006
1410.400000,2.8070E-006
1410.600000,3.0290E-006
1410.800000,2.9570E-006
1411.000000,3.0670E-006
1411.200000,3.0990E-006
1411.400000,3.1550E-006
1411.600000,4.0760E-006
1411.800000,3.4010E-006
1412.000000,3.2880E-006
1412.200000,4.0300E-006
1412.400000,4.2360E-006
1412.600000,4.1080E-006
1412.800000,3.3890E-006
1413.000000,3.1200E-006
1413.200000,2.8900E-006
1413.400000,3.2880E-006
1413.600000,2.8960E-006
1413.800000,2.8940E-006
1414.000000,3.3590E-006
1414.200000,2.6810E-006
1414.400000,3.1780E-006
1414.600000,3.1370E-006
1414.800000,3.0730E-006
1415.000000,3.4220E-006
1415.200000,3.7860E-006
1415.400000,3.2070E-006
1415.600000,3.6570E-006
1415.800000,3.7590E-006
1416.000000,3.4350E-006
1416.200000,3.9340E-006
1416.400000,3.8580E-006
1416.600000,3.5340E-006
1416.800000,4.1890E-006
1417.000000,3.8860E-006
1417.200000,3.8460E-006
1417.400000,4.4230E-006
1417.600000,3.3930E-006
1417.800000,4.1360E-006
1418.000000,4.4870E-006
1418.200000,3.9750E-006
1418.400000,4.5560E-006
1418.600000,4.4790E-006
1418.800000,3.9700E-006
1419.000000,4.2200E-006
1419.200000,4.3790E-006
1419.400000,4.1840E-006
1419.600000,4.5970E-006
1419.800000,4.5140E-006
1420.000000,4.1520E-006
1420.200000,5.1180E-006
1420.400000,4.6230E-006
1420.600000,4.8940E-006
1420.800000,5.0670E-006
1421.000000,4.9270E-006
1421.200000,5.3610E-006
1421.400000,5.2970E-006
1421.600000,5.0140E-006
1421.800000,5.7450E-006
1422.000000,5.3430E-006
1422.200000,5.3330E-006
1422.400000,5.9380E-006
1422.600000,5.3680E-006
1422.800000,5.5580E-006
1423.000000,6.0370E-006
1423.200000,5.4570E-006
1423.400000,5.5940E-006
1423.600000,6.1200E-006
1423.800000,5.3500E-006
1424.000000,5.9820E-006
1424.200000,6.2300E-006
1424.400000,6.2300E-006
1424.600000,6.6030E-006
1424.800000,6.5130E-006
1425.000000,6.4540E-006
1425.200000,6.9700E-006
1425.400000,6.7110E-006
1425.600000,6.5680E-006
1425.800000,7.2350E-006
1426.000000,6.7550E-006
1426.200000,7.1790E-006
1426.400000,7.3570E-006
1426.600000,7.1710E-006
1426.800000,7.5560E-006
1427.000000,7.6500E-006
1427.200000,7.4480E-006
1427.400000,7.9410E-006
1427.600000,7.6820E-006
1427.800000,7.7490E-006
1428.000000,8.2250E-006
1428.200000,7.2200E-006
1428.400000,7.7540E-006
1428.600000,8.2770E-006
1428.800000,7.9660E-006
1429.000000,8.0430E-006
1429.200000,8.5430E-006
1429.400000,8.4680E-006
1429.600000,8.6820E-006
1429.800000,8.6440E-006
1430.000000,8.5150E-006
1430.200000,8.9960E-006
1430.400000,8.7560E-006
1430.600000,8.9510E-006
1430.800000,9.1840E-006
1431.000000,8.9300E-006
1431.200000,8.0090E-006
1431.400000,9.2350E-006
1431.600000,8.2450E-006
1431.800000,9.0500E-006
1432.000000,9.1630E-006
1432.200000,8.7670E-006
1432.400000,8.0120E-006
1432.600000,8.9120E-006
1432.800000,8.7100E-006
1433.000000,9.1690E-006
1433.200000,8.8570E-006
1433.400000,8.7120E-006
1433.600000,8.9620E-006
1433.800000,8.3110E-006
1434.000000,8.5660E-006
1434.200000,8.5470E-006
1434.400000,6.8010E-006
1434.600000,8.5410E-006
1434.800000,8.2430E-006
1435.000000,7.7600E-006
1435.200000,8.1430E-006
1435.400000,7.7430E-006
1435.600000,7.6600E-006
1435.800000,7.9260E-006
1436.000000,7.1150E-006
1436.200000,7.6180E-006
1436.400000,7.5090E-006
1436.600000,6.8390E-006
1436.800000,7.5160E-006
1437.000000,6.9940E-006
1437.200000,6.5580E-006
1437.400000,7.2140E-006
1437.600000,6.6190E-006
1437.800000,6.1920E-006
1438.000000,6.8640E-006
1438.200000,7.7330E-006
1438.400000,6.9620E-006
1438.600000,6.7160E-006
1438.800000,6.4630E-006
1439.000000,6.9200E-006
1439.200000,8.0120E-006
1439.400000,7.8690E-006
1439.600000,6.7650E-006
1439.800000,7.5020E-006
1440.000000,7.8480E-006
1440.200000,7.4150E-006
1440.400000,8.5700E-006
1440.600000,8.5680E-006
1440.800000,7.9110E-006
1441.000000,7.6810E-006
1441.200000,7.6900E-006
1441.400000,7.6950E-006
1441.600000,7.8630E-006
1441.800000,8.0200E-006
1442.000000,8.5320E-006
1442.200000,7.9590E-006
1442.400000,8.3380E-006
1442.600000,8.8720E-006
1442.800000,8.2190E-006
1443.000000,8.6400E-006
1443.200000,9.2890E-006
1443.400000,8.8750E-006
1443.600000,9.5590E-006
1443.800000,9.7390E-006
1444.000000,9.3820E-006
1444.200000,1.0190E-005
1444.400000,1.0130E-005
1444.600000,1.0060E-005
1444.800000,1.1020E-005
1445.000000,1.1090E-005
1445.200000,1.0820E-005
1445.400000,1.1730E-005
1445.600000,1.0460E-005
1445.800000,1.0390E-005
1446.000000,1.2370E-005
1446.200000,1.2510E-005
1446.400000,1.2890E-005
1446.600000,1.3220E-005
1446.800000,1.3330E-005
1447.000000,1.3620E-005
1447.200000,1.3720E-005
1447.400000,1.3930E-005
1447.600000,1.4190E-005
1447.800000,1.4250E-005
1448.000000,1.4620E-005
1448.200000,1.3760E-005
1448.400000,1.4530E-005
1448.600000,1.5250E-005
1448.800000,1.4050E-005
1449.000000,1.4830E-005
1449.200000,1.5450E-005
1449.400000,1.4560E-005
1449.600000,1.5110E-005
1449.800000,1.5110E-005
1450.000000,1.4670E-005
1450.200000,1.5190E-005
1450.400000,1.5490E-005
1450.600000,1.2900E-005
1450.800000,1.4250E-005
1451.000000,1.5450E-005
1451.200000,1.4720E-005
1451.400000,1.4620E-005
1451.600000,1.5440E-005
1451.800000,1.4630E-005
1452.000000,1.5150E-005
1452.200000,1.4930E-005
1452.400000,1.4300E-005
1452.600000,1.5100E-005
1452.800000,1.6030E-005
1453.000000,1.4380E-005
1453.200000,1.5550E-005
1453.400000,1.5950E-005
1453.600000,1.5130E-005
1453.800000,1.6140E-005
1454.000000,1.7820E-005
1454.200000,1.7520E-005
1454.400000,1.8340E-005
1454.600000,1.7970E-005
1454.800000,1.7930E-005
1455.000000,1.8840E-005
1455.200000,1.8170E-005
1455.400000,1.7960E-005
1455.600000,1.8710E-005
1455.800000,1.8360E-005
1456.000000,1.8460E-005
1456.200000,1.8350E-005
1456.400000,1.8340E-005
1456.600000,1.8370E-005
1456.800000,1.8320E-005
1457.000000,1.8210E-005
1457.200000,1.7950E-005
1457.400000,1.8040E-005
1457.600000,1.7880E-005
1457.800000,1.7220E-005
1458.000000,1.7730E-005
1458.200000,1.7460E-005
1458.400000,1.7100E-005
1458.600000,1.7740E-005
1458.800000,1.7370E-005
1459.000000,1.7260E-005
1459.200000,1.8000E-005
1459.400000,1.7360E-005
1459.600000,1.7330E-005
1459.800000,1.7800E-005
1460.000000,1.7200E-005
1460.200000,1.7320E-005
1460.400000,1.7170E-005
1460.600000,1.6760E-005
1460.800000,1.7270E-005
1461.000000,1.6990E-005
1461.200000,1.6150E-005
1461.400000,1.6710E-005
1461.600000,1.6510E-005
1461.800000,1.5700E-005
1462.000000,1.5900E-005
1462.200000,1.5740E-005
1462.400000,1.5340E-005
1462.600000,1.5520E-005
1462.800000,1.5550E-005
1463.000000,1.5270E-005
1463.200000,1.4860E-005
1463.400000,1.5780E-005
1463.600000,1.5520E-005
1463.800000,1.6630E-005
1464.000000,1.6700E-005
1464.200000,1.6420E-005
1464.400000,1.7810E-005
1464.600000,1.7880E-005
1464.800000,1.8090E-005
1465.000000,1.9400E-005
1465.200000,1.8090E-005
1465.400000,1.9630E-005
1465.600000,2.1200E-005
1465.800000,1.9880E-005
1466.000000,2.0920E-005
1466.200000,2.2130E-005
