Wavelenght (nm),Spectrum HN1550_80mW (normalized)
1301.74302788845,0.010709928424097
1301.99203187251,0.010709928424097
1302.24103585657,0.010709928424097
1302.49003984064,0.010709928424097
1302.7390438247,0.010709928424097
1302.98804780877,0.010709928424097
1303.23705179283,0.010709928424097
1303.48605577689,0.010709928424097
1303.73505976096,0.010709928424097
1303.98406374502,0.010709928424097
1304.23306772908,0.010709928424097
1304.48207171315,0.010709928424097
1304.73107569721,0.010709928424097
1304.98007968127,0.010709928424097
1305.22908366534,0.010709928424097
1305.4780876494,0.010709928424097
1305.72709163347,0.010709928424097
1305.97609561753,0.010709928424097
1306.22509960159,0.010709928424097
1306.47410358566,0.0106999433106784
1306.72310756972,0.0106677029553553
1306.97211155378,0.0106442728264808
1307.22111553785,0.0107093604743829
1307.47011952191,0.0109567705411481
1307.71912350598,0.0113982066117664
1307.96812749004,0.0119180527545088
1308.2171314741,0.0123575208777338
1308.46613545817,0.0126022925279161
1308.71513944223,0.0126655936548605
1308.96414342629,0.0126416744832321
1309.21314741036,0.0126096155543446
1309.46215139442,0.0125995253237751
1309.71115537849,0.0125741724967357
1309.96015936255,0.0125275083700208
1310.20916334661,0.0125232376122695
1310.45816733068,0.0126881552867663
1310.70717131474,0.0131215532126243
1310.9561752988,0.0137744568520956
1311.20517928287,0.01444189768545
1311.45418326693,0.0149075970017334
1311.703187251,0.0151120685954213
1311.95219123506,0.0152065339646361
1312.20119521912,0.0154111501087239
1312.45019920319,0.0158189700831383
1312.69920318725,0.0163457139873747
1312.94820717131,0.0168146673736848
1313.19721115538,0.017147755434419
1313.44621513944,0.017418324211878
1313.69521912351,0.01780274578728
1313.94422310757,0.0183903751520826
1314.19322709163,0.0190937946908244
1314.4422310757,0.0196941924528787
1314.69123505976,0.0200351420961206
1314.94023904382,0.020169114253493
1315.18924302789,0.0203432563377006
1315.43824701195,0.0207690365743294
1315.68725099602,0.0214146026290601
1315.93625498008,0.0219923196975267
1316.18525896414,0.0222062604146535
1316.43426294821,0.0220612089255161
1316.68326693227,0.02190443114834
1316.93227091633,0.0221605570045653
1317.1812749004,0.0229362608509662
1317.43027888446,0.0239013281264849
1317.67928286853,0.0245479157132036
1317.92828685259,0.0246589546030041
1318.17729083665,0.0244897779807485
1318.42629482072,0.024564935289465
1318.67529880478,0.0251727907617874
1318.92430278884,0.026129958295176
1319.17330677291,0.0269220595319223
1319.42231075697,0.0271961903605089
1319.67131474104,0.0270609526863631
1319.9203187251,0.0269832140414496
1320.16932270916,0.0273741050525986
1320.41832669323,0.0282614493003815
1320.66733067729,0.0293264501422411
1320.91633466135,0.0302185002201331
1321.16533864542,0.0308284454872
1321.41434262948,0.0312907681665003
1321.66334661355,0.0318109738678655
1321.91235059761,0.0324757657451587
1322.16135458167,0.0332581109083898
1322.41035856574,0.0340780738075178
1322.6593625498,0.034893509307522
1322.90836653386,0.0356891611613908
1323.15737051793,0.036455240331462
1323.40637450199,0.0372149425021971
1323.65537848606,0.038045289120668
1323.90438247012,0.0390704335988389
1324.15338645418,0.0403428470547013
1324.40239043825,0.0417543202390611
1324.65139442231,0.0430740766259237
1324.90039840637,0.0441258192591198
1325.14940239044,0.0449519004124242
1325.3984063745,0.0457833107266482
1325.64741035857,0.0468496484564304
1325.89641434263,0.0482085499600767
1326.14541832669,0.0497368784855844
1326.39442231076,0.0512721165117387
1326.64342629482,0.0527562858677244
1326.89243027888,0.054240245436983
1327.14143426295,0.0558191722931688
1327.39043824701,0.057514987920401
1327.63944223108,0.0592733133144395
1327.88844621514,0.0610075797078324
1328.1374501992,0.0626737328056841
1328.38645418327,0.0643021238541608
1328.63545816733,0.0659553121015226
1328.88446215139,0.0676921035216257
1329.13346613546,0.0695440539598347
1329.38247011952,0.071560259001715
1329.63147410359,0.0737271121755422
1329.88047808765,0.0759100829438596
1330.12948207171,0.0778710409088245
1330.37848605578,0.0794216873483788
1330.62749003984,0.0806120291684185
1330.8764940239,0.0816893103998622
1331.12549800797,0.0829316967477275
1331.37450199203,0.0845464455600973
1331.6235059761,0.0866338136615837
1331.87250996016,0.0892243957406955
1332.12151394422,0.0922279172993873
1332.37051792829,0.0953544005973462
1332.61952191235,0.098291890760499
1332.86852589641,0.10082732866015
1333.11752988048,0.103023728217074
1333.36653386454,0.105104019983716
1333.61553784861,0.107216138887999
1333.86454183267,0.109377240806113
1334.11354581673,0.111492929465222
1334.3625498008,0.113518388939222
1334.61155378486,0.115498052273163
1334.86055776892,0.117513654993114
1335.10956175299,0.119651163668769
1335.35856573705,0.121957003392146
1335.60756972112,0.124446003342394
1335.85657370518,0.127109859078202
1336.10557768924,0.129888714829603
1336.35458167331,0.132683026705052
1336.60358565737,0.135399652932489
1336.85258964143,0.137950131089075
1337.1015936255,0.140291970284658
1337.35059760956,0.142408697253221
1337.59960159363,0.144338341698548
1337.84860557769,0.14621480983204
1338.09760956175,0.148200825714735
1338.34661354582,0.150387622474442
1338.59561752988,0.152696896070633
1338.84462151394,0.1549597128686
1339.09362549801,0.157039481878109
1339.34262948207,0.158914195358522
1339.59163346614,0.160639539200186
1339.8406374502,0.162281102700545
1340.08964143426,0.163895792006289
1340.33864541833,0.16555367985158
1340.58764940239,0.167296974841496
1340.83665338645,0.169068248350346
1341.08565737052,0.170686876389583
1341.33466135458,0.171976243449713
1341.58366533865,0.17295454123208
1341.83266932271,0.173876456917193
1342.08167330677,0.175050551905368
1342.33067729084,0.176581613360392
1342.5796812749,0.178271686914081
1342.82868525896,0.179799436445801
1343.07768924303,0.180981869105845
1343.32669322709,0.181886578908805
1343.57569721116,0.182738880692948
1343.82470119522,0.183672827386234
1344.07370517928,0.184648788476371
1344.32270916335,0.18548479389279
1344.57171314741,0.186070146715483
1344.82071713147,0.186479486955075
1345.06972111554,0.186942777624991
1345.3187250996,0.187649948602148
1345.56772908367,0.188568719497139
1345.81673306773,0.189454243153849
1346.06573705179,0.190051100217216
1346.31474103586,0.190303072785982
1346.56374501992,0.190371287153861
1346.81274900398,0.190473409704277
1347.06175298805,0.190724232040521
1347.31075697211,0.191104250673238
1347.55976095618,0.191524774707461
1347.80876494024,0.191941588891351
1348.0577689243,0.192345535115991
1348.30677290837,0.192761982415726
1348.55577689243,0.19318279598027
1348.80478087649,0.19356740698616
1349.05378486056,0.193862065631099
1349.30278884462,0.194028382576822
1349.55179282869,0.194081593666171
1349.80079681275,0.19409569107727
1350.04980079681,0.194119607981768
1350.29880478088,0.194116393153884
1350.54780876494,0.193955846528701
1350.796812749,0.193527627303262
1351.04581673307,0.19287731075434
1351.29482071713,0.192197171035986
1351.5438247012,0.191693652575251
1351.79282868526,0.191463187096398
1352.04183266932,0.191451597378984
1352.29083665339,0.191556375991667
1352.53984063745,0.191645377496327
1352.78884462151,0.191551913827625
1353.03784860558,0.191106976297765
1353.28685258964,0.190262974199835
1353.53585657371,0.189227927626293
1353.78486055777,0.188344881349293
1354.03386454183,0.187850366523866
1354.2828685259,0.187672247692955
1354.53187250996,0.187523804844806
1354.78087649402,0.187151883154286
1355.02988047809,0.186502849837126
1355.27888446215,0.185698161400901
1355.52788844622,0.184869060258362
1355.77689243028,0.184053987434855
1356.02589641434,0.183192193135122
1356.27490039841,0.182212279866452
1356.52390438247,0.181174405324868
1356.77290836653,0.18026144366355
1357.0219123506,0.179673092469287
1357.27091633466,0.17944724943597
1357.51992031873,0.1793851733756
1357.76892430279,0.179213547060924
1358.01792828685,0.178752736484178
1358.26693227092,0.178029375964495
1358.51593625498,0.177191907434539
1358.76494023904,0.17634961678539
1359.01394422311,0.17554042046508
1359.26294820717,0.174742258468627
1359.51195219123,0.173944096472175
1359.7609561753,0.173145934475722
1360.00996015936,0.17234777247927
1360.25896414343,0.171549610482817
1360.50796812749,0.170751448486365
1360.75697211155,0.169953286489912
1361.00597609562,0.16915512449346
1361.25498007968,0.168356962497007
1361.50398406375,0.167558800500555
1361.75298804781,0.166760638504102
1362.00199203187,0.16596247650765
1362.25099601594,0.165164314511197
1362.5,0.164366152514745
1362.74900398406,0.163567990518292
1362.99800796813,0.162766992221896
1363.24701195219,0.161948354502041
1363.49601593625,0.161125002943666
1363.74501992032,0.160346531279966
1363.99402390438,0.159699656617426
1364.24302788845,0.159216975741952
1364.49203187251,0.158813400267166
1364.74103585657,0.158323731959661
1364.99003984064,0.1576102473977
1365.2390438247,0.156676377316895
1365.48804780877,0.155650876628009
1365.73705179283,0.154672544512253
1365.98605577689,0.153798329082502
1366.23505976096,0.152990936895842
1366.48406374502,0.152186271571229
1366.73306772908,0.151383359522558
1366.98207171315,0.150636416866929
1367.23107569721,0.150020426578097
1367.48007968127,0.14953074371726
1367.72908366534,0.149060663573497
1367.9780876494,0.148465902821992
1368.22709163347,0.147672093486324
1368.47609561753,0.146745790678804
1368.72509960159,0.145810826748171
1368.97410358566,0.144989792695415
1369.22310756972,0.144350365813712
1369.47211155378,0.143946781656353
1369.72111553785,0.143772078893806
1369.97011952191,0.143687894713876
1370.21912350598,0.143444597930825
1370.46812749004,0.142831821057434
1370.7171314741,0.14186558468478
1370.96613545817,0.140787387612316
1371.21513944223,0.139868146076048
1371.46414342629,0.139236906094465
1371.71314741036,0.138850226440017
1371.96215139442,0.138596881243182
1372.21115537849,0.138390363182333
1372.46015936255,0.138143855836739
1372.70916334661,0.137787361148842
1372.95816733068,0.137297935007189
1373.20717131474,0.13676887518781
1373.4561752988,0.136364649193584
1373.70517928287,0.136163539138241
1373.95418326693,0.136069124267762
1374.203187251,0.135860549181599
1374.45219123506,0.13538978550557
1374.70119521912,0.134720622372294
1374.95019920319,0.134093987592487
1375.19920318725,0.133712379905307
1375.44820717131,0.133560691484201
1375.69721115538,0.133413350225995
1375.94621513944,0.133040460519461
1376.19521912351,0.132419360624768
1376.44422310757,0.131737314338363
1376.69322709163,0.131225832050788
1376.9422310757,0.130987109773616
1377.19123505976,0.130956329193011
1377.44023904382,0.130999794325648
1377.68924302789,0.131034526928664
1377.93824701195,0.131039124247775
1378.18725099602,0.131039124247775
1378.43625498008,0.131039124247775
1378.68525896414,0.131039124247775
1378.93426294821,0.131039124247775
1379.18326693227,0.131039124247775
1379.43227091633,0.131039124247775
1379.6812749004,0.131039124247775
1379.93027888446,0.131039124247775
1380.17928286853,0.131039124247775
1380.42828685259,0.131035733827487
1380.67729083665,0.131028058303407
1380.92629482072,0.131025204337652
1381.17529880478,0.131064890454434
1381.42430278884,0.131181599368233
1381.67330677291,0.131318962903291
1381.92231075697,0.131318153661087
1382.17131474104,0.131002108001049
1382.4203187251,0.130344853503542
1382.66932270916,0.129544434526126
1382.91832669323,0.128869753402276
1383.16733067729,0.128503191570937
1383.41633466135,0.12841399131578
1383.66533864542,0.128422272642928
1383.91434262948,0.128425724361634
1384.16334661355,0.128459050163714
1384.41235059761,0.1286780962612
1384.66135458167,0.129170306194643
1384.91035856574,0.129847050446135
1385.1593625498,0.130486612922389
1385.40836653386,0.130892059019199
1385.65737051793,0.131053411276111
1385.90637450199,0.131137893872491
1386.15537848606,0.131340602337996
1386.40438247012,0.131763514501867
1386.65338645418,0.132420703592484
1386.90239043825,0.13328790818498
1387.15139442231,0.134257511852199
1387.40039840637,0.135100247157861
1387.64940239044,0.135560319738512
1387.8984063745,0.13555991627712
1388.14741035857,0.135347587630205
1388.39641434263,0.135306224303371
1388.64541832669,0.135714309809644
1388.89442231076,0.13655289412079
1389.14342629482,0.137624853088818
1389.39243027888,0.138733191592335
1389.64143426295,0.139749713304844
1389.89043824701,0.140632314111314
1390.13944223108,0.141339009694811
1390.38844621514,0.141845879329956
1390.6374501992,0.142142572747225
1390.88645418327,0.142249523086942
1391.13545816733,0.142286176602805
1391.38446215139,0.142466373574715
1391.63346613546,0.142990564679213
1391.88247011952,0.14389439792633
1392.13147410359,0.144964096606696
1392.38047808765,0.145911776425805
1392.62948207171,0.146586869246047
1392.87848605578,0.14706942056269
1393.12749003984,0.147556894367902
1393.3764940239,0.148175141931515
1393.62549800797,0.148928880268645
1393.87450199203,0.149743462501043
1394.1235059761,0.150562809677007
1394.37250996016,0.151366759590092
1394.62151394422,0.152145438460274
1394.87051792829,0.152908618446363
1395.11952191235,0.153704927865081
1395.36852589641,0.154610371155563
1395.61752988048,0.155693605811485
1395.86653386454,0.156967977079635
1396.11553784861,0.15838886668307
1396.36454183267,0.159897307796232
1396.61354581673,0.161439890459508
1396.8625498008,0.162979416649644
1397.11155378486,0.164498331769082
1397.36055776892,0.165975990763575
1397.60956175299,0.167425166428186
1397.85856573705,0.168887472627795
1398.10756972112,0.17035344595933
1398.35657370518,0.171751047212814
1398.60557768924,0.172965038102631
1398.85458167331,0.173949431084415
1399.10358565737,0.174801356597248
1399.35258964143,0.175712792473925
1399.6015936255,0.176827524110627
1399.85059760956,0.178114947177506
1400.09960159363,0.179359606483128
1400.34860557769,0.180394703962643
1400.59760956175,0.181296647448851
1400.84661354582,0.182362458971752
1401.09561752988,0.18388868354783
1401.34462151394,0.185919335311779
1401.59362549801,0.188219934841175
1401.84262948207,0.190491286168995
1402.09163346614,0.192549900176599
1402.3406374502,0.194389634986338
1402.58964143426,0.196102529987287
1402.83864541833,0.19774227519624
1403.08764940239,0.199362348187321
1403.33665338645,0.201003198089982
1403.58565737052,0.202697210716051
1403.83466135458,0.204427475145554
1404.08366533865,0.206125811419117
1404.33266932271,0.207763124485097
1404.58167330677,0.209390478246214
1404.83067729084,0.211105687000377
1405.0796812749,0.212998060616307
1405.32868525896,0.215085539638038
1405.57768924303,0.21730579994003
1405.82669322709,0.21959330672658
1406.07569721116,0.221947673309271
1406.32470119522,0.2244316399199
1406.57370517928,0.227117875385681
1406.82270916335,0.230009530801765
1407.07171314741,0.233043525155051
1407.32071713147,0.236150782844497
1407.56972111554,0.23923800785965
1407.8187250996,0.2422144867226
1408.06772908367,0.24500298013652
1408.31673306773,0.247582242694439
1408.56573705179,0.250061229000324
1408.81474103586,0.252616261249014
1409.06374501992,0.255373181416657
1409.31274900398,0.258301973530469
1409.56175298805,0.261246859751414
1409.81075697211,0.264086287325215
1410.05976095618,0.266831982802959
1410.30876494024,0.269608344738154
1410.5577689243,0.272533968388468
1410.80677290837,0.275620499370204
1411.05577689243,0.278794652347751
1411.30478087649,0.281963288078161
1411.55378486056,0.285041839848426
1411.80278884462,0.287941483281501
1412.05179282869,0.290581736358968
1412.30079681275,0.293040450011199
1412.54980079681,0.295604213717256
1412.79880478088,0.298609349403895
1413.04780876494,0.302234504877204
1413.296812749,0.30631996908516
1413.54581673307,0.310568727837377
1413.79482071713,0.314697465445352
1414.0438247012,0.318555871579268
1414.29282868526,0.322064320407748
1414.54183266932,0.325235595141706
1414.79083665339,0.328292745194355
1415.03984063745,0.331616896719692
1415.28884462151,0.335538046150297
1415.53784860558,0.340070601176874
1415.78685258964,0.344926403319239
1416.03585657371,0.349770012859632
1416.28486055777,0.354411380970209
1416.53386454183,0.358816447385169
1416.7828685259,0.363027612058905
1417.03187250996,0.367140859605373
1417.28087649402,0.371379536960787
1417.52988047809,0.375990956642141
1417.77888446215,0.381055694362067
1418.02788844622,0.386353919426798
1418.27689243028,0.391548913181059
1418.52589641434,0.396390930056181
1418.77490039841,0.40087609190812
1419.02390438247,0.405151979541897
1419.27290836653,0.409362750989478
1419.5219123506,0.41361021256876
1419.77091633466,0.417833778535561
1420.01992031873,0.422094819692761
1420.26892430279,0.426693938517444
1420.51792828685,0.432201732077287
1420.76693227092,0.439041323881554
1421.01593625498,0.446884458651948
1421.26494023904,0.454643049248943
1421.51394422311,0.461185554368321
1421.76294820717,0.46612134318477
1422.01195219123,0.470110538570034
1422.2609561753,0.474166179701038
1422.50996015936,0.478856585183009
1422.75896414343,0.484115232680719
1423.00796812749,0.489519389267695
1423.25697211155,0.494816341403577
1423.50597609562,0.499913897307109
1423.75498007968,0.504773878772653
1424.00398406375,0.509461817523755
1424.25298804781,0.514239522693876
1424.50199203187,0.519542851405639
1424.75099601594,0.525648003902771
1425.0,0.532335718167891
1425.24900398406,0.538963860717943
1425.49800796813,0.544946616459527
1425.74701195219,0.550231675511646
1425.99601593625,0.555321119722792
1426.24501992032,0.560794546578674
1426.49402390438,0.566825380369832
1426.74302788845,0.573127152569294
1426.99203187251,0.579260772243259
1427.24103585657,0.585097077465893
1427.49003984064,0.590870652821938
1427.7390438247,0.596986412694873
1427.98804780877,0.603590297951574
1428.23705179283,0.610437479727202
1428.48605577689,0.617055536300207
1428.73505976096,0.623194691013532
1428.98406374502,0.629068586237072
1429.23306772908,0.635319800067601
1429.48207171315,0.642276287083691
1429.73107569721,0.649521049716416
1429.98007968127,0.655891838727104
1430.22908366534,0.660561425933876
1430.4780876494,0.664037582602941
1430.72709163347,0.66804882837724
1430.97609561753,0.6742886935398
1431.22509960159,0.68303376639127
1431.47410358566,0.692989851945613
1431.72310756972,0.702501250592358
1431.97211155378,0.710669698814389
1432.22111553785,0.717623114930312
1432.47011952191,0.724002582334127
1432.71912350598,0.73016484064601
1432.96812749004,0.73634042206018
1433.2171314741,0.74273267789934
1433.46613545817,0.749274187800667
1433.71513944223,0.755377275358197
1433.96414342629,0.759900597232983
1434.21314741036,0.762439273975083
1434.46215139442,0.764128410121807
1434.71115537849,0.767177683804311
1434.96015936255,0.77336957342661
1435.20916334661,0.782510601963761
1435.45816733068,0.792739659301626
1435.70717131474,0.802062402204717
1435.9561752988,0.809584836727241
1436.20517928287,0.815611242517428
1436.45418326693,0.820846347604244
1436.703187251,0.825679600999688
1436.95219123506,0.830421327068239
1437.20119521912,0.835251400095387
1437.45019920319,0.840302958898291
1437.69920318725,0.845410425278333
1437.94820717131,0.850240587512059
1438.19721115538,0.854673759864848
1438.44621513944,0.858911811710772
1438.69521912351,0.863342941066405
1438.94422310757,0.868202925319383
1439.19322709163,0.873365315590064
1439.4422310757,0.878444220415663
1439.69123505976,0.883138729339459
1439.94023904382,0.887472329369625
1440.18924302789,0.89175794981987
1440.43824701195,0.896279738410036
1440.68725099602,0.901036531165433
1440.93625498008,0.905774814495543
1441.18525896414,0.910210402180803
1441.43426294821,0.914239763789863
1441.68326693227,0.917961779218609
1441.93227091633,0.921543231941321
1442.1812749004,0.925083755015731
1442.43027888446,0.928609072218562
1442.67928286853,0.93208952234674
1442.92828685259,0.935533274554891
1443.17729083665,0.9389623917912
1443.42629482072,0.942434338150763
1443.67529880478,0.945924366000645
1443.92430278884,0.949288592674667
1444.17330677291,0.952306348572051
1444.42231075697,0.954837782262909
1444.67131474104,0.956982095244801
1444.9203187251,0.959037218609945
1445.16932270916,0.961254541616621
1445.41832669323,0.963623080365332
1445.66733067729,0.965892316505506
1445.91633466135,0.967795290255692
1446.16533864542,0.969251178740605
1446.41434262948,0.970361738433744
1446.66334661355,0.971282107330766
1446.91235059761,0.972135001459485
1447.16135458167,0.973017525954831
1447.41035856574,0.974000265605299
1447.6593625498,0.975062355151901
1447.90836653386,0.976018618422439
1448.15737051793,0.976635280705065
1448.40637450199,0.976752476859889
1448.65537848606,0.976417371425698
1448.90438247012,0.975805798198589
1449.15338645418,0.975056253783312
1449.40239043825,0.974196528916713
1449.65139442231,0.973119503879951
1449.90039840637,0.971782269851616
1450.14940239044,0.970298015627483
1450.3984063745,0.968943553119057
1450.64741035857,0.967929264797758
1450.89641434263,0.967117682124026
1451.14541832669,0.966004247282082
1451.39442231076,0.964072008606732
1451.64342629482,0.961252484838428
1451.89243027888,0.958078404474934
