File,MUESTRA_0_16_10.csv,
Date/Time,23-02-16/19:08,

Center Wavelength,1471.1,nm
Span Wavelength,557.6,nm
Start Wavelength,1192.3,nm
Stop Wavelength,1749.9,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.494,nm
VBW,2000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1192.3,nm
Stop,1749.9,nm
1192.300000,8.4960E-007
1192.578800,8.7950E-007
1192.857600,8.6880E-007
1193.136400,8.8970E-007
1193.415200,8.2810E-007
1193.694000,8.4320E-007
1193.972800,8.5100E-007
1194.251600,8.5190E-007
1194.530400,8.4390E-007
1194.809200,8.8410E-007
1195.088000,8.5180E-007
1195.366800,8.4510E-007
1195.645600,8.9500E-007
1195.924400,8.2400E-007
1196.203200,8.3670E-007
1196.482000,8.7420E-007
1196.760800,8.4940E-007
1197.039600,8.3890E-007
1197.318400,8.4530E-007
1197.597200,8.3220E-007
1197.876000,8.6370E-007
1198.154800,8.7140E-007
1198.433600,8.8690E-007
1198.712400,8.0730E-007
1198.991200,9.0630E-007
1199.270000,8.9460E-007
1199.548800,8.4010E-007
1199.827600,8.4750E-007
1200.106400,8.4650E-007
1200.385200,8.9120E-007
1200.664000,8.2410E-007
1200.942800,8.9230E-007
1201.221600,8.3580E-007
1201.500400,8.0720E-007
1201.779200,8.1010E-007
1202.058000,8.9530E-007
1202.336800,8.7240E-007
1202.615600,8.7150E-007
1202.894400,8.1400E-007
1203.173200,8.4830E-007
1203.452000,8.1840E-007
1203.730800,8.5970E-007
1204.009600,8.5460E-007
1204.288400,8.6670E-007
1204.567200,8.5450E-007
1204.846000,8.1040E-007
1205.124800,8.2600E-007
1205.403600,8.5780E-007
1205.682400,8.4220E-007
1205.961200,8.2640E-007
1206.240000,8.1070E-007
1206.518800,8.3190E-007
1206.797600,8.0940E-007
1207.076400,8.4580E-007
1207.355200,8.4250E-007
1207.634000,8.7280E-007
1207.912800,8.1470E-007
1208.191600,8.4940E-007
1208.470400,8.3850E-007
1208.749200,8.2980E-007
1209.028000,7.6960E-007
1209.306800,8.1520E-007
1209.585600,7.7800E-007
1209.864400,8.1390E-007
1210.143200,8.2700E-007
1210.422000,8.0780E-007
1210.700800,8.1730E-007
1210.979600,8.8330E-007
1211.258400,8.1970E-007
1211.537200,7.9360E-007
1211.816000,8.0580E-007
1212.094800,8.1650E-007
1212.373600,8.4220E-007
1212.652400,8.1010E-007
1212.931200,8.3590E-007
1213.210000,8.1880E-007
1213.488800,8.3550E-007
1213.767600,7.7030E-007
1214.046400,8.5470E-007
1214.325200,8.1680E-007
1214.604000,8.4060E-007
1214.882800,8.6660E-007
1215.161600,8.0390E-007
1215.440400,8.0860E-007
1215.719200,8.0500E-007
1215.998000,8.5830E-007
1216.276800,8.1450E-007
1216.555600,8.3030E-007
1216.834400,7.9770E-007
1217.113200,8.1960E-007
1217.392000,7.8270E-007
1217.670800,8.1370E-007
1217.949600,8.1300E-007
1218.228400,8.1700E-007
1218.507200,7.6510E-007
1218.786000,7.8030E-007
1219.064800,8.6560E-007
1219.343600,7.8650E-007
1219.622400,8.0090E-007
1219.901200,8.0810E-007
1220.180000,7.3820E-007
1220.458800,8.4980E-007
1220.737600,7.9210E-007
1221.016400,8.1990E-007
1221.295200,8.2470E-007
1221.574000,7.6480E-007
1221.852800,8.2490E-007
1222.131600,8.0280E-007
1222.410400,7.7900E-007
1222.689200,7.5830E-007
1222.968000,7.8640E-007
1223.246800,8.1490E-007
1223.525600,8.4720E-007
1223.804400,8.2280E-007
1224.083200,8.4920E-007
1224.362000,8.3830E-007
1224.640800,7.9850E-007
1224.919600,7.9120E-007
1225.198400,8.6950E-007
1225.477200,7.5820E-007
1225.756000,7.6340E-007
1226.034800,7.5900E-007
1226.313600,8.4970E-007
1226.592400,7.8460E-007
1226.871200,7.9830E-007
1227.150000,7.6750E-007
1227.428800,7.6100E-007
1227.707600,8.2780E-007
1227.986400,8.2160E-007
1228.265200,8.3790E-007
1228.544000,7.9660E-007
1228.822800,7.9070E-007
1229.101600,7.7020E-007
1229.380400,7.9650E-007
1229.659200,7.6730E-007
1229.938000,7.8370E-007
1230.216800,8.4370E-007
1230.495600,7.9570E-007
1230.774400,8.1160E-007
1231.053200,7.7820E-007
1231.332000,8.2740E-007
1231.610800,8.0460E-007
1231.889600,8.2730E-007
1232.168400,7.8850E-007
1232.447200,7.6560E-007
1232.726000,8.1360E-007
1233.004800,8.1260E-007
1233.283600,7.5970E-007
1233.562400,7.8090E-007
1233.841200,7.8930E-007
1234.120000,7.7820E-007
1234.398800,8.0280E-007
1234.677600,8.0880E-007
1234.956400,7.8630E-007
1235.235200,8.2330E-007
