,Theta1,Theta2,Theta3,Power,Ancho_espectral
40,160.0,0.0,0,0.0070237,231.32778249787611
41,164.0,0.0,0,0.007004775,227.3984706881904
42,168.0,0.0,0,0.00697445,224.52812234494468
43,172.0,0.0,0,0.0069352,244.14681393372985
44,176.0,0.0,0,0.0069555,236.8455395072217
45,180.0,0.0,0,0.006991875,225.83789294817325
46,184.0,0.0,0,0.00702375,210.87306711979613
47,188.0,0.0,0,0.006985525,238.7683942225999
48,192.0,0.0,0,0.0069017,287.5085811384879
49,196.0,0.0,0,0.006925225,257.7182667799493
50,0.0,4.0,0,0.006962975,234.92268479184372
51,4.0,4.0,0,0.00701375,232.66542056074786
52,8.0,4.0,0,0.00702025,224.55598980458808
53,12.0,4.0,0,0.007027875,220.87748513169072
54,16.0,4.0,0,0.007040875,224.69532710280396
55,20.0,4.0,0,0.007047625,227.87221750212416
56,24.0,4.0,0,0.007049,231.7736618521667
57,28.0,4.0,0,0.00704915,230.49175870858107
58,32.0,4.0,0,0.007052175,223.10688190314363
59,36.0,4.0,0,0.00706715,204.0176720475788
60,40.0,4.0,0,0.00710275,192.5362786745966
61,44.0,4.0,0,0.007169,198.08190314358558
62,48.0,4.0,0,0.007156175,234.2259983007648
63,52.0,4.0,0,0.0070169,281.3220050977061
64,56.0,4.0,0,0.0067594,233.69651656754468
65,60.0,4.0,0,0.00677865,253.53814783347502
66,64.0,4.0,0,0.006789075,255.62820730671206
67,68.0,4.0,0,0.00671645,261.480373831776
68,72.0,4.0,0,0.006701325,260.72795242141046
69,76.0,4.0,0,0.006755225,256.49209855565005
70,80.0,4.0,0,0.006810325,251.6710280373834
71,84.0,4.0,0,0.00681025,252.22837723024622
72,88.0,4.0,0,0.0067906,253.62175021240455
73,92.0,4.0,0,0.006775925,256.9379779099406
74,96.0,4.0,0,0.00676135,260.8951571792695
75,100.0,4.0,0,0.006756575,285.41852166525086
76,104.0,4.0,0,0.006757775,288.48394222599836
77,108.0,4.0,0,0.006768725,289.1248937977912
78,112.0,4.0,0,0.006780125,290.21172472387434
79,116.0,4.0,0,0.006790225,282.4645709430756
80,120.0,4.0,0,0.00679225,288.40033984706906
81,124.0,4.0,0,0.0067766,261.6475785896346
82,128.0,4.0,0,0.006849775,235.39643160577748
83,132.0,4.0,0,0.006913575,227.14766355140182
84,136.0,4.0,0,0.0069406,225.55921835174172
85,140.0,4.0,0,0.0069481,220.9053525913339
86,144.0,4.0,0,0.006957325,235.1456244689889
87,148.0,4.0,0,0.00691965,253.84468988954973
88,152.0,4.0,0,0.006893675,249.7481733220052
89,156.0,4.0,0,0.00691385,229.93440951571802
90,160.0,4.0,0,0.006951325,227.95581988105369
91,164.0,4.0,0,0.006952475,239.66015293118107
92,168.0,4.0,0,0.0069316,249.99898045879354
93,172.0,4.0,0,0.00690965,250.30552251486824
94,176.0,4.0,0,0.0069223,223.4691588785047
95,180.0,4.0,0,0.0069587,216.36295666949877
96,184.0,4.0,0,0.006997925,226.39524214103653
97,188.0,4.0,0,0.007007675,283.52353440951583
98,192.0,4.0,0,0.0068982,249.80390824129154
99,196.0,4.0,0,0.006936825,237.96023789294827
100,0.0,8.0,0,0.0069288,229.79507221750214
101,4.0,8.0,0,0.0069852,232.10807136788435
102,8.0,8.0,0,0.0070478,235.03415463041642
103,12.0,8.0,0,0.007047725,235.480033984707
104,16.0,8.0,0,0.0070402,235.28496176720478
105,20.0,8.0,0,0.007033875,234.2817332200509
106,24.0,8.0,0,0.00703175,233.8637213254035
107,28.0,8.0,0,0.007027425,226.45097706032288
108,32.0,8.0,0,0.007018225,214.5237043330501
109,36.0,8.0,0,0.007018925,200.2834324553951
110,40.0,8.0,0,0.007047325,198.5556499575191
111,44.0,8.0,0,0.0070952,214.10569243840268
112,48.0,8.0,0,0.00715845,261.9819881053527
113,52.0,8.0,0,0.00706295,266.1899745114697
114,56.0,8.0,0,0.00682445,228.48530161427357
115,60.0,8.0,0,0.0067694,247.88105352591333
116,64.0,8.0,0,0.006850475,254.26270178419713
117,68.0,8.0,0,0.00679105,260.95089209855564
118,72.0,8.0,0,0.00676785,256.2134239592183
119,76.0,8.0,0,0.00678255,254.15123194562443
120,80.0,8.0,0,0.006826425,254.1790994052676
121,84.0,8.0,0,0.006840075,253.17587085811397
122,88.0,8.0,0,0.0068233,258.7772302463891
123,92.0,8.0,0,0.00680435,260.2542056074767
124,96.0,8.0,0,0.0067832,259.55751911639777
125,100.0,8.0,0,0.006774875,267.30467289719627
126,104.0,8.0,0,0.006769875,272.2372132540356
127,108.0,8.0,0,0.0067688,270.2586236193715
128,112.0,8.0,0,0.0067749,271.4569243840274
129,116.0,8.0,0,0.006776275,288.84621920135965
130,120.0,8.0,0,0.006785075,287.22990654205614
131,124.0,8.0,0,0.0067928,269.56193712829213
132,128.0,8.0,0,0.006778275,225.94936278674595
133,132.0,8.0,0,0.006833575,218.7595581988105
134,136.0,8.0,0,0.006934933,216.00067969413772
135,140.0,8.0,0,0.006954725,219.45624468988944
136,144.0,8.0,0,0.006966725,235.2570943075616
