File,MUESTRA_0_5_14.csv,
Date/Time,23-02-17/15:24,

Center Wavelength,1471.1,nm
Span Wavelength,557.6,nm
Start Wavelength,1192.3,nm
Stop Wavelength,1749.9,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.494,nm
VBW,2000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1192.3,nm
Stop,1749.9,nm
1192.300000,2.0080E-007
1192.578800,1.8910E-007
1192.857600,2.1150E-007
1193.136400,1.9240E-007
1193.415200,2.2360E-007
1193.694000,1.4870E-007
1193.972800,1.2240E-007
1194.251600,1.8290E-007
1194.530400,1.4520E-007
1194.809200,2.1940E-007
1195.088000,1.4300E-007
1195.366800,1.7280E-007
1195.645600,1.7520E-007
1195.924400,1.7490E-007
1196.203200,1.8870E-007
1196.482000,1.3740E-007
1196.760800,1.9360E-007
1197.039600,1.9190E-007
1197.318400,1.8360E-007
1197.597200,1.7690E-007
1197.876000,1.7970E-007
1198.154800,1.9630E-007
1198.433600,1.2250E-007
1198.712400,1.9490E-007
1198.991200,1.8550E-007
1199.270000,1.8100E-007
1199.548800,2.1200E-007
1199.827600,1.7290E-007
1200.106400,1.8470E-007
1200.385200,1.9060E-007
1200.664000,1.9990E-007
1200.942800,1.6860E-007
1201.221600,1.5990E-007
1201.500400,1.8630E-007
1201.779200,1.6840E-007
1202.058000,1.8510E-007
1202.336800,1.9160E-007
1202.615600,1.4390E-007
1202.894400,1.8820E-007
1203.173200,1.6480E-007
1203.452000,1.9320E-007
1203.730800,1.6200E-007
1204.009600,2.3450E-007
1204.288400,1.6720E-007
1204.567200,1.7040E-007
1204.846000,1.2610E-007
1205.124800,1.8580E-007
1205.403600,1.6690E-007
1205.682400,1.9680E-007
1205.961200,1.7610E-007
1206.240000,1.6350E-007
1206.518800,1.4610E-007
1206.797600,1.8440E-007
1207.076400,1.7360E-007
1207.355200,1.4310E-007
1207.634000,2.1120E-007
1207.912800,1.5090E-007
1208.191600,1.9980E-007
1208.470400,2.0450E-007
1208.749200,1.6130E-007
1209.028000,1.6690E-007
1209.306800,1.5320E-007
1209.585600,2.0180E-007
1209.864400,1.3030E-007
1210.143200,2.2230E-007
1210.422000,1.9030E-007
1210.700800,1.2250E-007
1210.979600,1.7990E-007
1211.258400,1.5480E-007
1211.537200,1.6900E-007
1211.816000,1.9220E-007
1212.094800,1.5100E-007
1212.373600,1.5420E-007
1212.652400,1.8670E-007
1212.931200,1.7310E-007
1213.210000,1.6710E-007
1213.488800,1.2690E-007
1213.767600,1.6580E-007
1214.046400,1.7350E-007
1214.325200,1.6540E-007
1214.604000,1.9190E-007
1214.882800,1.7710E-007
1215.161600,1.6380E-007
1215.440400,2.0360E-007
1215.719200,1.5840E-007
1215.998000,1.3800E-007
1216.276800,2.4050E-007
1216.555600,1.6050E-007
1216.834400,1.4530E-007
1217.113200,1.9990E-007
1217.392000,1.6470E-007
1217.670800,1.3790E-007
1217.949600,1.9880E-007
1218.228400,2.0850E-007
1218.507200,1.3070E-007
1218.786000,1.6840E-007
1219.064800,1.0840E-007
1219.343600,1.8690E-007
1219.622400,1.3800E-007
1219.901200,1.7510E-007
1220.180000,1.5180E-007
1220.458800,1.9150E-007
1220.737600,1.6140E-007
1221.016400,2.3400E-007
1221.295200,1.6670E-007
1221.574000,1.8220E-007
1221.852800,1.8070E-007
1222.131600,1.4870E-007
1222.410400,2.1070E-007
1222.689200,1.6770E-007
1222.968000,2.0080E-007
1223.246800,1.8050E-007
1223.525600,1.2700E-007
1223.804400,2.1000E-007
1224.083200,1.6270E-007
1224.362000,1.8440E-007
1224.640800,1.6360E-007
1224.919600,1.6960E-007
1225.198400,1.8270E-007
1225.477200,1.5300E-007
1225.756000,1.2450E-007
1226.034800,1.6920E-007
1226.313600,1.2460E-007
1226.592400,2.0290E-007
1226.871200,1.2560E-007
1227.150000,2.1870E-007
1227.428800,7.6950E-008
1227.707600,1.4510E-007
1227.986400,1.5330E-007
1228.265200,2.0810E-007
1228.544000,1.1210E-007
1228.822800,1.6280E-007
1229.101600,1.8630E-007
1229.380400,1.4480E-007
1229.659200,1.3730E-007
1229.938000,1.7930E-007
1230.216800,1.7970E-007
1230.495600,1.5690E-007
1230.774400,1.8840E-007
1231.053200,1.2870E-007
1231.332000,1.5020E-007
1231.610800,1.6170E-007
1231.889600,1.7650E-007
1232.168400,1.5300E-007
1232.447200,1.6860E-007
1232.726000,1.5790E-007
1233.004800,1.3440E-007
1233.283600,1.4980E-007
1233.562400,1.3680E-007
1233.841200,1.4460E-007
1234.120000,1.4490E-007
1234.398800,1.3590E-007
1234.677600,1.4300E-007
1234.956400,1.7590E-007
1235.235200,1.3050E-007
