File,WaveData20210924_026.csv,
Date/Time,21-09-24/13:49,

Trace,A
Center Wavelength,1557.8,nm
Span Wavelength,400,nm
Start Wavelength,1357.8,nm
Stop Wavelength,1757.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.07,nm
Actual Resolution,0.058,nm
VBW,1000,Hz
Point Average,20,
Sweep Average,4,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1357.8,nm
Stop,1757.8,nm

Wavelength(A),Level(A)
1357.800000,1.3130E-007
1358.000000,1.1500E-007
1358.200000,1.3020E-007
1358.400000,1.2420E-007
1358.600000,1.4540E-007
1358.800000,1.3630E-007
1359.000000,1.2310E-007
1359.200000,1.3690E-007
1359.400000,1.1240E-007
1359.600000,1.3060E-007
1359.800000,1.3720E-007
1360.000000,1.2290E-007
1360.200000,1.3480E-007
1360.400000,1.3150E-007
1360.600000,1.3270E-007
1360.800000,1.2210E-007
1361.000000,1.2340E-007
1361.200000,1.3420E-007
1361.400000,1.4450E-007
1361.600000,1.2490E-007
1361.800000,1.1670E-007
1362.000000,1.3110E-007
1362.200000,1.2070E-007
1362.400000,1.2410E-007
1362.600000,1.1880E-007
1362.800000,1.3570E-007
1363.000000,1.3050E-007
1363.200000,1.1680E-007
1363.400000,1.2430E-007
1363.600000,1.3610E-007
1363.800000,1.2440E-007
1364.000000,1.3630E-007
1364.200000,1.1970E-007
1364.400000,1.4470E-007
1364.600000,1.1880E-007
1364.800000,1.3550E-007
1365.000000,1.3690E-007
1365.200000,1.2720E-007
1365.400000,1.3030E-007
1365.600000,1.4510E-007
1365.800000,1.3140E-007
1366.000000,1.4060E-007
1366.200000,1.3890E-007
1366.400000,1.4310E-007
1366.600000,1.4040E-007
1366.800000,1.4660E-007
1367.000000,1.3930E-007
1367.200000,1.5390E-007
1367.400000,1.4420E-007
1367.600000,1.3950E-007
1367.800000,1.3610E-007
1368.000000,1.5830E-007
1368.200000,1.6270E-007
1368.400000,1.5640E-007
1368.600000,1.2830E-007
1368.800000,1.3940E-007
1369.000000,1.5430E-007
1369.200000,1.8740E-007
1369.400000,1.6140E-007
1369.600000,1.5620E-007
1369.800000,1.6890E-007
1370.000000,1.4800E-007
1370.200000,1.6690E-007
1370.400000,1.6260E-007
1370.600000,1.6990E-007
1370.800000,1.7640E-007
1371.000000,1.4640E-007
1371.200000,1.7180E-007
1371.400000,1.9190E-007
1371.600000,1.8040E-007
1371.800000,1.8370E-007
1372.000000,2.0790E-007
1372.200000,1.9250E-007
1372.400000,1.8050E-007
1372.600000,1.8960E-007
1372.800000,1.7580E-007
1373.000000,1.7770E-007
1373.200000,1.9540E-007
1373.400000,1.7100E-007
1373.600000,2.0020E-007
1373.800000,1.8930E-007
1374.000000,1.9990E-007
1374.200000,1.9430E-007
1374.400000,1.8800E-007
1374.600000,1.8420E-007
1374.800000,1.8820E-007
1375.000000,1.9180E-007
1375.200000,1.8340E-007
1375.400000,1.9750E-007
1375.600000,1.6260E-007
1375.800000,1.4660E-007
1376.000000,1.6400E-007
1376.200000,1.6240E-007
1376.400000,1.6730E-007
1376.600000,1.6990E-007
1376.800000,1.6940E-007
1377.000000,1.4820E-007
1377.200000,1.4720E-007
1377.400000,1.4680E-007
1377.600000,1.6880E-007
1377.800000,1.9220E-007
1378.000000,1.7260E-007
1378.200000,1.6400E-007
1378.400000,1.6290E-007
1378.600000,1.6940E-007
1378.800000,1.4230E-007
1379.000000,1.5310E-007
1379.200000,1.6630E-007
1379.400000,1.8100E-007
1379.600000,1.7640E-007
1379.800000,1.6600E-007
1380.000000,1.5510E-007
1380.200000,1.7430E-007
1380.400000,1.5360E-007
1380.600000,1.3260E-007
1380.800000,1.6710E-007
1381.000000,1.6730E-007
1381.200000,1.4860E-007
1381.400000,1.6350E-007
1381.600000,1.6000E-007
1381.800000,1.5610E-007
1382.000000,1.7740E-007
1382.200000,1.6090E-007
1382.400000,1.5490E-007
1382.600000,1.4680E-007
1382.800000,1.6130E-007
1383.000000,1.5190E-007
1383.200000,1.7550E-007
1383.400000,1.8760E-007
1383.600000,1.9500E-007
1383.800000,1.6100E-007
1384.000000,2.0360E-007
1384.200000,1.9660E-007
1384.400000,2.1080E-007
1384.600000,2.1220E-007
1384.800000,2.0200E-007
1385.000000,1.9990E-007
1385.200000,2.1980E-007
1385.400000,2.0860E-007
1385.600000,2.4840E-007
1385.800000,2.2410E-007
1386.000000,2.3070E-007
1386.200000,2.6350E-007
1386.400000,2.2830E-007
1386.600000,2.4700E-007
1386.800000,2.7780E-007
1387.000000,2.7950E-007
1387.200000,3.6220E-007
1387.400000,3.0700E-007
1387.600000,2.9800E-007
1387.800000,2.6750E-007
1388.000000,3.2340E-007
1388.200000,3.4680E-007
1388.400000,3.1550E-007
1388.600000,3.9530E-007
1388.800000,3.9070E-007
1389.000000,3.7590E-007
1389.200000,4.3310E-007
1389.400000,4.3590E-007
1389.600000,4.6260E-007
1389.800000,4.4950E-007
1390.000000,4.5160E-007
1390.200000,4.8370E-007
1390.400000,5.3360E-007
1390.600000,5.0030E-007
1390.800000,5.5050E-007
1391.000000,5.8360E-007
1391.200000,6.1620E-007
1391.400000,5.7430E-007
1391.600000,5.6840E-007
1391.800000,6.7900E-007
1392.000000,6.3770E-007
1392.200000,5.8390E-007
1392.400000,6.3220E-007
1392.600000,5.7880E-007
1392.800000,7.5660E-007
1393.000000,8.0280E-007
1393.200000,7.8630E-007
1393.400000,8.4400E-007
1393.600000,8.6040E-007
1393.800000,8.5580E-007
1394.000000,9.4510E-007
1394.200000,9.8210E-007
1394.400000,1.0040E-006
1394.600000,8.8460E-007
1394.800000,1.0030E-006
1395.000000,5.8390E-007
1395.200000,1.1100E-006
1395.400000,9.9300E-007
1395.600000,1.0200E-006
1395.800000,1.0740E-006
1396.000000,1.2290E-006
1396.200000,1.1970E-006
1396.400000,8.4450E-007
1396.600000,9.3210E-007
1396.800000,1.3680E-006
1397.000000,1.3910E-006
1397.200000,1.3240E-006
1397.400000,1.4920E-006
1397.600000,1.5510E-006
1397.800000,1.5410E-006
1398.000000,1.5820E-006
1398.200000,1.6920E-006
1398.400000,1.6200E-006
1398.600000,1.7440E-006
1398.800000,1.8430E-006
1399.000000,1.7340E-006
1399.200000,1.8280E-006
1399.400000,1.7270E-006
1399.600000,1.6270E-006
1399.800000,2.0370E-006
1400.000000,1.4940E-006
1400.200000,1.9720E-006
1400.400000,1.8670E-006
1400.600000,1.5600E-006
1400.800000,1.8050E-006
1401.000000,2.2440E-006
1401.200000,2.2410E-006
1401.400000,2.2370E-006
1401.600000,2.2170E-006
1401.800000,2.3890E-006
1402.000000,2.6590E-006
1402.200000,2.6700E-006
1402.400000,2.6170E-006
1402.600000,2.7940E-006
1402.800000,2.8590E-006
1403.000000,2.8150E-006
1403.200000,2.9320E-006
1403.400000,2.9780E-006
1403.600000,2.9850E-006
1403.800000,3.0470E-006
1404.000000,2.9530E-006
1404.200000,3.0090E-006
1404.400000,2.7030E-006
1404.600000,3.0940E-006
1404.800000,3.0560E-006
1405.000000,1.2760E-006
1405.200000,3.1160E-006
1405.400000,3.2700E-006
1405.600000,3.4410E-006
1405.800000,3.4190E-006
1406.000000,3.5740E-006
1406.200000,3.4540E-006
1406.400000,3.5840E-006
1406.600000,3.5940E-006
1406.800000,3.4700E-006
1407.000000,3.3360E-006
1407.200000,3.3790E-006
1407.400000,3.6360E-006
1407.600000,3.5840E-006
1407.800000,3.8630E-006
1408.000000,3.9620E-006
1408.200000,3.8900E-006
1408.400000,3.9510E-006
1408.600000,3.9620E-006
1408.800000,4.0250E-006
1409.000000,3.7480E-006
1409.200000,3.4930E-006
1409.400000,3.8480E-006
1409.600000,3.4200E-006
1409.800000,4.1030E-006
1410.000000,4.1030E-006
1410.200000,4.2150E-006
1410.400000,4.3230E-006
1410.600000,4.1950E-006
1410.800000,4.4140E-006
1411.000000,4.5320E-006
1411.200000,4.3420E-006
1411.400000,4.5310E-006
1411.600000,4.7410E-006
1411.800000,4.6200E-006
1412.000000,4.7010E-006
1412.200000,4.5740E-006
1412.400000,4.5890E-006
1412.600000,4.8230E-006
1412.800000,4.9980E-006
1413.000000,5.0760E-006
1413.200000,5.2420E-006
1413.400000,5.1360E-006
1413.600000,4.9480E-006
1413.800000,5.3150E-006
1414.000000,5.0720E-006
1414.200000,4.5120E-006
1414.400000,5.3720E-006
1414.600000,4.6830E-006
1414.800000,5.2150E-006
1415.000000,5.5760E-006
1415.200000,5.5810E-006
1415.400000,5.4050E-006
1415.600000,5.6750E-006
1415.800000,5.5970E-006
1416.000000,5.7920E-006
1416.200000,5.8400E-006
1416.400000,5.8370E-006
1416.600000,5.9970E-006
1416.800000,6.0100E-006
1417.000000,5.9790E-006
1417.200000,6.1350E-006
1417.400000,6.1530E-006
1417.600000,5.3000E-006
1417.800000,6.2080E-006
1418.000000,6.1870E-006
1418.200000,6.3530E-006
1418.400000,6.4330E-006
1418.600000,6.3650E-006
1418.800000,6.3240E-006
1419.000000,5.6840E-006
1419.200000,6.3620E-006
1419.400000,6.3160E-006
1419.600000,6.1000E-006
1419.800000,6.7560E-006
1420.000000,5.9970E-006
1420.200000,6.7740E-006
1420.400000,6.8810E-006
1420.600000,6.6490E-006
1420.800000,6.6960E-006
1421.000000,7.0540E-006
1421.200000,6.8160E-006
1421.400000,7.0740E-006
1421.600000,6.8680E-006
1421.800000,6.9730E-006
1422.000000,7.1470E-006
1422.200000,7.0040E-006
1422.400000,7.0030E-006
1422.600000,7.1650E-006
1422.800000,6.8490E-006
1423.000000,7.0170E-006
1423.200000,6.7270E-006
1423.400000,6.5470E-006
1423.600000,7.0950E-006
1423.800000,6.3680E-006
1424.000000,6.5780E-006
1424.200000,6.9310E-006
1424.400000,6.9450E-006
1424.600000,6.9340E-006
1424.800000,6.8920E-006
1425.000000,6.7920E-006
1425.200000,6.7810E-006
1425.400000,6.6690E-006
1425.600000,6.4780E-006
1425.800000,6.6610E-006
1426.000000,6.4910E-006
1426.200000,6.6000E-006
1426.400000,6.4560E-006
1426.600000,6.5240E-006
1426.800000,6.4370E-006
1427.000000,6.4300E-006
1427.200000,6.4130E-006
1427.400000,6.3700E-006
1427.600000,6.3740E-006
1427.800000,6.2880E-006
1428.000000,6.3770E-006
1428.200000,5.9390E-006
1428.400000,6.0540E-006
1428.600000,6.2150E-006
1428.800000,6.2140E-006
1429.000000,5.9140E-006
1429.200000,6.3160E-006
1429.400000,6.2930E-006
1429.600000,6.1400E-006
1429.800000,6.2280E-006
1430.000000,6.0070E-006
1430.200000,6.3300E-006
1430.400000,6.1530E-006
1430.600000,6.1220E-006
1430.800000,6.4430E-006
1431.000000,6.2040E-006
1431.200000,5.4970E-006
1431.400000,6.6800E-006
1431.600000,5.8420E-006
1431.800000,6.4520E-006
1432.000000,6.9100E-006
1432.200000,6.4970E-006
1432.400000,5.9470E-006
1432.600000,6.9680E-006
1432.800000,6.8120E-006
1433.000000,7.0190E-006
1433.200000,7.2640E-006
1433.400000,7.0340E-006
1433.600000,7.2050E-006
1433.800000,7.1850E-006
1434.000000,7.0510E-006
1434.200000,7.3420E-006
1434.400000,6.1530E-006
1434.600000,7.0660E-006
1434.800000,7.1830E-006
1435.000000,7.0010E-006
1435.200000,6.7880E-006
1435.400000,6.8630E-006
1435.600000,6.7220E-006
1435.800000,6.6230E-006
1436.000000,6.4760E-006
1436.200000,6.4990E-006
1436.400000,6.2570E-006
1436.600000,6.2320E-006
1436.800000,6.4910E-006
1437.000000,6.2030E-006
1437.200000,5.8400E-006
1437.400000,6.2310E-006
1437.600000,6.2750E-006
1437.800000,5.5060E-006
1438.000000,6.0450E-006
1438.200000,6.1630E-006
1438.400000,6.1910E-006
1438.600000,6.0490E-006
1438.800000,6.2510E-006
1439.000000,6.5230E-006
1439.200000,6.4500E-006
1439.400000,6.5780E-006
1439.600000,6.7650E-006
1439.800000,7.5340E-006
1440.000000,1.1340E-005
1440.200000,1.1580E-005
1440.400000,1.2570E-005
1440.600000,1.1970E-005
1440.800000,1.2300E-005
1441.000000,1.3000E-005
1441.200000,1.2600E-005
1441.400000,1.2590E-005
1441.600000,1.3210E-005
1441.800000,1.2990E-005
1442.000000,1.4200E-005
1442.200000,1.3560E-005
1442.400000,1.3830E-005
1442.600000,1.5000E-005
1442.800000,1.4030E-005
1443.000000,1.4310E-005
1443.200000,1.5350E-005
1443.400000,1.4800E-005
1443.600000,1.5180E-005
1443.800000,1.5420E-005
1444.000000,1.5370E-005
1444.200000,1.5590E-005
1444.400000,1.5710E-005
1444.600000,1.6280E-005
1444.800000,1.6320E-005
1445.000000,1.6560E-005
1445.200000,1.6010E-005
1445.400000,1.6280E-005
1445.600000,1.5150E-005
1445.800000,1.4430E-005
1446.000000,1.6400E-005
1446.200000,1.7610E-005
1446.400000,1.7950E-005
1446.600000,1.6870E-005
1446.800000,1.4560E-005
1447.000000,1.8410E-005
1447.200000,1.7820E-005
1447.400000,1.8580E-005
1447.600000,1.6190E-005
1447.800000,1.2340E-005
1448.000000,1.2900E-005
1448.200000,1.2240E-005
1448.400000,1.2660E-005
1448.600000,1.3470E-005
1448.800000,1.3290E-005
1449.000000,1.3270E-005
1449.200000,1.9480E-005
1449.400000,1.8480E-005
1449.600000,1.9100E-005
1449.800000,1.9160E-005
1450.000000,2.0400E-005
1450.200000,2.1500E-005
1450.400000,2.1160E-005
1450.600000,1.9420E-005
1450.800000,2.4600E-005
1451.000000,2.3310E-005
1451.200000,2.5070E-005
1451.400000,2.7820E-005
1451.600000,2.5720E-005
1451.800000,3.0640E-005
1452.000000,3.2000E-005
1452.200000,2.7130E-005
1452.400000,3.3230E-005
1452.600000,3.3710E-005
1452.800000,3.1730E-005
1453.000000,3.4360E-005
1453.200000,3.1290E-005
1453.400000,3.0280E-005
1453.600000,3.4020E-005
1453.800000,3.2710E-005
1454.000000,3.1940E-005
1454.200000,3.5540E-005
1454.400000,3.2250E-005
1454.600000,3.2400E-005
1454.800000,3.3090E-005
1455.000000,3.2890E-005
1455.200000,3.2300E-005
1455.400000,3.3440E-005
1455.600000,3.4650E-005
1455.800000,3.5270E-005
1456.000000,3.5150E-005
1456.200000,3.5830E-005
1456.400000,3.5980E-005
1456.600000,3.6230E-005
1456.800000,3.6220E-005
1457.000000,3.6180E-005
1457.200000,3.5600E-005
1457.400000,3.5780E-005
1457.600000,3.6290E-005
1457.800000,3.5700E-005
1458.000000,3.7250E-005
1458.200000,3.6380E-005
1458.400000,3.6110E-005
1458.600000,3.7450E-005
1458.800000,3.7470E-005
1459.000000,3.8230E-005
1459.200000,3.8810E-005
1459.400000,3.8750E-005
1459.600000,3.8680E-005
1459.800000,3.9210E-005
1460.000000,3.9770E-005
1460.200000,4.0020E-005
1460.400000,3.9560E-005
1460.600000,4.0670E-005
1460.800000,4.0190E-005
1461.000000,4.1240E-005
1461.200000,4.0700E-005
1461.400000,4.0870E-005
1461.600000,4.1120E-005
1461.800000,4.0920E-005
1462.000000,4.5880E-005
1462.200000,5.0770E-005
1462.400000,5.3560E-005
1462.600000,5.5510E-005
1462.800000,5.3200E-005
1463.000000,5.6340E-005
1463.200000,5.3260E-005
1463.400000,5.6410E-005
1463.600000,5.9030E-005
1463.800000,6.1450E-005
1464.000000,6.1240E-005
1464.200000,6.1970E-005
1464.400000,6.2560E-005
1464.600000,6.3340E-005
1464.800000,6.4190E-005
1465.000000,6.5130E-005
1465.200000,6.3770E-005
1465.400000,6.7450E-005
1465.600000,6.8320E-005
1465.800000,7.0110E-005
1466.000000,6.9250E-005
1466.200000,7.1360E-005
