File,WaveData20230131_105.csv,
Date/Time,23-01-31/16:26,

Trace,A
Center Wavelength,1500.4,nm
Span Wavelength,500.8,nm
Start Wavelength,1250,nm
Stop Wavelength,1750.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,On,
Resolution,0.07,nm
Actual Resolution,0.061,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,7,pt
Sampling Points,5001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1250,nm
Stop,1750.8,nm
Trace,B
Center Wavelength,1500.4,nm
Span Wavelength,500.8,nm
Start Wavelength,1250,nm
Stop Wavelength,1750.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,On,
Resolution,0.07,nm
Actual Resolution,0.061,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,7,pt
Sampling Points,5001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1250,nm
Stop,1750.8,nm

Wavelength(A),Level(A),Wavelength(B),Level(B)
1250.000000,-2.3820E-007,1250.000000,-2.3820E-007
1250.100160,6.3800E-008,1250.100160,6.3800E-008
1250.200320,2.1130E-007,1250.200320,2.1130E-007
1250.300480,4.1550E-007,1250.300480,4.1550E-007
1250.400640,5.3340E-007,1250.400640,5.3340E-007
1250.500800,5.0240E-007,1250.500800,5.0240E-007
1250.600960,1.1510E-007,1250.600960,1.1510E-007
1250.701120,-1.6720E-007,1250.701120,-1.6720E-007
1250.801280,7.7880E-007,1250.801280,7.7880E-007
1250.901440,7.1780E-007,1250.901440,7.1780E-007
1251.001600,8.1980E-007,1251.001600,8.1980E-007
1251.101760,-7.6110E-007,1251.101760,-7.6110E-007
1251.201920,1.5790E-006,1251.201920,1.5790E-006
1251.302080,1.2280E-006,1251.302080,1.2280E-006
1251.402240,-1.9260E-007,1251.402240,-1.9260E-007
1251.502400,8.6100E-007,1251.502400,8.6100E-007
1251.602560,4.0100E-007,1251.602560,4.0100E-007
1251.702720,1.1700E-006,1251.702720,1.1700E-006
1251.802880,-7.6510E-007,1251.802880,-7.6510E-007
1251.903040,7.6260E-007,1251.903040,7.6260E-007
1252.003200,6.3140E-007,1252.003200,6.3140E-007
1252.103360,7.5650E-007,1252.103360,7.5650E-007
1252.203520,-1.4440E-008,1252.203520,-1.4440E-008
1252.303680,5.2870E-007,1252.303680,5.2870E-007
1252.403840,5.8170E-007,1252.403840,5.8170E-007
1252.504000,1.4440E-006,1252.504000,1.4440E-006
1252.604160,6.2720E-007,1252.604160,6.2720E-007
1252.704320,3.2150E-008,1252.704320,3.2150E-008
1252.804480,1.5190E-006,1252.804480,1.5190E-006
1252.904640,-1.3320E-007,1252.904640,-1.3320E-007
1253.004800,1.9810E-007,1253.004800,1.9810E-007
1253.104960,9.5350E-007,1253.104960,9.5350E-007
1253.205120,1.0890E-006,1253.205120,1.0890E-006
1253.305280,5.0680E-007,1253.305280,5.0680E-007
1253.405440,8.3220E-008,1253.405440,8.3220E-008
1253.505600,3.1130E-007,1253.505600,3.1130E-007
1253.605760,4.5150E-007,1253.605760,4.5150E-007
1253.705920,1.6180E-007,1253.705920,1.6180E-007
1253.806080,9.6500E-007,1253.806080,9.6500E-007
1253.906240,5.0440E-008,1253.906240,5.0440E-008
1254.006400,1.1850E-006,1254.006400,1.1850E-006
1254.106560,5.7040E-007,1254.106560,5.7040E-007
1254.206720,1.6320E-006,1254.206720,1.6320E-006
1254.306880,-1.9570E-007,1254.306880,-1.9570E-007
1254.407040,-2.4870E-007,1254.407040,-2.4870E-007
1254.507200,5.5040E-007,1254.507200,5.5040E-007
1254.607360,1.3270E-006,1254.607360,1.3270E-006
1254.707520,-1.0260E-006,1254.707520,-1.0260E-006
1254.807680,-1.4580E-007,1254.807680,-1.4580E-007
1254.907840,5.3630E-008,1254.907840,5.3630E-008
1255.008000,3.8580E-008,1255.008000,3.8580E-008
1255.108160,1.0020E-006,1255.108160,1.0020E-006
1255.208320,6.3250E-007,1255.208320,6.3250E-007
1255.308480,5.7530E-007,1255.308480,5.7530E-007
1255.408640,-3.3350E-007,1255.408640,-3.3350E-007
1255.508800,4.8920E-007,1255.508800,4.8920E-007
1255.608960,6.8520E-007,1255.608960,6.8520E-007
1255.709120,-1.0140E-007,1255.709120,-1.0140E-007
1255.809280,1.1730E-006,1255.809280,1.1730E-006
1255.909440,9.4250E-007,1255.909440,9.4250E-007
1256.009600,1.8790E-007,1256.009600,1.8790E-007
1256.109760,-1.2640E-007,1256.109760,-1.2640E-007
1256.209920,7.7630E-007,1256.209920,7.7630E-007
1256.310080,2.3410E-006,1256.310080,2.3410E-006
1256.410240,-2.8460E-007,1256.410240,-2.8460E-007
1256.510400,-4.6780E-007,1256.510400,-4.6780E-007
1256.610560,7.4040E-007,1256.610560,7.4040E-007
1256.710720,2.4290E-007,1256.710720,2.4290E-007
1256.810880,1.8840E-007,1256.810880,1.8840E-007
1256.911040,3.8100E-007,1256.911040,3.8100E-007
1257.011200,4.9480E-007,1257.011200,4.9480E-007
1257.111360,1.3000E-006,1257.111360,1.3000E-006
1257.211520,-4.9180E-007,1257.211520,-4.9180E-007
1257.311680,3.2220E-008,1257.311680,3.2220E-008
1257.411840,3.9080E-007,1257.411840,3.9080E-007
1257.512000,9.8710E-009,1257.512000,9.8710E-009
1257.612160,6.2660E-007,1257.612160,6.2660E-007
1257.712320,-1.2500E-008,1257.712320,-1.2500E-008
1257.812480,1.7250E-007,1257.812480,1.7250E-007
1257.912640,1.4380E-006,1257.912640,1.4380E-006
1258.012800,9.5650E-007,1258.012800,9.5650E-007
1258.112960,1.1270E-006,1258.112960,1.1270E-006
1258.213120,-8.0010E-007,1258.213120,-8.0010E-007
1258.313280,-6.6150E-007,1258.313280,-6.6150E-007
1258.413440,7.0190E-007,1258.413440,7.0190E-007
1258.513600,-7.0450E-007,1258.513600,-7.0450E-007
1258.613760,1.9870E-006,1258.613760,1.9870E-006
1258.713920,4.3000E-007,1258.713920,4.3000E-007
1258.814080,4.3410E-007,1258.814080,4.3410E-007
1258.914240,1.3080E-006,1258.914240,1.3080E-006
1259.014400,8.3260E-007,1259.014400,8.3260E-007
1259.114560,-1.1170E-007,1259.114560,-1.1170E-007
1259.214720,2.0040E-007,1259.214720,2.0040E-007
1259.314880,6.6180E-009,1259.314880,6.6180E-009
1259.415040,-1.9990E-007,1259.415040,-1.9990E-007
1259.515200,3.6080E-007,1259.515200,3.6080E-007
1259.615360,4.4240E-007,1259.615360,4.4240E-007
1259.715520,1.1610E-006,1259.715520,1.1610E-006
1259.815680,3.3660E-007,1259.815680,3.3660E-007
1259.915840,9.6670E-007,1259.915840,9.6670E-007
1260.016000,1.5120E-006,1260.016000,1.5120E-006
1260.116160,1.3170E-006,1260.116160,1.3170E-006
1260.216320,5.5730E-007,1260.216320,5.5730E-007
1260.316480,7.2140E-007,1260.316480,7.2140E-007
1260.416640,1.0130E-006,1260.416640,1.0130E-006
