File,MUESTRA_0_16_7.csv,
Date/Time,23-02-17/16:41,

Center Wavelength,1471.1,nm
Span Wavelength,557.6,nm
Start Wavelength,1192.3,nm
Stop Wavelength,1749.9,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.494,nm
VBW,2000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1192.3,nm
Stop,1749.9,nm
1192.300000,2.1020E-007
1192.578800,2.2700E-007
1192.857600,1.9870E-007
1193.136400,1.6190E-007
1193.415200,2.1030E-007
1193.694000,1.8250E-007
1193.972800,1.6760E-007
1194.251600,1.7600E-007
1194.530400,2.0140E-007
1194.809200,1.6260E-007
1195.088000,1.3690E-007
1195.366800,1.7060E-007
1195.645600,1.7590E-007
1195.924400,1.9590E-007
1196.203200,1.9740E-007
1196.482000,2.1000E-007
1196.760800,1.6200E-007
1197.039600,1.8130E-007
1197.318400,1.8740E-007
1197.597200,1.6310E-007
1197.876000,1.8140E-007
1198.154800,1.9270E-007
1198.433600,2.0980E-007
1198.712400,1.9390E-007
1198.991200,1.4330E-007
1199.270000,1.8530E-007
1199.548800,2.0390E-007
1199.827600,1.8370E-007
1200.106400,2.2160E-007
1200.385200,2.2840E-007
1200.664000,2.0230E-007
1200.942800,2.0500E-007
1201.221600,1.7870E-007
1201.500400,1.3350E-007
1201.779200,1.6670E-007
1202.058000,1.7670E-007
1202.336800,1.7850E-007
1202.615600,2.0720E-007
1202.894400,1.2740E-007
1203.173200,1.8350E-007
1203.452000,1.8430E-007
1203.730800,1.7280E-007
1204.009600,1.9230E-007
1204.288400,2.1450E-007
1204.567200,2.2880E-007
1204.846000,1.6310E-007
1205.124800,1.2850E-007
1205.403600,1.9520E-007
1205.682400,2.1510E-007
1205.961200,2.0770E-007
1206.240000,1.6830E-007
1206.518800,1.8810E-007
1206.797600,1.7270E-007
1207.076400,1.7660E-007
1207.355200,1.4690E-007
1207.634000,1.8320E-007
1207.912800,1.5270E-007
1208.191600,1.6970E-007
1208.470400,2.0920E-007
1208.749200,1.5510E-007
1209.028000,1.4880E-007
1209.306800,1.7450E-007
1209.585600,2.1400E-007
1209.864400,1.4510E-007
1210.143200,1.4150E-007
1210.422000,2.2420E-007
1210.700800,1.9010E-007
1210.979600,1.6060E-007
1211.258400,1.4710E-007
1211.537200,1.9360E-007
1211.816000,1.4490E-007
1212.094800,1.7910E-007
1212.373600,1.6380E-007
1212.652400,1.2300E-007
1212.931200,1.7080E-007
1213.210000,1.3910E-007
1213.488800,1.9620E-007
1213.767600,1.9380E-007
1214.046400,1.9540E-007
1214.325200,1.5850E-007
1214.604000,1.7380E-007
1214.882800,1.5400E-007
1215.161600,2.0110E-007
1215.440400,1.9100E-007
1215.719200,1.7650E-007
1215.998000,1.8190E-007
1216.276800,1.3520E-007
1216.555600,1.7300E-007
1216.834400,1.1720E-007
1217.113200,2.1100E-007
1217.392000,1.7300E-007
1217.670800,1.6740E-007
1217.949600,1.9960E-007
1218.228400,2.2400E-007
1218.507200,1.7340E-007
1218.786000,1.3710E-007
1219.064800,1.6300E-007
1219.343600,1.7280E-007
1219.622400,1.6120E-007
1219.901200,1.8250E-007
1220.180000,2.0670E-007
1220.458800,1.9800E-007
1220.737600,1.3810E-007
1221.016400,1.5940E-007
1221.295200,2.3060E-007
1221.574000,1.3600E-007
1221.852800,1.5910E-007
1222.131600,1.7200E-007
1222.410400,1.4000E-007
1222.689200,2.1600E-007
1222.968000,2.3450E-007
1223.246800,1.9670E-007
1223.525600,1.3890E-007
1223.804400,1.6780E-007
1224.083200,1.4710E-007
1224.362000,2.1550E-007
1224.640800,1.6280E-007
1224.919600,1.7460E-007
1225.198400,1.2510E-007
1225.477200,1.6360E-007
1225.756000,1.4340E-007
1226.034800,1.7820E-007
1226.313600,1.5720E-007
1226.592400,1.5790E-007
1226.871200,1.8140E-007
1227.150000,1.6920E-007
1227.428800,1.7320E-007
1227.707600,1.6380E-007
1227.986400,2.0750E-007
1228.265200,2.4920E-007
1228.544000,2.0270E-007
1228.822800,2.0650E-007
1229.101600,1.8490E-007
1229.380400,1.6350E-007
1229.659200,2.1730E-007
1229.938000,1.3780E-007
1230.216800,1.8110E-007
1230.495600,1.8610E-007
1230.774400,1.5630E-007
1231.053200,1.5470E-007
1231.332000,1.8900E-007
1231.610800,1.5510E-007
1231.889600,1.4560E-007
1232.168400,1.8870E-007
1232.447200,2.2910E-007
1232.726000,1.4850E-007
1233.004800,1.9770E-007
1233.283600,1.2220E-007
1233.562400,1.6660E-007
1233.841200,2.2270E-007
1234.120000,1.3930E-007
1234.398800,1.2710E-007
1234.677600,1.9360E-007
1234.956400,1.9970E-007
1235.235200,1.4300E-007
