Theta1,Theta2,Theta3,Ancho_espectral,Potencia,Clases
12,0,45,12.55794768587829,0.01188425,1
32,0,45,14.2333561097068,0.01179525,1
40,0,45,15.07867581445666,0.0117869999999999,1
44,0,45,15.58891383444079,0.01182325,1
60,0,45,16.51800396038205,0.01174125,1
64,0,45,17.20339831558464,0.0116755,1
68,0,45,17.19578282274906,0.01171525,1
72,0,45,17.20339831558464,0.011675,1
76,0,45,17.24147577976256,0.01165525,1
80,0,45,17.3633236651319,0.0116965,1
84,0,45,17.34809267946074,0.0116715,1
88,0,45,17.38617014363865,0.011694,1
92,0,45,17.18055183707788,0.01167825,1
96,0,45,17.11201240155761,0.0116785,1
104,0,45,17.27955324394048,0.01166425,1
108,0,45,17.38617014363865,0.01167175,1
112,0,45,17.22624479409138,0.01169175,1
116,0,45,17.30239972244723,0.011687,1
120,0,45,17.21101380842023,0.011686,1
124,0,45,17.09678141588646,0.01173825,1
128,0,45,16.76169973112076,0.011718,1
132,0,45,16.78454620962751,0.01170275,1
144,0,45,15.62699129861871,0.01172075,1
148,0,45,15.34521806370209,0.0117585,1
156,0,45,15.13198426430574,0.0117935,1
160,0,45,14.94159694341614,0.0117575,1
164,0,45,14.80451807237562,0.01180925,1
168,0,45,14.05819977448837,0.011794,1
172,0,45,14.77405610103329,0.011766,1
176,0,45,14.50751385178784,0.0118125,1
180,0,45,14.21812512403563,0.01179325,1
188,0,45,14.47705188044551,0.011783,1
192,0,45,14.78928708670445,0.011777,1
208,0,45,15.28429412101742,0.011772,1
12,4,45,12.07055614440091,0.0118842499999999,1
16,4,45,13.07580119869802,0.01185525,1
32,4,45,14.43897441626758,0.01185825,1
36,4,45,14.2333561097068,0.011849,1
40,4,45,15.61937580578313,0.01184425,1
44,4,45,15.83260960517948,0.011785,1
52,4,45,16.38092508934155,0.01172825,1
56,4,45,16.41138706068388,0.01175625,1
60,4,45,16.93685606633919,0.01171975,1
64,4,45,17.16532085140672,0.01170275,1
68,4,45,17.24909127259815,0.01170925,1
72,4,45,17.24147577976256,0.0116825,1
76,4,45,17.34047718662515,0.01168725,1
80,4,45,17.45470957915891,0.0116635,1
84,4,45,17.32524620095397,0.01171975,1
88,4,45,17.53848000035034,0.011654,1
92,4,45,17.63748140721293,0.01168175,1
96,4,45,17.53086450751475,0.01169575,1
100,4,45,17.78979126392461,0.0116995,1
104,4,45,17.22624479409139,0.01166125,1
108,4,45,17.5537109860215,0.0116757499999999,1
112,4,45,17.50040253617242,0.01163575,1
116,4,45,17.48517155050125,0.01169425,1
120,4,45,17.34047718662514,0.01169625,1
124,4,45,17.31001521528282,0.01169075,1
128,4,45,17.21101380842021,0.01168825,1
136,4,45,16.77693071679192,0.01171475,1
140,4,45,17.08155043021529,0.011703,1
144,4,45,16.51800396038206,0.0117135,1
148,4,45,16.28192368247895,0.011736,1
152,4,45,15.99253495472676,0.01173975,1
156,4,45,15.77930115533039,0.0117465,1
164,4,45,15.19290820699042,0.011809,1
168,4,45,15.23860116400392,0.011755,1
172,4,45,15.10913778579899,0.011761,1
176,4,45,15.19290820699041,0.011779,1
180,4,45,14.71313215834861,0.01177475,1
184,4,45,14.7664406081977,0.0118075,1
188,4,45,14.91113497207379,0.01175475,1
192,4,45,14.75882511536212,0.01177825,1
196,4,45,14.89590398640263,0.01180825,1
200,4,45,15.18529271415483,0.0117485,1
204,4,45,15.85545608368624,0.01172875,1
208,4,45,15.85545608368624,0.01175425,1
212,4,45,16.32000114665687,0.0117545,1
0,8,45,12.96156880616424,0.0119224999999999,1
8,8,45,12.58840965722062,0.0118985,1
12,8,45,12.82448993512374,0.01193775,1
16,8,45,13.25857302675204,0.01189475,1
20,8,45,13.56319274017539,0.011956,1
24,8,45,14.02012231031045,0.0118845,1
28,8,45,14.70551666551303,0.01184375,1
32,8,45,14.77405610103329,0.01186175,1
36,8,45,15.27667862818182,0.01180925,1
40,8,45,15.46706594907145,0.01180475,1
44,8,45,16.00015044756235,0.01179775,1
52,8,45,16.68554480276492,0.01175975,1
56,8,45,16.96731803768152,0.0117524999999999,1
60,8,45,16.95208705201035,0.01174175,1
64,8,45,17.17293634424229,0.011716,1
68,8,45,17.2643222582693,0.0116645,1
72,8,45,17.38617014363865,0.0116757499999999,1
76,8,45,17.28716873677607,0.011675,1
80,8,45,17.32524620095399,0.01167225,1
84,8,45,17.49278704333684,0.01164675,1
88,8,45,17.24909127259815,0.01166375,1
92,8,45,17.43947859348774,0.01167325,1
96,8,45,17.42424760781657,0.0116755,1
100,8,45,17.45470957915891,0.01168675,1
104,8,45,17.30239972244723,0.01174225,1
108,8,45,17.56132647885709,0.0117285,1
112,8,45,17.25670676543374,0.011692,1
116,8,45,17.18816732991347,0.01166775,1
120,8,45,17.35570817229632,0.01169725,1
124,8,45,17.24909127259813,0.01174675,1
128,8,45,16.99778000902386,0.011721,1
132,8,45,17.24147577976256,0.0117105,1
136,8,45,16.95970254484594,0.01173275,1
140,8,45,16.83023916664101,0.011713,1
144,8,45,16.75408423828517,0.01176375,1
148,8,45,16.44184903202622,0.0117265,1
152,8,45,16.15246030427402,0.01174375,1
156,8,45,16.23623072546545,0.0117715,1
160,8,45,15.81737861950832,0.01176525,1
164,8,45,15.72599270548131,0.01177425,1
168,8,45,15.4366039777291,0.0117697499999999,1
172,8,45,15.80976312667274,0.0118025,1
176,8,45,15.55845186309846,0.01180525,1
180,8,45,15.32998707803093,0.0118255,1
184,8,45,14.92636595774497,0.011786,1
192,8,45,15.76407016965923,0.01179325,1
196,8,45,15.31475609235978,0.011791,1
200,8,45,15.77168566249482,0.0117995,1
204,8,45,15.8326096051795,0.01174,1
208,8,45,16.36569410367038,0.01173225,1
212,8,45,16.57892790306673,0.011739,1
0,12,45,13.58603921868216,0.0119405,1
4,12,45,14.56082230163694,0.01188625,1
8,12,45,13.64696316136684,0.0119565,1
16,12,45,12.55033219304271,0.011936,1
20,12,45,13.78404203240733,0.01194325,1
24,12,45,13.8525814679276,0.0119515,1
28,12,45,13.60127020435333,0.0119467499999999,1
32,12,45,14.00489132463928,0.01185625,1
36,12,45,14.78928708670445,0.01189325,1
40,12,45,15.78691664816598,0.01189225,1
44,12,45,15.91638002637091,0.01186775,1
48,12,45,15.74122369115247,0.0118625,1
52,12,45,16.16769128994518,0.01179325,1
56,12,45,16.57131241023115,0.0117625,1
60,12,45,16.70839128127167,0.0117454999999999,1
64,12,45,16.94447155917476,0.011745,1
68,12,45,17.28716873677607,0.0116934999999999,1
72,12,45,16.99016451618827,0.01171275,1
76,12,45,17.30239972244722,0.01177,1
80,12,45,17.02062648753062,0.01170775,1
84,12,45,17.13485888006438,0.01174775,1
88,12,45,17.05108845887295,0.0116595,1
92,12,45,17.31001521528281,0.01169475,1
96,12,45,17.02824198036619,0.01165125,1
100,12,45,17.2719377511049,0.01173025,1
108,12,45,17.09678141588645,0.0117425,1
112,12,45,16.99016451618829,0.0117247499999999,1
116,12,45,17.01301099469503,0.0117155,1
120,12,45,17.28716873677605,0.011715,1
124,12,45,17.04347296603736,0.01169075,1
128,12,45,16.89116310932567,0.011738,1
132,12,45,17.05870395170853,0.01171825,1
136,12,45,17.416632114981,0.011679,1
140,12,45,17.27955324394048,0.01176225,1
144,12,45,17.1729363442423,0.01177025,1
148,12,45,16.89877860216126,0.01172,1
152,12,45,16.66269832425816,0.0117575,1
156,12,45,16.72362226694282,0.0117445,1
160,12,45,16.17530678278077,0.011772,1
164,12,45,16.06868988308258,0.0117655,1
168,12,45,16.3047701609857,0.0117455,1
172,12,45,16.44946452486181,0.0117815,1
176,12,45,16.09153636158934,0.01182375,1
184,12,45,15.5356053845917,0.01177475,1
188,12,45,15.7336081983169,0.011852,1
196,12,45,16.08392086875376,0.01177725,1
200,12,45,16.44184903202621,0.0117675,1
212,12,45,16.94447155917476,0.01175475,1
0,16,45,12.18478853693466,0.011945,1
4,16,45,12.10863360857884,0.011977,1
8,16,45,13.07580119869802,0.01193575,1
12,16,45,13.19003359123178,0.0119595,1
20,16,45,13.42611386913489,0.01191825,1
24,16,45,13.6088856971889,0.0119145,1
28,16,45,14.17243216702214,0.01192675,1
32,16,45,14.46182089477434,0.011921,1
36,16,45,14.73597863685537,0.01186975,1
40,16,45,15.84022509801507,0.011895,1
44,16,45,16.44184903202622,0.0118815,1
48,16,45,16.26669269680778,0.01185975,1
52,16,45,16.8378546594766,0.0118225,1
56,16,45,16.53323494605322,0.01177425,1
60,16,45,16.86070113798334,0.01174225,1
64,16,45,16.73123775977843,0.011706,1
68,16,45,17.08155043021528,0.01173275,1
72,16,45,16.89116310932567,0.01172975,1
76,16,45,16.89116310932569,0.0117135,1
80,16,45,16.39615607501271,0.01175775,1
84,16,45,16.89116310932567,0.01171825,1
88,16,45,16.8378546594766,0.011693,1
92,16,45,16.9825490233527,0.0116875,1
96,16,45,16.87593212365452,0.01168675,1
100,16,45,16.830239166641,0.01171325,1
104,16,45,16.78454620962751,0.011679,1
108,16,45,16.93685606633919,0.01169025,1
112,16,45,17.05108845887295,0.01169675,1
116,16,45,16.86070113798334,0.01173425,1
120,16,45,16.84547015231218,0.0117485,1
124,16,45,16.94447155917478,0.011736,1
128,16,45,16.91400958783243,0.0117435,1
132,16,45,16.70077578843608,0.0117755,1
136,16,45,16.89877860216126,0.01172875,1
140,16,45,16.87593212365451,0.011734,1
144,16,45,16.22861523262986,0.011718,1
148,16,45,17.10439690872204,0.01178325,1
152,16,45,16.66269832425816,0.011757,1
156,16,45,16.78454620962751,0.0117675,1
160,16,45,16.49515748187531,0.011711,1
164,16,45,16.80739268813427,0.011765,1
168,16,45,16.25146171113662,0.011775,1
172,16,45,15.98491946189118,0.01179,1
176,16,45,15.98491946189117,0.011791,1
180,16,45,16.1067673472605,0.0117995,1
184,16,45,16.22861523262986,0.0117925,1
188,16,45,16.3047701609857,0.01179575,1
192,16,45,16.0686898830826,0.01180125,1
196,16,45,16.13722931860284,0.0118167499999999,1
200,16,45,16.5484659317244,0.0118357499999999,1
204,16,45,16.46469551053296,0.011765,1
208,16,45,16.75408423828517,0.01174025,1
0,20,45,12.28378994379726,0.0119805,1
4,20,45,12.71025754258997,0.01198525,1
8,20,45,13.76881104673618,0.0120505,1
12,20,45,12.54271670020712,0.01198625,1
16,20,45,13.86019696076319,0.01198225,1
20,20,45,13.55557724733983,0.0119835,1
24,20,45,14.11912371717305,0.01198375,1
28,20,45,15.04059835027872,0.01195775,1
