Theta1,Theta2,Theta3,Ancho_espectral,Potencia,Clases
28,0,70,6.70690536143736,0.011267,1
32,0,70,6.70690536143736,0.01125025,1
36,0,70,6.595835591120558,0.0112527499999999,1
40,0,70,6.43350284988832,0.01128875,1
84,0,70,5.425331088551238,0.0113515,0
88,0,70,5.305717489748538,0.0113505,0
92,0,70,5.348436632178076,0.011335,0
96,0,70,5.331348975206264,0.0113129999999999,0
100,0,70,5.35698046066399,0.01132725,0
104,0,70,5.29717366126264,0.01133575,0
108,0,70,5.331348975206264,0.01133225,0
112,0,70,5.29717366126264,0.01132,0
116,0,70,5.28862983277671,0.01132675,0
120,0,70,5.331348975206264,0.011326,0
124,0,70,5.348436632178093,0.0113025,0
128,0,70,5.356980460663974,0.01132475,0
132,0,70,5.35698046066399,0.01130775,0
136,0,70,5.365524289149888,0.011315,0
140,0,70,5.399699603093512,0.011327,0
144,0,70,5.391155774607614,0.0113695,0
148,0,70,5.433874917037135,0.0113308,0
152,0,70,5.442418745523049,0.01135175,0
156,0,70,5.408243431579426,0.0113365,0
160,0,70,5.450962574008964,0.0113409999999999,0
164,0,70,5.339892803692162,0.01133025,0
168,0,70,5.459506402494878,0.01134675,0
172,0,70,5.442418745523066,0.01133225,0
176,0,70,5.433874917037152,0.0113415,0
180,0,70,5.339892803692162,0.01134525,0
184,0,70,5.35698046066399,0.01133375,0
188,0,70,5.459506402494862,0.01134275,0
192,0,70,5.391155774607614,0.0113604999999999,0
196,0,70,5.331348975206248,0.01134,0
200,0,70,5.459506402494862,0.011327,0
204,0,70,5.502225544924416,0.0113255,0
208,0,70,5.485137887952588,0.01130875,0
0,4,70,8.142268547069822,0.0111783333333333,1
4,4,70,7.920129006436218,0.01119025,1
8,4,70,8.18498768949936,0.01118475,1
12,4,70,7.749252436718066,0.0111975,1
16,4,70,8.313145116787958,0.011155,1
20,4,70,7.91158517795032,0.01117025,1
24,4,70,7.817603064605347,0.01119475,1
28,4,70,7.655270323373091,0.01121575,1
32,4,70,7.621095009429452,0.01118925,1
40,4,70,7.270798041507267,0.01122425,1
44,4,70,6.997395529958212,0.01122825,1
48,4,70,6.835062788725974,0.01125275,1
52,4,70,6.672730047493737,0.0112526,1
80,4,70,5.468050230980792,0.011372,0
84,4,70,5.433874917037152,0.0113635,0
88,4,70,5.41678726006534,0.01137475,0
92,4,70,5.339892803692162,0.011351,0
96,4,70,5.408243431579426,0.01133975,0
100,4,70,5.356980460663974,0.01138325,0
104,4,70,5.280086004290812,0.01135175,0
108,4,70,5.34843663217806,0.01133475,0
112,4,70,5.288629832776726,0.011346,0
116,4,70,5.365524289149888,0.01135775,0
120,4,70,5.374068117635802,0.0113376,0
124,4,70,5.339892803692162,0.011352,0
128,4,70,5.331348975206264,0.0113805,0
132,4,70,5.356980460663974,0.01135925,0
136,4,70,5.374068117635802,0.0113493333333333,0
140,4,70,5.365524289149888,0.011342,0
144,4,70,5.374068117635802,0.0113645,0
148,4,70,5.3826119461217,0.01137825,0
152,4,70,5.39115577460763,0.0113497499999999,0
164,4,70,5.305717489748538,0.0113637499999999,0
168,4,70,5.254454518833103,0.01136575,0
180,4,70,5.356980460663974,0.01136375,0
184,4,70,5.32280514672035,0.0113531999999999,0
188,4,70,5.254454518833086,0.01135425,0
192,4,70,5.280086004290828,0.01135175,0
196,4,70,5.280086004290812,0.0113499999999999,0
200,4,70,5.280086004290828,0.011359,0
204,4,70,5.237366861861291,0.0113639999999999,0
208,4,70,5.288629832776726,0.01134025,0
212,4,70,5.47659405946669,0.01134825,0
0,8,70,8.244794488900693,0.0111697499999999,1
4,8,70,8.355864259217512,0.01113375,1
8,8,70,8.184987689499344,0.01114925,1
12,8,70,8.347320430731598,0.01112875,1
28,8,70,8.219163003442985,0.0111678,1
32,8,70,8.056830262210745,0.01117775,1
40,8,70,7.586919695485829,0.0112046666666666,1
44,8,70,7.501481410626753,0.01118025,1
52,8,70,7.031570843901836,0.01125125,1
60,8,70,6.655642390521908,0.011252,1
80,8,70,5.698733600100278,0.011346,0
84,8,70,5.493681716438502,0.0113625,0
88,8,70,5.485137887952604,0.0113735,0
92,8,70,5.476594059466706,0.01137775,0
96,8,70,5.502225544924416,0.0113722,0
100,8,70,5.399699603093528,0.011382,0
104,8,70,5.391155774607614,0.01139075,0
108,8,70,5.382611946121716,0.0113776666666666,0
112,8,70,5.399699603093528,0.011367,0
116,8,70,5.408243431579426,0.011377,0
120,8,70,5.399699603093528,0.011368,0
124,8,70,5.374068117635802,0.01139375,0
128,8,70,5.433874917037168,0.01139,0
132,8,70,5.382611946121716,0.011366,0
136,8,70,5.425331088551254,0.01137325,0
140,8,70,5.391155774607614,0.0113944,0
144,8,70,5.399699603093528,0.01138225,0
148,8,70,5.408243431579426,0.0113759999999999,0
152,8,70,5.391155774607614,0.01136875,0
156,8,70,5.391155774607614,0.011362,0
160,8,70,5.374068117635786,0.01136875,0
164,8,70,5.391155774607614,0.01135825,0
168,8,70,5.339892803692162,0.01137225,0
172,8,70,5.416787260065324,0.011379,0
176,8,70,5.433874917037152,0.0113555,0
180,8,70,5.476594059466674,0.01135475,0
184,8,70,5.527857030382142,0.0113525,0
188,8,70,5.425331088551238,0.01136475,0
192,8,70,5.425331088551238,0.01135375,0
196,8,70,5.527857030382142,0.011365,0
200,8,70,5.5022255449244,0.011353,0
204,8,70,5.47659405946669,0.0113797999999999,0
208,8,70,5.391155774607614,0.0113639999999999,0
212,8,70,5.35698046066399,0.0113745,0
0,12,70,8.347320430731598,0.01115525,1
4,12,70,8.526740828935663,0.01117625,1
8,12,70,8.62926677076655,0.01114125,1
12,12,70,8.663442084710175,0.01114225,1
16,12,70,8.603635285308826,0.01116425,1
20,12,70,8.595091456822928,0.01114425,1
24,12,70,8.466934029534313,0.011179,1
28,12,70,8.415671058618862,0.0111764999999999,1
32,12,70,8.30460128830206,0.01116575,1
36,12,70,8.236250660414813,0.0112007499999999,1
44,12,70,7.868866035520782,0.01119725,1
76,12,70,6.049030568022479,0.01134825,1
80,12,70,5.732908914043917,0.011359,0
84,12,70,5.656014457670755,0.01137225,0
88,12,70,5.562032344325766,0.0114,0
92,12,70,5.519313201896228,0.01138275,0
96,12,70,5.536400858868039,0.0114015,0
100,12,70,5.450962574008964,0.011412,0
104,12,70,5.476594059466706,0.0114085,0
108,12,70,5.408243431579426,0.0114005,0
112,12,70,5.442418745523066,0.0113856,0
116,12,70,5.425331088551254,0.01141425,0
120,12,70,5.408243431579426,0.0113882499999999,0
124,12,70,5.459506402494878,0.01139725,0
128,12,70,5.450962574008964,0.0114026666666666,0
132,12,70,5.450962574008964,0.0113914999999999,0
136,12,70,5.442418745523049,0.0113879999999999,0
140,12,70,5.459506402494878,0.01139325,0
144,12,70,5.450962574008964,0.011393,0
148,12,70,5.425331088551238,0.011359,0
152,12,70,5.493681716438502,0.01139425,0
156,12,70,5.527857030382125,0.01137225,0
160,12,70,5.715821257072089,0.011362,0
164,12,70,5.656014457670739,0.0113765,0
168,12,70,5.801259541931182,0.01136425,0
172,12,70,5.775628056473456,0.0113525,0
176,12,70,5.784171884959354,0.0113445,0
180,12,70,5.90378548376207,0.0113528,0
188,12,70,5.861066341332531,0.01136075,0
192,12,70,5.775628056473456,0.011365,0
196,12,70,5.861066341332515,0.0113543333333333,0
200,12,70,5.818347198902994,0.011367,0
204,12,70,5.656014457670739,0.0113595,0
208,12,70,5.408243431579426,0.01137825,0
212,12,70,5.391155774607614,0.01137275,0
0,16,70,8.560916142879288,0.01117775,1
8,16,70,8.894125453829677,0.0111365,1
12,16,70,9.073545852033726,0.01116725,1
16,16,70,8.586547628337014,0.0111652,1
20,16,70,8.65489825622426,0.01115475,1
28,16,70,8.603635285308826,0.011163,1
32,16,70,8.270425974358435,0.0111736666666666,1
36,16,70,8.381495744675222,0.011168,1
40,16,70,7.988479634323482,0.0112217499999999,1
44,16,70,7.988479634323482,0.01119875,1
72,16,70,6.373696050486971,0.01132425,1
80,16,70,6.040486739536597,0.01136,0
84,16,70,5.929416969219795,0.0113655,0
88,16,70,5.835434855874805,0.01137,0
92,16,70,5.664558286156653,0.01140125,0
96,16,70,5.80980337041708,0.0114226666666666,0
100,16,70,5.792715713445268,0.011425,0
104,16,70,5.59620765826939,0.01138025,0
108,16,70,5.5022255449244,0.0114089999999999,0
112,16,70,5.536400858868039,0.01142,0
116,16,70,5.527857030382142,0.0114305,0
120,16,70,5.519313201896228,0.011414,0
124,16,70,5.527857030382125,0.011429,0
128,16,70,5.621839143727116,0.011413,0
136,16,70,5.579120001297578,0.01142425,0
140,16,70,5.570576172811664,0.01140975,0
144,16,70,5.57057617281168,0.01140125,0
148,16,70,5.638926800698927,0.0113894,0
152,16,70,5.690189771614364,0.01139575,0
156,16,70,5.818347198902994,0.011368,0
164,16,70,5.895241655276156,0.011384,0
168,16,70,5.972136111649317,0.011356,0
172,16,70,6.040486739536597,0.01135125,0
176,16,70,6.100293538937947,0.01135225,0
180,16,70,6.168644166825195,0.0113315,0
184,16,70,6.168644166825195,0.01135225,0
188,16,70,6.390783707458782,0.011325,0
192,16,70,6.279713937141981,0.01134325,0
196,16,70,6.091749710452033,0.0113505,0
200,16,70,5.852522512846617,0.01138975,0
204,16,70,6.057574396508393,0.01137475,0
208,16,70,5.63038297221303,0.01136325,0
212,16,70,5.468050230980776,0.011386,0
0,20,70,8.381495744675222,0.01117325,1
8,20,70,8.475477858020211,0.0112055,1
12,20,70,8.646354427738363,0.0111805,1
16,20,70,8.449846372562485,0.01118475,1
20,20,70,8.501109343477937,0.0111762499999999,1
24,20,70,8.432758715590673,0.01119875,1
28,20,70,8.372951916189324,0.0111915,1
32,20,70,8.415671058618862,0.01120025,1
36,20,70,8.150812375555736,0.0112125,1
40,20,70,8.261882145872521,0.01122325,1
44,20,70,8.193531517985258,0.01121,1
56,20,70,7.578375866999915,0.011231,1
64,20,70,6.988851701472313,0.0112802499999999,1
68,20,70,6.937588730556862,0.01131975,1
72,20,70,6.792343646296436,0.0113103333333333,1
76,20,70,6.52748496323331,0.01134975,1
80,20,70,6.296801594113792,0.01134425,1
84,20,70,6.10029353893793,0.0113882499999999,0
88,20,70,5.946504626191607,0.011384,0
92,20,70,5.929416969219795,0.01140025,0
96,20,70,5.886697826790241,0.01141475,0
100,20,70,5.749996571015729,0.01142375,0
104,20,70,5.69018977161438,0.01140625,0
108,20,70,5.767084227987557,0.0114175,0
112,20,70,5.749996571015729,0.01140075,0
116,20,70,5.664558286156653,0.01142525,0
120,20,70,5.724365085558003,0.01141375,0
124,20,70,5.579120001297578,0.0114212,0
128,20,70,5.835434855874805,0.01143825,0
132,20,70,5.673102114642568,0.011448,0
136,20,70,5.63038297221303,0.01142,0
140,20,70,5.80980337041708,0.01142925,0
144,20,70,5.861066341332531,0.0114185,0
148,20,70,5.801259541931182,0.01139275,0
152,20,70,5.861066341332531,0.01138175,0
156,20,70,5.895241655276156,0.0113735,0
