File,MUESTRA_0_0_48.csv,
Date/Time,23-02-16/17:20,

Center Wavelength,1471.1,nm
Span Wavelength,557.6,nm
Start Wavelength,1192.3,nm
Stop Wavelength,1749.9,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.494,nm
VBW,2000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1192.3,nm
Stop,1749.9,nm
1192.300000,8.7860E-007
1192.578800,8.6160E-007
1192.857600,8.5630E-007
1193.136400,8.3380E-007
1193.415200,8.7390E-007
1193.694000,8.4950E-007
1193.972800,8.2380E-007
1194.251600,8.5790E-007
1194.530400,8.5710E-007
1194.809200,8.6020E-007
1195.088000,7.6190E-007
1195.366800,8.1970E-007
1195.645600,8.5390E-007
1195.924400,8.8600E-007
1196.203200,8.6050E-007
1196.482000,8.5720E-007
1196.760800,8.4710E-007
1197.039600,7.9950E-007
1197.318400,7.9510E-007
1197.597200,8.2700E-007
1197.876000,7.9140E-007
1198.154800,8.3090E-007
1198.433600,8.1290E-007
1198.712400,8.6490E-007
1198.991200,8.4430E-007
1199.270000,8.2790E-007
1199.548800,8.6850E-007
1199.827600,8.4400E-007
1200.106400,8.2840E-007
1200.385200,8.4750E-007
1200.664000,8.3920E-007
1200.942800,8.3020E-007
1201.221600,8.5000E-007
1201.500400,8.3040E-007
1201.779200,8.4510E-007
1202.058000,8.6350E-007
1202.336800,8.0210E-007
1202.615600,8.7140E-007
1202.894400,8.5740E-007
1203.173200,8.3560E-007
1203.452000,8.1230E-007
1203.730800,8.1870E-007
1204.009600,8.7520E-007
1204.288400,8.6140E-007
1204.567200,7.8160E-007
1204.846000,8.1360E-007
1205.124800,8.4650E-007
1205.403600,8.1070E-007
1205.682400,8.1540E-007
1205.961200,8.3810E-007
1206.240000,8.7040E-007
1206.518800,8.1140E-007
1206.797600,7.9660E-007
1207.076400,8.0220E-007
1207.355200,8.5430E-007
1207.634000,8.1790E-007
1207.912800,8.4860E-007
1208.191600,8.0100E-007
1208.470400,7.8660E-007
1208.749200,7.8730E-007
1209.028000,7.8030E-007
1209.306800,8.5460E-007
1209.585600,8.4030E-007
1209.864400,8.4530E-007
1210.143200,7.8080E-007
1210.422000,8.4050E-007
1210.700800,8.0130E-007
1210.979600,7.6560E-007
1211.258400,7.9890E-007
1211.537200,8.8900E-007
1211.816000,8.3180E-007
1212.094800,8.2570E-007
1212.373600,8.1340E-007
1212.652400,8.0640E-007
1212.931200,8.1730E-007
1213.210000,8.5040E-007
1213.488800,7.6380E-007
1213.767600,8.2260E-007
1214.046400,8.1330E-007
1214.325200,8.0920E-007
1214.604000,8.3910E-007
1214.882800,8.2510E-007
1215.161600,7.8100E-007
1215.440400,7.9890E-007
1215.719200,8.4990E-007
1215.998000,7.5080E-007
1216.276800,7.8140E-007
1216.555600,7.9490E-007
1216.834400,8.0680E-007
1217.113200,7.8880E-007
1217.392000,8.2130E-007
1217.670800,7.5240E-007
1217.949600,8.2450E-007
1218.228400,8.2360E-007
1218.507200,8.3450E-007
1218.786000,7.6840E-007
1219.064800,7.9810E-007
1219.343600,8.1060E-007
1219.622400,7.5170E-007
1219.901200,8.1970E-007
1220.180000,7.3320E-007
1220.458800,7.8420E-007
1220.737600,8.3130E-007
1221.016400,7.4300E-007
1221.295200,7.6520E-007
1221.574000,7.8630E-007
1221.852800,8.5340E-007
1222.131600,8.2060E-007
1222.410400,8.0410E-007
1222.689200,8.1780E-007
1222.968000,8.0400E-007
1223.246800,7.5160E-007
1223.525600,8.0680E-007
1223.804400,7.8110E-007
1224.083200,7.9170E-007
1224.362000,7.8110E-007
1224.640800,7.8820E-007
1224.919600,7.5970E-007
1225.198400,7.8690E-007
1225.477200,8.0140E-007
1225.756000,8.1610E-007
1226.034800,7.5610E-007
1226.313600,7.9420E-007
1226.592400,8.2800E-007
1226.871200,8.1600E-007
1227.150000,7.6830E-007
1227.428800,8.0560E-007
1227.707600,7.6940E-007
1227.986400,7.6360E-007
1228.265200,8.2160E-007
1228.544000,7.8770E-007
1228.822800,7.6950E-007
1229.101600,7.9970E-007
1229.380400,7.5830E-007
1229.659200,7.7600E-007
1229.938000,7.9330E-007
1230.216800,7.8300E-007
1230.495600,7.3320E-007
1230.774400,7.4270E-007
1231.053200,8.0300E-007
1231.332000,7.8680E-007
1231.610800,7.9110E-007
1231.889600,7.9320E-007
1232.168400,7.9640E-007
1232.447200,7.6630E-007
1232.726000,8.1290E-007
1233.004800,7.9140E-007
1233.283600,7.8030E-007
1233.562400,7.6970E-007
1233.841200,7.8190E-007
1234.120000,7.5040E-007
1234.398800,7.6750E-007
1234.677600,7.5140E-007
1234.956400,7.4430E-007
1235.235200,7.0840E-007
