Theta1,Theta2,Theta3,Ancho_espectral,Potencia,Clases
28,0,0,10.92996969,0.0121045,0
32,0,0,10.80102061,0.01211425,0
36,0,0,10.75189715,0.012115,0
40,0,0,10.65365023,0.012121,0
48,0,0,10.78873974,0.012137,0
52,0,0,10.57382461,0.0121565,0
60,0,0,10.48785855,0.01215,0
64,0,0,9.886096177,0.012143,0
68,0,0,9.81855142,0.012148,0
72,0,0,10.63522893,0.01217075,0
76,0,0,10.61680763,0.01216325,0
80,0,0,10.05188785,0.01220425,0
84,0,0,10.48171812,0.0121615,0
88,0,0,10.50627985,0.0121895,0
92,0,0,9.68960234,0.0121895,0
96,0,0,9.68960234,0.01216875,0
100,0,0,10.4203138,0.01216425,0
104,0,0,10.45715639,0.01218525,0
108,0,0,10.48171812,0.0121515,0
112,0,0,10.51856071,0.012155,0
116,0,0,10.51856071,0.012171,0
120,0,0,10.67821196,0.012171,0
124,0,0,10.1746965,0.012168,0
128,0,0,10.29136472,0.012124,0
132,0,0,10.26680299,0.012129,0
136,0,0,10.34662861,0.01211425,0
140,0,0,10.39575207,0.012113,0
144,0,0,10.39575207,0.01210475,0
148,0,0,10.61680763,0.01211425,0
152,0,0,10.5922459,0.01209675,0
156,0,0,10.50627985,0.0120875,0
160,0,0,10.93611012,0.012079,0
164,0,0,10.41417336,0.012086,0
168,0,0,11.27997433,0.01208275,0
172,0,0,10.65365023,0.012068,0
176,0,0,11.30453606,0.01208175,0
180,0,0,11.35979995,0.01207675,0
184,0,0,11.29839563,0.0120925,0
188,0,0,11.35365952,0.012066,0
192,0,0,11.36594039,0.01209475,0
196,0,0,11.32909779,0.01210875,0
200,0,0,10.6290885,0.0121165,0
204,0,0,10.6290885,0.01214875,0
212,0,0,10.25452212,0.012145,0
8,4,0,11.53173206,0.01210075,0
28,4,0,11.37208082,0.01215175,0
44,4,0,10.82558234,0.012182,0
48,4,0,10.88084623,0.0121775,0
52,4,0,10.73347585,0.01217525,0
56,4,0,10.27908385,0.01218075,0
64,4,0,10.1746965,0.012167,0
68,4,0,10.90540796,0.01218175,0
72,4,0,10.24838169,0.01217825,0
76,4,0,10.78873974,0.0121905,0
80,4,0,10.04574742,0.01217125,0
84,4,0,10.53698201,0.012158,0
88,4,0,10.60452677,0.012164,0
92,4,0,9.984343095,0.0121915,0
96,4,0,9.775568394,0.01218175,0
100,4,0,9.751006664,0.01217825,0
104,4,0,9.922938771,0.01218975,0
108,4,0,9.806270556,0.01219675,0
112,4,0,10.08259001,0.01218525,0
116,4,0,9.726444934,0.012188,0
120,4,0,10.70277369,0.01218075,0
124,4,0,10.68435239,0.0121595,0
128,4,0,10.41417336,0.01217525,0
132,4,0,10.27908385,0.01216875,0
136,4,0,10.00276439,0.01216925,0
140,4,0,10.38961163,0.0121575,0
144,4,0,11.10804223,0.01214,0
148,4,0,11.12032309,0.0121515,0
152,4,0,10.65365023,0.01212875,0
156,4,0,11.17558698,0.01214425,0
160,4,0,11.10190179,0.012147,0
164,4,0,10.77645888,0.0121375,0
168,4,0,10.50013942,0.01214325,0
172,4,0,11.42120428,0.01213325,0
176,4,0,10.88698666,0.0121425,0
180,4,0,10.93611012,0.012107,0
184,4,0,11.50717033,0.012107,0
188,4,0,11.56857466,0.0121535,0
192,4,0,11.47646817,0.01213575,0
196,4,0,10.88698666,0.01214775,0
200,4,0,11.12032309,0.0121305,0
204,4,0,11.39050212,0.0121405,0
208,4,0,11.28611477,0.0121905,0
212,4,0,11.07734006,0.01216575,0
24,8,0,10.84400363,0.01217425,0
28,8,0,11.08962093,0.0121845,0
32,8,0,10.99751444,0.01219325,0
36,8,0,10.56154374,0.01219925,0
40,8,0,10.86242493,0.01219975,0
44,8,0,10.86242493,0.0121975,0
48,8,0,10.78259931,0.01218325,0
52,8,0,10.51856071,0.01219725,0
56,8,0,10.58610547,0.012194,0
60,8,0,10.78873974,0.01219475,0
64,8,0,10.8378632,0.012197,0
68,8,0,10.70891412,0.01220175,0
72,8,0,10.43259466,0.01220125,0
76,8,0,10.70891412,0.01221225,0
80,8,0,10.63522893,0.01218425,0
84,8,0,9.591355421,0.01220875,0
88,8,0,10.58610547,0.0121905,0
92,8,0,10.62294807,0.0121755,0
96,8,0,10.02118569,0.01220075,0
100,8,0,10.57996504,0.01220525,0
104,8,0,10.5922459,0.01220325,0
108,8,0,10.55540331,0.0121895,0
120,8,0,9.929079204,0.012191,0
124,8,0,10.60452677,0.01218625,0
128,8,0,10.5922459,0.012192,0
132,8,0,10.55540331,0.01216525,0
136,8,0,10.79488017,0.01215525,0
140,8,0,10.93611012,0.01220575,0
144,8,0,10.69663325,0.012195,0
148,8,0,11.0282166,0.01217025,0
152,8,0,10.37119034,0.01219325,0
156,8,0,10.51242028,0.01219525,0
160,8,0,11.01593574,0.01217075,0
164,8,0,11.10804223,0.01218025,0
168,8,0,10.86856536,0.01216225,0
172,8,0,11.37208082,0.012184,0
180,8,0,11.23085087,0.0121895,0
184,8,0,11.21857001,0.0121585,0
188,8,0,11.52559163,0.01218875,0
192,8,0,11.24313174,0.0121975,0
196,8,0,11.12032309,0.012223,0
200,8,0,10.55540331,0.0122045,0
204,8,0,10.67821196,0.0121965,0
208,8,0,11.05277833,0.01219675,0
212,8,0,9.708023637,0.0122065,0
8,12,0,11.0282166,0.0121905,0
12,12,0,10.94225055,0.01220325,0
16,12,0,10.50627985,0.01220325,0
20,12,0,10.51856071,0.0122245,0
24,12,0,10.61680763,0.01224875,0
32,12,0,10.50013942,0.01224075,0
36,12,0,10.53084158,0.0122335,0
40,12,0,10.42645423,0.01222275,0
44,12,0,10.48171812,0.01220925,0
48,12,0,9.916798339,0.0122335,0
52,12,0,9.953640933,0.01222525,0
56,12,0,9.751006664,0.01219375,0
60,12,0,10.51242028,0.01217875,0
64,12,0,9.922938771,0.0122075,0
72,12,0,10.65365023,0.0121965,0
76,12,0,9.763287529,0.012201,0
80,12,0,9.947500501,0.01220275,0
84,12,0,10.10101131,0.01219875,0
88,12,0,9.855394015,0.0122055,0
92,12,0,9.781708826,0.01219775,0
96,12,0,10.16855607,0.0122075,0
100,12,0,10.1746965,0.0121925,0
104,12,0,10.04574742,0.01222025,0
108,12,0,9.787849258,0.01219025,0
112,12,0,9.726444934,0.012229,0
116,12,0,9.68960234,0.01221,0
