Theta1,Theta2,Theta3,Ancho_espectral,Potencia,Clases
0,0,0,9.129687096309969,0.0115255,0
4,0,0,9.767957256140477,0.011518,0
8,0,0,11.32727549471376,0.01149075,0
12,0,0,12.80580004216928,0.01140775,0
16,0,0,11.61813278273782,0.01145725,0
20,0,0,11.93322817809718,0.011441,0
24,0,0,12.46646653947459,0.011433,0
28,0,0,12.08673619122098,0.0113362499999999,0
40,0,0,11.37575170938446,0.01134775,0
44,0,0,10.90714830090128,0.01146025,0
48,0,0,10.54357669087125,0.01144475,0
52,0,0,10.00225896038207,0.0114865,0
56,0,0,9.913385900152496,0.01150475,0
60,0,0,8.935782237627267,0.01147025,0
64,0,0,8.879226653844817,0.01163225,0
68,0,0,8.620686842267897,0.01153475,0
72,0,0,7.974337313325606,0.01147975,0
76,0,0,7.715797501748685,0.01157425,0
80,0,0,7.352225891718653,0.0116145,0
84,0,0,6.810908161229474,0.011621,0
88,0,0,6.940178067017927,0.01167125,0
92,0,0,6.818987530341244,0.01164325,0
96,0,0,6.536209611428984,0.011616,0
100,0,0,6.26151106162851,0.01170225,0
104,0,0,6.188796739622506,0.0116465,0
108,0,0,5.873701344263138,0.01160925,0
112,0,0,6.140320524951843,0.01172875,0
116,0,0,5.809066391368904,0.011643,0
120,0,0,6.140320524951843,0.0116335,0
124,0,0,6.301907907187404,0.011736,0
128,0,0,6.26151106162851,0.011618,0
132,0,0,6.406939705640532,0.011616,0
136,0,0,6.899781221459048,0.01162575,0
140,0,0,7.352225891718638,0.01161975,0
144,0,0,7.78043245464292,0.011687,0
148,0,0,8.572210627597219,0.01164725,0
152,0,0,8.749956748056364,0.01157925,0
156,0,0,9.969941483934946,0.011472,0
160,0,0,10.54357669087125,0.01143775,0
164,0,0,12.25640294256833,0.01141475,0
172,0,0,13.20168912864644,0.01132525,0
176,0,0,13.67837190624138,0.01129425,0
180,0,0,14.44591197186037,0.0112655,0
184,0,0,14.74484862899617,0.0113534999999999,0
188,0,0,14.74484862899619,0.01133825,0
192,0,0,14.86603916567285,0.01124225,0
196,0,0,14.9629915950142,0.01126125,0
200,0,0,15.22153140659113,0.011283,0
204,0,0,15.56086490928582,0.011328,0
208,0,0,15.40735689616205,0.01125775,0
212,0,0,15.47199184905627,0.01122125,0
0,4,0,9.121607727198183,0.0114515,0
4,4,0,9.35590943143978,0.01146925,0
8,4,0,9.372068169663317,0.01151675,0
12,4,0,9.8002747325876,0.01145625,0
16,4,0,10.17192571172942,0.01142525,0
20,4,0,10.37390993952389,0.0113655,0
24,4,0,10.66476722754792,0.0113565,0
28,4,0,10.5193385835359,0.011424,0
32,4,0,10.60013227465368,0.01146425,0
36,4,0,10.68900533488327,0.0113175,0
40,4,0,10.34159246307678,0.0114714999999999,0
44,4,0,9.994179591270283,0.01136825,0
48,4,0,10.09113202061163,0.01144925,0
52,4,0,9.380147538775102,0.011511,0
56,4,0,9.170083941868862,0.0115175,0
60,4,0,9.113528358086413,0.0115425,0
64,4,0,8.394464507138103,0.01152425,0
68,4,0,7.901622991319587,0.01153775,0
72,4,0,8.071289742666949,0.011551,0
76,4,0,7.602686334183788,0.0115617499999999,0
80,4,0,7.433019582836426,0.01160275,0
84,4,0,7.214876616818401,0.01164025,0
88,4,0,6.835146268564798,0.01162625,0
92,4,0,6.827066899453029,0.01167375,0
96,4,0,6.520050873205429,0.01168075,0
100,4,0,6.350384121858083,0.011733,0
104,4,0,6.350384121858083,0.01173025,0
108,4,0,6.221114216069631,0.011664,0
112,4,0,5.615161532686217,0.01171725,0
116,4,0,5.776748914921795,0.0116395,0
120,4,0,5.687875854692237,0.011613,0
124,4,0,6.124161786728273,0.0116685,0
128,4,0,6.011050619163375,0.01165525,0
132,4,0,6.229193585181401,0.01159225,0
136,4,0,6.390780967416977,0.01165925,0
140,4,0,6.673558886329221,0.0116455,0
144,4,0,6.972495543465036,0.0115955,0
148,4,0,7.441098951948211,0.011613,0
152,4,0,7.917781729543157,0.01161775,0
