File,WaveData20210923_049.csv,
Date/Time,21-09-23/17:19,

Trace,A
Center Wavelength,1558.8,nm
Span Wavelength,200,nm
Start Wavelength,1458.8,nm
Stop Wavelength,1658.8,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.1,nm
Actual Resolution,0.092,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,1001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1458.8,nm
Stop,1658.8,nm

Wavelength(A),Level(A)
1458.800000,2.9490E-007
1459.000000,2.8520E-007
1459.200000,2.6010E-007
1459.400000,2.5990E-007
1459.600000,2.6730E-007
1459.800000,2.6440E-007
1460.000000,2.9020E-007
1460.200000,2.7790E-007
1460.400000,2.7050E-007
1460.600000,2.8190E-007
1460.800000,2.8030E-007
1461.000000,3.1530E-007
1461.200000,2.9130E-007
1461.400000,2.6180E-007
1461.600000,2.6060E-007
1461.800000,2.9990E-007
1462.000000,2.9470E-007
1462.200000,2.6340E-007
1462.400000,2.8110E-007
1462.600000,2.9830E-007
1462.800000,2.8170E-007
1463.000000,2.7530E-007
1463.200000,2.9280E-007
1463.400000,3.2210E-007
1463.600000,3.2300E-007
1463.800000,2.7050E-007
1464.000000,3.1110E-007
1464.200000,3.1650E-007
1464.400000,3.1910E-007
1464.600000,2.8520E-007
1464.800000,3.4580E-007
1465.000000,3.0630E-007
1465.200000,3.0120E-007
1465.400000,3.2180E-007
1465.600000,3.3550E-007
1465.800000,3.5220E-007
1466.000000,3.1300E-007
1466.200000,3.2280E-007
1466.400000,3.1710E-007
1466.600000,3.2370E-007
1466.800000,3.0090E-007
1467.000000,3.1950E-007
1467.200000,3.3380E-007
1467.400000,3.5880E-007
1467.600000,3.4070E-007
1467.800000,3.4040E-007
1468.000000,3.3890E-007
1468.200000,3.3840E-007
1468.400000,3.3740E-007
1468.600000,3.5420E-007
1468.800000,3.4800E-007
1469.000000,3.2110E-007
1469.200000,3.0620E-007
1469.400000,3.6030E-007
1469.600000,3.2700E-007
1469.800000,3.5930E-007
1470.000000,3.3870E-007
1470.200000,3.4740E-007
1470.400000,3.3410E-007
1470.600000,3.6540E-007
1470.800000,3.4300E-007
1471.000000,3.5870E-007
1471.200000,3.4910E-007
1471.400000,3.4130E-007
1471.600000,3.7630E-007
1471.800000,3.7490E-007
1472.000000,3.8510E-007
1472.200000,3.4470E-007
1472.400000,3.5170E-007
1472.600000,3.5430E-007
1472.800000,3.6220E-007
1473.000000,3.3290E-007
1473.200000,3.6280E-007
1473.400000,3.7790E-007
1473.600000,3.7670E-007
1473.800000,3.7020E-007
1474.000000,3.8070E-007
1474.200000,3.7780E-007
1474.400000,3.5690E-007
1474.600000,3.5590E-007
1474.800000,3.9070E-007
1475.000000,3.7350E-007
1475.200000,3.8670E-007
