File,MUESTRA_0_0_50.csv,
Date/Time,22-09-30/16:26,

Center Wavelength,1528.9,nm
Span Wavelength,442.2,nm
Start Wavelength,1307.8,nm
Stop Wavelength,1750,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.07,nm
Actual Resolution,0.060,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1307.8,nm
Stop,1750,nm
Wavelength(A),Level(A)
1308.021100,-2.2610E-010
1308.242200,2.0010E-008
1308.463300,2.0100E-008
1308.684400,7.8160E-009
1308.905500,-2.6740E-010
1309.126600,5.9050E-009
1309.347700,1.6470E-008
1309.568800,-8.9010E-009
1309.789900,8.5520E-009
1310.011000,1.7050E-008
1310.232100,-1.0080E-009
1310.453200,7.3920E-009
1310.674300,-1.0140E-008
1310.895400,1.2920E-008
1311.116500,1.6670E-008
1311.337600,9.2850E-009
1311.558700,2.0960E-008
1311.779800,1.0930E-008
1312.000900,1.8300E-008
1312.222000,-7.2760E-009
1312.443100,1.9950E-009
1312.664200,1.1780E-008
1312.885300,1.1270E-008
1313.106400,5.3100E-009
1313.327500,9.1690E-009
1313.548600,1.9670E-008
1313.769700,1.0110E-008
1313.990800,2.8030E-008
1314.211900,1.9690E-008
1314.433000,-4.5670E-009
1314.654100,4.3410E-009
1314.875200,5.3490E-010
1315.096300,4.2590E-009
1315.317400,3.0540E-009
1315.538500,1.6810E-008
1315.759600,2.4210E-008
1315.980700,1.9690E-008
1316.201800,4.8380E-010
1316.422900,2.7070E-009
1316.644000,1.2230E-008
1316.865100,-2.7800E-009
1317.086200,1.8310E-008
1317.307300,2.2270E-008
1317.528400,2.1630E-009
1317.749500,1.1120E-008
1317.970600,1.1120E-008
1318.191700,1.5090E-008
1318.412800,2.8070E-008
1318.633900,9.6860E-010
1318.855000,1.9340E-008
1319.076100,1.3900E-008
1319.297200,-1.4020E-008
1319.518300,1.5330E-008
1319.739400,1.7270E-008
1319.960500,1.3420E-008
1320.181600,-5.4720E-010
1320.402700,1.2200E-008
