,Ancho_espectral,Potencia,Theta2,Theta1,Theta3,Clases
269,247.54664401019545,6.92005,20.0,96.0,0,1
270,251.4759558198812,6.8911750000000005,20.0,100.0,0,1
271,253.73322005097705,6.8608,20.0,104.0,0,1
272,258.5542905692439,6.822175,20.0,108.0,0,1
273,261.2295666949872,6.7797,20.0,112.0,0,1
274,265.82769753610864,6.691675,20.0,116.0,0,1
275,277.44842820730673,6.6234,20.0,120.0,0,1
276,281.99082412914186,6.65385,20.0,124.0,0,1
277,277.53203058623626,6.715625,20.0,128.0,0,1
278,270.7881053525912,6.7538670000000005,20.0,132.0,0,1
279,274.2436703483436,6.7755,20.0,136.0,0,1
280,260.6443500424812,6.79485,20.0,140.0,0,1
281,255.32166525063712,6.829775,20.0,144.0,0,1
282,289.2642310960068,6.87474,20.0,148.0,0,1
283,284.8611724723873,6.92585,20.0,152.0,0,1
284,282.1858963466441,6.9529,20.0,156.0,0,1
285,268.72591333899754,6.9422,20.0,160.0,0,1
286,255.7396771452848,6.90015,20.0,164.0,0,1
287,259.6689889549705,6.915975,20.0,168.0,0,1
288,229.5163976210706,6.998,20.0,172.0,0,1
289,221.60203908241283,7.0325750000000005,20.0,176.0,0,1
290,233.38997451147,7.010800000000001,20.0,180.0,0,1
291,222.3265930331352,7.012433000000001,20.0,184.0,0,1
292,229.54426508071376,6.9971499999999995,20.0,188.0,0,1
293,244.56482582837725,6.974349999999999,20.0,192.0,0,1
294,289.23636363636365,6.752125,24.0,0.0,0,1
295,270.09141886151224,6.8004500000000005,24.0,4.0,0,1
296,240.46830926083248,6.852525,24.0,8.0,0,2
297,221.37909940526765,6.917725,24.0,12.0,0,2
298,212.740186915888,6.97635,24.0,16.0,0,2
299,215.02531860662705,6.9988,24.0,20.0,0,2
300,220.766015293118,6.9911,24.0,24.0,0,2
301,218.20220900594745,6.9706,24.0,28.0,0,2
302,249.6645709430757,6.91995,24.0,32.0,0,1
303,290.35106202209,6.863275000000001,24.0,36.0,0,1
