1538.000000,1.3750E-007,1538.000000,1.3750E-007,1538.000000,1.3750E-007
1538.050000,2.5860E-007,1538.050000,2.5860E-007,1538.050000,2.5860E-007
1538.100000,2.4150E-007,1538.100000,2.4150E-007,1538.100000,2.4150E-007
1538.150000,2.4490E-007,1538.150000,2.4490E-007,1538.150000,2.4490E-007
1538.200000,2.2550E-007,1538.200000,2.2550E-007,1538.200000,2.2550E-007
1538.250000,2.4690E-007,1538.250000,2.4690E-007,1538.250000,2.4690E-007
1538.300000,2.4170E-007,1538.300000,2.4170E-007,1538.300000,2.4170E-007
1538.350000,1.8930E-007,1538.350000,1.8930E-007,1538.350000,1.8930E-007
1538.400000,2.3510E-007,1538.400000,2.3510E-007,1538.400000,2.3510E-007
1538.450000,1.7770E-007,1538.450000,1.7770E-007,1538.450000,1.7770E-007
1538.500000,2.4450E-007,1538.500000,2.4450E-007,1538.500000,2.4450E-007
1538.550000,2.3610E-007,1538.550000,2.3610E-007,1538.550000,2.3610E-007
1538.600000,2.3630E-007,1538.600000,2.3630E-007,1538.600000,2.3630E-007
1538.650000,2.2150E-007,1538.650000,2.2150E-007,1538.650000,2.2150E-007
1538.700000,2.5270E-007,1538.700000,2.5270E-007,1538.700000,2.5270E-007
1538.750000,2.6580E-007,1538.750000,2.6580E-007,1538.750000,2.6580E-007
1538.800000,2.3820E-007,1538.800000,2.3820E-007,1538.800000,2.3820E-007
1538.850000,1.7380E-007,1538.850000,1.7380E-007,1538.850000,1.7380E-007
1538.900000,2.5000E-007,1538.900000,2.5000E-007,1538.900000,2.5000E-007
1538.950000,2.0850E-007,1538.950000,2.0850E-007,1538.950000,2.0850E-007
1539.000000,1.9910E-007,1539.000000,1.9910E-007,1539.000000,1.9910E-007
1539.050000,1.8600E-007,1539.050000,1.8600E-007,1539.050000,1.8600E-007
1539.100000,2.5720E-007,1539.100000,2.5720E-007,1539.100000,2.5720E-007
1539.150000,1.9840E-007,1539.150000,1.9840E-007,1539.150000,1.9840E-007
1539.200000,2.1550E-007,1539.200000,2.1550E-007,1539.200000,2.1550E-007
1539.250000,2.0720E-007,1539.250000,2.0720E-007,1539.250000,2.0720E-007
1539.300000,2.2580E-007,1539.300000,2.2580E-007,1539.300000,2.2580E-007
1539.350000,2.3650E-007,1539.350000,2.3650E-007,1539.350000,2.3650E-007
1539.400000,2.3050E-007,1539.400000,2.3050E-007,1539.400000,2.3050E-007
1539.450000,2.0580E-007,1539.450000,2.0580E-007,1539.450000,2.0580E-007
1539.500000,2.2160E-007,1539.500000,2.2160E-007,1539.500000,2.2160E-007
1539.550000,2.3930E-007,1539.550000,2.3930E-007,1539.550000,2.3930E-007
1539.600000,2.2010E-007,1539.600000,2.2010E-007,1539.600000,2.2010E-007
1539.650000,2.5410E-007,1539.650000,2.5410E-007,1539.650000,2.5410E-007
1539.700000,1.7570E-007,1539.700000,1.7570E-007,1539.700000,1.7570E-007
1539.750000,2.2500E-007,1539.750000,2.2500E-007,1539.750000,2.2500E-007
1539.800000,2.2980E-007,1539.800000,2.2980E-007,1539.800000,2.2980E-007
1539.850000,2.4420E-007,1539.850000,2.4420E-007,1539.850000,2.4420E-007
1539.900000,2.6680E-007,1539.900000,2.6680E-007,1539.900000,2.6680E-007
1539.950000,2.1170E-007,1539.950000,2.1170E-007,1539.950000,2.1170E-007
1540.000000,1.8600E-007,1540.000000,1.8600E-007,1540.000000,1.8600E-007
1540.050000,2.1610E-007,1540.050000,2.1610E-007,1540.050000,2.1610E-007
1540.100000,2.3430E-007,1540.100000,2.3430E-007,1540.100000,2.3430E-007
1540.150000,2.2630E-007,1540.150000,2.2630E-007,1540.150000,2.2630E-007
1540.200000,2.2370E-007,1540.200000,2.2370E-007,1540.200000,2.2370E-007
1540.250000,2.3170E-007,1540.250000,2.3170E-007,1540.250000,2.3170E-007
1540.300000,2.8730E-007,1540.300000,2.8730E-007,1540.300000,2.8730E-007
1540.350000,2.4130E-007,1540.350000,2.4130E-007,1540.350000,2.4130E-007
1540.400000,1.9430E-007,1540.400000,1.9430E-007,1540.400000,1.9430E-007
1540.450000,2.4450E-007,1540.450000,2.4450E-007,1540.450000,2.4450E-007
1540.500000,2.7330E-007,1540.500000,2.7330E-007,1540.500000,2.7330E-007
1540.550000,2.5400E-007,1540.550000,2.5400E-007,1540.550000,2.5400E-007
1540.600000,2.7340E-007,1540.600000,2.7340E-007,1540.600000,2.7340E-007
1540.650000,2.5120E-007,1540.650000,2.5120E-007,1540.650000,2.5120E-007
1540.700000,2.1500E-007,1540.700000,2.1500E-007,1540.700000,2.1500E-007
1540.750000,2.4910E-007,1540.750000,2.4910E-007,1540.750000,2.4910E-007
1540.800000,2.6690E-007,1540.800000,2.6690E-007,1540.800000,2.6690E-007
1540.850000,2.6690E-007,1540.850000,2.6690E-007,1540.850000,2.6690E-007
1540.900000,3.0640E-007,1540.900000,3.0640E-007,1540.900000,3.0640E-007
1540.950000,2.5870E-007,1540.950000,2.5870E-007,1540.950000,2.5870E-007
1541.000000,2.1990E-007,1541.000000,2.1990E-007,1541.000000,2.1990E-007
1541.050000,3.4390E-007,1541.050000,3.4390E-007,1541.050000,3.4390E-007
1541.100000,2.5800E-007,1541.100000,2.5800E-007,1541.100000,2.5800E-007
1541.150000,2.6510E-007,1541.150000,2.6510E-007,1541.150000,2.6510E-007
1541.200000,2.5940E-007,1541.200000,2.5940E-007,1541.200000,2.5940E-007
1541.250000,2.9590E-007,1541.250000,2.9590E-007,1541.250000,2.9590E-007
1541.300000,2.6180E-007,1541.300000,2.6180E-007,1541.300000,2.6180E-007
1541.350000,2.9740E-007,1541.350000,2.9740E-007,1541.350000,2.9740E-007
1541.400000,2.9900E-007,1541.400000,2.9900E-007,1541.400000,2.9900E-007
1541.450000,3.0760E-007,1541.450000,3.0760E-007,1541.450000,3.0760E-007
1541.500000,2.4540E-007,1541.500000,2.4540E-007,1541.500000,2.4540E-007
1541.550000,2.7030E-007,1541.550000,2.7030E-007,1541.550000,2.7030E-007
1541.600000,2.9670E-007,1541.600000,2.9670E-007,1541.600000,2.9670E-007
1541.650000,3.0380E-007,1541.650000,3.0380E-007,1541.650000,3.0380E-007
1541.700000,2.8350E-007,1541.700000,2.8350E-007,1541.700000,2.8350E-007
1541.750000,3.1400E-007,1541.750000,3.1400E-007,1541.750000,3.1400E-007
1541.800000,2.6530E-007,1541.800000,2.6530E-007,1541.800000,2.6530E-007
1541.850000,2.9350E-007,1541.850000,2.9350E-007,1541.850000,2.9350E-007
1541.900000,3.2680E-007,1541.900000,3.2680E-007,1541.900000,3.2680E-007
1541.950000,3.3060E-007,1541.950000,3.3060E-007,1541.950000,3.3060E-007
1542.000000,2.6060E-007,1542.000000,2.6060E-007,1542.000000,2.6060E-007
1542.050000,3.5560E-007,1542.050000,3.5560E-007,1542.050000,3.5560E-007
1542.100000,3.3880E-007,1542.100000,3.3880E-007,1542.100000,3.3880E-007
1542.150000,2.9860E-007,1542.150000,2.9860E-007,1542.150000,2.9860E-007
1542.200000,3.3590E-007,1542.200000,3.3590E-007,1542.200000,3.3590E-007
1542.250000,3.3240E-007,1542.250000,3.3240E-007,1542.250000,3.3240E-007
1542.300000,3.6470E-007,1542.300000,3.6470E-007,1542.300000,3.6470E-007
1542.350000,3.3410E-007,1542.350000,3.3410E-007,1542.350000,3.3410E-007
1542.400000,3.4920E-007,1542.400000,3.4920E-007,1542.400000,3.4920E-007
1542.450000,3.8580E-007,1542.450000,3.8580E-007,1542.450000,3.8580E-007
1542.500000,3.7600E-007,1542.500000,3.7600E-007,1542.500000,3.7600E-007
1542.550000,3.5800E-007,1542.550000,3.5800E-007,1542.550000,3.5800E-007
1542.600000,3.7780E-007,1542.600000,3.7780E-007,1542.600000,3.7780E-007
1542.650000,3.4860E-007,1542.650000,3.4860E-007,1542.650000,3.4860E-007
1542.700000,4.3400E-007,1542.700000,4.3400E-007,1542.700000,4.3400E-007
1542.750000,3.7340E-007,1542.750000,3.7340E-007,1542.750000,3.7340E-007
1542.800000,3.9250E-007,1542.800000,3.9250E-007,1542.800000,3.9250E-007
1542.850000,3.7900E-007,1542.850000,3.7900E-007,1542.850000,3.7900E-007
1542.900000,3.7870E-007,1542.900000,3.7870E-007,1542.900000,3.7870E-007
1542.950000,3.8640E-007,1542.950000,3.8640E-007,1542.950000,3.8640E-007
1543.000000,3.4450E-007,1543.000000,3.4450E-007,1543.000000,3.4450E-007
1543.050000,3.7300E-007,1543.050000,3.7300E-007,1543.050000,3.7300E-007
1543.100000,4.2730E-007,1543.100000,4.2730E-007,1543.100000,4.2730E-007
1543.150000,4.2440E-007,1543.150000,4.2440E-007,1543.150000,4.2440E-007
1543.200000,4.3590E-007,1543.200000,4.3590E-007,1543.200000,4.3590E-007
1543.250000,3.7210E-007,1543.250000,3.7210E-007,1543.250000,3.7210E-007
1543.300000,4.0760E-007,1543.300000,4.0760E-007,1543.300000,4.0760E-007
1543.350000,4.5040E-007,1543.350000,4.5040E-007,1543.350000,4.5040E-007
1543.400000,4.7530E-007,1543.400000,4.7530E-007,1543.400000,4.7530E-007
1543.450000,4.4320E-007,1543.450000,4.4320E-007,1543.450000,4.4320E-007
1543.500000,4.5780E-007,1543.500000,4.5780E-007,1543.500000,4.5780E-007
1543.550000,4.4390E-007,1543.550000,4.4390E-007,1543.550000,4.4390E-007
1543.600000,4.9200E-007,1543.600000,4.9200E-007,1543.600000,4.9200E-007
1543.650000,4.8550E-007,1543.650000,4.8550E-007,1543.650000,4.8550E-007
1543.700000,4.4740E-007,1543.700000,4.4740E-007,1543.700000,4.4740E-007
1543.750000,4.4480E-007,1543.750000,4.4480E-007,1543.750000,4.4480E-007
1543.800000,4.4590E-007,1543.800000,4.4590E-007,1543.800000,4.4590E-007
1543.850000,4.6610E-007,1543.850000,4.6610E-007,1543.850000,4.6610E-007
1543.900000,4.6440E-007,1543.900000,4.6440E-007,1543.900000,4.6440E-007
1543.950000,4.6620E-007,1543.950000,4.6620E-007,1543.950000,4.6620E-007
1544.000000,5.2420E-007,1544.000000,5.2420E-007,1544.000000,5.2420E-007
1544.050000,5.2130E-007,1544.050000,5.2130E-007,1544.050000,5.2130E-007
1544.100000,5.4380E-007,1544.100000,5.4380E-007,1544.100000,5.4380E-007
1544.150000,4.5770E-007,1544.150000,4.5770E-007,1544.150000,4.5770E-007
1544.200000,4.9740E-007,1544.200000,4.9740E-007,1544.200000,4.9740E-007
1544.250000,5.2020E-007,1544.250000,5.2020E-007,1544.250000,5.2020E-007
1544.300000,5.0180E-007,1544.300000,5.0180E-007,1544.300000,5.0180E-007
1544.350000,6.1090E-007,1544.350000,6.1090E-007,1544.350000,6.1090E-007
1544.400000,5.5110E-007,1544.400000,5.5110E-007,1544.400000,5.5110E-007
1544.450000,5.1440E-007,1544.450000,5.1440E-007,1544.450000,5.1440E-007
1544.500000,5.6980E-007,1544.500000,5.6980E-007,1544.500000,5.6980E-007
1544.550000,5.2670E-007,1544.550000,5.2670E-007,1544.550000,5.2670E-007
1544.600000,5.7960E-007,1544.600000,5.7960E-007,1544.600000,5.7960E-007
1544.650000,5.9240E-007,1544.650000,5.9240E-007,1544.650000,5.9240E-007
1544.700000,5.7960E-007,1544.700000,5.7960E-007,1544.700000,5.7960E-007
1544.750000,6.4400E-007,1544.750000,6.4400E-007,1544.750000,6.4400E-007
1544.800000,5.9800E-007,1544.800000,5.9800E-007,1544.800000,5.9800E-007
1544.850000,5.8370E-007,1544.850000,5.8370E-007,1544.850000,5.8370E-007
1544.900000,6.1990E-007,1544.900000,6.1990E-007,1544.900000,6.1990E-007
1544.950000,6.2780E-007,1544.950000,6.2780E-007,1544.950000,6.2780E-007
1545.000000,6.2350E-007,1545.000000,6.2350E-007,1545.000000,6.2350E-007
1545.050000,6.0580E-007,1545.050000,6.0580E-007,1545.050000,6.0580E-007
1545.100000,6.3470E-007,1545.100000,6.3470E-007,1545.100000,6.3470E-007
1545.150000,6.6450E-007,1545.150000,6.6450E-007,1545.150000,6.6450E-007
1545.200000,6.3580E-007,1545.200000,6.3580E-007,1545.200000,6.3580E-007
1545.250000,7.1180E-007,1545.250000,7.1180E-007,1545.250000,7.1180E-007
1545.300000,7.1200E-007,1545.300000,7.1200E-007,1545.300000,7.1200E-007
1545.350000,6.6280E-007,1545.350000,6.6280E-007,1545.350000,6.6280E-007
1545.400000,7.7080E-007,1545.400000,7.7080E-007,1545.400000,7.7080E-007
1545.450000,7.0210E-007,1545.450000,7.0210E-007,1545.450000,7.0210E-007
1545.500000,6.6570E-007,1545.500000,6.6570E-007,1545.500000,6.6570E-007
1545.550000,6.9610E-007,1545.550000,6.9610E-007,1545.550000,6.9610E-007
1545.600000,7.3050E-007,1545.600000,7.3050E-007,1545.600000,7.3050E-007
1545.650000,7.2710E-007,1545.650000,7.2710E-007,1545.650000,7.2710E-007
1545.700000,7.1040E-007,1545.700000,7.1040E-007,1545.700000,7.1040E-007
1545.750000,7.6650E-007,1545.750000,7.6650E-007,1545.750000,7.6650E-007
1545.800000,7.7110E-007,1545.800000,7.7110E-007,1545.800000,7.7110E-007
1545.850000,7.2850E-007,1545.850000,7.2850E-007,1545.850000,7.2850E-007
1545.900000,8.1580E-007,1545.900000,8.1580E-007,1545.900000,8.1580E-007
1545.950000,8.0830E-007,1545.950000,8.0830E-007,1545.950000,8.0830E-007
1546.000000,7.8010E-007,1546.000000,7.8010E-007,1546.000000,7.8010E-007
1546.050000,8.2430E-007,1546.050000,8.2430E-007,1546.050000,8.2430E-007
1546.100000,8.4820E-007,1546.100000,8.4820E-007,1546.100000,8.4820E-007
1546.150000,8.5440E-007,1546.150000,8.5440E-007,1546.150000,8.5440E-007
1546.200000,8.6360E-007,1546.200000,8.6360E-007,1546.200000,8.6360E-007
1546.250000,8.1200E-007,1546.250000,8.1200E-007,1546.250000,8.1200E-007
1546.300000,8.7640E-007,1546.300000,8.7640E-007,1546.300000,8.7640E-007
1546.350000,8.7890E-007,1546.350000,8.7890E-007,1546.350000,8.7890E-007
1546.400000,8.5810E-007,1546.400000,8.5810E-007,1546.400000,8.5810E-007
1546.450000,8.7430E-007,1546.450000,8.7430E-007,1546.450000,8.7430E-007
1546.500000,9.3320E-007,1546.500000,9.3320E-007,1546.500000,9.3320E-007
1546.550000,9.6710E-007,1546.550000,9.6710E-007,1546.550000,9.6710E-007
1546.600000,9.4840E-007,1546.600000,9.4840E-007,1546.600000,9.4840E-007
1546.650000,9.2340E-007,1546.650000,9.2340E-007,1546.650000,9.2340E-007
1546.700000,9.5950E-007,1546.700000,9.5950E-007,1546.700000,9.5950E-007
1546.750000,1.0300E-006,1546.750000,1.0300E-006,1546.750000,1.0300E-006
1546.800000,9.1290E-007,1546.800000,9.1290E-007,1546.800000,9.1290E-007
1546.850000,1.0210E-006,1546.850000,1.0210E-006,1546.850000,1.0210E-006
1546.900000,9.8260E-007,1546.900000,9.8260E-007,1546.900000,9.8260E-007
1546.950000,1.0540E-006,1546.950000,1.0540E-006,1546.950000,1.0540E-006
1547.000000,1.0530E-006,1547.000000,1.0530E-006,1547.000000,1.0530E-006
1547.050000,1.0550E-006,1547.050000,1.0550E-006,1547.050000,1.0550E-006
1547.100000,1.0890E-006,1547.100000,1.0890E-006,1547.100000,1.0890E-006
1547.150000,1.0190E-006,1547.150000,1.0190E-006,1547.150000,1.0190E-006
1547.200000,1.0730E-006,1547.200000,1.0730E-006,1547.200000,1.0730E-006
1547.250000,1.0810E-006,1547.250000,1.0810E-006,1547.250000,1.0810E-006
1547.300000,1.1420E-006,1547.300000,1.1420E-006,1547.300000,1.1420E-006
1547.350000,1.0960E-006,1547.350000,1.0960E-006,1547.350000,1.0960E-006
1547.400000,1.1080E-006,1547.400000,1.1080E-006,1547.400000,1.1080E-006
1547.450000,1.1670E-006,1547.450000,1.1670E-006,1547.450000,1.1670E-006
1547.500000,1.2500E-006,1547.500000,1.2500E-006,1547.500000,1.2500E-006
1547.550000,1.2160E-006,1547.550000,1.2160E-006,1547.550000,1.2160E-006
1547.600000,1.2180E-006,1547.600000,1.2180E-006,1547.600000,1.2180E-006
1547.650000,1.2440E-006,1547.650000,1.2440E-006,1547.650000,1.2440E-006
1547.700000,1.2120E-006,1547.700000,1.2120E-006,1547.700000,1.2120E-006
1547.750000,1.2840E-006,1547.750000,1.2840E-006,1547.750000,1.2840E-006
1547.800000,1.2800E-006,1547.800000,1.2800E-006,1547.800000,1.2800E-006
1547.850000,1.2880E-006,1547.850000,1.2880E-006,1547.850000,1.2880E-006
1547.900000,1.3360E-006,1547.900000,1.3360E-006,1547.900000,1.3360E-006
1547.950000,1.3140E-006,1547.950000,1.3140E-006,1547.950000,1.3140E-006
1548.000000,1.3480E-006,1548.000000,1.3480E-006,1548.000000,1.3480E-006
1548.050000,1.4030E-006,1548.050000,1.4030E-006,1548.050000,1.4030E-006
1548.100000,1.4260E-006,1548.100000,1.4260E-006,1548.100000,1.4260E-006
1548.150000,1.3770E-006,1548.150000,1.3770E-006,1548.150000,1.3770E-006
1548.200000,1.4630E-006,1548.200000,1.4630E-006,1548.200000,1.4630E-006
1548.250000,1.4100E-006,1548.250000,1.4100E-006,1548.250000,1.4100E-006
1548.300000,1.4940E-006,1548.300000,1.4940E-006,1548.300000,1.4940E-006
1548.350000,1.5300E-006,1548.350000,1.5300E-006,1548.350000,1.5300E-006
1548.400000,1.5490E-006,1548.400000,1.5490E-006,1548.400000,1.5490E-006
1548.450000,1.5030E-006,1548.450000,1.5030E-006,1548.450000,1.5030E-006
1548.500000,1.5600E-006,1548.500000,1.5600E-006,1548.500000,1.5600E-006
1548.550000,1.5440E-006,1548.550000,1.5440E-006,1548.550000,1.5440E-006
1548.600000,1.6890E-006,1548.600000,1.6890E-006,1548.600000,1.6890E-006
1548.650000,1.5880E-006,1548.650000,1.5880E-006,1548.650000,1.5880E-006
1548.700000,1.6290E-006,1548.700000,1.6290E-006,1548.700000,1.6290E-006
1548.750000,1.6570E-006,1548.750000,1.6570E-006,1548.750000,1.6570E-006
1548.800000,1.6480E-006,1548.800000,1.6480E-006,1548.800000,1.6480E-006
1548.850000,1.7040E-006,1548.850000,1.7040E-006,1548.850000,1.7040E-006
1548.900000,1.6740E-006,1548.900000,1.6740E-006,1548.900000,1.6740E-006
1548.950000,1.7260E-006,1548.950000,1.7260E-006,1548.950000,1.7260E-006
1549.000000,1.6900E-006,1549.000000,1.6900E-006,1549.000000,1.6900E-006
1549.050000,1.7900E-006,1549.050000,1.7900E-006,1549.050000,1.7900E-006
1549.100000,1.8160E-006,1549.100000,1.8160E-006,1549.100000,1.8160E-006
1549.150000,1.8480E-006,1549.150000,1.8480E-006,1549.150000,1.8480E-006
1549.200000,1.8410E-006,1549.200000,1.8410E-006,1549.200000,1.8410E-006
1549.250000,1.8710E-006,1549.250000,1.8710E-006,1549.250000,1.8710E-006
1549.300000,1.8930E-006,1549.300000,1.8930E-006,1549.300000,1.8930E-006
1549.350000,1.9690E-006,1549.350000,1.9690E-006,1549.350000,1.9690E-006
1549.400000,1.9570E-006,1549.400000,1.9570E-006,1549.400000,1.9570E-006
1549.450000,1.9620E-006,1549.450000,1.9620E-006,1549.450000,1.9620E-006
1549.500000,1.8920E-006,1549.500000,1.8920E-006,1549.500000,1.8920E-006
1549.550000,2.0600E-006,1549.550000,2.0600E-006,1549.550000,2.0600E-006
1549.600000,2.0550E-006,1549.600000,2.0550E-006,1549.600000,2.0550E-006
1549.650000,2.0520E-006,1549.650000,2.0520E-006,1549.650000,2.0520E-006
1549.700000,2.0990E-006,1549.700000,2.0990E-006,1549.700000,2.0990E-006
1549.750000,2.1220E-006,1549.750000,2.1220E-006,1549.750000,2.1220E-006
1549.800000,2.1430E-006,1549.800000,2.1430E-006,1549.800000,2.1430E-006
1549.850000,2.1940E-006,1549.850000,2.1940E-006,1549.850000,2.1940E-006
1549.900000,2.1790E-006,1549.900000,2.1790E-006,1549.900000,2.1790E-006
1549.950000,2.1750E-006,1549.950000,2.1750E-006,1549.950000,2.1750E-006
1550.000000,2.2350E-006,1550.000000,2.2350E-006,1550.000000,2.2350E-006
1550.050000,2.2870E-006,1550.050000,2.2870E-006,1550.050000,2.2870E-006
1550.100000,2.3610E-006,1550.100000,2.3610E-006,1550.100000,2.3610E-006
1550.150000,2.3310E-006,1550.150000,2.3310E-006,1550.150000,2.3310E-006
1550.200000,2.3360E-006,1550.200000,2.3360E-006,1550.200000,2.3360E-006
1550.250000,2.3970E-006,1550.250000,2.3970E-006,1550.250000,2.3970E-006
1550.300000,2.4740E-006,1550.300000,2.4740E-006,1550.300000,2.4740E-006
1550.350000,2.4370E-006,1550.350000,2.4370E-006,1550.350000,2.4370E-006
1550.400000,2.4770E-006,1550.400000,2.4770E-006,1550.400000,2.4770E-006
1550.450000,2.5000E-006,1550.450000,2.5000E-006,1550.450000,2.5000E-006
1550.500000,2.5050E-006,1550.500000,2.5050E-006,1550.500000,2.5050E-006
1550.550000,2.6000E-006,1550.550000,2.6000E-006,1550.550000,2.6000E-006
1550.600000,2.6320E-006,1550.600000,2.6320E-006,1550.600000,2.6320E-006
1550.650000,2.6180E-006,1550.650000,2.6180E-006,1550.650000,2.6180E-006
1550.700000,2.7000E-006,1550.700000,2.7000E-006,1550.700000,2.7000E-006
1550.750000,2.7490E-006,1550.750000,2.7490E-006,1550.750000,2.7490E-006
1550.800000,2.7210E-006,1550.800000,2.7210E-006,1550.800000,2.7210E-006
1550.850000,2.8150E-006,1550.850000,2.8150E-006,1550.850000,2.8150E-006
1550.900000,2.8390E-006,1550.900000,2.8390E-006,1550.900000,2.8390E-006
1550.950000,2.8900E-006,1550.950000,2.8900E-006,1550.950000,2.8900E-006
1551.000000,2.8850E-006,1551.000000,2.8850E-006,1551.000000,2.8850E-006
1551.050000,2.8920E-006,1551.050000,2.8920E-006,1551.050000,2.8920E-006
1551.100000,2.9510E-006,1551.100000,2.9510E-006,1551.100000,2.9510E-006
1551.150000,3.0090E-006,1551.150000,3.0090E-006,1551.150000,3.0090E-006
1551.200000,3.0900E-006,1551.200000,3.0900E-006,1551.200000,3.0900E-006
1551.250000,3.0980E-006,1551.250000,3.0980E-006,1551.250000,3.0980E-006
1551.300000,3.0280E-006,1551.300000,3.0280E-006,1551.300000,3.0280E-006
1551.350000,3.2300E-006,1551.350000,3.2300E-006,1551.350000,3.2300E-006
1551.400000,3.1690E-006,1551.400000,3.1690E-006,1551.400000,3.1690E-006
1551.450000,3.2230E-006,1551.450000,3.2230E-006,1551.450000,3.2230E-006
1551.500000,3.3270E-006,1551.500000,3.3270E-006,1551.500000,3.3270E-006
1551.550000,3.2360E-006,1551.550000,3.2360E-006,1551.550000,3.2360E-006
1551.600000,3.3110E-006,1551.600000,3.3110E-006,1551.600000,3.3110E-006
1551.650000,3.3760E-006,1551.650000,3.3760E-006,1551.650000,3.3760E-006
1551.700000,3.4690E-006,1551.700000,3.4690E-006,1551.700000,3.4690E-006
1551.750000,3.4780E-006,1551.750000,3.4780E-006,1551.750000,3.4780E-006
1551.800000,3.5980E-006,1551.800000,3.5980E-006,1551.800000,3.5980E-006
1551.850000,3.5930E-006,1551.850000,3.5930E-006,1551.850000,3.5930E-006
1551.900000,3.7200E-006,1551.900000,3.7200E-006,1551.900000,3.7200E-006
1551.950000,3.7410E-006,1551.950000,3.7410E-006,1551.950000,3.7410E-006
1552.000000,3.8000E-006,1552.000000,3.8000E-006,1552.000000,3.8000E-006
1552.050000,3.8060E-006,1552.050000,3.8060E-006,1552.050000,3.8060E-006
1552.100000,3.8910E-006,1552.100000,3.8910E-006,1552.100000,3.8910E-006
1552.150000,3.8940E-006,1552.150000,3.8940E-006,1552.150000,3.8940E-006
1552.200000,4.0060E-006,1552.200000,4.0060E-006,1552.200000,4.0060E-006
1552.250000,4.1060E-006,1552.250000,4.1060E-006,1552.250000,4.1060E-006
1552.300000,4.1360E-006,1552.300000,4.1360E-006,1552.300000,4.1360E-006
1552.350000,4.2030E-006,1552.350000,4.2030E-006,1552.350000,4.2030E-006
1552.400000,4.3090E-006,1552.400000,4.3090E-006,1552.400000,4.3090E-006
1552.450000,4.4520E-006,1552.450000,4.4520E-006,1552.450000,4.4520E-006
1552.500000,4.5030E-006,1552.500000,4.5030E-006,1552.500000,4.5030E-006
1552.550000,4.5680E-006,1552.550000,4.5680E-006,1552.550000,4.5680E-006
1552.600000,4.6620E-006,1552.600000,4.6620E-006,1552.600000,4.6620E-006
1552.650000,4.6420E-006,1552.650000,4.6420E-006,1552.650000,4.6420E-006
1552.700000,4.8150E-006,1552.700000,4.8150E-006,1552.700000,4.8150E-006
1552.750000,4.9060E-006,1552.750000,4.9060E-006,1552.750000,4.9060E-006
1552.800000,4.9500E-006,1552.800000,4.9500E-006,1552.800000,4.9500E-006
1552.850000,5.0320E-006,1552.850000,5.0320E-006,1552.850000,5.0320E-006
1552.900000,5.1080E-006,1552.900000,5.1080E-006,1552.900000,5.1080E-006
1552.950000,5.2040E-006,1552.950000,5.2040E-006,1552.950000,5.2040E-006
1553.000000,5.2750E-006,1553.000000,5.2750E-006,1553.000000,5.2750E-006
1553.050000,5.3260E-006,1553.050000,5.3260E-006,1553.050000,5.3260E-006
1553.100000,5.4620E-006,1553.100000,5.4620E-006,1553.100000,5.4620E-006
1553.150000,5.6300E-006,1553.150000,5.6300E-006,1553.150000,5.6300E-006
1553.200000,5.7570E-006,1553.200000,5.7570E-006,1553.200000,5.7570E-006
1553.250000,5.7990E-006,1553.250000,5.7990E-006,1553.250000,5.7990E-006
1553.300000,6.0120E-006,1553.300000,6.0120E-006,1553.300000,6.0120E-006
1553.350000,6.1790E-006,1553.350000,6.1790E-006,1553.350000,6.1790E-006
1553.400000,6.2550E-006,1553.400000,6.2550E-006,1553.400000,6.2550E-006
1553.450000,6.3930E-006,1553.450000,6.3930E-006,1553.450000,6.3930E-006
1553.500000,6.4510E-006,1553.500000,6.4510E-006,1553.500000,6.4510E-006
1553.550000,6.6490E-006,1553.550000,6.6490E-006,1553.550000,6.6490E-006
1553.600000,6.7610E-006,1553.600000,6.7610E-006,1553.600000,6.7610E-006
1553.650000,6.8780E-006,1553.650000,6.8780E-006,1553.650000,6.8780E-006
1553.700000,7.0470E-006,1553.700000,7.0470E-006,1553.700000,7.0470E-006
1553.750000,7.3590E-006,1553.750000,7.3590E-006,1553.750000,7.3590E-006
1553.800000,7.3700E-006,1553.800000,7.3700E-006,1553.800000,7.3700E-006
1553.850000,7.6150E-006,1553.850000,7.6150E-006,1553.850000,7.6150E-006
1553.900000,7.6580E-006,1553.900000,7.6580E-006,1553.900000,7.6580E-006
1553.950000,7.9420E-006,1553.950000,7.9420E-006,1553.950000,7.9420E-006
1554.000000,8.2700E-006,1554.000000,8.2700E-006,1554.000000,8.2700E-006
1554.050000,8.3790E-006,1554.050000,8.3790E-006,1554.050000,8.3790E-006
1554.100000,8.6620E-006,1554.100000,8.6620E-006,1554.100000,8.6620E-006
1554.150000,8.8810E-006,1554.150000,8.8810E-006,1554.150000,8.8810E-006
1554.200000,8.8410E-006,1554.200000,8.8410E-006,1554.200000,8.8410E-006
1554.250000,9.1640E-006,1554.250000,9.1640E-006,1554.250000,9.1640E-006
1554.300000,9.5270E-006,1554.300000,9.5270E-006,1554.300000,9.5270E-006
1554.350000,9.8200E-006,1554.350000,9.8200E-006,1554.350000,9.8200E-006
1554.400000,1.0170E-005,1554.400000,1.0170E-005,1554.400000,1.0170E-005
1554.450000,1.0290E-005,1554.450000,1.0290E-005,1554.450000,1.0290E-005
1554.500000,1.0640E-005,1554.500000,1.0640E-005,1554.500000,1.0640E-005
1554.550000,1.1110E-005,1554.550000,1.1110E-005,1554.550000,1.1110E-005
1554.600000,1.1600E-005,1554.600000,1.1600E-005,1554.600000,1.1600E-005
