1521.400000,7.0780E-008,1521.400000,7.0780E-008,1521.400000,7.0780E-008
1521.450000,3.3330E-008,1521.450000,3.3330E-008,1521.450000,3.3330E-008
1521.500000,-2.0680E-008,1521.500000,-2.0680E-008,1521.500000,-2.0680E-008
1521.550000,4.4270E-008,1521.550000,4.4270E-008,1521.550000,4.4270E-008
1521.600000,-1.0970E-008,1521.600000,-1.0970E-008,1521.600000,-1.0970E-008
1521.650000,4.4630E-008,1521.650000,4.4630E-008,1521.650000,4.4630E-008
1521.700000,3.4750E-008,1521.700000,3.4750E-008,1521.700000,3.4750E-008
1521.750000,-6.9620E-009,1521.750000,-6.9620E-009,1521.750000,-6.9620E-009
1521.800000,4.4410E-008,1521.800000,4.4410E-008,1521.800000,4.4410E-008
1521.850000,1.3120E-008,1521.850000,1.3120E-008,1521.850000,1.3120E-008
1521.900000,1.8550E-008,1521.900000,1.8550E-008,1521.900000,1.8550E-008
1521.950000,2.9850E-008,1521.950000,2.9850E-008,1521.950000,2.9850E-008
1522.000000,6.0830E-008,1522.000000,6.0830E-008,1522.000000,6.0830E-008
1522.050000,4.5210E-008,1522.050000,4.5210E-008,1522.050000,4.5210E-008
1522.100000,3.8500E-008,1522.100000,3.8500E-008,1522.100000,3.8500E-008
1522.150000,7.5080E-009,1522.150000,7.5080E-009,1522.150000,7.5080E-009
1522.200000,5.2960E-008,1522.200000,5.2960E-008,1522.200000,5.2960E-008
1522.250000,-1.4290E-008,1522.250000,-1.4290E-008,1522.250000,-1.4290E-008
1522.300000,3.6540E-008,1522.300000,3.6540E-008,1522.300000,3.6540E-008
1522.350000,3.0140E-008,1522.350000,3.0140E-008,1522.350000,3.0140E-008
1522.400000,1.2080E-008,1522.400000,1.2080E-008,1522.400000,1.2080E-008
1522.450000,4.0420E-009,1522.450000,4.0420E-009,1522.450000,4.0420E-009
1522.500000,-3.1260E-009,1522.500000,-3.1260E-009,1522.500000,-3.1260E-009
1522.550000,-1.2160E-008,1522.550000,-1.2160E-008,1522.550000,-1.2160E-008
1522.600000,1.3580E-008,1522.600000,1.3580E-008,1522.600000,1.3580E-008
1522.650000,-2.2870E-010,1522.650000,-2.2870E-010,1522.650000,-2.2870E-010
1522.700000,1.9690E-008,1522.700000,1.9690E-008,1522.700000,1.9690E-008
1522.750000,5.9600E-008,1522.750000,5.9600E-008,1522.750000,5.9600E-008
1522.800000,5.3280E-008,1522.800000,5.3280E-008,1522.800000,5.3280E-008
1522.850000,1.9990E-008,1522.850000,1.9990E-008,1522.850000,1.9990E-008
1522.900000,1.9790E-008,1522.900000,1.9790E-008,1522.900000,1.9790E-008
1522.950000,9.4630E-009,1522.950000,9.4630E-009,1522.950000,9.4630E-009
1523.000000,-1.3720E-008,1523.000000,-1.3720E-008,1523.000000,-1.3720E-008
1523.050000,-3.0150E-009,1523.050000,-3.0150E-009,1523.050000,-3.0150E-009
1523.100000,1.8000E-008,1523.100000,1.8000E-008,1523.100000,1.8000E-008
1523.150000,6.8440E-008,1523.150000,6.8440E-008,1523.150000,6.8440E-008
1523.200000,4.7000E-008,1523.200000,4.7000E-008,1523.200000,4.7000E-008
1523.250000,7.1950E-009,1523.250000,7.1950E-009,1523.250000,7.1950E-009
1523.300000,4.9370E-008,1523.300000,4.9370E-008,1523.300000,4.9370E-008
1523.350000,1.4240E-008,1523.350000,1.4240E-008,1523.350000,1.4240E-008
1523.400000,7.3420E-008,1523.400000,7.3420E-008,1523.400000,7.3420E-008
1523.450000,6.0160E-008,1523.450000,6.0160E-008,1523.450000,6.0160E-008
1523.500000,-1.4800E-008,1523.500000,-1.4800E-008,1523.500000,-1.4800E-008
1523.550000,1.1870E-008,1523.550000,1.1870E-008,1523.550000,1.1870E-008
1523.600000,-5.4170E-009,1523.600000,-5.4170E-009,1523.600000,-5.4170E-009
1523.650000,6.6910E-008,1523.650000,6.6910E-008,1523.650000,6.6910E-008
1523.700000,4.1560E-008,1523.700000,4.1560E-008,1523.700000,4.1560E-008
1523.750000,1.7990E-008,1523.750000,1.7990E-008,1523.750000,1.7990E-008
1523.800000,4.1180E-008,1523.800000,4.1180E-008,1523.800000,4.1180E-008
1523.850000,5.7660E-008,1523.850000,5.7660E-008,1523.850000,5.7660E-008
1523.900000,3.8760E-008,1523.900000,3.8760E-008,1523.900000,3.8760E-008
1523.950000,3.4060E-008,1523.950000,3.4060E-008,1523.950000,3.4060E-008
1524.000000,-2.7720E-009,1524.000000,-2.7720E-009,1524.000000,-2.7720E-009
1524.050000,5.0020E-008,1524.050000,5.0020E-008,1524.050000,5.0020E-008
1524.100000,2.7400E-009,1524.100000,2.7400E-009,1524.100000,2.7400E-009
1524.150000,3.0380E-008,1524.150000,3.0380E-008,1524.150000,3.0380E-008
1524.200000,2.6550E-008,1524.200000,2.6550E-008,1524.200000,2.6550E-008
1524.250000,3.9490E-008,1524.250000,3.9490E-008,1524.250000,3.9490E-008
1524.300000,5.7780E-008,1524.300000,5.7780E-008,1524.300000,5.7780E-008
1524.350000,4.0770E-008,1524.350000,4.0770E-008,1524.350000,4.0770E-008
1524.400000,3.0480E-008,1524.400000,3.0480E-008,1524.400000,3.0480E-008
1524.450000,5.9930E-008,1524.450000,5.9930E-008,1524.450000,5.9930E-008
1524.500000,6.8940E-008,1524.500000,6.8940E-008,1524.500000,6.8940E-008
1524.550000,3.7940E-008,1524.550000,3.7940E-008,1524.550000,3.7940E-008
1524.600000,3.0500E-008,1524.600000,3.0500E-008,1524.600000,3.0500E-008
1524.650000,5.1040E-008,1524.650000,5.1040E-008,1524.650000,5.1040E-008
1524.700000,5.2690E-008,1524.700000,5.2690E-008,1524.700000,5.2690E-008
1524.750000,3.1530E-008,1524.750000,3.1530E-008,1524.750000,3.1530E-008
1524.800000,5.9310E-008,1524.800000,5.9310E-008,1524.800000,5.9310E-008
1524.850000,1.1660E-008,1524.850000,1.1660E-008,1524.850000,1.1660E-008
1524.900000,5.7000E-008,1524.900000,5.7000E-008,1524.900000,5.7000E-008
1524.950000,3.6790E-008,1524.950000,3.6790E-008,1524.950000,3.6790E-008
1525.000000,2.4120E-008,1525.000000,2.4120E-008,1525.000000,2.4120E-008
1525.050000,1.8350E-008,1525.050000,1.8350E-008,1525.050000,1.8350E-008
1525.100000,8.2010E-008,1525.100000,8.2010E-008,1525.100000,8.2010E-008
1525.150000,3.2580E-008,1525.150000,3.2580E-008,1525.150000,3.2580E-008
1525.200000,5.4030E-008,1525.200000,5.4030E-008,1525.200000,5.4030E-008
1525.250000,2.9760E-008,1525.250000,2.9760E-008,1525.250000,2.9760E-008
1525.300000,2.3460E-008,1525.300000,2.3460E-008,1525.300000,2.3460E-008
1525.350000,-1.7030E-009,1525.350000,-1.7030E-009,1525.350000,-1.7030E-009
1525.400000,2.6360E-008,1525.400000,2.6360E-008,1525.400000,2.6360E-008
1525.450000,5.9830E-008,1525.450000,5.9830E-008,1525.450000,5.9830E-008
1525.500000,6.5770E-008,1525.500000,6.5770E-008,1525.500000,6.5770E-008
1525.550000,5.0680E-008,1525.550000,5.0680E-008,1525.550000,5.0680E-008
1525.600000,6.6830E-008,1525.600000,6.6830E-008,1525.600000,6.6830E-008
1525.650000,6.2340E-008,1525.650000,6.2340E-008,1525.650000,6.2340E-008
1525.700000,4.8360E-008,1525.700000,4.8360E-008,1525.700000,4.8360E-008
1525.750000,1.4940E-008,1525.750000,1.4940E-008,1525.750000,1.4940E-008
1525.800000,1.4300E-008,1525.800000,1.4300E-008,1525.800000,1.4300E-008
1525.850000,4.5690E-008,1525.850000,4.5690E-008,1525.850000,4.5690E-008
1525.900000,9.3430E-008,1525.900000,9.3430E-008,1525.900000,9.3430E-008
1525.950000,1.5990E-008,1525.950000,1.5990E-008,1525.950000,1.5990E-008
1526.000000,5.7540E-008,1526.000000,5.7540E-008,1526.000000,5.7540E-008
1526.050000,3.3920E-008,1526.050000,3.3920E-008,1526.050000,3.3920E-008
1526.100000,7.3160E-008,1526.100000,7.3160E-008,1526.100000,7.3160E-008
1526.150000,7.2670E-008,1526.150000,7.2670E-008,1526.150000,7.2670E-008
1526.200000,4.4260E-008,1526.200000,4.4260E-008,1526.200000,4.4260E-008
1526.250000,4.4880E-008,1526.250000,4.4880E-008,1526.250000,4.4880E-008
1526.300000,5.8040E-008,1526.300000,5.8040E-008,1526.300000,5.8040E-008
1526.350000,9.9030E-008,1526.350000,9.9030E-008,1526.350000,9.9030E-008
1526.400000,8.3600E-008,1526.400000,8.3600E-008,1526.400000,8.3600E-008
1526.450000,5.6810E-008,1526.450000,5.6810E-008,1526.450000,5.6810E-008
1526.500000,5.6990E-008,1526.500000,5.6990E-008,1526.500000,5.6990E-008
1526.550000,5.1950E-008,1526.550000,5.1950E-008,1526.550000,5.1950E-008
1526.600000,7.0170E-008,1526.600000,7.0170E-008,1526.600000,7.0170E-008
1526.650000,7.3000E-008,1526.650000,7.3000E-008,1526.650000,7.3000E-008
1526.700000,1.3760E-007,1526.700000,1.3760E-007,1526.700000,1.3760E-007
1526.750000,7.8420E-008,1526.750000,7.8420E-008,1526.750000,7.8420E-008
1526.800000,4.0030E-008,1526.800000,4.0030E-008,1526.800000,4.0030E-008
1526.850000,6.4410E-008,1526.850000,6.4410E-008,1526.850000,6.4410E-008
1526.900000,5.4660E-008,1526.900000,5.4660E-008,1526.900000,5.4660E-008
1526.950000,8.1350E-008,1526.950000,8.1350E-008,1526.950000,8.1350E-008
1527.000000,7.4200E-008,1527.000000,7.4200E-008,1527.000000,7.4200E-008
1527.050000,5.8880E-008,1527.050000,5.8880E-008,1527.050000,5.8880E-008
1527.100000,5.5820E-008,1527.100000,5.5820E-008,1527.100000,5.5820E-008
1527.150000,5.3320E-008,1527.150000,5.3320E-008,1527.150000,5.3320E-008
1527.200000,5.3140E-008,1527.200000,5.3140E-008,1527.200000,5.3140E-008
1527.250000,3.1680E-008,1527.250000,3.1680E-008,1527.250000,3.1680E-008
1527.300000,8.1890E-008,1527.300000,8.1890E-008,1527.300000,8.1890E-008
1527.350000,6.6330E-008,1527.350000,6.6330E-008,1527.350000,6.6330E-008
1527.400000,8.0260E-008,1527.400000,8.0260E-008,1527.400000,8.0260E-008
1527.450000,3.8590E-008,1527.450000,3.8590E-008,1527.450000,3.8590E-008
1527.500000,5.5820E-008,1527.500000,5.5820E-008,1527.500000,5.5820E-008
1527.550000,7.6850E-008,1527.550000,7.6850E-008,1527.550000,7.6850E-008
1527.600000,8.9860E-008,1527.600000,8.9860E-008,1527.600000,8.9860E-008
1527.650000,1.0140E-007,1527.650000,1.0140E-007,1527.650000,1.0140E-007
1527.700000,5.6920E-008,1527.700000,5.6920E-008,1527.700000,5.6920E-008
1527.750000,5.1220E-008,1527.750000,5.1220E-008,1527.750000,5.1220E-008
1527.800000,8.2260E-008,1527.800000,8.2260E-008,1527.800000,8.2260E-008
1527.850000,6.5830E-008,1527.850000,6.5830E-008,1527.850000,6.5830E-008
1527.900000,9.1520E-008,1527.900000,9.1520E-008,1527.900000,9.1520E-008
1527.950000,8.9810E-008,1527.950000,8.9810E-008,1527.950000,8.9810E-008
1528.000000,6.0320E-008,1528.000000,6.0320E-008,1528.000000,6.0320E-008
1528.050000,1.0290E-007,1528.050000,1.0290E-007,1528.050000,1.0290E-007
1528.100000,1.0600E-007,1528.100000,1.0600E-007,1528.100000,1.0600E-007
1528.150000,1.2730E-007,1528.150000,1.2730E-007,1528.150000,1.2730E-007
1528.200000,7.2900E-008,1528.200000,7.2900E-008,1528.200000,7.2900E-008
1528.250000,1.0260E-007,1528.250000,1.0260E-007,1528.250000,1.0260E-007
1528.300000,8.7280E-008,1528.300000,8.7280E-008,1528.300000,8.7280E-008
1528.350000,6.7860E-008,1528.350000,6.7860E-008,1528.350000,6.7860E-008
1528.400000,1.3860E-007,1528.400000,1.3860E-007,1528.400000,1.3860E-007
1528.450000,6.0330E-008,1528.450000,6.0330E-008,1528.450000,6.0330E-008
1528.500000,8.6290E-008,1528.500000,8.6290E-008,1528.500000,8.6290E-008
1528.550000,1.0170E-007,1528.550000,1.0170E-007,1528.550000,1.0170E-007
1528.600000,1.0260E-007,1528.600000,1.0260E-007,1528.600000,1.0260E-007
1528.650000,1.0140E-007,1528.650000,1.0140E-007,1528.650000,1.0140E-007
1528.700000,1.0380E-007,1528.700000,1.0380E-007,1528.700000,1.0380E-007
1528.750000,1.0240E-007,1528.750000,1.0240E-007,1528.750000,1.0240E-007
1528.800000,1.2170E-007,1528.800000,1.2170E-007,1528.800000,1.2170E-007
1528.850000,1.4320E-007,1528.850000,1.4320E-007,1528.850000,1.4320E-007
1528.900000,5.8170E-008,1528.900000,5.8170E-008,1528.900000,5.8170E-008
1528.950000,1.4850E-007,1528.950000,1.4850E-007,1528.950000,1.4850E-007
1529.000000,8.0750E-008,1529.000000,8.0750E-008,1529.000000,8.0750E-008
1529.050000,7.4730E-008,1529.050000,7.4730E-008,1529.050000,7.4730E-008
1529.100000,1.0620E-007,1529.100000,1.0620E-007,1529.100000,1.0620E-007
1529.150000,1.0510E-007,1529.150000,1.0510E-007,1529.150000,1.0510E-007
1529.200000,9.9660E-008,1529.200000,9.9660E-008,1529.200000,9.9660E-008
1529.250000,5.0620E-008,1529.250000,5.0620E-008,1529.250000,5.0620E-008
1529.300000,8.7930E-008,1529.300000,8.7930E-008,1529.300000,8.7930E-008
1529.350000,9.3080E-008,1529.350000,9.3080E-008,1529.350000,9.3080E-008
1529.400000,1.4880E-007,1529.400000,1.4880E-007,1529.400000,1.4880E-007
1529.450000,1.4010E-007,1529.450000,1.4010E-007,1529.450000,1.4010E-007
1529.500000,1.1360E-007,1529.500000,1.1360E-007,1529.500000,1.1360E-007
1529.550000,1.0040E-007,1529.550000,1.0040E-007,1529.550000,1.0040E-007
1529.600000,1.2160E-007,1529.600000,1.2160E-007,1529.600000,1.2160E-007
1529.650000,1.0480E-007,1529.650000,1.0480E-007,1529.650000,1.0480E-007
1529.700000,1.1790E-007,1529.700000,1.1790E-007,1529.700000,1.1790E-007
1529.750000,1.1840E-007,1529.750000,1.1840E-007,1529.750000,1.1840E-007
1529.800000,1.2300E-007,1529.800000,1.2300E-007,1529.800000,1.2300E-007
1529.850000,1.1330E-007,1529.850000,1.1330E-007,1529.850000,1.1330E-007
1529.900000,1.7490E-007,1529.900000,1.7490E-007,1529.900000,1.7490E-007
1529.950000,1.1040E-007,1529.950000,1.1040E-007,1529.950000,1.1040E-007
1530.000000,1.1430E-007,1530.000000,1.1430E-007,1530.000000,1.1430E-007
1530.050000,1.3320E-007,1530.050000,1.3320E-007,1530.050000,1.3320E-007
1530.100000,8.5690E-008,1530.100000,8.5690E-008,1530.100000,8.5690E-008
1530.150000,1.0640E-007,1530.150000,1.0640E-007,1530.150000,1.0640E-007
1530.200000,1.4720E-007,1530.200000,1.4720E-007,1530.200000,1.4720E-007
1530.250000,1.7800E-007,1530.250000,1.7800E-007,1530.250000,1.7800E-007
1530.300000,1.4630E-007,1530.300000,1.4630E-007,1530.300000,1.4630E-007
1530.350000,1.7920E-007,1530.350000,1.7920E-007,1530.350000,1.7920E-007
1530.400000,1.2710E-007,1530.400000,1.2710E-007,1530.400000,1.2710E-007
1530.450000,9.4110E-008,1530.450000,9.4110E-008,1530.450000,9.4110E-008
1530.500000,1.3930E-007,1530.500000,1.3930E-007,1530.500000,1.3930E-007
1530.550000,1.3230E-007,1530.550000,1.3230E-007,1530.550000,1.3230E-007
1530.600000,1.2400E-007,1530.600000,1.2400E-007,1530.600000,1.2400E-007
1530.650000,1.8320E-007,1530.650000,1.8320E-007,1530.650000,1.8320E-007
1530.700000,1.7200E-007,1530.700000,1.7200E-007,1530.700000,1.7200E-007
1530.750000,1.3490E-007,1530.750000,1.3490E-007,1530.750000,1.3490E-007
1530.800000,1.9260E-007,1530.800000,1.9260E-007,1530.800000,1.9260E-007
1530.850000,1.5030E-007,1530.850000,1.5030E-007,1530.850000,1.5030E-007
1530.900000,1.4500E-007,1530.900000,1.4500E-007,1530.900000,1.4500E-007
1530.950000,1.5660E-007,1530.950000,1.5660E-007,1530.950000,1.5660E-007
1531.000000,1.7690E-007,1531.000000,1.7690E-007,1531.000000,1.7690E-007
1531.050000,1.8020E-007,1531.050000,1.8020E-007,1531.050000,1.8020E-007
1531.100000,1.8760E-007,1531.100000,1.8760E-007,1531.100000,1.8760E-007
1531.150000,1.9210E-007,1531.150000,1.9210E-007,1531.150000,1.9210E-007
1531.200000,1.4240E-007,1531.200000,1.4240E-007,1531.200000,1.4240E-007
1531.250000,1.2900E-007,1531.250000,1.2900E-007,1531.250000,1.2900E-007
1531.300000,1.6460E-007,1531.300000,1.6460E-007,1531.300000,1.6460E-007
1531.350000,2.1920E-007,1531.350000,2.1920E-007,1531.350000,2.1920E-007
1531.400000,1.8100E-007,1531.400000,1.8100E-007,1531.400000,1.8100E-007
1531.450000,1.7660E-007,1531.450000,1.7660E-007,1531.450000,1.7660E-007
1531.500000,1.4020E-007,1531.500000,1.4020E-007,1531.500000,1.4020E-007
1531.550000,1.7490E-007,1531.550000,1.7490E-007,1531.550000,1.7490E-007
1531.600000,2.2290E-007,1531.600000,2.2290E-007,1531.600000,2.2290E-007
1531.650000,1.8370E-007,1531.650000,1.8370E-007,1531.650000,1.8370E-007
1531.700000,1.7040E-007,1531.700000,1.7040E-007,1531.700000,1.7040E-007
1531.750000,1.6180E-007,1531.750000,1.6180E-007,1531.750000,1.6180E-007
1531.800000,1.9430E-007,1531.800000,1.9430E-007,1531.800000,1.9430E-007
1531.850000,2.2880E-007,1531.850000,2.2880E-007,1531.850000,2.2880E-007
1531.900000,2.0210E-007,1531.900000,2.0210E-007,1531.900000,2.0210E-007
1531.950000,1.9830E-007,1531.950000,1.9830E-007,1531.950000,1.9830E-007
1532.000000,1.8320E-007,1532.000000,1.8320E-007,1532.000000,1.8320E-007
1532.050000,2.1180E-007,1532.050000,2.1180E-007,1532.050000,2.1180E-007
1532.100000,1.5160E-007,1532.100000,1.5160E-007,1532.100000,1.5160E-007
1532.150000,2.3850E-007,1532.150000,2.3850E-007,1532.150000,2.3850E-007
1532.200000,2.4210E-007,1532.200000,2.4210E-007,1532.200000,2.4210E-007
1532.250000,2.0400E-007,1532.250000,2.0400E-007,1532.250000,2.0400E-007
1532.300000,1.8170E-007,1532.300000,1.8170E-007,1532.300000,1.8170E-007
1532.350000,1.6570E-007,1532.350000,1.6570E-007,1532.350000,1.6570E-007
1532.400000,2.1060E-007,1532.400000,2.1060E-007,1532.400000,2.1060E-007
1532.450000,2.0350E-007,1532.450000,2.0350E-007,1532.450000,2.0350E-007
1532.500000,2.2950E-007,1532.500000,2.2950E-007,1532.500000,2.2950E-007
1532.550000,2.0800E-007,1532.550000,2.0800E-007,1532.550000,2.0800E-007
1532.600000,2.2880E-007,1532.600000,2.2880E-007,1532.600000,2.2880E-007
1532.650000,2.0900E-007,1532.650000,2.0900E-007,1532.650000,2.0900E-007
1532.700000,2.3420E-007,1532.700000,2.3420E-007,1532.700000,2.3420E-007
1532.750000,2.1820E-007,1532.750000,2.1820E-007,1532.750000,2.1820E-007
1532.800000,2.2640E-007,1532.800000,2.2640E-007,1532.800000,2.2640E-007
1532.850000,2.4740E-007,1532.850000,2.4740E-007,1532.850000,2.4740E-007
1532.900000,2.5510E-007,1532.900000,2.5510E-007,1532.900000,2.5510E-007
1532.950000,2.9310E-007,1532.950000,2.9310E-007,1532.950000,2.9310E-007
1533.000000,2.3480E-007,1533.000000,2.3480E-007,1533.000000,2.3480E-007
1533.050000,2.3080E-007,1533.050000,2.3080E-007,1533.050000,2.3080E-007
1533.100000,2.3070E-007,1533.100000,2.3070E-007,1533.100000,2.3070E-007
1533.150000,2.4430E-007,1533.150000,2.4430E-007,1533.150000,2.4430E-007
1533.200000,2.4750E-007,1533.200000,2.4750E-007,1533.200000,2.4750E-007
1533.250000,2.6870E-007,1533.250000,2.6870E-007,1533.250000,2.6870E-007
1533.300000,2.7530E-007,1533.300000,2.7530E-007,1533.300000,2.7530E-007
1533.350000,2.8520E-007,1533.350000,2.8520E-007,1533.350000,2.8520E-007
1533.400000,2.6920E-007,1533.400000,2.6920E-007,1533.400000,2.6920E-007
1533.450000,2.2770E-007,1533.450000,2.2770E-007,1533.450000,2.2770E-007
1533.500000,2.7090E-007,1533.500000,2.7090E-007,1533.500000,2.7090E-007
1533.550000,3.0320E-007,1533.550000,3.0320E-007,1533.550000,3.0320E-007
1533.600000,2.7430E-007,1533.600000,2.7430E-007,1533.600000,2.7430E-007
1533.650000,2.7960E-007,1533.650000,2.7960E-007,1533.650000,2.7960E-007
1533.700000,2.6490E-007,1533.700000,2.6490E-007,1533.700000,2.6490E-007
1533.750000,2.6790E-007,1533.750000,2.6790E-007,1533.750000,2.6790E-007
1533.800000,2.4720E-007,1533.800000,2.4720E-007,1533.800000,2.4720E-007
1533.850000,2.4390E-007,1533.850000,2.4390E-007,1533.850000,2.4390E-007
1533.900000,2.6760E-007,1533.900000,2.6760E-007,1533.900000,2.6760E-007
1533.950000,2.3440E-007,1533.950000,2.3440E-007,1533.950000,2.3440E-007
1534.000000,3.3110E-007,1534.000000,3.3110E-007,1534.000000,3.3110E-007
1534.050000,2.7930E-007,1534.050000,2.7930E-007,1534.050000,2.7930E-007
1534.100000,3.2240E-007,1534.100000,3.2240E-007,1534.100000,3.2240E-007
1534.150000,3.0590E-007,1534.150000,3.0590E-007,1534.150000,3.0590E-007
1534.200000,2.8080E-007,1534.200000,2.8080E-007,1534.200000,2.8080E-007
1534.250000,2.7160E-007,1534.250000,2.7160E-007,1534.250000,2.7160E-007
1534.300000,3.4550E-007,1534.300000,3.4550E-007,1534.300000,3.4550E-007
1534.350000,2.5890E-007,1534.350000,2.5890E-007,1534.350000,2.5890E-007
1534.400000,2.7470E-007,1534.400000,2.7470E-007,1534.400000,2.7470E-007
1534.450000,2.7370E-007,1534.450000,2.7370E-007,1534.450000,2.7370E-007
1534.500000,2.6850E-007,1534.500000,2.6850E-007,1534.500000,2.6850E-007
1534.550000,3.1960E-007,1534.550000,3.1960E-007,1534.550000,3.1960E-007
1534.600000,3.0720E-007,1534.600000,3.0720E-007,1534.600000,3.0720E-007
1534.650000,3.3230E-007,1534.650000,3.3230E-007,1534.650000,3.3230E-007
1534.700000,3.1050E-007,1534.700000,3.1050E-007,1534.700000,3.1050E-007
1534.750000,2.9750E-007,1534.750000,2.9750E-007,1534.750000,2.9750E-007
1534.800000,2.9830E-007,1534.800000,2.9830E-007,1534.800000,2.9830E-007
1534.850000,2.6320E-007,1534.850000,2.6320E-007,1534.850000,2.6320E-007
1534.900000,2.9050E-007,1534.900000,2.9050E-007,1534.900000,2.9050E-007
1534.950000,2.6180E-007,1534.950000,2.6180E-007,1534.950000,2.6180E-007
1535.000000,2.9300E-007,1535.000000,2.9300E-007,1535.000000,2.9300E-007
1535.050000,2.8360E-007,1535.050000,2.8360E-007,1535.050000,2.8360E-007
1535.100000,3.1980E-007,1535.100000,3.1980E-007,1535.100000,3.1980E-007
1535.150000,2.8520E-007,1535.150000,2.8520E-007,1535.150000,2.8520E-007
1535.200000,2.7590E-007,1535.200000,2.7590E-007,1535.200000,2.7590E-007
1535.250000,2.6990E-007,1535.250000,2.6990E-007,1535.250000,2.6990E-007
1535.300000,3.1640E-007,1535.300000,3.1640E-007,1535.300000,3.1640E-007
1535.350000,2.6820E-007,1535.350000,2.6820E-007,1535.350000,2.6820E-007
1535.400000,2.8430E-007,1535.400000,2.8430E-007,1535.400000,2.8430E-007
1535.450000,3.3800E-007,1535.450000,3.3800E-007,1535.450000,3.3800E-007
1535.500000,2.4680E-007,1535.500000,2.4680E-007,1535.500000,2.4680E-007
1535.550000,2.5300E-007,1535.550000,2.5300E-007,1535.550000,2.5300E-007
1535.600000,2.9130E-007,1535.600000,2.9130E-007,1535.600000,2.9130E-007
1535.650000,2.7150E-007,1535.650000,2.7150E-007,1535.650000,2.7150E-007
1535.700000,3.0030E-007,1535.700000,3.0030E-007,1535.700000,3.0030E-007
1535.750000,2.6280E-007,1535.750000,2.6280E-007,1535.750000,2.6280E-007
1535.800000,2.6410E-007,1535.800000,2.6410E-007,1535.800000,2.6410E-007
1535.850000,2.4710E-007,1535.850000,2.4710E-007,1535.850000,2.4710E-007
1535.900000,3.1770E-007,1535.900000,3.1770E-007,1535.900000,3.1770E-007
1535.950000,2.4920E-007,1535.950000,2.4920E-007,1535.950000,2.4920E-007
1536.000000,2.9740E-007,1536.000000,2.9740E-007,1536.000000,2.9740E-007
1536.050000,2.5910E-007,1536.050000,2.5910E-007,1536.050000,2.5910E-007
1536.100000,2.4830E-007,1536.100000,2.4830E-007,1536.100000,2.4830E-007
1536.150000,3.2160E-007,1536.150000,3.2160E-007,1536.150000,3.2160E-007
1536.200000,2.7510E-007,1536.200000,2.7510E-007,1536.200000,2.7510E-007
1536.250000,2.9900E-007,1536.250000,2.9900E-007,1536.250000,2.9900E-007
1536.300000,2.4390E-007,1536.300000,2.4390E-007,1536.300000,2.4390E-007
1536.350000,2.5270E-007,1536.350000,2.5270E-007,1536.350000,2.5270E-007
1536.400000,2.4500E-007,1536.400000,2.4500E-007,1536.400000,2.4500E-007
1536.450000,2.9170E-007,1536.450000,2.9170E-007,1536.450000,2.9170E-007
1536.500000,2.9930E-007,1536.500000,2.9930E-007,1536.500000,2.9930E-007
1536.550000,2.4380E-007,1536.550000,2.4380E-007,1536.550000,2.4380E-007
1536.600000,2.8870E-007,1536.600000,2.8870E-007,1536.600000,2.8870E-007
1536.650000,2.8350E-007,1536.650000,2.8350E-007,1536.650000,2.8350E-007
1536.700000,2.0770E-007,1536.700000,2.0770E-007,1536.700000,2.0770E-007
1536.750000,2.8640E-007,1536.750000,2.8640E-007,1536.750000,2.8640E-007
1536.800000,2.4630E-007,1536.800000,2.4630E-007,1536.800000,2.4630E-007
1536.850000,2.4410E-007,1536.850000,2.4410E-007,1536.850000,2.4410E-007
1536.900000,2.1130E-007,1536.900000,2.1130E-007,1536.900000,2.1130E-007
1536.950000,2.8490E-007,1536.950000,2.8490E-007,1536.950000,2.8490E-007
1537.000000,2.4150E-007,1537.000000,2.4150E-007,1537.000000,2.4150E-007
1537.050000,2.2910E-007,1537.050000,2.2910E-007,1537.050000,2.2910E-007
1537.100000,1.9250E-007,1537.100000,1.9250E-007,1537.100000,1.9250E-007
1537.150000,2.5870E-007,1537.150000,2.5870E-007,1537.150000,2.5870E-007
1537.200000,2.0690E-007,1537.200000,2.0690E-007,1537.200000,2.0690E-007
1537.250000,2.2160E-007,1537.250000,2.2160E-007,1537.250000,2.2160E-007
1537.300000,2.7190E-007,1537.300000,2.7190E-007,1537.300000,2.7190E-007
1537.350000,1.9600E-007,1537.350000,1.9600E-007,1537.350000,1.9600E-007
1537.400000,2.6060E-007,1537.400000,2.6060E-007,1537.400000,2.6060E-007
1537.450000,2.1250E-007,1537.450000,2.1250E-007,1537.450000,2.1250E-007
1537.500000,2.5560E-007,1537.500000,2.5560E-007,1537.500000,2.5560E-007
1537.550000,2.3480E-007,1537.550000,2.3480E-007,1537.550000,2.3480E-007
1537.600000,1.9410E-007,1537.600000,1.9410E-007,1537.600000,1.9410E-007
1537.650000,2.4120E-007,1537.650000,2.4120E-007,1537.650000,2.4120E-007
1537.700000,2.0770E-007,1537.700000,2.0770E-007,1537.700000,2.0770E-007
1537.750000,2.6600E-007,1537.750000,2.6600E-007,1537.750000,2.6600E-007
1537.800000,2.5360E-007,1537.800000,2.5360E-007,1537.800000,2.5360E-007
1537.850000,2.2840E-007,1537.850000,2.2840E-007,1537.850000,2.2840E-007
1537.900000,2.2370E-007,1537.900000,2.2370E-007,1537.900000,2.2370E-007
1537.950000,1.9990E-007,1537.950000,1.9990E-007,1537.950000,1.9990E-007
