1538.150000,2.0620E-006,1538.150000,2.0620E-006,1538.150000,2.0620E-006
1538.200000,2.1430E-006,1538.200000,2.1430E-006,1538.200000,2.1430E-006
1538.250000,2.1170E-006,1538.250000,2.1170E-006,1538.250000,2.1170E-006
1538.300000,2.2340E-006,1538.300000,2.2340E-006,1538.300000,2.2340E-006
1538.350000,2.2060E-006,1538.350000,2.2060E-006,1538.350000,2.2060E-006
1538.400000,2.2850E-006,1538.400000,2.2850E-006,1538.400000,2.2850E-006
1538.450000,2.3120E-006,1538.450000,2.3120E-006,1538.450000,2.3120E-006
1538.500000,2.3710E-006,1538.500000,2.3710E-006,1538.500000,2.3710E-006
1538.550000,2.4600E-006,1538.550000,2.4600E-006,1538.550000,2.4600E-006
1538.600000,2.5260E-006,1538.600000,2.5260E-006,1538.600000,2.5260E-006
1538.650000,2.6340E-006,1538.650000,2.6340E-006,1538.650000,2.6340E-006
1538.700000,2.5700E-006,1538.700000,2.5700E-006,1538.700000,2.5700E-006
1538.750000,2.6550E-006,1538.750000,2.6550E-006,1538.750000,2.6550E-006
1538.800000,2.6990E-006,1538.800000,2.6990E-006,1538.800000,2.6990E-006
1538.850000,2.6780E-006,1538.850000,2.6780E-006,1538.850000,2.6780E-006
1538.900000,2.7200E-006,1538.900000,2.7200E-006,1538.900000,2.7200E-006
1538.950000,2.6040E-006,1538.950000,2.6040E-006,1538.950000,2.6040E-006
1539.000000,2.6110E-006,1539.000000,2.6110E-006,1539.000000,2.6110E-006
1539.050000,2.6540E-006,1539.050000,2.6540E-006,1539.050000,2.6540E-006
1539.100000,2.6310E-006,1539.100000,2.6310E-006,1539.100000,2.6310E-006
1539.150000,2.6680E-006,1539.150000,2.6680E-006,1539.150000,2.6680E-006
1539.200000,2.6620E-006,1539.200000,2.6620E-006,1539.200000,2.6620E-006
1539.250000,2.6740E-006,1539.250000,2.6740E-006,1539.250000,2.6740E-006
1539.300000,2.7280E-006,1539.300000,2.7280E-006,1539.300000,2.7280E-006
1539.350000,2.8420E-006,1539.350000,2.8420E-006,1539.350000,2.8420E-006
1539.400000,2.9600E-006,1539.400000,2.9600E-006,1539.400000,2.9600E-006
1539.450000,3.0590E-006,1539.450000,3.0590E-006,1539.450000,3.0590E-006
1539.500000,3.1620E-006,1539.500000,3.1620E-006,1539.500000,3.1620E-006
1539.550000,3.2710E-006,1539.550000,3.2710E-006,1539.550000,3.2710E-006
1539.600000,3.4010E-006,1539.600000,3.4010E-006,1539.600000,3.4010E-006
1539.650000,3.5200E-006,1539.650000,3.5200E-006,1539.650000,3.5200E-006
1539.700000,3.5590E-006,1539.700000,3.5590E-006,1539.700000,3.5590E-006
1539.750000,3.6530E-006,1539.750000,3.6530E-006,1539.750000,3.6530E-006
1539.800000,3.5850E-006,1539.800000,3.5850E-006,1539.800000,3.5850E-006
1539.850000,3.5720E-006,1539.850000,3.5720E-006,1539.850000,3.5720E-006
1539.900000,3.4690E-006,1539.900000,3.4690E-006,1539.900000,3.4690E-006
1539.950000,3.3430E-006,1539.950000,3.3430E-006,1539.950000,3.3430E-006
1540.000000,3.2930E-006,1540.000000,3.2930E-006,1540.000000,3.2930E-006
1540.050000,3.2010E-006,1540.050000,3.2010E-006,1540.050000,3.2010E-006
1540.100000,3.1470E-006,1540.100000,3.1470E-006,1540.100000,3.1470E-006
1540.150000,3.1040E-006,1540.150000,3.1040E-006,1540.150000,3.1040E-006
1540.200000,3.0670E-006,1540.200000,3.0670E-006,1540.200000,3.0670E-006
1540.250000,2.9940E-006,1540.250000,2.9940E-006,1540.250000,2.9940E-006
1540.300000,2.9980E-006,1540.300000,2.9980E-006,1540.300000,2.9980E-006
1540.350000,2.9760E-006,1540.350000,2.9760E-006,1540.350000,2.9760E-006
1540.400000,3.0600E-006,1540.400000,3.0600E-006,1540.400000,3.0600E-006
1540.450000,3.0320E-006,1540.450000,3.0320E-006,1540.450000,3.0320E-006
1540.500000,3.0470E-006,1540.500000,3.0470E-006,1540.500000,3.0470E-006
1540.550000,2.9890E-006,1540.550000,2.9890E-006,1540.550000,2.9890E-006
1540.600000,3.1330E-006,1540.600000,3.1330E-006,1540.600000,3.1330E-006
1540.650000,3.1240E-006,1540.650000,3.1240E-006,1540.650000,3.1240E-006
1540.700000,3.1250E-006,1540.700000,3.1250E-006,1540.700000,3.1250E-006
1540.750000,3.1590E-006,1540.750000,3.1590E-006,1540.750000,3.1590E-006
1540.800000,3.1720E-006,1540.800000,3.1720E-006,1540.800000,3.1720E-006
1540.850000,3.2370E-006,1540.850000,3.2370E-006,1540.850000,3.2370E-006
1540.900000,3.2550E-006,1540.900000,3.2550E-006,1540.900000,3.2550E-006
1540.950000,3.3710E-006,1540.950000,3.3710E-006,1540.950000,3.3710E-006
1541.000000,3.3510E-006,1541.000000,3.3510E-006,1541.000000,3.3510E-006
1541.050000,3.4280E-006,1541.050000,3.4280E-006,1541.050000,3.4280E-006
1541.100000,3.5140E-006,1541.100000,3.5140E-006,1541.100000,3.5140E-006
1541.150000,3.5880E-006,1541.150000,3.5880E-006,1541.150000,3.5880E-006
1541.200000,3.6430E-006,1541.200000,3.6430E-006,1541.200000,3.6430E-006
1541.250000,3.7000E-006,1541.250000,3.7000E-006,1541.250000,3.7000E-006
1541.300000,3.7110E-006,1541.300000,3.7110E-006,1541.300000,3.7110E-006
1541.350000,3.8420E-006,1541.350000,3.8420E-006,1541.350000,3.8420E-006
1541.400000,3.9010E-006,1541.400000,3.9010E-006,1541.400000,3.9010E-006
1541.450000,3.9770E-006,1541.450000,3.9770E-006,1541.450000,3.9770E-006
1541.500000,4.1190E-006,1541.500000,4.1190E-006,1541.500000,4.1190E-006
1541.550000,4.2140E-006,1541.550000,4.2140E-006,1541.550000,4.2140E-006
1541.600000,4.3420E-006,1541.600000,4.3420E-006,1541.600000,4.3420E-006
1541.650000,4.3910E-006,1541.650000,4.3910E-006,1541.650000,4.3910E-006
1541.700000,4.5200E-006,1541.700000,4.5200E-006,1541.700000,4.5200E-006
1541.750000,4.6550E-006,1541.750000,4.6550E-006,1541.750000,4.6550E-006
1541.800000,4.7830E-006,1541.800000,4.7830E-006,1541.800000,4.7830E-006
1541.850000,4.8820E-006,1541.850000,4.8820E-006,1541.850000,4.8820E-006
1541.900000,5.0180E-006,1541.900000,5.0180E-006,1541.900000,5.0180E-006
1541.950000,5.1770E-006,1541.950000,5.1770E-006,1541.950000,5.1770E-006
1542.000000,5.3230E-006,1542.000000,5.3230E-006,1542.000000,5.3230E-006
1542.050000,5.4940E-006,1542.050000,5.4940E-006,1542.050000,5.4940E-006
1542.100000,5.6770E-006,1542.100000,5.6770E-006,1542.100000,5.6770E-006
1542.150000,5.8340E-006,1542.150000,5.8340E-006,1542.150000,5.8340E-006
1542.200000,6.0560E-006,1542.200000,6.0560E-006,1542.200000,6.0560E-006
1542.250000,6.2520E-006,1542.250000,6.2520E-006,1542.250000,6.2520E-006
1542.300000,6.4830E-006,1542.300000,6.4830E-006,1542.300000,6.4830E-006
1542.350000,6.7220E-006,1542.350000,6.7220E-006,1542.350000,6.7220E-006
1542.400000,7.0040E-006,1542.400000,7.0040E-006,1542.400000,7.0040E-006
1542.450000,7.2800E-006,1542.450000,7.2800E-006,1542.450000,7.2800E-006
1542.500000,7.5910E-006,1542.500000,7.5910E-006,1542.500000,7.5910E-006
1542.550000,7.8490E-006,1542.550000,7.8490E-006,1542.550000,7.8490E-006
1542.600000,8.2370E-006,1542.600000,8.2370E-006,1542.600000,8.2370E-006
1542.650000,8.5560E-006,1542.650000,8.5560E-006,1542.650000,8.5560E-006
1542.700000,9.0220E-006,1542.700000,9.0220E-006,1542.700000,9.0220E-006
1542.750000,9.4130E-006,1542.750000,9.4130E-006,1542.750000,9.4130E-006
1542.800000,9.9190E-006,1542.800000,9.9190E-006,1542.800000,9.9190E-006
1542.850000,1.0420E-005,1542.850000,1.0420E-005,1542.850000,1.0420E-005
1542.900000,1.0960E-005,1542.900000,1.0960E-005,1542.900000,1.0960E-005
1542.950000,1.1560E-005,1542.950000,1.1560E-005,1542.950000,1.1560E-005
1543.000000,1.2310E-005,1543.000000,1.2310E-005,1543.000000,1.2310E-005
1543.050000,1.3110E-005,1543.050000,1.3110E-005,1543.050000,1.3110E-005
1543.100000,1.3810E-005,1543.100000,1.3810E-005,1543.100000,1.3810E-005
1543.150000,1.4710E-005,1543.150000,1.4710E-005,1543.150000,1.4710E-005
1543.200000,1.5820E-005,1543.200000,1.5820E-005,1543.200000,1.5820E-005
1543.250000,1.6930E-005,1543.250000,1.6930E-005,1543.250000,1.6930E-005
1543.300000,1.8190E-005,1543.300000,1.8190E-005,1543.300000,1.8190E-005
1543.350000,1.9650E-005,1543.350000,1.9650E-005,1543.350000,1.9650E-005
1543.400000,2.1000E-005,1543.400000,2.1000E-005,1543.400000,2.1000E-005
1543.450000,2.2850E-005,1543.450000,2.2850E-005,1543.450000,2.2850E-005
1543.500000,2.4890E-005,1543.500000,2.4890E-005,1543.500000,2.4890E-005
1543.550000,2.7090E-005,1543.550000,2.7090E-005,1543.550000,2.7090E-005
1543.600000,2.9630E-005,1543.600000,2.9630E-005,1543.600000,2.9630E-005
1543.650000,3.2450E-005,1543.650000,3.2450E-005,1543.650000,3.2450E-005
1543.700000,3.5630E-005,1543.700000,3.5630E-005,1543.700000,3.5630E-005
1543.750000,3.9330E-005,1543.750000,3.9330E-005,1543.750000,3.9330E-005
1543.800000,4.3920E-005,1543.800000,4.3920E-005,1543.800000,4.3920E-005
1543.850000,4.9060E-005,1543.850000,4.9060E-005,1543.850000,4.9060E-005
1543.900000,5.4550E-005,1543.900000,5.4550E-005,1543.900000,5.4550E-005
1543.950000,6.1260E-005,1543.950000,6.1260E-005,1543.950000,6.1260E-005
1544.000000,6.9960E-005,1544.000000,6.9960E-005,1544.000000,6.9960E-005
1544.050000,7.9990E-005,1544.050000,7.9990E-005,1544.050000,7.9990E-005
1544.100000,9.0850E-005,1544.100000,9.0850E-005,1544.100000,9.0850E-005
1544.150000,1.0450E-004,1544.150000,1.0450E-004,1544.150000,1.0450E-004
1544.200000,1.2100E-004,1544.200000,1.2100E-004,1544.200000,1.2100E-004
1544.250000,1.4100E-004,1544.250000,1.4100E-004,1544.250000,1.4100E-004
1544.300000,1.6600E-004,1544.300000,1.6600E-004,1544.300000,1.6600E-004
1544.350000,1.9680E-004,1544.350000,1.9680E-004,1544.350000,1.9680E-004
1544.400000,2.3540E-004,1544.400000,2.3540E-004,1544.400000,2.3540E-004
1544.450000,2.9420E-004,1544.450000,2.9420E-004,1544.450000,2.9420E-004
1544.500000,3.5530E-004,1544.500000,3.5530E-004,1544.500000,3.5530E-004
1544.550000,4.3470E-004,1544.550000,4.3470E-004,1544.550000,4.3470E-004
1544.600000,5.2330E-004,1544.600000,5.2330E-004,1544.600000,5.2330E-004
1544.650000,6.3700E-004,1544.650000,6.3700E-004,1544.650000,6.3700E-004
1544.700000,7.5250E-004,1544.700000,7.5250E-004,1544.700000,7.5250E-004
1544.750000,8.4580E-004,1544.750000,8.4580E-004,1544.750000,8.4580E-004
1544.800000,8.9820E-004,1544.800000,8.9820E-004,1544.800000,8.9820E-004
1544.850000,8.9070E-004,1544.850000,8.9070E-004,1544.850000,8.9070E-004
1544.900000,8.0920E-004,1544.900000,8.0920E-004,1544.900000,8.0920E-004
1544.950000,7.0320E-004,1544.950000,7.0320E-004,1544.950000,7.0320E-004
1545.000000,5.7950E-004,1545.000000,5.7950E-004,1545.000000,5.7950E-004
1545.050000,4.7750E-004,1545.050000,4.7750E-004,1545.050000,4.7750E-004
1545.100000,3.9610E-004,1545.100000,3.9610E-004,1545.100000,3.9610E-004
1545.150000,3.2670E-004,1545.150000,3.2670E-004,1545.150000,3.2670E-004
1545.200000,2.7580E-004,1545.200000,2.7580E-004,1545.200000,2.7580E-004
1545.250000,2.3110E-004,1545.250000,2.3110E-004,1545.250000,2.3110E-004
1545.300000,2.0270E-004,1545.300000,2.0270E-004,1545.300000,2.0270E-004
1545.350000,1.8110E-004,1545.350000,1.8110E-004,1545.350000,1.8110E-004
1545.400000,1.5900E-004,1545.400000,1.5900E-004,1545.400000,1.5900E-004
1545.450000,1.4440E-004,1545.450000,1.4440E-004,1545.450000,1.4440E-004
1545.500000,1.3110E-004,1545.500000,1.3110E-004,1545.500000,1.3110E-004
1545.550000,1.2080E-004,1545.550000,1.2080E-004,1545.550000,1.2080E-004
1545.600000,1.1280E-004,1545.600000,1.1280E-004,1545.600000,1.1280E-004
1545.650000,1.0520E-004,1545.650000,1.0520E-004,1545.650000,1.0520E-004
1545.700000,9.9580E-005,1545.700000,9.9580E-005,1545.700000,9.9580E-005
1545.750000,9.4950E-005,1545.750000,9.4950E-005,1545.750000,9.4950E-005
1545.800000,8.9640E-005,1545.800000,8.9640E-005,1545.800000,8.9640E-005
1545.850000,8.6460E-005,1545.850000,8.6460E-005,1545.850000,8.6460E-005
1545.900000,8.3200E-005,1545.900000,8.3200E-005,1545.900000,8.3200E-005
1545.950000,8.0410E-005,1545.950000,8.0410E-005,1545.950000,8.0410E-005
1546.000000,7.7320E-005,1546.000000,7.7320E-005,1546.000000,7.7320E-005
1546.050000,7.4950E-005,1546.050000,7.4950E-005,1546.050000,7.4950E-005
1546.100000,7.3230E-005,1546.100000,7.3230E-005,1546.100000,7.3230E-005
1546.150000,7.1750E-005,1546.150000,7.1750E-005,1546.150000,7.1750E-005
1546.200000,7.0240E-005,1546.200000,7.0240E-005,1546.200000,7.0240E-005
1546.250000,6.8890E-005,1546.250000,6.8890E-005,1546.250000,6.8890E-005
1546.300000,6.7730E-005,1546.300000,6.7730E-005,1546.300000,6.7730E-005
1546.350000,6.6170E-005,1546.350000,6.6170E-005,1546.350000,6.6170E-005
1546.400000,6.5500E-005,1546.400000,6.5500E-005,1546.400000,6.5500E-005
1546.450000,6.4580E-005,1546.450000,6.4580E-005,1546.450000,6.4580E-005
1546.500000,6.3840E-005,1546.500000,6.3840E-005,1546.500000,6.3840E-005
1546.550000,6.2850E-005,1546.550000,6.2850E-005,1546.550000,6.2850E-005
1546.600000,6.2440E-005,1546.600000,6.2440E-005,1546.600000,6.2440E-005
1546.650000,6.1960E-005,1546.650000,6.1960E-005,1546.650000,6.1960E-005
1546.700000,6.1730E-005,1546.700000,6.1730E-005,1546.700000,6.1730E-005
1546.750000,6.1460E-005,1546.750000,6.1460E-005,1546.750000,6.1460E-005
1546.800000,6.1070E-005,1546.800000,6.1070E-005,1546.800000,6.1070E-005
1546.850000,6.0640E-005,1546.850000,6.0640E-005,1546.850000,6.0640E-005
1546.900000,6.0830E-005,1546.900000,6.0830E-005,1546.900000,6.0830E-005
1546.950000,6.0930E-005,1546.950000,6.0930E-005,1546.950000,6.0930E-005
1547.000000,6.1130E-005,1547.000000,6.1130E-005,1547.000000,6.1130E-005
1547.050000,6.0910E-005,1547.050000,6.0910E-005,1547.050000,6.0910E-005
1547.100000,6.0770E-005,1547.100000,6.0770E-005,1547.100000,6.0770E-005
1547.150000,6.1040E-005,1547.150000,6.1040E-005,1547.150000,6.1040E-005
1547.200000,6.1290E-005,1547.200000,6.1290E-005,1547.200000,6.1290E-005
1547.250000,6.1540E-005,1547.250000,6.1540E-005,1547.250000,6.1540E-005
1547.300000,6.1560E-005,1547.300000,6.1560E-005,1547.300000,6.1560E-005
1547.350000,6.1640E-005,1547.350000,6.1640E-005,1547.350000,6.1640E-005
1547.400000,6.2120E-005,1547.400000,6.2120E-005,1547.400000,6.2120E-005
1547.450000,6.2630E-005,1547.450000,6.2630E-005,1547.450000,6.2630E-005
1547.500000,6.3110E-005,1547.500000,6.3110E-005,1547.500000,6.3110E-005
1547.550000,6.3410E-005,1547.550000,6.3410E-005,1547.550000,6.3410E-005
1547.600000,6.3690E-005,1547.600000,6.3690E-005,1547.600000,6.3690E-005
1547.650000,6.3960E-005,1547.650000,6.3960E-005,1547.650000,6.3960E-005
1547.700000,6.4640E-005,1547.700000,6.4640E-005,1547.700000,6.4640E-005
1547.750000,6.5330E-005,1547.750000,6.5330E-005,1547.750000,6.5330E-005
1547.800000,6.5740E-005,1547.800000,6.5740E-005,1547.800000,6.5740E-005
1547.850000,6.6180E-005,1547.850000,6.6180E-005,1547.850000,6.6180E-005
1547.900000,6.6590E-005,1547.900000,6.6590E-005,1547.900000,6.6590E-005
1547.950000,6.7260E-005,1547.950000,6.7260E-005,1547.950000,6.7260E-005
1548.000000,6.8320E-005,1548.000000,6.8320E-005,1548.000000,6.8320E-005
1548.050000,6.8860E-005,1548.050000,6.8860E-005,1548.050000,6.8860E-005
1548.100000,6.9260E-005,1548.100000,6.9260E-005,1548.100000,6.9260E-005
1548.150000,6.9750E-005,1548.150000,6.9750E-005,1548.150000,6.9750E-005
1548.200000,7.0640E-005,1548.200000,7.0640E-005,1548.200000,7.0640E-005
1548.250000,7.1750E-005,1548.250000,7.1750E-005,1548.250000,7.1750E-005
1548.300000,7.2410E-005,1548.300000,7.2410E-005,1548.300000,7.2410E-005
1548.350000,7.3000E-005,1548.350000,7.3000E-005,1548.350000,7.3000E-005
1548.400000,7.3880E-005,1548.400000,7.3880E-005,1548.400000,7.3880E-005
1548.450000,7.4470E-005,1548.450000,7.4470E-005,1548.450000,7.4470E-005
1548.500000,7.5770E-005,1548.500000,7.5770E-005,1548.500000,7.5770E-005
1548.550000,7.6680E-005,1548.550000,7.6680E-005,1548.550000,7.6680E-005
1548.600000,7.7430E-005,1548.600000,7.7430E-005,1548.600000,7.7430E-005
1548.650000,7.8080E-005,1548.650000,7.8080E-005,1548.650000,7.8080E-005
1548.700000,7.8800E-005,1548.700000,7.8800E-005,1548.700000,7.8800E-005
1548.750000,7.9970E-005,1548.750000,7.9970E-005,1548.750000,7.9970E-005
1548.800000,8.1240E-005,1548.800000,8.1240E-005,1548.800000,8.1240E-005
1548.850000,8.2150E-005,1548.850000,8.2150E-005,1548.850000,8.2150E-005
1548.900000,8.2950E-005,1548.900000,8.2950E-005,1548.900000,8.2950E-005
1548.950000,8.3720E-005,1548.950000,8.3720E-005,1548.950000,8.3720E-005
1549.000000,8.4710E-005,1549.000000,8.4710E-005,1549.000000,8.4710E-005
1549.050000,8.6160E-005,1549.050000,8.6160E-005,1549.050000,8.6160E-005
1549.100000,8.7410E-005,1549.100000,8.7410E-005,1549.100000,8.7410E-005
1549.150000,8.8190E-005,1549.150000,8.8190E-005,1549.150000,8.8190E-005
1549.200000,8.8980E-005,1549.200000,8.8980E-005,1549.200000,8.8980E-005
1549.250000,9.0420E-005,1549.250000,9.0420E-005,1549.250000,9.0420E-005
1549.300000,9.1690E-005,1549.300000,9.1690E-005,1549.300000,9.1690E-005
1549.350000,9.3070E-005,1549.350000,9.3070E-005,1549.350000,9.3070E-005
1549.400000,9.3970E-005,1549.400000,9.3970E-005,1549.400000,9.3970E-005
1549.450000,9.4850E-005,1549.450000,9.4850E-005,1549.450000,9.4850E-005
1549.500000,9.5990E-005,1549.500000,9.5990E-005,1549.500000,9.5990E-005
1549.550000,9.7490E-005,1549.550000,9.7490E-005,1549.550000,9.7490E-005
1549.600000,9.8850E-005,1549.600000,9.8850E-005,1549.600000,9.8850E-005
1549.650000,1.0000E-004,1549.650000,1.0000E-004,1549.650000,1.0000E-004
1549.700000,1.0080E-004,1549.700000,1.0080E-004,1549.700000,1.0080E-004
1549.750000,1.0230E-004,1549.750000,1.0230E-004,1549.750000,1.0230E-004
1549.800000,1.0360E-004,1549.800000,1.0360E-004,1549.800000,1.0360E-004
1549.850000,1.0520E-004,1549.850000,1.0520E-004,1549.850000,1.0520E-004
1549.900000,1.0640E-004,1549.900000,1.0640E-004,1549.900000,1.0640E-004
1549.950000,1.0730E-004,1549.950000,1.0730E-004,1549.950000,1.0730E-004
1550.000000,1.0850E-004,1550.000000,1.0850E-004,1550.000000,1.0850E-004
1550.050000,1.1020E-004,1550.050000,1.1020E-004,1550.050000,1.1020E-004
1550.100000,1.1180E-004,1550.100000,1.1180E-004,1550.100000,1.1180E-004
1550.150000,1.1330E-004,1550.150000,1.1330E-004,1550.150000,1.1330E-004
1550.200000,1.1460E-004,1550.200000,1.1460E-004,1550.200000,1.1460E-004
1550.250000,1.1570E-004,1550.250000,1.1570E-004,1550.250000,1.1570E-004
1550.300000,1.1730E-004,1550.300000,1.1730E-004,1550.300000,1.1730E-004
1550.350000,1.1930E-004,1550.350000,1.1930E-004,1550.350000,1.1930E-004
1550.400000,1.2090E-004,1550.400000,1.2090E-004,1550.400000,1.2090E-004
1550.450000,1.2200E-004,1550.450000,1.2200E-004,1550.450000,1.2200E-004
1550.500000,1.2370E-004,1550.500000,1.2370E-004,1550.500000,1.2370E-004
1550.550000,1.2500E-004,1550.550000,1.2500E-004,1550.550000,1.2500E-004
1550.600000,1.2710E-004,1550.600000,1.2710E-004,1550.600000,1.2710E-004
1550.650000,1.2880E-004,1550.650000,1.2880E-004,1550.650000,1.2880E-004
1550.700000,1.3070E-004,1550.700000,1.3070E-004,1550.700000,1.3070E-004
1550.750000,1.3180E-004,1550.750000,1.3180E-004,1550.750000,1.3180E-004
1550.800000,1.3320E-004,1550.800000,1.3320E-004,1550.800000,1.3320E-004
1550.850000,1.3520E-004,1550.850000,1.3520E-004,1550.850000,1.3520E-004
1550.900000,1.3700E-004,1550.900000,1.3700E-004,1550.900000,1.3700E-004
1550.950000,1.3900E-004,1550.950000,1.3900E-004,1550.950000,1.3900E-004
1551.000000,1.4030E-004,1551.000000,1.4030E-004,1551.000000,1.4030E-004
1551.050000,1.4180E-004,1551.050000,1.4180E-004,1551.050000,1.4180E-004
1551.100000,1.4370E-004,1551.100000,1.4370E-004,1551.100000,1.4370E-004
1551.150000,1.4570E-004,1551.150000,1.4570E-004,1551.150000,1.4570E-004
1551.200000,1.4780E-004,1551.200000,1.4780E-004,1551.200000,1.4780E-004
1551.250000,1.4940E-004,1551.250000,1.4940E-004,1551.250000,1.4940E-004
1551.300000,1.5060E-004,1551.300000,1.5060E-004,1551.300000,1.5060E-004
1551.350000,1.5280E-004,1551.350000,1.5280E-004,1551.350000,1.5280E-004
1551.400000,1.5500E-004,1551.400000,1.5500E-004,1551.400000,1.5500E-004
1551.450000,1.5680E-004,1551.450000,1.5680E-004,1551.450000,1.5680E-004
1551.500000,1.5830E-004,1551.500000,1.5830E-004,1551.500000,1.5830E-004
1551.550000,1.6010E-004,1551.550000,1.6010E-004,1551.550000,1.6010E-004
1551.600000,1.6200E-004,1551.600000,1.6200E-004,1551.600000,1.6200E-004
1551.650000,1.6430E-004,1551.650000,1.6430E-004,1551.650000,1.6430E-004
1551.700000,1.6690E-004,1551.700000,1.6690E-004,1551.700000,1.6690E-004
1551.750000,1.6870E-004,1551.750000,1.6870E-004,1551.750000,1.6870E-004
1551.800000,1.7040E-004,1551.800000,1.7040E-004,1551.800000,1.7040E-004
1551.850000,1.7190E-004,1551.850000,1.7190E-004,1551.850000,1.7190E-004
1551.900000,1.7440E-004,1551.900000,1.7440E-004,1551.900000,1.7440E-004
1551.950000,1.7730E-004,1551.950000,1.7730E-004,1551.950000,1.7730E-004
1552.000000,1.7880E-004,1552.000000,1.7880E-004,1552.000000,1.7880E-004
1552.050000,1.8050E-004,1552.050000,1.8050E-004,1552.050000,1.8050E-004
1552.100000,1.8250E-004,1552.100000,1.8250E-004,1552.100000,1.8250E-004
1552.150000,1.8520E-004,1552.150000,1.8520E-004,1552.150000,1.8520E-004
1552.200000,1.8810E-004,1552.200000,1.8810E-004,1552.200000,1.8810E-004
1552.250000,1.9070E-004,1552.250000,1.9070E-004,1552.250000,1.9070E-004
1552.300000,1.9220E-004,1552.300000,1.9220E-004,1552.300000,1.9220E-004
1552.350000,1.9380E-004,1552.350000,1.9380E-004,1552.350000,1.9380E-004
1552.400000,1.9650E-004,1552.400000,1.9650E-004,1552.400000,1.9650E-004
1552.450000,1.9910E-004,1552.450000,1.9910E-004,1552.450000,1.9910E-004
1552.500000,2.0210E-004,1552.500000,2.0210E-004,1552.500000,2.0210E-004
1552.550000,2.0500E-004,1552.550000,2.0500E-004,1552.550000,2.0500E-004
1552.600000,2.0620E-004,1552.600000,2.0620E-004,1552.600000,2.0620E-004
1552.650000,2.0940E-004,1552.650000,2.0940E-004,1552.650000,2.0940E-004
1552.700000,2.1210E-004,1552.700000,2.1210E-004,1552.700000,2.1210E-004
1552.750000,2.1550E-004,1552.750000,2.1550E-004,1552.750000,2.1550E-004
1552.800000,2.1890E-004,1552.800000,2.1890E-004,1552.800000,2.1890E-004
1552.850000,2.2100E-004,1552.850000,2.2100E-004,1552.850000,2.2100E-004
1552.900000,2.2340E-004,1552.900000,2.2340E-004,1552.900000,2.2340E-004
1552.950000,2.2690E-004,1552.950000,2.2690E-004,1552.950000,2.2690E-004
1553.000000,2.3100E-004,1553.000000,2.3100E-004,1553.000000,2.3100E-004
1553.050000,2.3480E-004,1553.050000,2.3480E-004,1553.050000,2.3480E-004
1553.100000,2.3780E-004,1553.100000,2.3780E-004,1553.100000,2.3780E-004
1553.150000,2.4170E-004,1553.150000,2.4170E-004,1553.150000,2.4170E-004
1553.200000,2.4480E-004,1553.200000,2.4480E-004,1553.200000,2.4480E-004
1553.250000,2.5140E-004,1553.250000,2.5140E-004,1553.250000,2.5140E-004
1553.300000,2.5500E-004,1553.300000,2.5500E-004,1553.300000,2.5500E-004
1553.350000,2.6030E-004,1553.350000,2.6030E-004,1553.350000,2.6030E-004
1553.400000,2.6530E-004,1553.400000,2.6530E-004,1553.400000,2.6530E-004
1553.450000,2.6890E-004,1553.450000,2.6890E-004,1553.450000,2.6890E-004
1553.500000,2.7930E-004,1553.500000,2.7930E-004,1553.500000,2.7930E-004
1553.550000,2.8460E-004,1553.550000,2.8460E-004,1553.550000,2.8460E-004
1553.600000,2.9000E-004,1553.600000,2.9000E-004,1553.600000,2.9000E-004
1553.650000,2.9770E-004,1553.650000,2.9770E-004,1553.650000,2.9770E-004
1553.700000,3.0200E-004,1553.700000,3.0200E-004,1553.700000,3.0200E-004
1553.750000,3.0530E-004,1553.750000,3.0530E-004,1553.750000,3.0530E-004
1553.800000,3.0430E-004,1553.800000,3.0430E-004,1553.800000,3.0430E-004
1553.850000,2.9780E-004,1553.850000,2.9780E-004,1553.850000,2.9780E-004
1553.900000,2.8860E-004,1553.900000,2.8860E-004,1553.900000,2.8860E-004
1553.950000,2.8170E-004,1553.950000,2.8170E-004,1553.950000,2.8170E-004
1554.000000,2.7830E-004,1554.000000,2.7830E-004,1554.000000,2.7830E-004
1554.050000,2.7700E-004,1554.050000,2.7700E-004,1554.050000,2.7700E-004
1554.100000,2.7800E-004,1554.100000,2.7800E-004,1554.100000,2.7800E-004
1554.150000,2.7770E-004,1554.150000,2.7770E-004,1554.150000,2.7770E-004
1554.200000,2.7850E-004,1554.200000,2.7850E-004,1554.200000,2.7850E-004
1554.250000,2.8080E-004,1554.250000,2.8080E-004,1554.250000,2.8080E-004
1554.300000,2.8380E-004,1554.300000,2.8380E-004,1554.300000,2.8380E-004
1554.350000,2.8680E-004,1554.350000,2.8680E-004,1554.350000,2.8680E-004
1554.400000,2.8840E-004,1554.400000,2.8840E-004,1554.400000,2.8840E-004
1554.450000,2.8950E-004,1554.450000,2.8950E-004,1554.450000,2.8950E-004
1554.500000,2.9160E-004,1554.500000,2.9160E-004,1554.500000,2.9160E-004
1554.550000,2.9420E-004,1554.550000,2.9420E-004,1554.550000,2.9420E-004
1554.600000,2.9710E-004,1554.600000,2.9710E-004,1554.600000,2.9710E-004
1554.650000,2.9910E-004,1554.650000,2.9910E-004,1554.650000,2.9910E-004
1554.700000,3.0000E-004,1554.700000,3.0000E-004,1554.700000,3.0000E-004
1554.750000,3.0160E-004,1554.750000,3.0160E-004,1554.750000,3.0160E-004
