1521.450000,4.6410E-008,1521.450000,4.6410E-008,1521.450000,4.6410E-008
1521.500000,8.1290E-008,1521.500000,8.1290E-008,1521.500000,8.1290E-008
1521.550000,1.2940E-007,1521.550000,1.2940E-007,1521.550000,1.2940E-007
1521.600000,1.0420E-007,1521.600000,1.0420E-007,1521.600000,1.0420E-007
1521.650000,1.0340E-007,1521.650000,1.0340E-007,1521.650000,1.0340E-007
1521.700000,1.1000E-007,1521.700000,1.1000E-007,1521.700000,1.1000E-007
1521.750000,6.5000E-008,1521.750000,6.5000E-008,1521.750000,6.5000E-008
1521.800000,9.4160E-008,1521.800000,9.4160E-008,1521.800000,9.4160E-008
1521.850000,1.0370E-007,1521.850000,1.0370E-007,1521.850000,1.0370E-007
1521.900000,7.6040E-008,1521.900000,7.6040E-008,1521.900000,7.6040E-008
1521.950000,9.3720E-008,1521.950000,9.3720E-008,1521.950000,9.3720E-008
1522.000000,1.1580E-007,1522.000000,1.1580E-007,1522.000000,1.1580E-007
1522.050000,1.1770E-007,1522.050000,1.1770E-007,1522.050000,1.1770E-007
1522.100000,3.5310E-008,1522.100000,3.5310E-008,1522.100000,3.5310E-008
1522.150000,1.4650E-007,1522.150000,1.4650E-007,1522.150000,1.4650E-007
1522.200000,9.3540E-008,1522.200000,9.3540E-008,1522.200000,9.3540E-008
1522.250000,1.2530E-007,1522.250000,1.2530E-007,1522.250000,1.2530E-007
1522.300000,1.2570E-007,1522.300000,1.2570E-007,1522.300000,1.2570E-007
1522.350000,7.9960E-008,1522.350000,7.9960E-008,1522.350000,7.9960E-008
1522.400000,1.1010E-007,1522.400000,1.1010E-007,1522.400000,1.1010E-007
1522.450000,1.0430E-007,1522.450000,1.0430E-007,1522.450000,1.0430E-007
1522.500000,5.5850E-008,1522.500000,5.5850E-008,1522.500000,5.5850E-008
1522.550000,7.1540E-008,1522.550000,7.1540E-008,1522.550000,7.1540E-008
1522.600000,7.2810E-008,1522.600000,7.2810E-008,1522.600000,7.2810E-008
1522.650000,5.1340E-008,1522.650000,5.1340E-008,1522.650000,5.1340E-008
1522.700000,6.9420E-008,1522.700000,6.9420E-008,1522.700000,6.9420E-008
1522.750000,8.9900E-008,1522.750000,8.9900E-008,1522.750000,8.9900E-008
1522.800000,8.0270E-008,1522.800000,8.0270E-008,1522.800000,8.0270E-008
1522.850000,9.9330E-008,1522.850000,9.9330E-008,1522.850000,9.9330E-008
1522.900000,-8.9300E-010,1522.900000,-8.9300E-010,1522.900000,-8.9300E-010
1522.950000,9.5380E-008,1522.950000,9.5380E-008,1522.950000,9.5380E-008
1523.000000,3.8610E-008,1523.000000,3.8610E-008,1523.000000,3.8610E-008
1523.050000,2.4910E-008,1523.050000,2.4910E-008,1523.050000,2.4910E-008
1523.100000,7.2400E-008,1523.100000,7.2400E-008,1523.100000,7.2400E-008
1523.150000,4.5860E-008,1523.150000,4.5860E-008,1523.150000,4.5860E-008
1523.200000,8.3950E-008,1523.200000,8.3950E-008,1523.200000,8.3950E-008
1523.250000,-1.4140E-008,1523.250000,-1.4140E-008,1523.250000,-1.4140E-008
1523.300000,6.8150E-008,1523.300000,6.8150E-008,1523.300000,6.8150E-008
1523.350000,4.4930E-008,1523.350000,4.4930E-008,1523.350000,4.4930E-008
1523.400000,5.1730E-008,1523.400000,5.1730E-008,1523.400000,5.1730E-008
1523.450000,6.5740E-008,1523.450000,6.5740E-008,1523.450000,6.5740E-008
1523.500000,8.7440E-008,1523.500000,8.7440E-008,1523.500000,8.7440E-008
1523.550000,5.7990E-008,1523.550000,5.7990E-008,1523.550000,5.7990E-008
1523.600000,7.0040E-008,1523.600000,7.0040E-008,1523.600000,7.0040E-008
1523.650000,5.3680E-008,1523.650000,5.3680E-008,1523.650000,5.3680E-008
1523.700000,4.8290E-008,1523.700000,4.8290E-008,1523.700000,4.8290E-008
1523.750000,3.2100E-008,1523.750000,3.2100E-008,1523.750000,3.2100E-008
1523.800000,2.0170E-008,1523.800000,2.0170E-008,1523.800000,2.0170E-008
1523.850000,9.8430E-008,1523.850000,9.8430E-008,1523.850000,9.8430E-008
1523.900000,7.9930E-008,1523.900000,7.9930E-008,1523.900000,7.9930E-008
1523.950000,4.3790E-008,1523.950000,4.3790E-008,1523.950000,4.3790E-008
1524.000000,7.0210E-008,1524.000000,7.0210E-008,1524.000000,7.0210E-008
1524.050000,2.5220E-008,1524.050000,2.5220E-008,1524.050000,2.5220E-008
1524.100000,4.7570E-008,1524.100000,4.7570E-008,1524.100000,4.7570E-008
1524.150000,9.5780E-008,1524.150000,9.5780E-008,1524.150000,9.5780E-008
1524.200000,5.8670E-008,1524.200000,5.8670E-008,1524.200000,5.8670E-008
1524.250000,7.1300E-008,1524.250000,7.1300E-008,1524.250000,7.1300E-008
1524.300000,2.0050E-008,1524.300000,2.0050E-008,1524.300000,2.0050E-008
1524.350000,3.1370E-008,1524.350000,3.1370E-008,1524.350000,3.1370E-008
1524.400000,5.3240E-008,1524.400000,5.3240E-008,1524.400000,5.3240E-008
1524.450000,4.5980E-008,1524.450000,4.5980E-008,1524.450000,4.5980E-008
1524.500000,1.8240E-008,1524.500000,1.8240E-008,1524.500000,1.8240E-008
1524.550000,5.5630E-008,1524.550000,5.5630E-008,1524.550000,5.5630E-008
1524.600000,5.7200E-008,1524.600000,5.7200E-008,1524.600000,5.7200E-008
1524.650000,3.9310E-008,1524.650000,3.9310E-008,1524.650000,3.9310E-008
1524.700000,7.6800E-009,1524.700000,7.6800E-009,1524.700000,7.6800E-009
1524.750000,2.7600E-008,1524.750000,2.7600E-008,1524.750000,2.7600E-008
1524.800000,7.3610E-008,1524.800000,7.3610E-008,1524.800000,7.3610E-008
1524.850000,7.1060E-008,1524.850000,7.1060E-008,1524.850000,7.1060E-008
1524.900000,5.8390E-008,1524.900000,5.8390E-008,1524.900000,5.8390E-008
1524.950000,5.1490E-008,1524.950000,5.1490E-008,1524.950000,5.1490E-008
1525.000000,8.0850E-008,1525.000000,8.0850E-008,1525.000000,8.0850E-008
1525.050000,7.1550E-008,1525.050000,7.1550E-008,1525.050000,7.1550E-008
1525.100000,4.0030E-008,1525.100000,4.0030E-008,1525.100000,4.0030E-008
1525.150000,7.1360E-008,1525.150000,7.1360E-008,1525.150000,7.1360E-008
1525.200000,8.4870E-008,1525.200000,8.4870E-008,1525.200000,8.4870E-008
1525.250000,4.1540E-008,1525.250000,4.1540E-008,1525.250000,4.1540E-008
1525.300000,8.9880E-008,1525.300000,8.9880E-008,1525.300000,8.9880E-008
1525.350000,6.2390E-008,1525.350000,6.2390E-008,1525.350000,6.2390E-008
1525.400000,6.4080E-008,1525.400000,6.4080E-008,1525.400000,6.4080E-008
1525.450000,6.0270E-008,1525.450000,6.0270E-008,1525.450000,6.0270E-008
1525.500000,4.4950E-008,1525.500000,4.4950E-008,1525.500000,4.4950E-008
1525.550000,7.0170E-008,1525.550000,7.0170E-008,1525.550000,7.0170E-008
1525.600000,3.5800E-008,1525.600000,3.5800E-008,1525.600000,3.5800E-008
1525.650000,9.5380E-008,1525.650000,9.5380E-008,1525.650000,9.5380E-008
1525.700000,5.9880E-008,1525.700000,5.9880E-008,1525.700000,5.9880E-008
1525.750000,4.7260E-008,1525.750000,4.7260E-008,1525.750000,4.7260E-008
1525.800000,5.4360E-008,1525.800000,5.4360E-008,1525.800000,5.4360E-008
1525.850000,6.2890E-008,1525.850000,6.2890E-008,1525.850000,6.2890E-008
1525.900000,7.8280E-008,1525.900000,7.8280E-008,1525.900000,7.8280E-008
1525.950000,1.2260E-007,1525.950000,1.2260E-007,1525.950000,1.2260E-007
1526.000000,4.5250E-008,1526.000000,4.5250E-008,1526.000000,4.5250E-008
1526.050000,8.9340E-008,1526.050000,8.9340E-008,1526.050000,8.9340E-008
1526.100000,1.0660E-007,1526.100000,1.0660E-007,1526.100000,1.0660E-007
1526.150000,9.9640E-008,1526.150000,9.9640E-008,1526.150000,9.9640E-008
1526.200000,1.1510E-007,1526.200000,1.1510E-007,1526.200000,1.1510E-007
1526.250000,1.0650E-007,1526.250000,1.0650E-007,1526.250000,1.0650E-007
1526.300000,9.0120E-008,1526.300000,9.0120E-008,1526.300000,9.0120E-008
1526.350000,1.0300E-007,1526.350000,1.0300E-007,1526.350000,1.0300E-007
1526.400000,1.2800E-007,1526.400000,1.2800E-007,1526.400000,1.2800E-007
1526.450000,1.5800E-007,1526.450000,1.5800E-007,1526.450000,1.5800E-007
1526.500000,1.2870E-007,1526.500000,1.2870E-007,1526.500000,1.2870E-007
1526.550000,1.6510E-007,1526.550000,1.6510E-007,1526.550000,1.6510E-007
1526.600000,1.2060E-007,1526.600000,1.2060E-007,1526.600000,1.2060E-007
1526.650000,1.9700E-007,1526.650000,1.9700E-007,1526.650000,1.9700E-007
1526.700000,1.5880E-007,1526.700000,1.5880E-007,1526.700000,1.5880E-007
1526.750000,1.4870E-007,1526.750000,1.4870E-007,1526.750000,1.4870E-007
1526.800000,1.6930E-007,1526.800000,1.6930E-007,1526.800000,1.6930E-007
1526.850000,1.8770E-007,1526.850000,1.8770E-007,1526.850000,1.8770E-007
1526.900000,1.9180E-007,1526.900000,1.9180E-007,1526.900000,1.9180E-007
1526.950000,2.0210E-007,1526.950000,2.0210E-007,1526.950000,2.0210E-007
1527.000000,2.6910E-007,1527.000000,2.6910E-007,1527.000000,2.6910E-007
1527.050000,2.7460E-007,1527.050000,2.7460E-007,1527.050000,2.7460E-007
1527.100000,2.2720E-007,1527.100000,2.2720E-007,1527.100000,2.2720E-007
1527.150000,2.9910E-007,1527.150000,2.9910E-007,1527.150000,2.9910E-007
1527.200000,3.3880E-007,1527.200000,3.3880E-007,1527.200000,3.3880E-007
1527.250000,3.3740E-007,1527.250000,3.3740E-007,1527.250000,3.3740E-007
1527.300000,3.7090E-007,1527.300000,3.7090E-007,1527.300000,3.7090E-007
1527.350000,3.6970E-007,1527.350000,3.6970E-007,1527.350000,3.6970E-007
1527.400000,4.2270E-007,1527.400000,4.2270E-007,1527.400000,4.2270E-007
1527.450000,4.0390E-007,1527.450000,4.0390E-007,1527.450000,4.0390E-007
1527.500000,4.7850E-007,1527.500000,4.7850E-007,1527.500000,4.7850E-007
1527.550000,4.7610E-007,1527.550000,4.7610E-007,1527.550000,4.7610E-007
1527.600000,4.9720E-007,1527.600000,4.9720E-007,1527.600000,4.9720E-007
1527.650000,4.6550E-007,1527.650000,4.6550E-007,1527.650000,4.6550E-007
1527.700000,4.9280E-007,1527.700000,4.9280E-007,1527.700000,4.9280E-007
1527.750000,5.0020E-007,1527.750000,5.0020E-007,1527.750000,5.0020E-007
1527.800000,4.8750E-007,1527.800000,4.8750E-007,1527.800000,4.8750E-007
1527.850000,5.0190E-007,1527.850000,5.0190E-007,1527.850000,5.0190E-007
1527.900000,4.7410E-007,1527.900000,4.7410E-007,1527.900000,4.7410E-007
1527.950000,4.5730E-007,1527.950000,4.5730E-007,1527.950000,4.5730E-007
1528.000000,3.9990E-007,1528.000000,3.9990E-007,1528.000000,3.9990E-007
1528.050000,3.9890E-007,1528.050000,3.9890E-007,1528.050000,3.9890E-007
1528.100000,3.9110E-007,1528.100000,3.9110E-007,1528.100000,3.9110E-007
1528.150000,3.7840E-007,1528.150000,3.7840E-007,1528.150000,3.7840E-007
1528.200000,3.7300E-007,1528.200000,3.7300E-007,1528.200000,3.7300E-007
1528.250000,4.0690E-007,1528.250000,4.0690E-007,1528.250000,4.0690E-007
1528.300000,4.0130E-007,1528.300000,4.0130E-007,1528.300000,4.0130E-007
1528.350000,3.1960E-007,1528.350000,3.1960E-007,1528.350000,3.1960E-007
1528.400000,3.8510E-007,1528.400000,3.8510E-007,1528.400000,3.8510E-007
1528.450000,3.4770E-007,1528.450000,3.4770E-007,1528.450000,3.4770E-007
1528.500000,2.8990E-007,1528.500000,2.8990E-007,1528.500000,2.8990E-007
1528.550000,3.6330E-007,1528.550000,3.6330E-007,1528.550000,3.6330E-007
1528.600000,2.9280E-007,1528.600000,2.9280E-007,1528.600000,2.9280E-007
1528.650000,3.4030E-007,1528.650000,3.4030E-007,1528.650000,3.4030E-007
1528.700000,2.7200E-007,1528.700000,2.7200E-007,1528.700000,2.7200E-007
1528.750000,2.7050E-007,1528.750000,2.7050E-007,1528.750000,2.7050E-007
1528.800000,2.7650E-007,1528.800000,2.7650E-007,1528.800000,2.7650E-007
1528.850000,3.3440E-007,1528.850000,3.3440E-007,1528.850000,3.3440E-007
1528.900000,2.9740E-007,1528.900000,2.9740E-007,1528.900000,2.9740E-007
1528.950000,2.5140E-007,1528.950000,2.5140E-007,1528.950000,2.5140E-007
1529.000000,2.8830E-007,1529.000000,2.8830E-007,1529.000000,2.8830E-007
1529.050000,2.7090E-007,1529.050000,2.7090E-007,1529.050000,2.7090E-007
1529.100000,3.0120E-007,1529.100000,3.0120E-007,1529.100000,3.0120E-007
1529.150000,2.7400E-007,1529.150000,2.7400E-007,1529.150000,2.7400E-007
1529.200000,2.7190E-007,1529.200000,2.7190E-007,1529.200000,2.7190E-007
1529.250000,2.7000E-007,1529.250000,2.7000E-007,1529.250000,2.7000E-007
1529.300000,2.4660E-007,1529.300000,2.4660E-007,1529.300000,2.4660E-007
1529.350000,2.5670E-007,1529.350000,2.5670E-007,1529.350000,2.5670E-007
1529.400000,3.0010E-007,1529.400000,3.0010E-007,1529.400000,3.0010E-007
1529.450000,2.9030E-007,1529.450000,2.9030E-007,1529.450000,2.9030E-007
1529.500000,3.0070E-007,1529.500000,3.0070E-007,1529.500000,3.0070E-007
1529.550000,2.7510E-007,1529.550000,2.7510E-007,1529.550000,2.7510E-007
1529.600000,2.5810E-007,1529.600000,2.5810E-007,1529.600000,2.5810E-007
1529.650000,2.7610E-007,1529.650000,2.7610E-007,1529.650000,2.7610E-007
1529.700000,2.5040E-007,1529.700000,2.5040E-007,1529.700000,2.5040E-007
1529.750000,2.8070E-007,1529.750000,2.8070E-007,1529.750000,2.8070E-007
1529.800000,3.1360E-007,1529.800000,3.1360E-007,1529.800000,3.1360E-007
1529.850000,2.5720E-007,1529.850000,2.5720E-007,1529.850000,2.5720E-007
1529.900000,2.9200E-007,1529.900000,2.9200E-007,1529.900000,2.9200E-007
1529.950000,2.8860E-007,1529.950000,2.8860E-007,1529.950000,2.8860E-007
1530.000000,2.8210E-007,1530.000000,2.8210E-007,1530.000000,2.8210E-007
1530.050000,2.8310E-007,1530.050000,2.8310E-007,1530.050000,2.8310E-007
1530.100000,2.8640E-007,1530.100000,2.8640E-007,1530.100000,2.8640E-007
1530.150000,3.2510E-007,1530.150000,3.2510E-007,1530.150000,3.2510E-007
1530.200000,2.7450E-007,1530.200000,2.7450E-007,1530.200000,2.7450E-007
1530.250000,2.9150E-007,1530.250000,2.9150E-007,1530.250000,2.9150E-007
1530.300000,2.6780E-007,1530.300000,2.6780E-007,1530.300000,2.6780E-007
1530.350000,3.0060E-007,1530.350000,3.0060E-007,1530.350000,3.0060E-007
1530.400000,3.0140E-007,1530.400000,3.0140E-007,1530.400000,3.0140E-007
1530.450000,2.8640E-007,1530.450000,2.8640E-007,1530.450000,2.8640E-007
1530.500000,3.0110E-007,1530.500000,3.0110E-007,1530.500000,3.0110E-007
1530.550000,2.7530E-007,1530.550000,2.7530E-007,1530.550000,2.7530E-007
1530.600000,3.2490E-007,1530.600000,3.2490E-007,1530.600000,3.2490E-007
1530.650000,3.3040E-007,1530.650000,3.3040E-007,1530.650000,3.3040E-007
1530.700000,3.5590E-007,1530.700000,3.5590E-007,1530.700000,3.5590E-007
1530.750000,3.2080E-007,1530.750000,3.2080E-007,1530.750000,3.2080E-007
1530.800000,3.7040E-007,1530.800000,3.7040E-007,1530.800000,3.7040E-007
1530.850000,3.6200E-007,1530.850000,3.6200E-007,1530.850000,3.6200E-007
1530.900000,2.9280E-007,1530.900000,2.9280E-007,1530.900000,2.9280E-007
1530.950000,3.9360E-007,1530.950000,3.9360E-007,1530.950000,3.9360E-007
1531.000000,3.6000E-007,1531.000000,3.6000E-007,1531.000000,3.6000E-007
1531.050000,4.0220E-007,1531.050000,4.0220E-007,1531.050000,4.0220E-007
1531.100000,4.1050E-007,1531.100000,4.1050E-007,1531.100000,4.1050E-007
1531.150000,3.8640E-007,1531.150000,3.8640E-007,1531.150000,3.8640E-007
1531.200000,4.4910E-007,1531.200000,4.4910E-007,1531.200000,4.4910E-007
1531.250000,4.1220E-007,1531.250000,4.1220E-007,1531.250000,4.1220E-007
1531.300000,4.2520E-007,1531.300000,4.2520E-007,1531.300000,4.2520E-007
1531.350000,4.1600E-007,1531.350000,4.1600E-007,1531.350000,4.1600E-007
1531.400000,3.4020E-007,1531.400000,3.4020E-007,1531.400000,3.4020E-007
1531.450000,3.5490E-007,1531.450000,3.5490E-007,1531.450000,3.5490E-007
1531.500000,4.2220E-007,1531.500000,4.2220E-007,1531.500000,4.2220E-007
1531.550000,3.7990E-007,1531.550000,3.7990E-007,1531.550000,3.7990E-007
1531.600000,4.6540E-007,1531.600000,4.6540E-007,1531.600000,4.6540E-007
1531.650000,4.2460E-007,1531.650000,4.2460E-007,1531.650000,4.2460E-007
1531.700000,4.3230E-007,1531.700000,4.3230E-007,1531.700000,4.3230E-007
1531.750000,4.4710E-007,1531.750000,4.4710E-007,1531.750000,4.4710E-007
1531.800000,4.1940E-007,1531.800000,4.1940E-007,1531.800000,4.1940E-007
1531.850000,4.2890E-007,1531.850000,4.2890E-007,1531.850000,4.2890E-007
1531.900000,4.0510E-007,1531.900000,4.0510E-007,1531.900000,4.0510E-007
1531.950000,3.9340E-007,1531.950000,3.9340E-007,1531.950000,3.9340E-007
1532.000000,4.7070E-007,1532.000000,4.7070E-007,1532.000000,4.7070E-007
1532.050000,4.7380E-007,1532.050000,4.7380E-007,1532.050000,4.7380E-007
1532.100000,5.2150E-007,1532.100000,5.2150E-007,1532.100000,5.2150E-007
1532.150000,4.6860E-007,1532.150000,4.6860E-007,1532.150000,4.6860E-007
1532.200000,4.2670E-007,1532.200000,4.2670E-007,1532.200000,4.2670E-007
1532.250000,5.2430E-007,1532.250000,5.2430E-007,1532.250000,5.2430E-007
1532.300000,4.8070E-007,1532.300000,4.8070E-007,1532.300000,4.8070E-007
1532.350000,5.3600E-007,1532.350000,5.3600E-007,1532.350000,5.3600E-007
1532.400000,5.1170E-007,1532.400000,5.1170E-007,1532.400000,5.1170E-007
1532.450000,5.2050E-007,1532.450000,5.2050E-007,1532.450000,5.2050E-007
1532.500000,5.3050E-007,1532.500000,5.3050E-007,1532.500000,5.3050E-007
1532.550000,5.5150E-007,1532.550000,5.5150E-007,1532.550000,5.5150E-007
1532.600000,6.2060E-007,1532.600000,6.2060E-007,1532.600000,6.2060E-007
1532.650000,5.8830E-007,1532.650000,5.8830E-007,1532.650000,5.8830E-007
1532.700000,6.6080E-007,1532.700000,6.6080E-007,1532.700000,6.6080E-007
1532.750000,6.7040E-007,1532.750000,6.7040E-007,1532.750000,6.7040E-007
1532.800000,7.2480E-007,1532.800000,7.2480E-007,1532.800000,7.2480E-007
1532.850000,7.3130E-007,1532.850000,7.3130E-007,1532.850000,7.3130E-007
1532.900000,7.5060E-007,1532.900000,7.5060E-007,1532.900000,7.5060E-007
1532.950000,7.9160E-007,1532.950000,7.9160E-007,1532.950000,7.9160E-007
1533.000000,7.8770E-007,1533.000000,7.8770E-007,1533.000000,7.8770E-007
1533.050000,9.0020E-007,1533.050000,9.0020E-007,1533.050000,9.0020E-007
1533.100000,8.8350E-007,1533.100000,8.8350E-007,1533.100000,8.8350E-007
1533.150000,9.8410E-007,1533.150000,9.8410E-007,1533.150000,9.8410E-007
1533.200000,1.0000E-006,1533.200000,1.0000E-006,1533.200000,1.0000E-006
1533.250000,1.0540E-006,1533.250000,1.0540E-006,1533.250000,1.0540E-006
1533.300000,1.1010E-006,1533.300000,1.1010E-006,1533.300000,1.1010E-006
1533.350000,1.2180E-006,1533.350000,1.2180E-006,1533.350000,1.2180E-006
1533.400000,1.3420E-006,1533.400000,1.3420E-006,1533.400000,1.3420E-006
1533.450000,1.3640E-006,1533.450000,1.3640E-006,1533.450000,1.3640E-006
1533.500000,1.5110E-006,1533.500000,1.5110E-006,1533.500000,1.5110E-006
1533.550000,1.6220E-006,1533.550000,1.6220E-006,1533.550000,1.6220E-006
1533.600000,1.8380E-006,1533.600000,1.8380E-006,1533.600000,1.8380E-006
1533.650000,1.9280E-006,1533.650000,1.9280E-006,1533.650000,1.9280E-006
1533.700000,2.1800E-006,1533.700000,2.1800E-006,1533.700000,2.1800E-006
1533.750000,2.4100E-006,1533.750000,2.4100E-006,1533.750000,2.4100E-006
1533.800000,2.6010E-006,1533.800000,2.6010E-006,1533.800000,2.6010E-006
1533.850000,2.8830E-006,1533.850000,2.8830E-006,1533.850000,2.8830E-006
1533.900000,3.2260E-006,1533.900000,3.2260E-006,1533.900000,3.2260E-006
1533.950000,3.6680E-006,1533.950000,3.6680E-006,1533.950000,3.6680E-006
1534.000000,4.1400E-006,1534.000000,4.1400E-006,1534.000000,4.1400E-006
1534.050000,4.6810E-006,1534.050000,4.6810E-006,1534.050000,4.6810E-006
1534.100000,5.4010E-006,1534.100000,5.4010E-006,1534.100000,5.4010E-006
1534.150000,6.1930E-006,1534.150000,6.1930E-006,1534.150000,6.1930E-006
1534.200000,7.1940E-006,1534.200000,7.1940E-006,1534.200000,7.1940E-006
1534.250000,8.2450E-006,1534.250000,8.2450E-006,1534.250000,8.2450E-006
1534.300000,9.3650E-006,1534.300000,9.3650E-006,1534.300000,9.3650E-006
1534.350000,1.0060E-005,1534.350000,1.0060E-005,1534.350000,1.0060E-005
1534.400000,1.2190E-005,1534.400000,1.2190E-005,1534.400000,1.2190E-005
1534.450000,1.4350E-005,1534.450000,1.4350E-005,1534.450000,1.4350E-005
1534.500000,1.7580E-005,1534.500000,1.7580E-005,1534.500000,1.7580E-005
1534.550000,2.1420E-005,1534.550000,2.1420E-005,1534.550000,2.1420E-005
1534.600000,2.6440E-005,1534.600000,2.6440E-005,1534.600000,2.6440E-005
1534.650000,3.3480E-005,1534.650000,3.3480E-005,1534.650000,3.3480E-005
1534.700000,3.8150E-005,1534.700000,3.8150E-005,1534.700000,3.8150E-005
1534.750000,4.4060E-005,1534.750000,4.4060E-005,1534.750000,4.4060E-005
1534.800000,4.8740E-005,1534.800000,4.8740E-005,1534.800000,4.8740E-005
1534.850000,4.6000E-005,1534.850000,4.6000E-005,1534.850000,4.6000E-005
1534.900000,4.7610E-005,1534.900000,4.7610E-005,1534.900000,4.7610E-005
1534.950000,4.1560E-005,1534.950000,4.1560E-005,1534.950000,4.1560E-005
1535.000000,3.5380E-005,1535.000000,3.5380E-005,1535.000000,3.5380E-005
1535.050000,2.9880E-005,1535.050000,2.9880E-005,1535.050000,2.9880E-005
1535.100000,2.3860E-005,1535.100000,2.3860E-005,1535.100000,2.3860E-005
1535.150000,1.9220E-005,1535.150000,1.9220E-005,1535.150000,1.9220E-005
1535.200000,1.6100E-005,1535.200000,1.6100E-005,1535.200000,1.6100E-005
1535.250000,1.3410E-005,1535.250000,1.3410E-005,1535.250000,1.3410E-005
1535.300000,1.1530E-005,1535.300000,1.1530E-005,1535.300000,1.1530E-005
1535.350000,1.0110E-005,1535.350000,1.0110E-005,1535.350000,1.0110E-005
1535.400000,8.9770E-006,1535.400000,8.9770E-006,1535.400000,8.9770E-006
1535.450000,8.0950E-006,1535.450000,8.0950E-006,1535.450000,8.0950E-006
1535.500000,7.1650E-006,1535.500000,7.1650E-006,1535.500000,7.1650E-006
1535.550000,6.5780E-006,1535.550000,6.5780E-006,1535.550000,6.5780E-006
1535.600000,6.0850E-006,1535.600000,6.0850E-006,1535.600000,6.0850E-006
1535.650000,5.4330E-006,1535.650000,5.4330E-006,1535.650000,5.4330E-006
1535.700000,5.1650E-006,1535.700000,5.1650E-006,1535.700000,5.1650E-006
1535.750000,4.7070E-006,1535.750000,4.7070E-006,1535.750000,4.7070E-006
1535.800000,4.6300E-006,1535.800000,4.6300E-006,1535.800000,4.6300E-006
1535.850000,4.3100E-006,1535.850000,4.3100E-006,1535.850000,4.3100E-006
1535.900000,4.1730E-006,1535.900000,4.1730E-006,1535.900000,4.1730E-006
1535.950000,3.9070E-006,1535.950000,3.9070E-006,1535.950000,3.9070E-006
1536.000000,3.6860E-006,1536.000000,3.6860E-006,1536.000000,3.6860E-006
1536.050000,3.5630E-006,1536.050000,3.5630E-006,1536.050000,3.5630E-006
1536.100000,3.4060E-006,1536.100000,3.4060E-006,1536.100000,3.4060E-006
1536.150000,3.2930E-006,1536.150000,3.2930E-006,1536.150000,3.2930E-006
1536.200000,3.1320E-006,1536.200000,3.1320E-006,1536.200000,3.1320E-006
1536.250000,3.1120E-006,1536.250000,3.1120E-006,1536.250000,3.1120E-006
1536.300000,2.9920E-006,1536.300000,2.9920E-006,1536.300000,2.9920E-006
1536.350000,2.8620E-006,1536.350000,2.8620E-006,1536.350000,2.8620E-006
1536.400000,2.7680E-006,1536.400000,2.7680E-006,1536.400000,2.7680E-006
1536.450000,2.7210E-006,1536.450000,2.7210E-006,1536.450000,2.7210E-006
1536.500000,2.7100E-006,1536.500000,2.7100E-006,1536.500000,2.7100E-006
1536.550000,2.6010E-006,1536.550000,2.6010E-006,1536.550000,2.6010E-006
1536.600000,2.6010E-006,1536.600000,2.6010E-006,1536.600000,2.6010E-006
1536.650000,2.5380E-006,1536.650000,2.5380E-006,1536.650000,2.5380E-006
1536.700000,2.4510E-006,1536.700000,2.4510E-006,1536.700000,2.4510E-006
1536.750000,2.4380E-006,1536.750000,2.4380E-006,1536.750000,2.4380E-006
1536.800000,2.4200E-006,1536.800000,2.4200E-006,1536.800000,2.4200E-006
1536.850000,2.2880E-006,1536.850000,2.2880E-006,1536.850000,2.2880E-006
1536.900000,2.2540E-006,1536.900000,2.2540E-006,1536.900000,2.2540E-006
1536.950000,2.3040E-006,1536.950000,2.3040E-006,1536.950000,2.3040E-006
1537.000000,2.2340E-006,1537.000000,2.2340E-006,1537.000000,2.2340E-006
1537.050000,2.2570E-006,1537.050000,2.2570E-006,1537.050000,2.2570E-006
1537.100000,2.1230E-006,1537.100000,2.1230E-006,1537.100000,2.1230E-006
1537.150000,2.1830E-006,1537.150000,2.1830E-006,1537.150000,2.1830E-006
1537.200000,2.1530E-006,1537.200000,2.1530E-006,1537.200000,2.1530E-006
1537.250000,2.1200E-006,1537.250000,2.1200E-006,1537.250000,2.1200E-006
1537.300000,2.1240E-006,1537.300000,2.1240E-006,1537.300000,2.1240E-006
1537.350000,2.0730E-006,1537.350000,2.0730E-006,1537.350000,2.0730E-006
1537.400000,2.0340E-006,1537.400000,2.0340E-006,1537.400000,2.0340E-006
1537.450000,2.0550E-006,1537.450000,2.0550E-006,1537.450000,2.0550E-006
1537.500000,2.0320E-006,1537.500000,2.0320E-006,1537.500000,2.0320E-006
1537.550000,2.0000E-006,1537.550000,2.0000E-006,1537.550000,2.0000E-006
1537.600000,2.0490E-006,1537.600000,2.0490E-006,1537.600000,2.0490E-006
1537.650000,2.0450E-006,1537.650000,2.0450E-006,1537.650000,2.0450E-006
1537.700000,2.0010E-006,1537.700000,2.0010E-006,1537.700000,2.0010E-006
1537.750000,1.9860E-006,1537.750000,1.9860E-006,1537.750000,1.9860E-006
1537.800000,2.0470E-006,1537.800000,2.0470E-006,1537.800000,2.0470E-006
1537.850000,2.0210E-006,1537.850000,2.0210E-006,1537.850000,2.0210E-006
1537.900000,2.0040E-006,1537.900000,2.0040E-006,1537.900000,2.0040E-006
1537.950000,1.9970E-006,1537.950000,1.9970E-006,1537.950000,1.9970E-006
1538.000000,2.0110E-006,1538.000000,2.0110E-006,1538.000000,2.0110E-006
1538.050000,2.0680E-006,1538.050000,2.0680E-006,1538.050000,2.0680E-006
