1507.450000,8.6100E-009,1507.450000,8.6100E-009,1507.450000,8.6100E-009
1507.500000,-1.8750E-008,1507.500000,-1.8750E-008,1507.500000,-1.8750E-008
1507.550000,2.6960E-008,1507.550000,2.6960E-008,1507.550000,2.6960E-008
1507.600000,-2.8290E-008,1507.600000,-2.8290E-008,1507.600000,-2.8290E-008
1507.650000,-1.3980E-008,1507.650000,-1.3980E-008,1507.650000,-1.3980E-008
1507.700000,1.6990E-008,1507.700000,1.6990E-008,1507.700000,1.6990E-008
1507.750000,2.4240E-009,1507.750000,2.4240E-009,1507.750000,2.4240E-009
1507.800000,-2.3910E-008,1507.800000,-2.3910E-008,1507.800000,-2.3910E-008
1507.850000,6.1810E-008,1507.850000,6.1810E-008,1507.850000,6.1810E-008
1507.900000,-2.6520E-008,1507.900000,-2.6520E-008,1507.900000,-2.6520E-008
1507.950000,4.1300E-008,1507.950000,4.1300E-008,1507.950000,4.1300E-008
1508.000000,-1.5250E-008,1508.000000,-1.5250E-008,1508.000000,-1.5250E-008
1508.050000,5.0850E-008,1508.050000,5.0850E-008,1508.050000,5.0850E-008
1508.100000,-4.5920E-009,1508.100000,-4.5920E-009,1508.100000,-4.5920E-009
1508.150000,-6.0110E-010,1508.150000,-6.0110E-010,1508.150000,-6.0110E-010
1508.200000,-2.6630E-008,1508.200000,-2.6630E-008,1508.200000,-2.6630E-008
1508.250000,-3.7780E-009,1508.250000,-3.7780E-009,1508.250000,-3.7780E-009
1508.300000,4.5740E-008,1508.300000,4.5740E-008,1508.300000,4.5740E-008
1508.350000,-1.2600E-008,1508.350000,-1.2600E-008,1508.350000,-1.2600E-008
1508.400000,1.8930E-008,1508.400000,1.8930E-008,1508.400000,1.8930E-008
1508.450000,3.0500E-008,1508.450000,3.0500E-008,1508.450000,3.0500E-008
1508.500000,-1.5120E-008,1508.500000,-1.5120E-008,1508.500000,-1.5120E-008
1508.550000,8.8880E-008,1508.550000,8.8880E-008,1508.550000,8.8880E-008
1508.600000,-1.7210E-008,1508.600000,-1.7210E-008,1508.600000,-1.7210E-008
1508.650000,4.0140E-008,1508.650000,4.0140E-008,1508.650000,4.0140E-008
1508.700000,1.4930E-008,1508.700000,1.4930E-008,1508.700000,1.4930E-008
1508.750000,-1.2860E-008,1508.750000,-1.2860E-008,1508.750000,-1.2860E-008
1508.800000,7.0920E-008,1508.800000,7.0920E-008,1508.800000,7.0920E-008
1508.850000,2.9620E-008,1508.850000,2.9620E-008,1508.850000,2.9620E-008
1508.900000,-1.9620E-008,1508.900000,-1.9620E-008,1508.900000,-1.9620E-008
1508.950000,4.5960E-008,1508.950000,4.5960E-008,1508.950000,4.5960E-008
1509.000000,1.7450E-008,1509.000000,1.7450E-008,1509.000000,1.7450E-008
1509.050000,-7.0280E-009,1509.050000,-7.0280E-009,1509.050000,-7.0280E-009
1509.100000,1.9430E-008,1509.100000,1.9430E-008,1509.100000,1.9430E-008
1509.150000,-6.3830E-009,1509.150000,-6.3830E-009,1509.150000,-6.3830E-009
1509.200000,1.3500E-008,1509.200000,1.3500E-008,1509.200000,1.3500E-008
1509.250000,2.9530E-008,1509.250000,2.9530E-008,1509.250000,2.9530E-008
1509.300000,-4.7290E-009,1509.300000,-4.7290E-009,1509.300000,-4.7290E-009
1509.350000,2.5070E-008,1509.350000,2.5070E-008,1509.350000,2.5070E-008
1509.400000,-8.6010E-011,1509.400000,-8.6010E-011,1509.400000,-8.6010E-011
1509.450000,1.7400E-008,1509.450000,1.7400E-008,1509.450000,1.7400E-008
1509.500000,7.3230E-009,1509.500000,7.3230E-009,1509.500000,7.3230E-009
1509.550000,3.4070E-008,1509.550000,3.4070E-008,1509.550000,3.4070E-008
1509.600000,1.0650E-008,1509.600000,1.0650E-008,1509.600000,1.0650E-008
1509.650000,-1.8230E-008,1509.650000,-1.8230E-008,1509.650000,-1.8230E-008
1509.700000,7.8300E-009,1509.700000,7.8300E-009,1509.700000,7.8300E-009
1509.750000,-5.0550E-009,1509.750000,-5.0550E-009,1509.750000,-5.0550E-009
1509.800000,-3.8620E-009,1509.800000,-3.8620E-009,1509.800000,-3.8620E-009
1509.850000,-4.2160E-009,1509.850000,-4.2160E-009,1509.850000,-4.2160E-009
1509.900000,-8.0150E-009,1509.900000,-8.0150E-009,1509.900000,-8.0150E-009
1509.950000,-1.2210E-008,1509.950000,-1.2210E-008,1509.950000,-1.2210E-008
1510.000000,3.7660E-009,1510.000000,3.7660E-009,1510.000000,3.7660E-009
1510.050000,6.6340E-008,1510.050000,6.6340E-008,1510.050000,6.6340E-008
1510.100000,2.4560E-008,1510.100000,2.4560E-008,1510.100000,2.4560E-008
1510.150000,3.0210E-008,1510.150000,3.0210E-008,1510.150000,3.0210E-008
1510.200000,-6.2970E-008,1510.200000,-6.2970E-008,1510.200000,-6.2970E-008
1510.250000,8.1260E-009,1510.250000,8.1260E-009,1510.250000,8.1260E-009
1510.300000,4.1580E-008,1510.300000,4.1580E-008,1510.300000,4.1580E-008
1510.350000,2.7130E-008,1510.350000,2.7130E-008,1510.350000,2.7130E-008
1510.400000,-2.3890E-008,1510.400000,-2.3890E-008,1510.400000,-2.3890E-008
1510.450000,1.0510E-008,1510.450000,1.0510E-008,1510.450000,1.0510E-008
1510.500000,1.6530E-008,1510.500000,1.6530E-008,1510.500000,1.6530E-008
1510.550000,-2.6370E-008,1510.550000,-2.6370E-008,1510.550000,-2.6370E-008
1510.600000,1.2190E-008,1510.600000,1.2190E-008,1510.600000,1.2190E-008
1510.650000,-1.2590E-008,1510.650000,-1.2590E-008,1510.650000,-1.2590E-008
1510.700000,5.5680E-009,1510.700000,5.5680E-009,1510.700000,5.5680E-009
1510.750000,-8.8310E-009,1510.750000,-8.8310E-009,1510.750000,-8.8310E-009
1510.800000,-3.3670E-008,1510.800000,-3.3670E-008,1510.800000,-3.3670E-008
1510.850000,2.7680E-009,1510.850000,2.7680E-009,1510.850000,2.7680E-009
1510.900000,6.7210E-008,1510.900000,6.7210E-008,1510.900000,6.7210E-008
1510.950000,1.3030E-008,1510.950000,1.3030E-008,1510.950000,1.3030E-008
1511.000000,3.4900E-008,1511.000000,3.4900E-008,1511.000000,3.4900E-008
1511.050000,1.9410E-008,1511.050000,1.9410E-008,1511.050000,1.9410E-008
1511.100000,4.5510E-008,1511.100000,4.5510E-008,1511.100000,4.5510E-008
1511.150000,1.9060E-009,1511.150000,1.9060E-009,1511.150000,1.9060E-009
1511.200000,3.4680E-008,1511.200000,3.4680E-008,1511.200000,3.4680E-008
1511.250000,5.7250E-008,1511.250000,5.7250E-008,1511.250000,5.7250E-008
1511.300000,3.0970E-008,1511.300000,3.0970E-008,1511.300000,3.0970E-008
1511.350000,7.4360E-009,1511.350000,7.4360E-009,1511.350000,7.4360E-009
1511.400000,-1.1530E-008,1511.400000,-1.1530E-008,1511.400000,-1.1530E-008
1511.450000,3.7790E-008,1511.450000,3.7790E-008,1511.450000,3.7790E-008
1511.500000,2.9120E-008,1511.500000,2.9120E-008,1511.500000,2.9120E-008
1511.550000,-8.1600E-009,1511.550000,-8.1600E-009,1511.550000,-8.1600E-009
1511.600000,4.2250E-008,1511.600000,4.2250E-008,1511.600000,4.2250E-008
1511.650000,-2.1650E-008,1511.650000,-2.1650E-008,1511.650000,-2.1650E-008
1511.700000,4.2910E-009,1511.700000,4.2910E-009,1511.700000,4.2910E-009
1511.750000,-1.1340E-008,1511.750000,-1.1340E-008,1511.750000,-1.1340E-008
1511.800000,-4.4110E-008,1511.800000,-4.4110E-008,1511.800000,-4.4110E-008
1511.850000,5.6280E-008,1511.850000,5.6280E-008,1511.850000,5.6280E-008
1511.900000,8.9730E-009,1511.900000,8.9730E-009,1511.900000,8.9730E-009
1511.950000,-3.0140E-008,1511.950000,-3.0140E-008,1511.950000,-3.0140E-008
1512.000000,2.4430E-008,1512.000000,2.4430E-008,1512.000000,2.4430E-008
1512.050000,1.5730E-008,1512.050000,1.5730E-008,1512.050000,1.5730E-008
1512.100000,6.7100E-009,1512.100000,6.7100E-009,1512.100000,6.7100E-009
1512.150000,1.7800E-008,1512.150000,1.7800E-008,1512.150000,1.7800E-008
1512.200000,7.0600E-008,1512.200000,7.0600E-008,1512.200000,7.0600E-008
1512.250000,1.9930E-008,1512.250000,1.9930E-008,1512.250000,1.9930E-008
1512.300000,8.4370E-009,1512.300000,8.4370E-009,1512.300000,8.4370E-009
1512.350000,2.8010E-008,1512.350000,2.8010E-008,1512.350000,2.8010E-008
1512.400000,4.9520E-008,1512.400000,4.9520E-008,1512.400000,4.9520E-008
1512.450000,3.2480E-009,1512.450000,3.2480E-009,1512.450000,3.2480E-009
1512.500000,-5.3300E-009,1512.500000,-5.3300E-009,1512.500000,-5.3300E-009
1512.550000,5.6780E-008,1512.550000,5.6780E-008,1512.550000,5.6780E-008
1512.600000,-5.1800E-010,1512.600000,-5.1800E-010,1512.600000,-5.1800E-010
1512.650000,1.9430E-008,1512.650000,1.9430E-008,1512.650000,1.9430E-008
1512.700000,-3.6680E-008,1512.700000,-3.6680E-008,1512.700000,-3.6680E-008
1512.750000,-2.7770E-008,1512.750000,-2.7770E-008,1512.750000,-2.7770E-008
1512.800000,-1.6530E-008,1512.800000,-1.6530E-008,1512.800000,-1.6530E-008
1512.850000,7.2760E-009,1512.850000,7.2760E-009,1512.850000,7.2760E-009
1512.900000,9.9850E-008,1512.900000,9.9850E-008,1512.900000,9.9850E-008
1512.950000,4.1450E-009,1512.950000,4.1450E-009,1512.950000,4.1450E-009
1513.000000,-1.4170E-008,1513.000000,-1.4170E-008,1513.000000,-1.4170E-008
1513.050000,-1.1480E-008,1513.050000,-1.1480E-008,1513.050000,-1.1480E-008
1513.100000,-3.6280E-009,1513.100000,-3.6280E-009,1513.100000,-3.6280E-009
1513.150000,1.1330E-009,1513.150000,1.1330E-009,1513.150000,1.1330E-009
1513.200000,-9.0290E-009,1513.200000,-9.0290E-009,1513.200000,-9.0290E-009
1513.250000,4.0930E-009,1513.250000,4.0930E-009,1513.250000,4.0930E-009
1513.300000,4.5480E-008,1513.300000,4.5480E-008,1513.300000,4.5480E-008
1513.350000,6.2550E-008,1513.350000,6.2550E-008,1513.350000,6.2550E-008
1513.400000,-2.5920E-009,1513.400000,-2.5920E-009,1513.400000,-2.5920E-009
1513.450000,-1.8360E-009,1513.450000,-1.8360E-009,1513.450000,-1.8360E-009
1513.500000,-1.7970E-008,1513.500000,-1.7970E-008,1513.500000,-1.7970E-008
1513.550000,3.4670E-008,1513.550000,3.4670E-008,1513.550000,3.4670E-008
1513.600000,8.7950E-009,1513.600000,8.7950E-009,1513.600000,8.7950E-009
1513.650000,1.9780E-008,1513.650000,1.9780E-008,1513.650000,1.9780E-008
1513.700000,-1.9270E-008,1513.700000,-1.9270E-008,1513.700000,-1.9270E-008
1513.750000,1.5320E-008,1513.750000,1.5320E-008,1513.750000,1.5320E-008
1513.800000,-9.5000E-009,1513.800000,-9.5000E-009,1513.800000,-9.5000E-009
1513.850000,-5.1120E-009,1513.850000,-5.1120E-009,1513.850000,-5.1120E-009
1513.900000,3.4370E-008,1513.900000,3.4370E-008,1513.900000,3.4370E-008
1513.950000,4.5400E-010,1513.950000,4.5400E-010,1513.950000,4.5400E-010
1514.000000,3.1780E-008,1514.000000,3.1780E-008,1514.000000,3.1780E-008
1514.050000,2.0480E-008,1514.050000,2.0480E-008,1514.050000,2.0480E-008
1514.100000,1.6480E-008,1514.100000,1.6480E-008,1514.100000,1.6480E-008
1514.150000,1.0120E-008,1514.150000,1.0120E-008,1514.150000,1.0120E-008
1514.200000,-2.5830E-009,1514.200000,-2.5830E-009,1514.200000,-2.5830E-009
1514.250000,3.6550E-008,1514.250000,3.6550E-008,1514.250000,3.6550E-008
1514.300000,1.7240E-008,1514.300000,1.7240E-008,1514.300000,1.7240E-008
1514.350000,3.1720E-008,1514.350000,3.1720E-008,1514.350000,3.1720E-008
1514.400000,-2.2820E-008,1514.400000,-2.2820E-008,1514.400000,-2.2820E-008
1514.450000,5.8500E-008,1514.450000,5.8500E-008,1514.450000,5.8500E-008
1514.500000,2.4870E-009,1514.500000,2.4870E-009,1514.500000,2.4870E-009
1514.550000,1.8790E-008,1514.550000,1.8790E-008,1514.550000,1.8790E-008
1514.600000,4.4490E-008,1514.600000,4.4490E-008,1514.600000,4.4490E-008
1514.650000,3.0890E-008,1514.650000,3.0890E-008,1514.650000,3.0890E-008
1514.700000,-1.8790E-008,1514.700000,-1.8790E-008,1514.700000,-1.8790E-008
1514.750000,3.9990E-008,1514.750000,3.9990E-008,1514.750000,3.9990E-008
1514.800000,3.8190E-008,1514.800000,3.8190E-008,1514.800000,3.8190E-008
1514.850000,8.7170E-009,1514.850000,8.7170E-009,1514.850000,8.7170E-009
1514.900000,-4.3320E-009,1514.900000,-4.3320E-009,1514.900000,-4.3320E-009
1514.950000,1.9180E-008,1514.950000,1.9180E-008,1514.950000,1.9180E-008
1515.000000,-1.6500E-008,1515.000000,-1.6500E-008,1515.000000,-1.6500E-008
1515.050000,6.6530E-008,1515.050000,6.6530E-008,1515.050000,6.6530E-008
1515.100000,5.2560E-008,1515.100000,5.2560E-008,1515.100000,5.2560E-008
1515.150000,7.4970E-008,1515.150000,7.4970E-008,1515.150000,7.4970E-008
1515.200000,-2.8500E-009,1515.200000,-2.8500E-009,1515.200000,-2.8500E-009
1515.250000,7.3800E-008,1515.250000,7.3800E-008,1515.250000,7.3800E-008
1515.300000,5.8570E-008,1515.300000,5.8570E-008,1515.300000,5.8570E-008
1515.350000,8.4130E-008,1515.350000,8.4130E-008,1515.350000,8.4130E-008
1515.400000,3.5410E-008,1515.400000,3.5410E-008,1515.400000,3.5410E-008
1515.450000,-4.3040E-009,1515.450000,-4.3040E-009,1515.450000,-4.3040E-009
1515.500000,-2.8930E-008,1515.500000,-2.8930E-008,1515.500000,-2.8930E-008
1515.550000,-4.3890E-008,1515.550000,-4.3890E-008,1515.550000,-4.3890E-008
1515.600000,5.1460E-008,1515.600000,5.1460E-008,1515.600000,5.1460E-008
1515.650000,6.9100E-009,1515.650000,6.9100E-009,1515.650000,6.9100E-009
1515.700000,4.7530E-008,1515.700000,4.7530E-008,1515.700000,4.7530E-008
1515.750000,2.6140E-009,1515.750000,2.6140E-009,1515.750000,2.6140E-009
1515.800000,-2.9010E-008,1515.800000,-2.9010E-008,1515.800000,-2.9010E-008
1515.850000,2.4510E-008,1515.850000,2.4510E-008,1515.850000,2.4510E-008
1515.900000,-2.8330E-009,1515.900000,-2.8330E-009,1515.900000,-2.8330E-009
1515.950000,1.9420E-008,1515.950000,1.9420E-008,1515.950000,1.9420E-008
1516.000000,8.1660E-009,1516.000000,8.1660E-009,1516.000000,8.1660E-009
1516.050000,3.0040E-008,1516.050000,3.0040E-008,1516.050000,3.0040E-008
1516.100000,3.0430E-008,1516.100000,3.0430E-008,1516.100000,3.0430E-008
1516.150000,3.2770E-008,1516.150000,3.2770E-008,1516.150000,3.2770E-008
1516.200000,3.4780E-008,1516.200000,3.4780E-008,1516.200000,3.4780E-008
1516.250000,3.7730E-008,1516.250000,3.7730E-008,1516.250000,3.7730E-008
1516.300000,1.8460E-008,1516.300000,1.8460E-008,1516.300000,1.8460E-008
1516.350000,2.0720E-008,1516.350000,2.0720E-008,1516.350000,2.0720E-008
1516.400000,3.2270E-008,1516.400000,3.2270E-008,1516.400000,3.2270E-008
1516.450000,4.7720E-008,1516.450000,4.7720E-008,1516.450000,4.7720E-008
1516.500000,1.9150E-008,1516.500000,1.9150E-008,1516.500000,1.9150E-008
1516.550000,2.7200E-008,1516.550000,2.7200E-008,1516.550000,2.7200E-008
1516.600000,8.6960E-009,1516.600000,8.6960E-009,1516.600000,8.6960E-009
1516.650000,4.9690E-008,1516.650000,4.9690E-008,1516.650000,4.9690E-008
1516.700000,6.7400E-010,1516.700000,6.7400E-010,1516.700000,6.7400E-010
1516.750000,2.0400E-008,1516.750000,2.0400E-008,1516.750000,2.0400E-008
1516.800000,4.4830E-008,1516.800000,4.4830E-008,1516.800000,4.4830E-008
1516.850000,4.0270E-008,1516.850000,4.0270E-008,1516.850000,4.0270E-008
1516.900000,5.8860E-008,1516.900000,5.8860E-008,1516.900000,5.8860E-008
1516.950000,8.3830E-008,1516.950000,8.3830E-008,1516.950000,8.3830E-008
1517.000000,8.7310E-008,1517.000000,8.7310E-008,1517.000000,8.7310E-008
1517.050000,-8.6020E-009,1517.050000,-8.6020E-009,1517.050000,-8.6020E-009
1517.100000,1.5400E-008,1517.100000,1.5400E-008,1517.100000,1.5400E-008
1517.150000,5.6040E-008,1517.150000,5.6040E-008,1517.150000,5.6040E-008
1517.200000,2.1090E-009,1517.200000,2.1090E-009,1517.200000,2.1090E-009
1517.250000,2.0330E-009,1517.250000,2.0330E-009,1517.250000,2.0330E-009
1517.300000,6.4370E-008,1517.300000,6.4370E-008,1517.300000,6.4370E-008
1517.350000,1.8270E-008,1517.350000,1.8270E-008,1517.350000,1.8270E-008
1517.400000,-5.3530E-009,1517.400000,-5.3530E-009,1517.400000,-5.3530E-009
1517.450000,1.2170E-008,1517.450000,1.2170E-008,1517.450000,1.2170E-008
1517.500000,1.4790E-008,1517.500000,1.4790E-008,1517.500000,1.4790E-008
1517.550000,-3.7930E-008,1517.550000,-3.7930E-008,1517.550000,-3.7930E-008
1517.600000,4.4410E-008,1517.600000,4.4410E-008,1517.600000,4.4410E-008
1517.650000,3.8610E-008,1517.650000,3.8610E-008,1517.650000,3.8610E-008
1517.700000,1.7910E-008,1517.700000,1.7910E-008,1517.700000,1.7910E-008
1517.750000,2.2310E-008,1517.750000,2.2310E-008,1517.750000,2.2310E-008
1517.800000,-1.2070E-008,1517.800000,-1.2070E-008,1517.800000,-1.2070E-008
1517.850000,2.6490E-008,1517.850000,2.6490E-008,1517.850000,2.6490E-008
1517.900000,1.0170E-007,1517.900000,1.0170E-007,1517.900000,1.0170E-007
1517.950000,7.6030E-008,1517.950000,7.6030E-008,1517.950000,7.6030E-008
1518.000000,3.5230E-008,1518.000000,3.5230E-008,1518.000000,3.5230E-008
1518.050000,1.3190E-008,1518.050000,1.3190E-008,1518.050000,1.3190E-008
1518.100000,4.1050E-008,1518.100000,4.1050E-008,1518.100000,4.1050E-008
1518.150000,2.6160E-008,1518.150000,2.6160E-008,1518.150000,2.6160E-008
1518.200000,3.5500E-008,1518.200000,3.5500E-008,1518.200000,3.5500E-008
1518.250000,6.3920E-009,1518.250000,6.3920E-009,1518.250000,6.3920E-009
1518.300000,1.1940E-008,1518.300000,1.1940E-008,1518.300000,1.1940E-008
1518.350000,-8.6050E-010,1518.350000,-8.6050E-010,1518.350000,-8.6050E-010
1518.400000,5.8590E-008,1518.400000,5.8590E-008,1518.400000,5.8590E-008
1518.450000,2.3760E-008,1518.450000,2.3760E-008,1518.450000,2.3760E-008
1518.500000,3.0150E-008,1518.500000,3.0150E-008,1518.500000,3.0150E-008
1518.550000,3.2180E-008,1518.550000,3.2180E-008,1518.550000,3.2180E-008
1518.600000,5.1070E-008,1518.600000,5.1070E-008,1518.600000,5.1070E-008
1518.650000,8.1720E-008,1518.650000,8.1720E-008,1518.650000,8.1720E-008
1518.700000,4.1930E-009,1518.700000,4.1930E-009,1518.700000,4.1930E-009
1518.750000,4.7110E-008,1518.750000,4.7110E-008,1518.750000,4.7110E-008
1518.800000,4.1470E-008,1518.800000,4.1470E-008,1518.800000,4.1470E-008
1518.850000,2.3140E-008,1518.850000,2.3140E-008,1518.850000,2.3140E-008
1518.900000,3.6370E-008,1518.900000,3.6370E-008,1518.900000,3.6370E-008
1518.950000,5.2620E-008,1518.950000,5.2620E-008,1518.950000,5.2620E-008
1519.000000,4.7240E-008,1519.000000,4.7240E-008,1519.000000,4.7240E-008
1519.050000,2.9710E-008,1519.050000,2.9710E-008,1519.050000,2.9710E-008
1519.100000,-5.2180E-008,1519.100000,-5.2180E-008,1519.100000,-5.2180E-008
1519.150000,4.2440E-008,1519.150000,4.2440E-008,1519.150000,4.2440E-008
1519.200000,7.3730E-008,1519.200000,7.3730E-008,1519.200000,7.3730E-008
1519.250000,-7.0680E-009,1519.250000,-7.0680E-009,1519.250000,-7.0680E-009
1519.300000,5.8920E-008,1519.300000,5.8920E-008,1519.300000,5.8920E-008
1519.350000,2.5290E-008,1519.350000,2.5290E-008,1519.350000,2.5290E-008
1519.400000,1.4640E-008,1519.400000,1.4640E-008,1519.400000,1.4640E-008
1519.450000,3.7010E-008,1519.450000,3.7010E-008,1519.450000,3.7010E-008
1519.500000,3.0880E-008,1519.500000,3.0880E-008,1519.500000,3.0880E-008
1519.550000,3.6030E-008,1519.550000,3.6030E-008,1519.550000,3.6030E-008
1519.600000,4.8750E-008,1519.600000,4.8750E-008,1519.600000,4.8750E-008
1519.650000,3.2340E-008,1519.650000,3.2340E-008,1519.650000,3.2340E-008
1519.700000,2.3880E-008,1519.700000,2.3880E-008,1519.700000,2.3880E-008
1519.750000,-3.0910E-008,1519.750000,-3.0910E-008,1519.750000,-3.0910E-008
1519.800000,1.0610E-007,1519.800000,1.0610E-007,1519.800000,1.0610E-007
1519.850000,1.4590E-008,1519.850000,1.4590E-008,1519.850000,1.4590E-008
1519.900000,-1.0430E-008,1519.900000,-1.0430E-008,1519.900000,-1.0430E-008
1519.950000,7.1650E-008,1519.950000,7.1650E-008,1519.950000,7.1650E-008
1520.000000,2.0750E-008,1520.000000,2.0750E-008,1520.000000,2.0750E-008
1520.050000,6.8340E-008,1520.050000,6.8340E-008,1520.050000,6.8340E-008
1520.100000,4.3650E-008,1520.100000,4.3650E-008,1520.100000,4.3650E-008
1520.150000,-3.3980E-009,1520.150000,-3.3980E-009,1520.150000,-3.3980E-009
1520.200000,1.0010E-007,1520.200000,1.0010E-007,1520.200000,1.0010E-007
1520.250000,3.4640E-008,1520.250000,3.4640E-008,1520.250000,3.4640E-008
1520.300000,9.0730E-008,1520.300000,9.0730E-008,1520.300000,9.0730E-008
1520.350000,-9.2350E-009,1520.350000,-9.2350E-009,1520.350000,-9.2350E-009
1520.400000,1.8520E-008,1520.400000,1.8520E-008,1520.400000,1.8520E-008
1520.450000,5.6920E-008,1520.450000,5.6920E-008,1520.450000,5.6920E-008
1520.500000,3.2340E-009,1520.500000,3.2340E-009,1520.500000,3.2340E-009
1520.550000,5.3640E-008,1520.550000,5.3640E-008,1520.550000,5.3640E-008
1520.600000,9.9920E-009,1520.600000,9.9920E-009,1520.600000,9.9920E-009
1520.650000,3.8570E-008,1520.650000,3.8570E-008,1520.650000,3.8570E-008
1520.700000,-1.0200E-008,1520.700000,-1.0200E-008,1520.700000,-1.0200E-008
1520.750000,3.2960E-008,1520.750000,3.2960E-008,1520.750000,3.2960E-008
1520.800000,-2.0790E-009,1520.800000,-2.0790E-009,1520.800000,-2.0790E-009
1520.850000,6.9020E-008,1520.850000,6.9020E-008,1520.850000,6.9020E-008
1520.900000,1.5220E-008,1520.900000,1.5220E-008,1520.900000,1.5220E-008
1520.950000,3.8370E-008,1520.950000,3.8370E-008,1520.950000,3.8370E-008
1521.000000,7.3960E-008,1521.000000,7.3960E-008,1521.000000,7.3960E-008
1521.050000,8.4400E-008,1521.050000,8.4400E-008,1521.050000,8.4400E-008
1521.100000,1.0920E-007,1521.100000,1.0920E-007,1521.100000,1.0920E-007
1521.150000,3.6690E-008,1521.150000,3.6690E-008,1521.150000,3.6690E-008
1521.200000,1.2030E-007,1521.200000,1.2030E-007,1521.200000,1.2030E-007
1521.250000,7.2380E-008,1521.250000,7.2380E-008,1521.250000,7.2380E-008
1521.300000,1.1010E-007,1521.300000,1.1010E-007,1521.300000,1.1010E-007
1521.350000,3.8590E-008,1521.350000,3.8590E-008,1521.350000,3.8590E-008
1521.400000,8.3570E-008,1521.400000,8.3570E-008,1521.400000,8.3570E-008
