Theta1,Theta2,Theta3,Ancho_espectral,Potencia,Clases
0,0,0,13.53464683660469,0.0108855,1
4,0,0,13.53464683660469,0.0108434999999999,1
8,0,0,13.74385172722424,0.01081725,1
12,0,0,13.67108480874787,0.01080275,1
16,0,0,13.71656413279561,0.01079,1
20,0,0,13.81661864570061,0.0107793333333333,1
24,0,0,13.78933105127197,0.01077175,1
28,0,0,14.08039872517745,0.010754,1
32,0,0,14.2259325621302,0.01074125,1
36,0,0,14.39875399351158,0.01073375,1
40,0,0,14.41694572313067,0.01074125,1
44,0,0,14.86264309879842,0.0107365,1
48,0,0,14.8990265580366,0.01074825,1
52,0,0,15.09003971903707,0.01075475,1
56,0,0,15.18099836713254,0.0107755,1
64,0,0,14.85354723398888,0.01082775,1
68,0,0,14.33508293984476,0.0108865,1
72,0,0,13.43459232369967,0.0109426,1
76,0,0,13.15262051460375,0.01099,1
84,0,0,11.29706409345633,0.01110075,1
96,0,0,8.777509541212046,0.01125375,0
132,0,0,8.813893000450223,0.01124125,0
136,0,0,9.48698699635666,0.0112136666666666,0
140,0,0,10.56029904388309,0.011164,0
148,0,0,12.71601900374554,0.0110235,1
152,0,0,13.74385172722424,0.01095025,1
156,0,0,14.78078031551251,0.0108835,1
160,0,0,15.46297017622846,0.010818,1
164,0,0,16.08148898327761,0.01075625,1
168,0,0,16.19063936099217,0.010719,1
172,0,0,16.21792695542081,0.0106845,1
176,0,0,15.84499649822942,0.01068575,1
180,0,0,15.67217506684803,0.01067975,1
184,0,0,15.4083949873712,0.0106675,1
188,0,0,15.0536562597989,0.010674,1
192,0,0,14.37146639908294,0.01069225,1
196,0,0,14.68072580260751,0.0106888,1
200,0,0,14.5624795600834,0.0107006666666666,1
204,0,0,14.62615061375021,0.0107012499999999,1
208,0,0,14.72620512665524,0.01069525,1
212,0,0,15.53573709470484,0.0107025,1
0,4,0,11.48807725445681,0.0108525,1
4,4,0,11.33344755269452,0.01085725,1
8,4,0,11.35163928231361,0.01086,1
12,4,0,11.1515302565036,0.01084925,1
16,4,0,10.92413363626494,0.01086325,1
20,4,0,10.8604625825981,0.01085975,1
24,4,0,11.07876333802722,0.0108385,1
28,4,0,11.03328401397949,0.01084475,1
32,4,0,11.16062612131313,0.0108366,1
36,4,0,11.41531033598043,0.0108325,1
40,4,0,11.34254341750406,0.010824,1
44,4,0,11.90648703569593,0.0108175,1
48,4,0,12.26122576326822,0.0108095,1
52,4,0,12.40675960022096,0.01079875,1
56,4,0,13.06166186650828,0.01079525,1
60,4,0,13.46187991812831,0.01079525,1
64,4,0,13.81661864570061,0.01079925,1
68,4,0,13.8711938345579,0.01081925,1
72,4,0,13.80752278089106,0.01083075,1
76,4,0,13.72565999760517,0.0108845,1
80,4,0,12.92522389436511,0.01093525,1
84,4,0,12.87974457031736,0.0109695,1
88,4,0,12.1793629799823,0.011032,1
92,4,0,10.90594190664584,0.0110995,0
96,4,0,10.31471069402534,0.011144,0
100,4,0,9.514274590785284,0.01119925,0
104,4,0,9.032193755879328,0.01123125,0
112,4,0,8.495537732116121,0.01125875,0
116,4,0,8.295428706306089,0.0112695,0
132,4,0,8.713838487545225,0.0112395,0
136,4,0,9.31416556497527,0.011212,0
140,4,0,10.06002647935804,0.0111865,0
144,4,0,10.8968460418363,0.01113725,0
148,4,0,11.81552838760046,0.01107925,0
152,4,0,12.47952651869735,0.01102025,1
156,4,0,13.45278405331876,0.01096225,1
160,4,0,14.05311113074882,0.010903,1
164,4,0,14.81716377475069,0.0108385,1
168,4,0,15.03546453017981,0.0108034,1
172,4,0,15.58121641875257,0.0107283333333333,1
176,4,0,15.45387431141893,0.01071575,1
180,4,0,14.97179347651297,0.01068975,1
184,4,0,14.25322015655884,0.010733,1
188,4,0,14.14406977884428,0.01070875,1
192,4,0,13.77113932165288,0.01071425,1
196,4,0,13.37092127003287,0.010723,1
200,4,0,12.98889494803193,0.0107505,1
204,4,0,13.05256600169873,0.01073175,1
208,4,0,12.79788178703145,0.01076225,1
212,4,0,13.53464683660469,0.01074525,1
0,8,0,9.6143291036903,0.0109076,1
4,8,0,9.750767075833494,0.01090275,1
8,8,0,9.568849779642552,0.010922,1
12,8,0,8.941235107783864,0.01093825,1
16,8,0,8.968522702212507,0.010947,1
20,8,0,8.631975704259315,0.01096575,0
24,8,0,8.83208473006933,0.01097,0
28,8,0,8.877564054117045,0.01097,0
32,8,0,9.305069700165715,0.01093925,1
36,8,0,9.605233238880746,0.010922,1
40,8,0,9.687096022166656,0.010914,1
44,8,0,9.859917453548046,0.01090475,1
48,8,0,10.08731407378669,0.0108915,1
52,8,0,10.65125769197855,0.0108595,1
56,8,0,11.21520131017042,0.0108555,1
60,8,0,11.66089868583818,0.0108345,1
64,8,0,12.21574643922049,0.01084775,1
68,8,0,12.72511486855508,0.0108507999999999,1
72,8,0,12.93431975917464,0.010858,1
76,8,0,12.91612802955556,0.010887,1
80,8,0,12.74330659817416,0.01092,1
84,8,0,12.54319757236415,0.01095625,1
88,8,0,11.92467876531502,0.01101975,1
92,8,0,11.46078966002815,0.011054,0
100,8,0,10.27832723478716,0.01113275,0
104,8,0,9.832629859119388,0.0111557499999999,0
108,8,0,9.450603537118464,0.0111965,0
