# 1-focal (m) 2-Exp 3-Fit
7.845362e-02	9.991357e-01	9.995520e-01
7.861096e-02	9.992420e-01	9.995455e-01
7.876831e-02	9.994887e-01	9.995389e-01
7.892565e-02	9.994908e-01	9.995322e-01
7.908300e-02	9.992153e-01	9.995254e-01
7.924034e-02	9.991696e-01	9.995184e-01
7.939768e-02	9.992301e-01	9.995113e-01
7.955503e-02	9.994245e-01	9.995041e-01
7.971237e-02	9.996108e-01	9.994967e-01
7.986972e-02	9.994916e-01	9.994892e-01
8.002706e-02	9.993798e-01	9.994816e-01
8.018441e-02	9.992895e-01	9.994738e-01
8.034175e-02	9.993477e-01	9.994659e-01
8.049910e-02	9.996135e-01	9.994578e-01
8.065644e-02	9.995954e-01	9.994496e-01
8.081378e-02	9.993607e-01	9.994412e-01
8.097113e-02	9.994145e-01	9.994327e-01
8.112847e-02	9.995896e-01	9.994240e-01
8.128582e-02	9.995248e-01	9.994152e-01
8.144316e-02	9.994099e-01	9.994061e-01
8.160051e-02	9.991609e-01	9.993969e-01
8.175785e-02	9.989202e-01	9.993876e-01
8.191520e-02	9.992048e-01	9.993780e-01
8.207254e-02	9.994248e-01	9.993683e-01
8.222989e-02	9.991424e-01	9.993583e-01
8.238723e-02	9.989464e-01	9.993482e-01
8.254457e-02	9.991416e-01	9.993378e-01
8.270192e-02	9.992459e-01	9.993273e-01
8.285926e-02	9.990521e-01	9.993166e-01
8.301661e-02	9.989937e-01	9.993056e-01
8.317395e-02	9.992974e-01	9.992944e-01
8.333130e-02	9.994140e-01	9.992830e-01
8.348864e-02	9.990853e-01	9.992713e-01
8.364599e-02	9.988815e-01	9.992594e-01
8.380333e-02	9.989627e-01	9.992473e-01
8.396067e-02	9.989556e-01	9.992349e-01
8.411802e-02	9.987407e-01	9.992222e-01
8.427536e-02	9.986074e-01	9.992093e-01
8.443271e-02	9.986874e-01	9.991961e-01
8.459005e-02	9.987672e-01	9.991826e-01
8.474740e-02	9.988466e-01	9.991689e-01
8.490474e-02	9.988763e-01	9.991548e-01
8.506209e-02	9.986912e-01	9.991405e-01
8.521943e-02	9.985531e-01	9.991258e-01
8.537677e-02	9.987630e-01	9.991108e-01
8.553412e-02	9.989599e-01	9.990955e-01
8.569146e-02	9.988048e-01	9.990798e-01
8.584881e-02	9.986496e-01	9.990638e-01
8.600615e-02	9.984464e-01	9.990474e-01
8.616350e-02	9.982397e-01	9.990307e-01
8.632084e-02	9.984326e-01	9.990135e-01
8.647819e-02	9.987140e-01	9.989960e-01
8.663553e-02	9.987505e-01	9.989781e-01
8.679287e-02	9.986747e-01	9.989598e-01
8.695022e-02	9.986261e-01	9.989410e-01
8.710756e-02	9.986011e-01	9.989218e-01
8.726491e-02	9.986771e-01	9.989022e-01
8.742225e-02	9.989258e-01	9.988821e-01
8.757960e-02	9.991008e-01	9.988615e-01
8.773694e-02	9.989527e-01	9.988404e-01
8.789429e-02	9.988047e-01	9.988188e-01
8.805163e-02	9.986565e-01	9.987967e-01
8.820898e-02	9.985083e-01	9.987740e-01
8.836632e-02	9.983807e-01	9.987508e-01
8.852366e-02	9.982593e-01	9.987270e-01
8.868101e-02	9.983180e-01	9.987026e-01
8.883835e-02	9.985361e-01	9.986776e-01
8.899570e-02	9.986009e-01	9.986520e-01
8.915304e-02	9.982650e-01	9.986257e-01
8.931039e-02	9.979318e-01	9.985987e-01
8.946773e-02	9.981452e-01	9.985711e-01
8.962508e-02	9.983585e-01	9.985427e-01
8.978242e-02	9.983019e-01	9.985136e-01
8.993976e-02	9.981372e-01	9.984837e-01
9.009711e-02	9.980772e-01	9.984530e-01
9.025445e-02	9.981705e-01	9.984215e-01
